,Burundi,"China, Taiwan Province of",Croatia,Myanmar,Burkina Faso,Philippines,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,Liberia,Greece,Zimbabwe,Bangladesh,Malawi,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Slovenia,Senegal,Madagascar,Tajikistan,Uganda,Ukraine,Zambia,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Panama,Bosnia and Herzegovina,China,Colombia,Latvia,Kyrgyzstan,Chile,Hungary,Kazakhstan,South Africa,Argentina,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Mali,Costa Rica,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Benin,Canada,Japan,Pakistan,Iraq,The former Yugoslav Republic of Macedonia,Venezuela (Bolivarian Republic of),Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Thailand,Czechoslovakia,Nigeria,Czechia,French Guiana,Ethiopia PDR,Cambodia,Timor-Leste,Paraguay,Georgia,India,El Salvador,Austria,Morocco,Bhutan,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Jordan,Mexico,Viet Nam,Suriname,Côte d'Ivoire,Nicaragua,Albania,Slovakia,Italy,Australia,Egypt,Netherlands,Angola,Guyana,Republic of Moldova,Turkey
1971,700.0,40151.0,-1.0,19557.0,-1.0,1510.0,-1.0,1716420.0,3700.0,4277.0,8000.0,-1.0,680000.0,4000.0,-1.0,8000.0,-1.0,-1.0,1224.0,7326.0,4841.0,-1.0,-1.0,-1.0,-1.0,-1.0,4000.0,-1.0,-1.0,-1.0,100.0,1000.0,-1.0,-1.0,-1.0,7824151.0,55100.0,-1.0,-1.0,2000.0,-1.0,-1.0,7000.0,36330.0,-1.0,-1.0,-1.0,-1.0,7784000.0,-1.0,-1.0,-1.0,800.0,655.0,281000.0,-1.0,-1.0,-1.0,56.0,-1.0,-1.0,148517.0,100500.0,2441.0,-1.0,-1.0,-1.0,1778.0,-1.0,-1.0,17612.0,17281856.0,4000.0,2000.0,53920.0,-1.0,200000.0,-1.0,-1.0,5500.0,3000.0,1400.0,54600.0,-1.0,32000.0,95.0,-1.0,-1.0,-1.0,275124.0,-1.0,868000.0,146700.0,949.0,-1.0,-1.0,128918.0,25900.0,42.0,-1.0,-1.0,-1.0,-1.0,64.0,7326.0,-1.0,-1,-1.0,106.0,-1.0,7000.0
1972,600.0,36123.0,-1.0,19408.0,-1.0,1240.0,-1.0,2191455.0,3800.0,4746.0,8000.0,-1.0,698000.0,4000.0,-1.0,6000.0,-1.0,-1.0,1404.0,18019.0,3553.0,-1.0,-1.0,-1.0,-1.0,-1.0,7000.0,-1.0,-1.0,-1.0,178.0,1000.0,-1.0,-1.0,-1.0,7612123.0,54000.0,-1.0,-1.0,2000.0,-1.0,-1.0,8000.0,68000.0,-1.0,-1.0,-1.0,-1.0,7576000.0,-1.0,-1.0,-1.0,800.0,555.0,285000.0,-1.0,-1.0,-1.0,80.0,-1.0,-1.0,163895.0,89100.0,1904.0,-1.0,-1.0,-1.0,2210.0,-1.0,-1.0,13551.0,18486992.0,15000.0,2300.0,77000.0,-1.0,200000.0,-1.0,-1.0,5700.0,5000.0,1400.0,75800.0,-1.0,34000.0,95.0,-1.0,-1.0,-1.0,281714.0,-1.0,905000.0,109000.0,725.0,-1.0,-1.0,221639.0,26000.0,38.0,-1.0,-1.0,-1.0,-1.0,62.0,18019.0,1193.0,-1,-1.0,7.0,-1.0,6000.0
1973,600.0,36491.0,-1.0,20235.0,-1.0,1240.0,-1.0,3615058.0,3800.0,4006.0,9000.0,-1.0,744000.0,4000.0,-1.0,8250.0,-1.0,-1.0,1640.0,27963.0,9449.0,-1.0,-1.0,-1.0,-1.0,-1.0,5000.0,-1.0,200.0,-1.0,157.0,4500.0,-1.0,-1.0,-1.0,7436491.0,54000.0,-1.0,-1.0,1000.0,10000.0,-1.0,9000.0,157030.0,352.0,-1.0,-1.0,-1.0,7400000.0,-1.0,-1.0,-1.0,2000.0,745.0,289000.0,-1.0,-1.0,-1.0,77.0,-1.0,-1.0,190200.0,88400.0,2660.0,-1.0,-1.0,-1.0,7546.0,-1.0,-1.0,19157.0,22527328.0,10000.0,2100.0,104000.0,-1.0,200000.0,-1.0,-1.0,5700.0,4000.0,1400.0,81381.0,-1.0,48000.0,100.0,-1.0,-1.0,-1.0,311600.0,-1.0,838000.0,182800.0,1200.0,-1.0,-1.0,311895.0,27000.0,58.0,-1.0,-1.0,-1.0,-1.0,145.0,27963.0,2631.0,-1,-1.0,76.0,-1.0,5070.0
1974,500.0,44454.0,-1.0,18616.0,-1.0,2780.0,-1.0,5143367.0,3900.0,3340.0,9000.0,-1.0,753499.0,4000.0,-1.0,11400.0,-1.0,-1.0,2026.0,41249.0,8678.0,-1.0,-1.0,-1.0,-1.0,-1.0,6000.0,-1.0,500.0,-1.0,1308.0,6900.0,-1.0,-1.0,-1.0,7298454.0,57000.0,-1.0,-1.0,1000.0,17000.0,-1.0,13000.0,334440.0,4300.0,-1.0,-1.0,-1.0,7254000.0,-1.0,-1.0,-1.0,5800.0,1350.0,292500.0,-1.0,-1.0,-1.0,341.0,-1.0,-1.0,167942.0,92800.0,2199.0,-1.0,-1.0,-1.0,24752.0,400.0,-1.0,27164.0,20776672.0,30000.0,2200.0,126720.0,-1.0,200000.0,-1.0,-1.0,6000.0,4000.0,1400.0,127300.0,-1.0,67000.0,100.0,-1.0,-1.0,-1.0,286188.0,-1.0,830000.0,238500.0,3083.0,-1.0,1.0,300118.0,28000.0,46.0,-1.0,-1.0,-1.0,-1.0,266.0,40849.0,1818.0,-1,-1.0,101.0,-1.0,3500.0
1975,800.0,41446.0,-1.0,20997.0,-1.0,7830.0,-1.0,5824492.0,3500.0,2738.0,9000.0,-1.0,752000.0,4000.0,-1.0,18750.0,-1.0,-1.0,3298.0,46029.0,14475.0,-1.0,-1.0,-1.0,10.0,-1.0,6000.0,-1.0,732.0,-1.0,1140.0,9600.0,-1.0,-1.0,-1.0,7033446.0,87800.0,-1.0,-1.0,1000.0,24000.0,-1.0,24000.0,355940.0,1495.0,-1.0,-1.0,-1.0,6992000.0,-1.0,-1.0,-1.0,9450.0,1055.0,296000.0,-1.0,-1.0,-1.0,128.0,-1.0,-1.0,157825.0,86900.0,957.0,150.0,-1.0,-1.0,7718.0,120.0,-1.0,36261.0,21697728.0,54000.0,2300.0,110880.0,-1.0,200000.0,-1.0,-1.0,6000.0,4000.0,1400.0,150200.0,-1.0,93000.0,100.0,-1.0,-1.0,-1.0,273857.0,-1.0,811000.0,120800.0,8216.0,-1.0,7.0,344450.0,27100.0,31.0,-1.0,680.0,-1.0,-1.0,180.0,45909.0,3572.0,-1,-1.0,35.0,-1.0,5900.0
1976,800.0,35549.0,-1.0,21502.0,-1.0,11250.0,-1.0,6416368.0,2976.0,1835.0,9000.0,-1.0,646336.0,4500.0,-1.0,18200.0,-1.0,-1.0,4443.0,26370.0,31293.0,-1.0,-1.0,-1.0,10.0,-1.0,8000.0,-1.0,825.0,-1.0,720.0,20000.0,-1.0,-1.0,-1.0,6719549.0,37600.0,-1.0,-1.0,1800.0,38534.0,-1.0,22000.0,433500.0,1900.0,-1.0,-1.0,-1.0,6684000.0,-1.0,-1.0,-1.0,12100.0,2020.0,300000.0,-1.0,-1.0,-1.0,252.0,-1.0,-1.0,152969.0,82900.0,833.0,350.0,-1.0,-1.0,3929.0,50.0,-1.0,56364.0,19991600.0,57000.0,2100.0,93920.0,-1.0,220000.0,-1.0,-1.0,6300.0,4000.0,1400.0,173400.0,-1.0,125000.0,448.0,-1.0,-1.0,-1.0,247479.0,-1.0,762000.0,155200.0,10023.0,-1.0,162.0,172379.0,39400.0,21.0,400.0,680.0,-1.0,-1.0,91.0,26320.0,7123.0,-1,-1.0,10.0,-1.0,6400.0
1977,800.0,30117.0,-1.0,23932.0,-1.0,10380.0,-1.0,7070263.0,3136.0,3067.0,9000.0,-1.0,646121.0,4500.0,-1.0,26250.0,-1.0,-1.0,5740.0,34642.0,31967.0,-1.0,-1.0,-1.0,15.0,-1.0,6000.0,-1.0,1200.0,-1.0,1012.0,10000.0,-1.0,-1.0,-1.0,6868117.0,56700.0,-1.0,-1.0,1000.0,28750.0,-1.0,25000.0,660000.0,1500.0,-1.0,-1.0,-1.0,6838000.0,-1.0,-1.0,-1.0,7580.0,2019.0,300000.0,-1.0,-1.0,-1.0,63.0,-1.0,-1.0,222600.0,79300.0,1662.0,650.0,-1.0,-1.0,4289.0,50.0,-1.0,68971.0,23402640.0,42000.0,9900.0,130740.0,-1.0,220000.0,-1.0,-1.0,6300.0,4000.0,1400.0,228800.0,-1.0,195000.0,595.0,-1.0,-1.0,-1.0,250621.0,-1.0,786000.0,170600.0,14830.0,-1.0,35.0,314276.0,42200.0,48.0,600.0,600.0,-1.0,-1.0,35.0,34592.0,13917.0,-1,-1.0,10.0,-1.0,5380.0
1978,400.0,24473.0,-1.0,23147.0,-1.0,9230.0,-1.0,7782187.0,4750.0,1663.0,10000.0,-1.0,733000.0,4600.0,-1.0,28000.0,-1.0,-1.0,3672.0,49920.0,34237.0,-1.0,-1.0,-1.0,25.0,-1.0,6000.0,-1.0,2200.0,-1.0,1931.0,22000.0,-1.0,-1.0,-1.0,7168473.0,69000.0,-1.0,-1.0,1000.0,18706.0,-1.0,25400.0,1150000.0,3200.0,-1.0,-1.0,-1.0,7144000.0,-1.0,-1.0,-1.0,19430.0,3358.0,300000.0,-1.0,70.0,-1.0,53.0,-1.0,-1.0,285299.0,127000.0,3049.0,800.0,-1.0,-1.0,8929.0,20.0,-1.0,99208.0,25763776.0,67000.0,9100.0,145315.0,-1.0,240000.0,-1.0,-1.0,6000.0,2000.0,1400.0,272200.0,-1.0,306000.0,600.0,-1.0,-1.0,-1.0,246932.0,-1.0,815000.0,202525.0,16927.0,-1.0,-1.0,216514.0,41700.0,38.0,1000.0,600.0,-1.0,-1.0,12.0,49900.0,34554.0,-1,-1.0,-1.0,-1.0,3050.0
1979,300.0,19333.0,-1.0,22751.0,-1.0,8400.0,-1.0,8256096.0,4425.0,2816.0,10000.0,-1.0,784489.0,4700.0,-1.0,44000.0,-1.0,-1.0,5200.0,53706.0,31084.0,-1.0,-1.0,-1.0,45.0,-1.0,4000.0,-1.0,2600.0,-1.0,1221.0,50824.0,-1.0,-1.0,-1.0,7258333.0,71300.0,-1.0,-1.0,1800.0,20084.0,-1.0,26000.0,1600000.0,14314.0,-1.0,-1.0,-1.0,7239000.0,-1.0,-1.0,-1.0,28390.0,4420.0,300000.0,-1.0,400.0,-1.0,14.0,-1.0,-1.0,279200.0,130300.0,3437.0,1000.0,-1.0,-1.0,8620.0,50.0,-1.0,96013.0,28466400.0,55000.0,9100.0,100381.0,-1.0,250000.0,-1.0,-1.0,4000.0,1500.0,1400.0,360300.0,-1.0,496000.0,600.0,-1.0,-1.0,-1.0,207335.0,-1.0,838000.0,302406.0,22233.0,-1.0,-1.0,379467.0,36200.0,37.0,1500.0,600.0,-1.0,-1.0,71.0,53656.0,42176.0,-1,-1.0,-1.0,-1.0,3200.0
1980,436.0,15329.0,-1.0,21651.0,-1.0,9580.0,-1.0,8774023.0,4780.0,2149.0,10000.0,-1.0,732000.0,4800.0,-1.0,50000.0,-1.0,-1.0,7700.0,56579.0,17289.0,-1.0,-1.0,-1.0,60.0,-1.0,4000.0,-1.0,3700.0,-1.0,1091.0,40445.0,-1.0,-1.0,-1.0,7234329.0,78100.0,-1.0,-1.0,1200.0,20205.0,-1.0,28300.0,2030000.0,8500.0,-1.0,-1.0,-1.0,7219000.0,-1.0,500.0,-1.0,37580.0,6354.0,300000.0,-1.0,420.0,-1.0,34.0,-1.0,-1.0,277200.0,142200.0,3512.0,1000.0,-1.0,-1.0,7132.0,50.0,-1.0,94167.0,27442608.0,32000.0,10300.0,105312.0,-1.0,270000.0,-1.0,-1.0,2170.0,5000.0,1400.0,475300.0,-1.0,608000.0,650.0,-1.0,-1.0,1000.0,188431.0,-1.0,854000.0,363497.0,24943.0,-1.0,-1.0,154037.0,48900.0,43.0,3852.0,600.0,6000.0,-1.0,125.0,56529.0,34762.0,-1,-1.0,-1.0,-1.0,3000.0
1981,900.0,10312.0,-1.0,24700.0,-1.0,10410.0,-1.0,8501169.0,5571.0,2664.0,10000.0,-1.0,810000.0,5000.0,-1.0,37000.0,-1.0,-1.0,7384.0,39729.0,47576.0,-1.0,-1.0,-1.0,65.0,-1.0,5000.0,-1.0,4900.0,-1.0,2213.0,33995.0,-1.0,-1.0,-1.0,8025312.0,43900.0,-1.0,-1.0,1000.0,24059.0,-1.0,22000.0,1880000.0,8800.0,-1.0,-1.0,-1.0,8015000.0,-1.0,500.0,-1.0,34830.0,8376.0,300000.0,-1.0,450.0,-1.0,70.0,-1.0,-1.0,279200.0,148800.0,3162.0,1000.0,-1.0,-1.0,4548.0,129.0,-1.0,93933.0,26774800.0,47181.0,10500.0,125024.0,-1.0,300000.0,-1.0,-1.0,6630.0,3000.0,1400.0,396100.0,-1.0,475000.0,580.0,-1.0,500.0,1500.0,201722.0,-1.0,864000.0,309592.0,21100.0,-1.0,-1.0,361778.0,74400.0,20.0,1977.0,1500.0,6000.0,-1.0,317.0,39600.0,45956.0,-1,-1.0,-1.0,-1.0,17000.0
1982,200.0,7782.0,-1.0,26821.0,-1.0,10910.0,-1.0,8203277.0,5606.0,471.0,10000.0,-1.0,607788.0,5000.0,-1.0,52000.0,-1.0,-1.0,7137.0,40595.0,77391.0,1000.0,-1.0,-1.0,70.0,-1.0,6000.0,-1.0,5300.0,-1.0,17377.0,20800.0,-1.0,-1.0,-1.0,8417782.0,49200.0,-1.0,-1.0,1000.0,23667.0,-1.0,22000.0,1985600.0,9800.0,-1.0,-1.0,-1.0,8410000.0,-1.0,500.0,-1.0,48750.0,4626.0,310000.0,-1.0,800.0,-1.0,3.0,-1.0,-1.0,364000.0,147100.0,3691.0,1000.0,-1.0,-1.0,2579.0,63.0,-1.0,68749.0,28101808.0,54671.0,10800.0,100920.0,-1.0,350000.0,-1.0,-1.0,3890.0,3000.0,1400.0,502200.0,-1.0,770000.0,530.0,-1.0,300.0,2000.0,183099.0,-1.0,876000.0,269009.0,21325.0,-1.0,-1.0,375297.0,103100.0,16.0,959.0,2300.0,6000.0,-1.0,2966.0,40532.0,59864.0,-1,-1.0,-1.0,-1.0,24000.0
