,Kenya,Iceland,"China, Hong Kong SAR","China, Taiwan Province of",Belarus,Croatia,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Belgium,Thailand,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,South Africa,Norway,Yemen,Portugal,Australia & New Zealand,Barbados,Mongolia,French Polynesia,Algeria,Slovenia,American Samoa,Senegal,Madagascar,Tajikistan,Latvia,Mauritius,Luxembourg,Israel,Dominica,Fiji,Cabo Verde,Turkmenistan,United Arab Emirates,Switzerland,Sri Lanka,Grenada,Azerbaijan,Egypt,Bosnia and Herzegovina,China,Yugoslav SFR,Malta,Colombia,Libya,Sudan (former),Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Saint Lucia,Kazakhstan,Estonia,France,Micronesia,Poland,"China, mainland",Russian Federation,Timor-Leste,Ukraine,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Germany,Armenia,Dominican Republic,Uzbekistan,South Sudan,Guadeloupe,Denmark,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,Morocco,Niger,Belize,Bulgaria,United States of America,Bangladesh,Democratic Republic of the Congo,Sudan,Djibouti,Kuwait,Cuba,Republic of Moldova,Turkey,Czechia,French Guiana,Suriname,Ghana,Costa Rica,Georgia,India,El Salvador,Austria,Bahrain,Czechoslovakia,Sweden,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Brunei Darussalam,Trinidad and Tobago,Italy,Singapore,Polynesia,Panama,Australia,Montserrat,Lithuania,Finland,Netherlands,Oman,Guyana,New Zealand,Guam,Belgium-Luxembourg
1971,-1.0,242.0,2000.0,34378.0,-1.0,-1.0,-1.0,6000.0,58594.0,1500.0,-1.0,168000.0,-1.0,90000.0,-1.0,98343.0,7300.0,-1.0,433000.0,97823.0,0.0,12000.0,6192.0,-1.0,-1.0,13579.0,318.0,-1.0,165.0,-1.0,-1.0,-1.0,-1,735.0,-1.0,-1.0,1317.0,-1.0,52350.0,-1.0,-1.0,-1.0,-1.0,352.0,6650.0,5596.0,-1.0,-1.0,170000.0,-1.0,3411378.0,98400.0,-1.0,2800.0,685.0,-1.0,25906.0,-1.0,39220.0,-1.0,23000.0,104959.0,-1.0,-1.0,-1.0,78800.0,-1.0,346000.0,3375000.0,-1.0,-1.0,-1.0,-1.0,-1.0,13689.0,25000.0,-1.0,-1.0,-1.0,14000.0,117366.0,-1.0,897.0,-1.0,-1,230.0,21689.0,66733.0,1002800.0,-1.0,130000.0,6391.0,13716.0,80.0,89300.0,1500.0,-1.0,-1.0,60287.0,707056.0,17943.0,250.0,-1.0,-1.0,-1.0,18763.0,-1.0,415000.0,-1.0,-1.0,590.0,-1.0,-1.0,-1.0,51000.0,2200.0,46401.0,-1.0,109405.0,28270.0,-1.0,134526.0,1494000.0,125300.0,-1.0,-1.0,9800.0,-1.0,-1.0,-1.0,-1.0,-1.0,3121.0,-1.0,1850.0,118000.0,4500.0,165.0,110.0,10979.0,9.0,-1.0,14500.0,289781.0,-1.0,-1.0,2600.0,-1.0,44900.0
1972,-1.0,213.0,3000.0,34126.0,-1.0,-1.0,-1.0,6000.0,95182.0,2500.0,-1.0,175000.0,-1.0,100000.0,-1.0,98759.0,5200.0,-1.0,467000.0,103870.0,0.0,13000.0,6986.0,-1.0,-1.0,16035.0,516.0,-1.0,170.0,-1.0,-1.0,-1.0,-1,772.0,-1.0,-1.0,1182.0,-1.0,49100.0,-1.0,-1.0,-1.0,-1.0,290.0,7100.0,4939.0,-1.0,-1.0,160000.0,-1.0,3137126.0,100200.0,-1.0,2900.0,830.0,-1.0,27295.0,-1.0,36883.0,-1.0,22800.0,132753.0,-1.0,-1.0,-1.0,69300.0,-1.0,456800.0,3100000.0,-1.0,-1.0,-1.0,-1.0,-1.0,13728.0,27000.0,-1.0,-1.0,-1.0,15700.0,154291.0,-1.0,788.0,-1.0,-1,100.0,23611.0,54051.0,1051100.0,-1.0,130000.0,6582.0,13208.0,94.0,94700.0,1500.0,-1.0,-1.0,79511.0,731414.0,14052.0,250.0,-1.0,-1.0,-1.0,22186.0,-1.0,434000.0,-1.0,-1.0,550.0,-1.0,-1.0,-1.0,53000.0,2200.0,45270.0,-1.0,137560.0,22680.0,-1.0,145651.0,1318000.0,161000.0,-1.0,-1.0,17665.0,-1.0,-1.0,-1.0,-1.0,-1.0,3524.0,-1.0,1900.0,121100.0,4000.0,170.0,150.0,13735.0,33.0,-1.0,18400.0,339100.0,-1.0,-1.0,2300.0,-1.0,47400.0
1973,-1.0,240.0,2000.0,37847.0,-1.0,-1.0,-1.0,6000.0,90773.0,2500.0,-1.0,184500.0,-1.0,174713.0,-1.0,108728.0,8700.0,-1.0,500000.0,97562.0,0.0,17000.0,6948.0,-1.0,-1.0,15965.0,652.0,-1.0,178.0,-1.0,-1.0,-1.0,-1,800.0,-1.0,-1.0,1273.0,-1.0,51900.0,-1.0,-1.0,-1.0,-1.0,728.0,6500.0,4358.0,-1.0,-1.0,181000.0,-1.0,3519847.0,130000.0,-1.0,3000.0,1104.0,-1.0,29827.0,-1.0,32209.0,-1.0,22800.0,116373.0,-1.0,-1.0,-1.0,70200.0,-1.0,455700.0,3480000.0,-1.0,-1.0,-1.0,-1.0,-1.0,13267.0,29000.0,-1.0,-1.0,-1.0,19000.0,148415.0,-1.0,1102.0,-1.0,-1,1050.0,24320.0,72925.0,1004600.0,-1.0,134086.0,7188.0,12700.0,87.0,127300.0,1500.0,-1.0,-1.0,77260.0,733999.0,13666.0,250.0,-1.0,-1.0,-1.0,31060.0,-1.0,360000.0,-1.0,-1.0,590.0,-1.0,-1.0,-1.0,58000.0,2300.0,43812.0,-1.0,106192.0,28620.0,-1.0,121515.0,1580000.0,171300.0,-1.0,-1.0,10417.0,-1.0,-1.0,-1.0,-1.0,-1.0,3396.0,-1.0,1960.0,101700.0,4000.0,178.0,286.0,13665.0,54.0,-1.0,16100.0,299100.0,-1.0,-1.0,2300.0,-1.0,69400.0
1974,-1.0,270.0,3000.0,46528.0,-1.0,-1.0,-1.0,6200.0,134808.0,2500.0,-1.0,191500.0,-1.0,181500.0,-1.0,107735.0,8600.0,-1.0,533000.0,112701.0,0.0,15000.0,6852.0,-1.0,-1.0,15611.0,986.0,-1.0,322.0,-1.0,-1.0,-1.0,-1,680.0,-1.0,-1.0,1058.0,-1.0,51050.0,-1.0,-1.0,-1.0,-1.0,1132.0,5100.0,4838.0,-1.0,-1.0,195000.0,-1.0,3559528.0,94600.0,-1.0,3480.0,873.0,-1.0,35029.0,-1.0,42800.0,-1.0,23000.0,127132.0,-1.0,-1.0,-1.0,69077.0,-1.0,241400.0,3510000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10049.0,30000.0,-1.0,-1.0,-1.0,17900.0,120741.0,-1.0,1100.0,-1.0,-1,1500.0,16395.0,66557.0,962500.0,-1.0,92963.0,7594.0,11480.0,78.0,174800.0,1500.0,-1.0,-1.0,155578.0,753685.0,13839.0,250.0,-1.0,-1.0,-1.0,29505.0,-1.0,340000.0,-1.0,-1.0,340.0,-1.0,-1.0,-1.0,59000.0,2300.0,38870.0,70.0,99687.0,25040.0,-1.0,113305.0,1395000.0,140000.0,-1.0,-1.0,17544.0,-1.0,-1.0,-1.0,-1.0,-1.0,4171.0,-1.0,2204.0,107400.0,3000.0,322.0,145.0,13457.0,54.0,-1.0,28680.0,302300.0,-1.0,-1.0,2154.0,-1.0,61800.0
1975,-1.0,313.0,1900.0,50739.0,-1.0,-1.0,-1.0,6400.0,183125.0,2500.0,-1.0,199000.0,-1.0,146500.0,-1.0,101968.0,6350.0,-1.0,567000.0,54181.0,0.0,20000.0,7699.0,-1.0,-1.0,12675.0,908.0,-1.0,525.0,-1.0,-1.0,-1.0,-1,1095.0,-1.0,-1.0,1609.0,-1.0,52950.0,-1.0,-1.0,-1.0,-1.0,2000.0,5100.0,12900.0,-1.0,-1.0,226000.0,-1.0,3682639.0,100200.0,-1.0,2025.0,936.0,-1.0,35000.0,-1.0,46900.0,-1.0,23500.0,145719.0,-1.0,-1.0,-1.0,76835.0,69.0,487088.0,3630000.0,-1.0,-1.0,-1.0,-1.0,-1.0,12435.0,32000.0,-1.0,-1.0,-1.0,24500.0,155045.0,-1.0,1100.0,-1.0,-1,1500.0,16295.0,71806.0,1023000.0,-1.0,107023.0,7916.0,11684.0,98.0,196700.0,1500.0,-1.0,-1.0,164566.0,830977.0,12457.0,250.0,-1.0,-1.0,68.0,39777.0,-1.0,388000.0,-1.0,-1.0,420.0,-1.0,-1.0,-1.0,61000.0,2400.0,42806.0,124.0,141596.0,23310.0,-1.0,85381.0,1210000.0,170000.0,-1.0,-1.0,21315.0,-1.0,-1.0,-1.0,-1.0,-1.0,4481.0,-1.0,2143.0,110490.0,3500.0,525.0,413.0,11456.0,55.0,-1.0,23470.0,365490.0,-1.0,-1.0,1219.0,69.0,66250.0
1976,-1.0,341.0,2450.0,61632.0,-1.0,-1.0,-1.0,6484.0,171499.0,1800.0,-1.0,209000.0,-1.0,164200.0,-1.0,102773.0,8700.0,-1.0,600000.0,82870.0,0.0,22000.0,8125.0,-1.0,-1.0,14182.0,745.0,-1.0,416.0,2000.0,-1.0,-1.0,-1,1105.0,-1.0,-1.0,1404.0,-1.0,49600.0,-1.0,-1.0,-1.0,-1.0,1600.0,4400.0,11670.0,-1.0,-1.0,244351.0,-1.0,3694082.0,107200.0,-1.0,4800.0,950.0,-1.0,40000.0,-1.0,52000.0,-1.0,24000.0,111995.0,-1.0,-1.0,-1.0,78525.0,47.0,287716.0,3630000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10507.0,33000.0,-1.0,-1.0,-1.0,22400.0,125569.0,-1.0,1100.0,-1.0,-1,1350.0,17176.0,68202.0,996400.0,-1.0,101786.0,7338.0,10363.0,88.0,202700.0,1500.0,-1.0,-1.0,170512.0,805485.0,12853.0,250.0,-1.0,-1.0,94.0,29262.0,-1.0,425000.0,-1.0,-1.0,540.0,-1.0,-1.0,-1.0,62600.0,5189.0,30950.0,137.0,76015.0,22330.0,-1.0,120000.0,1156000.0,130000.0,-1.0,-1.0,13500.0,-1.0,-1.0,-1.0,-1.0,-1.0,5534.0,-1.0,2000.0,112770.0,3000.0,416.0,481.0,12820.0,55.0,-1.0,23970.0,351000.0,-1.0,-1.0,1362.0,47.0,48100.0
1977,-1.0,361.0,2470.0,65082.0,-1.0,-1.0,-1.0,5779.0,177536.0,900.0,-1.0,216000.0,-1.0,152000.0,-1.0,114409.0,8400.0,-1.0,633000.0,84660.0,0.0,22000.0,7951.0,-1.0,6000.0,15755.0,1633.0,-1.0,430.0,3000.0,-1.0,-1.0,-1,930.0,-1.0,-1.0,1391.0,-1.0,48900.0,-1.0,-1.0,-1.0,-1.0,1133.0,5300.0,9885.0,-1.0,-1.0,215613.0,-1.0,3877552.0,130600.0,-1.0,4950.0,997.0,-1.0,45000.0,-1.0,52200.0,-1.0,24500.0,154884.0,-1.0,-1.0,-1.0,79473.0,281.0,336457.0,3810000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10174.0,34000.0,-1.0,-1.0,-1.0,27000.0,144799.0,-1.0,1100.0,-1.0,-1,900.0,19599.0,70575.0,1068000.0,-1.0,159601.0,7313.0,12192.0,62.0,226600.0,1500.0,-1.0,-1.0,188993.0,820685.0,12452.0,300.0,-1.0,-1.0,141.0,24173.0,-1.0,440000.0,-1.0,-1.0,510.0,-1.0,-1.0,-1.0,64000.0,4628.0,57569.0,154.0,122442.0,23810.0,840.0,140000.0,1439300.0,153000.0,-1.0,-1.0,13577.0,-1.0,-1.0,-1.0,-1.0,-1.0,5815.0,-1.0,2000.0,107410.0,3000.0,430.0,649.0,14171.0,55.0,-1.0,15580.0,379000.0,-1.0,-1.0,1584.0,281.0,60800.0
1978,-1.0,378.0,2795.0,58341.0,-1.0,-1.0,7331.0,5124.0,191691.0,900.0,-1.0,226000.0,-1.0,170000.0,-1.0,104586.0,9100.0,-1.0,667000.0,83031.0,0.0,21549.0,7531.0,-1.0,5400.0,16601.0,1755.0,-1.0,460.0,5000.0,-1.0,-1.0,-1,605.0,-1.0,-1.0,1673.0,-1.0,47000.0,-1.0,-1.0,-1.0,-1.0,4583.0,5600.0,11078.0,-1.0,-1.0,231353.0,-1.0,4061136.0,116653.0,-1.0,4800.0,960.0,-1.0,55000.0,-1.0,58400.0,-1.0,25000.0,130282.0,-1.0,-1.0,-1.0,78110.0,444.0,224665.0,4000000.0,-1.0,-1.0,-1.0,-1.0,-1.0,9180.0,35000.0,-1.0,-1.0,-1.0,28500.0,107832.0,-1.0,1100.0,-1.0,-1,1400.0,14883.0,84748.0,1065000.0,-1.0,158605.0,5929.0,11735.0,50.0,234600.0,1000.0,-1.0,-1.0,103703.0,890851.0,12208.0,300.0,-1.0,-1.0,304.0,26848.0,-1.0,475000.0,-1.0,-1.0,672.0,-1.0,-1.0,-1.0,69000.0,6225.0,33927.0,170.0,81188.0,23830.0,860.0,157278.0,1146800.0,137000.0,-1.0,-1.0,30032.0,-1.0,-1.0,-1.0,-1.0,-1.0,5635.0,-1.0,1873.0,111000.0,2500.0,460.0,499.0,13992.0,60.0,-1.0,21200.0,383000.0,-1.0,-1.0,2609.0,444.0,44000.0
1979,-1.0,409.0,2610.0,71213.0,-1.0,-1.0,5865.0,5898.0,174943.0,1250.0,-1.0,234000.0,-1.0,168159.0,-1.0,120560.0,10700.0,-1.0,600000.0,144094.0,0.0,19443.0,8901.0,10022.0,5400.0,17988.0,2104.0,-1.0,416.0,7000.0,-1.0,-1.0,-1,715.0,-1.0,-1.0,1479.0,-1.0,45600.0,1899.0,-1.0,-1.0,-1.0,4926.0,5000.0,22345.0,-1.0,-1.0,272291.0,-1.0,4073823.0,135600.0,-1.0,4500.0,955.0,-1.0,55000.0,-1.0,52500.0,-1.0,25000.0,159589.0,-1.0,-1.0,-1.0,87488.0,57.0,500149.0,4000000.0,-1.0,-1.0,-1.0,-1.0,-1.0,9007.0,36000.0,-1.0,-1.0,-1.0,29000.0,139867.0,-1.0,1200.0,-1.0,-1,1340.0,14811.0,91395.0,1089000.0,-1.0,168700.0,6759.0,13005.0,135.0,278200.0,1500.0,-1.0,-1.0,190325.0,875447.0,12375.0,300.0,-1.0,-1.0,314.0,24371.0,-1.0,500000.0,-1.0,-1.0,608.0,-1.0,-1.0,-1.0,72000.0,6500.0,43316.0,250.0,138947.0,27560.0,826.0,220083.0,1605700.0,153000.0,-1.0,-1.0,21951.0,-1.0,-1.0,-1.0,-1.0,-1.0,5442.0,-1.0,1870.0,116000.0,2500.0,416.0,580.0,15444.0,62.0,-1.0,24350.0,380000.0,-1.0,-1.0,2544.0,57.0,43000.0
1980,-1.0,388.0,2840.0,85607.0,-1.0,-1.0,7000.0,5798.0,274342.0,1250.0,-1.0,303154.0,-1.0,174572.0,-1.0,143295.0,11500.0,-1.0,680000.0,112566.0,0.0,20000.0,10776.0,10709.0,5500.0,18297.0,818.0,-1.0,535.0,9000.0,-1.0,-1.0,-1,575.0,-1.0,-1.0,1399.0,-1.0,50500.0,2279.0,-1.0,-1.0,-1.0,4359.0,6900.0,24030.0,-1.0,-1.0,294000.0,-1.0,3898447.0,121000.0,-1.0,4800.0,1100.0,-1.0,60000.0,-1.0,56800.0,-1.0,25000.0,116334.0,-1.0,-1.0,-1.0,85400.0,151.0,237507.0,3810000.0,-1.0,-1.0,-1.0,-1.0,3655.0,10430.0,38000.0,-1.0,-1.0,-1.0,26000.0,110613.0,-1.0,1200.0,-1.0,-1,1650.0,15892.0,69770.0,1018000.0,547.0,222200.0,6871.0,10770.0,145.0,280610.0,2000.0,-1.0,-1.0,118557.0,831100.0,11908.0,350.0,-1.0,-1.0,369.0,30847.0,-1.0,500000.0,-1.0,-1.0,482.0,-1.0,-1.0,-1.0,74000.0,6500.0,41665.0,360.0,98972.0,28030.0,790.0,293000.0,1366000.0,160000.0,-1.0,-1.0,38695.0,-1.0,-1.0,-1.0,-1.0,-1.0,6142.0,-1.0,1855.0,123320.0,3000.0,535.0,755.0,15597.0,64.0,-1.0,24690.0,366000.0,-1.0,-1.0,2700.0,151.0,32300.0
1981,-1.0,375.0,2200.0,77418.0,-1.0,-1.0,18639.0,6080.0,271947.0,950.0,-1.0,270846.0,-1.0,152228.0,-1.0,140592.0,15400.0,-1.0,800000.0,99436.0,0.0,20000.0,10242.0,9022.0,5700.0,19724.0,1808.0,-1.0,523.0,9250.0,-1.0,-1.0,-1,645.0,-1.0,-1.0,1323.0,-1.0,50800.0,2509.0,-1.0,-1.0,-1.0,6595.0,6400.0,20566.0,-1.0,-1.0,302300.0,-1.0,4519618.0,137000.0,-1.0,4900.0,1500.0,-1.0,65000.0,-1.0,54000.0,-1.0,25500.0,128651.0,-1.0,-1.0,-1.0,92200.0,243.0,508320.0,4440000.0,-1.0,-1.0,-1.0,-1.0,2650.0,10920.0,40000.0,-1.0,-1.0,-1.0,27900.0,140795.0,-1.0,1200.0,-1.0,-1,1820.0,15800.0,73800.0,1072000.0,1018.0,239500.0,6524.0,10566.0,156.0,273610.0,2500.0,-1.0,-1.0,128993.0,795460.0,11999.0,350.0,-1.0,-1.0,764.0,31858.0,-1.0,510000.0,-1.0,-1.0,500.0,-1.0,-1.0,-1.0,80500.0,6600.0,38392.0,381.0,123412.0,27885.0,606.0,297000.0,1626000.0,207000.0,-1.0,-1.0,43700.0,-1.0,-1.0,-1.0,-1.0,-1.0,5990.0,-1.0,1818.0,124810.0,2500.0,523.0,831.0,16794.0,66.0,-1.0,18000.0,371000.0,-1.0,-1.0,2930.0,243.0,46200.0
1982,-1.0,371.0,2230.0,78106.0,-1.0,-1.0,11780.0,6000.0,282245.0,3300.0,-1.0,210658.0,-1.0,173278.0,-1.0,161258.0,12100.0,-1.0,1074949.0,98027.0,0.0,23831.0,11020.0,9455.0,5500.0,17267.0,1701.0,-1.0,521.0,10870.0,-1.0,-1.0,-1,580.0,-1.0,-1.0,1695.0,-1.0,30900.0,2623.0,-1.0,-1.0,-1.0,8083.0,7520.0,17874.0,40.0,-1.0,292114.0,-1.0,4880336.0,149000.0,-1.0,4800.0,2000.0,-1.0,71000.0,-1.0,55700.0,-1.0,26000.0,158091.0,-1.0,-1.0,-1.0,100000.0,221.0,348614.0,4800000.0,-1.0,-1.0,-1.0,-1.0,3120.0,14231.0,42000.0,-1.0,-1.0,-1.0,28200.0,151749.0,-1.0,1400.0,-1.0,-1,2150.0,7257.0,73220.0,1071000.0,5915.0,277600.0,6231.0,9652.0,148.0,288200.0,3000.0,-1.0,-1.0,143932.0,760000.0,12205.0,350.0,-1.0,-1.0,1340.0,33941.0,-1.0,550000.0,-1.0,-1.0,761.0,-1.0,-1.0,-1.0,83700.0,6800.0,36489.0,159.0,158554.0,29829.0,118.0,235000.0,1500000.0,244000.0,-1.0,-1.0,59537.0,-1.0,-1.0,-1.0,-1.0,-1.0,5124.0,-1.0,1746.0,127430.0,2000.0,521.0,906.0,14667.0,40.0,-1.0,20740.0,375000.0,-1.0,-1.0,2600.0,221.0,46700.0
1983,-1.0,367.0,2500.0,67546.0,-1.0,-1.0,17652.0,6000.0,350300.0,2450.0,-1.0,204893.0,-1.0,180564.0,-1.0,141406.0,13600.0,-1.0,775518.0,92426.0,0.0,23421.0,10281.0,10085.0,5300.0,17533.0,2000.0,-1.0,503.0,17924.0,-1.0,-1.0,-1,700.0,-1.0,-1.0,1475.0,-1.0,55700.0,1994.0,-1.0,-1.0,-1.0,6412.0,7700.0,22810.0,41.0,-1.0,282000.0,-1.0,5070046.0,142227.0,-1.0,4600.0,3000.0,-1.0,76000.0,-1.0,60600.0,-1.0,26500.0,118945.0,-1.0,-1.0,-1.0,98300.0,267.0,387444.0,5000000.0,-1.0,-1.0,-1.0,-1.0,3120.0,12881.0,47000.0,-1.0,-1.0,-1.0,28000.0,146249.0,-1.0,2000.0,-1.0,-1,2518.0,8289.0,77690.0,1048000.0,4956.0,284000.0,6835.0,10800.0,140.0,281630.0,4000.0,-1.0,-1.0,158268.0,680000.0,12315.0,350.0,-1.0,-1.0,1200.0,44566.0,-1.0,600000.0,-1.0,-1.0,603.0,-1.0,-1.0,-1.0,87000.0,7000.0,12410.0,484.0,114060.0,37800.0,294.0,222365.0,1450000.0,252000.0,-1.0,-1.0,53700.0,-1.0,1686.0,-1.0,-1.0,-1.0,6486.0,-1.0,2586.0,132580.0,2000.0,503.0,982.0,14833.0,50.0,-1.0,26180.0,399000.0,-1.0,-1.0,2700.0,267.0,45100.0
1984,-1.0,458.0,2300.0,67911.0,-1.0,-1.0,25989.0,5800.0,236100.0,3500.0,-1.0,192775.0,-1.0,138108.0,-1.0,139067.0,13000.0,-1.0,811568.0,103278.0,0.0,24417.0,11029.0,10727.0,6000.0,17699.0,307.0,-1.0,558.0,17332.0,-1.0,-1.0,-1,730.0,-1.0,-1.0,1560.0,-1.0,53700.0,2026.0,-1.0,-1.0,-1.0,6235.0,8530.0,26485.0,21.0,-1.0,281000.0,-1.0,5370211.0,141750.0,-1.0,4500.0,4000.0,-1.0,70000.0,-1.0,67589.0,-1.0,26800.0,105510.0,-1.0,-1.0,-1.0,107900.0,268.0,238159.0,5300000.0,-1.0,-1.0,-1.0,-1.0,2861.0,13465.0,50000.0,-1.0,-1.0,-1.0,25000.0,101085.0,-1.0,1348.0,-1.0,-1,3111.0,8364.0,86540.0,1070000.0,7154.0,357800.0,7276.0,10960.0,80.0,262347.0,5000.0,-1.0,-1.0,168842.0,560850.0,12000.0,350.0,-1.0,-1.0,2526.0,34242.0,-1.0,675000.0,-1.0,-1.0,777.0,-1.0,-1.0,-1.0,91000.0,7000.0,19720.0,332.0,77558.0,26088.0,310.0,276433.0,1600000.0,256000.0,-1.0,-1.0,41925.0,-1.0,1725.0,-1.0,-1.0,-1.0,7135.0,-1.0,2095.0,120190.0,2000.0,558.0,1058.0,14699.0,53.0,-1.0,30858.0,382000.0,-1.0,-1.0,3000.0,268.0,38700.0
1985,-1.0,592.0,2020.0,69782.0,-1.0,-1.0,61935.0,5580.0,295200.0,3800.0,-1.0,206483.0,-1.0,268399.0,-1.0,186469.0,15700.0,-1.0,1039275.0,92703.0,0.0,24657.0,9209.0,11470.0,6300.0,18467.0,321.0,-1.0,636.0,35216.0,-1.0,-1.0,-1,750.0,-1.0,-1.0,2000.0,-1.0,52700.0,2074.0,-1.0,-1.0,-1.0,7638.0,8224.0,25692.0,34.0,-1.0,308000.0,-1.0,5571802.0,113298.0,-1.0,4800.0,7000.0,-1.0,80000.0,-1.0,71209.0,-1.0,27000.0,75554.0,-1.0,-1.0,-1.0,106300.0,333.0,141798.0,5500000.0,-1.0,-1.0,-1.0,-1.0,3522.0,12843.0,55000.0,-1.0,-1.0,-1.0,16000.0,128508.0,-1.0,2500.0,-1.0,-1,3022.0,8509.0,78230.0,1033000.0,11843.0,410500.0,7996.0,10500.0,275.0,287719.0,6000.0,-1.0,-1.0,149991.0,630000.0,11439.0,350.0,-1.0,-1.0,7912.0,30404.0,-1.0,780000.0,-1.0,-1.0,709.0,-1.0,-1.0,-1.0,91500.0,7000.0,22037.0,466.0,38551.0,24879.0,522.0,300000.0,1450000.0,275000.0,-1.0,-1.0,69000.0,-1.0,1328.0,-1.0,-1.0,-1.0,11881.0,-1.0,2334.0,123400.0,2000.0,636.0,1133.0,15167.0,55.0,-1.0,32555.0,389000.0,-1.0,-1.0,3300.0,333.0,48000.0
1986,-1.0,501.0,2100.0,69303.0,-1.0,-1.0,70420.0,5600.0,219800.0,3500.0,-1.0,200000.0,-1.0,293000.0,-1.0,155966.0,20500.0,-1.0,1124225.0,85013.0,0.0,25000.0,9842.0,13384.0,8000.0,19089.0,299.0,-1.0,549.0,38230.0,-1.0,-1.0,-1,780.0,-1.0,-1.0,1525.0,-1.0,63200.0,2074.0,-1.0,-1.0,-1.0,5500.0,8268.0,22865.0,49.0,-1.0,338000.0,-1.0,5671403.0,126496.0,-1.0,4575.0,10000.0,-1.0,85000.0,-1.0,75742.0,-1.0,27000.0,131021.0,-1.0,-1.0,-1.0,110300.0,394.0,291678.0,5600000.0,-1.0,-1.0,-1.0,-1.0,3510.0,15028.0,58000.0,-1.0,-1.0,-1.0,33500.0,136039.0,-1.0,1536.0,-1.0,-1,2176.0,9755.0,86480.0,1040000.0,12626.0,367900.0,8677.0,10000.0,200.0,280942.0,10000.0,-1.0,-1.0,125009.0,580190.0,12480.0,350.0,-1.0,-1.0,22100.0,33946.0,-1.0,750000.0,-1.0,-1.0,654.0,-1.0,-1.0,-1.0,93000.0,7000.0,27227.0,621.0,102354.0,29690.0,660.0,250000.0,1490000.0,214000.0,-1.0,-1.0,64263.0,-1.0,1611.0,-1.0,-1.0,-1.0,13182.0,-1.0,3523.0,124480.0,2000.0,549.0,1209.0,15389.0,55.0,-1.0,31698.0,438000.0,-1.0,-1.0,3700.0,394.0,51050.0
1987,-1.0,500.0,1890.0,74445.0,-1.0,-1.0,91381.0,5600.0,271273.0,3910.0,-1.0,200000.0,-1.0,267976.0,-1.0,164050.0,24400.0,-1.0,1046890.0,173226.0,0.0,25447.0,9561.0,13350.0,9000.0,18750.0,445.0,-1.0,409.0,43030.0,-1.0,-1.0,-1,800.0,-1.0,-1.0,3235.0,-1.0,60700.0,1880.0,-1.0,200.0,-1.0,4800.0,7533.0,20427.0,51.0,-1.0,275000.0,-1.0,5836335.0,136696.0,-1.0,3486.0,13000.0,-1.0,90000.0,-1.0,79000.0,-1.0,28000.0,156202.0,-1.0,-1.0,-1.0,112200.0,136.0,353036.0,5760000.0,-1.0,-1.0,-1.0,-1.0,3800.0,18898.0,61000.0,-1.0,-1.0,-1.0,31700.0,119537.0,-1.0,3018.0,-1.0,-1,2176.0,10000.0,82140.0,1026000.0,10998.0,323000.0,9083.0,12000.0,135.0,354356.0,15000.0,-1.0,-1.0,165030.0,576470.0,12480.0,350.0,-1.0,-1.0,35640.0,39310.0,-1.0,800000.0,-1.0,-1.0,1100.0,50.0,-1.0,-1.0,93500.0,7200.0,26102.0,612.0,91832.0,18001.0,517.0,260000.0,1460000.0,214000.0,-1.0,-1.0,67232.0,-1.0,1200.0,-1.0,-1.0,-1.0,13553.0,-1.0,2125.0,116800.0,1800.0,409.0,1088.0,15550.0,60.0,-1.0,20813.0,395000.0,-1.0,-1.0,3200.0,136.0,48400.0
