,Kenya,"China, Taiwan Province of",Croatia,Zambia,Philippines,Syrian Arab Republic,Viet Nam,Australia,Nepal,Denmark,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Republic of Korea,Norway,Australia & New Zealand,Guatemala,Algeria,Slovenia,Iceland,Madagascar,Latvia,Mauritius,Luxembourg,Israel,Belgium,United Arab Emirates,Kuwait,Switzerland,Italy,Egypt,Sudan (former),Germany,Malta,Colombia,Libya,Trinidad and Tobago,Lebanon,Kyrgyzstan,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,Estonia,Portugal,Poland,"China, mainland",Russian Federation,Ukraine,Bolivia (Plurinational State of),Peru,United Kingdom,Grenada,Armenia,South Sudan,Indonesia,Canada,Japan,Pakistan,Iraq,Venezuela (Bolivarian Republic of),Cyprus,Spain,New Zealand,Bulgaria,United States of America,Iran (Islamic Republic of),Thailand,Czechoslovakia,Czechia,Costa Rica,India,Cabo Verde,Austria,Bahrain,China,Morocco,Bhutan,Sweden,Qatar,Mexico,USSR,Romania,Ecuador,Honduras,Jordan,Ireland,Albania,Slovakia,Jamaica,France,South Africa,Réunion,Sudan,Lithuania,Finland,Netherlands,Oman,Turkey,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,45262.0,-1.0,-1,-1.0,17933.0,6500.0,82664.0,-1.0,10325.0,-1.0,36964.0,4150.0,-1.0,42593.0,-1.0,7172.0,105808.0,-1.0,-1.0,-1.0,34.0,975.0,-1.0,293.0,-1.0,7850.0,-1.0,163.0,-1.0,11070.0,663500.0,76000.0,-1.0,165087.0,3698.0,35600.0,203.0,400.0,2000.0,-1.0,-1.0,5600.0,18467.0,-1.0,-1.0,-1.0,124000.0,498000.0,-1.0,-1.0,-1.0,17904.0,331788.0,-1.0,-1.0,-1,-1.0,16410.0,57900.0,-1.0,6698.0,3795.0,3658.0,194000.0,23144.0,17535.0,111402.0,-1.0,20000.0,61815.0,-1.0,-1.0,1000000.0,-1.0,-1.0,-1.0,543262.0,400.0,-1.0,4630.0,-1.0,10000.0,7500.0,-1.0,7000.0,-1.0,5270.0,2000.0,-1.0,-1.0,143.0,422510.0,24000.0,-1.0,-1.0,-1.0,2700.0,56774.0,-1.0,29000.0,-1.0,38100.0
1972,-1.0,50613.0,-1.0,-1,-1.0,24445.0,7000.0,77509.0,-1.0,10385.0,-1.0,35652.0,3900.0,-1.0,33901.0,-1.0,6509.0,100884.0,-1.0,-1.0,-1.0,91.0,1190.0,-1.0,358.0,-1.0,7650.0,-1.0,180.0,-1.0,10070.0,655700.0,75000.0,-1.0,169140.0,4266.0,36800.0,223.0,450.0,2000.0,-1.0,-1.0,5300.0,20572.0,-1.0,-1.0,-1.0,88000.0,520000.0,-1.0,-1.0,-1.0,16455.0,353430.0,-1.0,-1.0,-1,-1.0,14960.0,65400.0,-1.0,10369.0,3892.0,3759.0,162600.0,23375.0,20687.0,135578.0,-1.0,23000.0,67935.0,-1.0,-1.0,1100000.0,-1.0,-1.0,-1.0,570613.0,400.0,-1.0,2940.0,-1.0,10000.0,7200.0,-1.0,6000.0,-1.0,7605.0,2000.0,-1.0,-1.0,128.0,428010.0,26000.0,-1.0,-1.0,-1.0,2200.0,58700.0,-1.0,36000.0,-1.0,39140.0
1973,-1.0,56931.0,-1.0,-1,-1.0,20467.0,7500.0,61443.0,-1.0,9137.0,-1.0,40865.0,4300.0,-1.0,30796.0,-1.0,7302.0,85380.0,-1.0,-1.0,-1.0,77.0,1720.0,-1.0,382.0,-1.0,8650.0,-1.0,168.0,-1.0,11070.0,615300.0,70000.0,-1.0,183056.0,3350.0,38000.0,326.0,508.0,1159.0,-1.0,-1.0,5000.0,13250.0,-1.0,-1.0,-1.0,126500.0,530000.0,-1.0,-1.0,-1.0,11246.0,362168.0,-1.0,-1.0,-1,-1.0,16840.0,64300.0,-1.0,9284.0,3992.0,3556.0,178600.0,23937.0,11362.0,133355.0,-1.0,23000.0,71515.0,-1.0,-1.0,1100000.0,-1.0,-1.0,-1.0,586931.0,400.0,-1.0,5200.0,-1.0,13000.0,9300.0,-1.0,5000.0,-1.0,5620.0,2000.0,-1.0,-1.0,105.0,427830.0,27000.0,-1.0,-1.0,-1.0,2500.0,58800.0,-1.0,41000.0,-1.0,31960.0
1974,-1.0,68823.0,-1.0,-1,-1.0,32656.0,7700.0,61064.0,-1.0,9104.0,-1.0,41929.0,5500.0,-1.0,32331.0,-1.0,6979.0,79836.0,-1.0,2000.0,-1.0,50.0,1380.0,-1.0,1579.0,-1.0,6600.0,-1.0,452.0,-1.0,10500.0,600600.0,59000.0,-1.0,182770.0,3643.0,43150.0,469.0,510.0,2000.0,-1.0,-1.0,4930.0,13231.0,-1.0,-1.0,-1.0,112600.0,551000.0,-1.0,-1.0,-1.0,13402.0,343000.0,-1.0,-1.0,-1,-1.0,18050.0,67500.0,-1.0,4656.0,3475.0,3048.0,205200.0,18772.0,17000.0,137574.0,-1.0,23000.0,69691.0,-1.0,-1.0,1300000.0,-1.0,-1.0,-1.0,619823.0,500.0,-1.0,6050.0,-1.0,16000.0,8900.0,-1.0,4000.0,-1.0,8744.0,8000.0,-1.0,-1.0,88.0,479990.0,30000.0,-1.0,-1.0,-1.0,3800.0,57100.0,-1.0,45000.0,-1.0,31760.0
1975,-1.0,79314.0,-1.0,-1,-1.0,48808.0,8000.0,70492.0,-1.0,8279.0,-1.0,38509.0,5200.0,-1.0,37406.0,-1.0,6412.0,95171.0,-1.0,4000.0,-1.0,28.0,1555.0,-1.0,1027.0,-1.0,8750.0,-1.0,800.0,-1.0,11000.0,583600.0,70000.0,-1.0,181416.0,3772.0,25750.0,425.0,530.0,3000.0,-1.0,-1.0,5221.0,18518.0,-1.0,-1.0,-1.0,131276.0,572000.0,-1.0,-1.0,-1.0,12716.0,295600.0,-1.0,-1.0,-1,-1.0,21030.0,72000.0,-1.0,4925.0,3547.0,1524.0,193400.0,24679.0,12377.0,135986.0,-1.0,23000.0,69951.0,-1.0,-1.0,1300000.0,-1.0,-1.0,60.0,651314.0,400.0,-1.0,6370.0,-1.0,18190.0,8400.0,-1.0,3000.0,-1.0,7083.0,10000.0,-1.0,-1.0,54.0,433467.0,33000.0,-1.0,-1.0,-1.0,3280.0,60010.0,-1.0,45000.0,-1.0,32160.0
1976,-1.0,71958.0,-1.0,-1,-1.0,57620.0,8100.0,70821.0,-1.0,11798.0,-1.0,41378.0,5900.0,-1.0,38441.0,-1.0,6741.0,95099.0,-1.0,6000.0,-1.0,42.0,870.0,-1.0,621.0,-1.0,7400.0,-1.0,1500.0,-1.0,10000.0,563800.0,82575.0,-1.0,191840.0,3288.0,27000.0,554.0,550.0,4000.0,-1.0,-1.0,5516.0,19719.0,-1.0,-1.0,-1.0,142140.0,594000.0,-1.0,-1.0,-1.0,15074.0,237300.0,-1.0,-1.0,-1,-1.0,20950.0,75500.0,-1.0,5282.0,4301.0,1829.0,192600.0,24278.0,12981.0,139751.0,-1.0,23000.0,64472.0,-1.0,-1.0,1400000.0,-1.0,-1.0,104.0,665958.0,400.0,-1.0,5910.0,-1.0,25216.0,9000.0,-1.0,2000.0,-1.0,6065.0,12000.0,-1.0,-1.0,68.0,470614.0,40000.0,-1.0,-1.0,-1.0,2700.0,55000.0,-1.0,45000.0,-1.0,27840.0
1977,-1.0,83370.0,-1.0,-1,-1.0,58270.0,8200.0,86350.0,-1.0,11796.0,-1.0,41119.0,5500.0,-1.0,37208.0,-1.0,8463.0,116023.0,-1.0,8000.0,-1.0,50.0,1085.0,-1.0,449.0,-1.0,7800.0,-1.0,2576.0,-1.0,11000.0,546800.0,86510.0,-1.0,202403.0,3542.0,27000.0,651.0,560.0,5000.0,-1.0,-1.0,5836.0,21304.0,-1.0,-1.0,16700.0,143079.0,604000.0,-1.0,-1.0,-1.0,13399.0,305600.0,-1.0,-1.0,-1,-1.0,21060.0,89700.0,-1.0,2017.0,4632.0,2032.0,197100.0,29673.0,16927.0,166649.0,-1.0,23500.0,68847.0,-1.0,-1.0,1500000.0,-1.0,-1.0,278.0,687370.0,400.0,-1.0,4850.0,300.0,30970.0,8700.0,-1.0,1000.0,-1.0,2138.0,16000.0,-1.0,-1.0,33.0,375959.0,43000.0,-1.0,-1.0,-1.0,3510.0,52000.0,-1.0,46000.0,-1.0,35480.0
1978,-1.0,100230.0,-1.0,-1,-1.0,65725.0,8600.0,116547.0,-1.0,10451.0,-1.0,43013.0,5500.0,-1.0,39311.0,-1.0,8684.0,143093.0,-1.0,10000.0,-1.0,77.0,1120.0,-1.0,538.0,-1.0,9300.0,-1.0,4496.0,-1.0,11000.0,470100.0,85592.0,-1.0,208538.0,3918.0,22200.0,646.0,580.0,5000.0,-1.0,-1.0,5000.0,21935.0,-1.0,-1.0,15000.0,135180.0,656000.0,-1.0,-1.0,-1.0,13244.0,366700.0,-1.0,-1.0,-1,-1.0,32730.0,98000.0,-1.0,3446.0,5315.0,1930.0,205800.0,26546.0,7110.0,172727.0,-1.0,23500.0,76081.0,-1.0,-1.0,1600000.0,-1.0,-1.0,300.0,756230.0,400.0,-1.0,5530.0,300.0,10764.0,11200.0,-1.0,1000.0,-1.0,16282.0,16000.0,-1.0,-1.0,32.0,502000.0,50000.0,-1.0,-1.0,-1.0,4480.0,55000.0,-1.0,49000.0,-1.0,33400.0
1979,-1.0,96142.0,-1.0,-1,-1.0,65953.0,9000.0,94574.0,-1.0,11459.0,-1.0,44380.0,3700.0,-1.0,41963.0,-1.0,8952.0,118245.0,-1.0,11400.0,-1.0,60.0,362.0,-1.0,403.0,-1.0,7000.0,-1.0,4799.0,-1.0,11000.0,485300.0,97341.0,-1.0,215654.0,3480.0,21300.0,1000.0,600.0,6000.0,-1.0,-1.0,5000.0,22456.0,-1.0,-1.0,15200.0,152485.0,700000.0,-1.0,-1.0,-1.0,12957.0,298100.0,-1.0,-1.0,-1,-1.0,44680.0,84900.0,-1.0,2500.0,5505.0,2337.0,191750.0,23671.0,8422.0,186743.0,-1.0,23500.0,67742.0,-1.0,-1.0,1800000.0,-1.0,-1.0,300.0,796142.0,500.0,-1.0,5860.0,306.0,18519.0,10800.0,-1.0,674.0,-1.0,7288.0,14500.0,-1.0,-1.0,55.0,411000.0,44000.0,-1.0,-1.0,-1.0,5960.0,52000.0,-1.0,55000.0,-1.0,28000.0
1980,-1.0,108665.0,-1.0,-1,-1.0,81707.0,10000.0,79164.0,-1.0,11197.0,-1.0,49760.0,4300.0,-1.0,43401.0,-1.0,9902.0,103421.0,-1.0,12400.0,-1.0,100.0,510.0,-1.0,492.0,-1.0,7300.0,-1.0,2683.0,-1.0,10000.0,458300.0,97403.0,-1.0,204791.0,3736.0,21450.0,1500.0,610.0,8000.0,-1.0,-1.0,5000.0,17277.0,-1.0,-1.0,15300.0,143109.0,760000.0,-1.0,-1.0,2575.0,12060.0,366600.0,-1.0,-1.0,-1,-1.0,47530.0,89500.0,77464.0,4700.0,5685.0,1524.0,214200.0,24257.0,9633.0,193003.0,-1.0,24300.0,66086.0,-1.0,-1.0,1900000.0,-1.0,-1.0,300.0,868665.0,500.0,-1.0,3960.0,355.0,11924.0,12000.0,-1.0,901.0,-1.0,11034.0,13200.0,-1.0,-1.0,11.0,471633.0,48000.0,-1.0,-1.0,-1.0,3960.0,49000.0,-1.0,64500.0,-1.0,38875.0
1981,-1.0,106629.0,-1.0,-1,-1.0,89592.0,11000.0,85367.0,-1.0,12064.0,-1.0,52219.0,5900.0,-1.0,46586.0,-1.0,10389.0,111139.0,-1.0,13630.0,-1.0,123.0,55.0,-1.0,551.0,-1.0,9050.0,-1.0,6752.0,-1.0,6900.0,454900.0,99774.0,-1.0,218121.0,2543.0,21000.0,2000.0,550.0,8400.0,-1.0,-1.0,5100.0,21003.0,-1.0,-1.0,16000.0,164707.0,880000.0,-1.0,-1.0,2010.0,16050.0,355900.0,-1.0,-1.0,-1,-1.0,41379.0,104900.0,90058.0,3300.0,5809.0,1626.0,212000.0,25772.0,5549.0,236820.0,-1.0,24300.0,66253.0,-1.0,-1.0,2000000.0,-1.0,-1.0,102.0,986629.0,600.0,-1.0,5438.0,236.0,15760.0,14000.0,-1.0,1232.0,-1.0,6061.0,13300.0,-1.0,-1.0,11.0,496300.0,45000.0,221.0,-1.0,-1.0,2450.0,57000.0,-1.0,60000.0,-1.0,27300.0
1982,-1.0,112045.0,-1.0,-1,-1.0,91691.0,12000.0,82514.0,-1.0,11626.0,-1.0,52693.0,4000.0,-1.0,51910.0,-1.0,10373.0,100772.0,-1.0,11779.0,-1.0,102.0,110.0,-1.0,485.0,-1.0,9700.0,-1.0,7190.0,-1.0,7900.0,421700.0,92164.0,-1.0,212970.0,2562.0,20000.0,2400.0,400.0,7700.0,-1.0,-1.0,5300.0,15391.0,-1.0,-1.0,15400.0,133943.0,980000.0,-1.0,-1.0,2425.0,14786.0,353000.0,-1.0,-1.0,-1,-1.0,47400.0,109400.0,73846.0,3100.0,5565.0,1473.0,231200.0,18258.0,2739.0,243579.0,-1.0,24300.0,77340.0,-1.0,-1.0,2200000.0,-1.0,-1.0,103.0,1092045.0,600.0,-1.0,4260.0,467.0,29531.0,14500.0,-1.0,1375.0,-1.0,6258.0,16000.0,-1.0,-1.0,44.0,506100.0,46000.0,300.0,-1.0,-1.0,2780.0,53900.0,-1.0,60000.0,-1.0,29175.0
1983,-1.0,99282.0,-1.0,-1,-1.0,80230.0,13000.0,92206.0,-1.0,10209.0,-1.0,52077.0,5800.0,-1.0,52197.0,-1.0,9950.0,111206.0,-1.0,13630.0,-1.0,95.0,220.0,-1.0,465.0,-1.0,10820.0,-1.0,6582.0,-1.0,7200.0,420800.0,95000.0,-1.0,205666.0,2936.0,19500.0,2600.0,250.0,7500.0,-1.0,-1.0,5400.0,13578.0,-1.0,-1.0,14800.0,153542.0,1100000.0,-1.0,-1.0,2040.0,13758.0,298500.0,-1.0,-1.0,-1,-1.0,46880.0,108900.0,78876.0,4600.0,5626.0,1850.0,227900.0,19000.0,3215.0,245574.0,-1.0,25000.0,74457.0,-1.0,-1.0,2300000.0,-1.0,-1.0,149.0,1199282.0,600.0,-1.0,3538.0,232.0,30385.0,16000.0,-1.0,1676.0,-1.0,5700.0,15014.0,-1.0,-1.0,97.0,543300.0,35000.0,400.0,-1.0,-1.0,2320.0,55700.0,-1.0,52500.0,-1.0,34575.0
1984,-1.0,121619.0,-1.0,-1,-1.0,69900.0,15000.0,111451.0,-1.0,10000.0,-1.0,59669.0,6000.0,-1.0,56899.0,-1.0,11137.0,130451.0,-1.0,15845.0,-1.0,105.0,440.0,-1.0,725.0,-1.0,12440.0,-1.0,12304.0,-1.0,6755.0,309600.0,90000.0,-1.0,229204.0,3000.0,20000.0,3000.0,239.0,7500.0,-1.0,-1.0,5500.0,20302.0,-1.0,-1.0,17000.0,196324.0,1160000.0,-1.0,-1.0,1957.0,14675.0,344200.0,-1.0,-1.0,-1,-1.0,48770.0,129100.0,89633.0,7100.0,5127.0,1870.0,225571.0,19000.0,3947.0,303361.0,-1.0,25000.0,85961.0,-1.0,-1.0,2400000.0,-1.0,-1.0,213.0,1281619.0,1000.0,-1.0,5841.0,226.0,45542.0,20000.0,-1.0,3136.0,-1.0,12353.0,14342.0,-1.0,-1.0,174.0,372200.0,33000.0,600.0,-1.0,-1.0,5317.0,59200.0,-1.0,60000.0,-1.0,34800.0
1985,-1.0,114821.0,-1.0,-1,-1.0,61730.0,18000.0,119420.0,-1.0,11277.0,-1.0,52537.0,5300.0,-1.0,60345.0,-1.0,8565.0,138420.0,-1.0,14440.0,-1.0,112.0,500.0,-1.0,530.0,-1.0,11400.0,-1.0,11272.0,-1.0,8852.0,350300.0,93000.0,-1.0,229782.0,3000.0,21000.0,3400.0,122.0,8500.0,-1.0,-1.0,6552.0,18666.0,-1.0,-1.0,17500.0,208477.0,1200000.0,-1.0,-1.0,2761.0,14689.0,354905.0,-1.0,-1.0,-1,-1.0,44880.0,128900.0,87500.0,9100.0,4898.0,1850.0,220415.0,19000.0,2153.0,302272.0,-1.0,26000.0,77170.0,-1.0,-1.0,2600000.0,-1.0,-1.0,181.0,1314821.0,3000.0,-1.0,5292.0,437.0,71049.0,15000.0,-1.0,2402.0,-1.0,35408.0,13439.0,-1.0,-1.0,349.0,526000.0,42000.0,1000.0,-1.0,-1.0,4741.0,42000.0,-1.0,58000.0,-1.0,61740.0
