,American Samoa,Fiji,Dominica,Madagascar,Togo,French Guiana,Burundi,Samoa,Kiribati,Rwanda,Guyana,Solomon Islands,Mauritius,Papua New Guinea,Comoros,Benin,Niue,China,Saint Lucia,Chad,Philippines,New Caledonia,Lebanon,Gabon,Bahamas,"China, Taiwan Province of",Japan,Maldives,Antigua and Barbuda,Trinidad and Tobago,Egypt,Sao Tome and Principe,United States of America,Wallis and Futuna Islands,Melanesia,Nicaragua,Republic of Korea,Democratic Republic of the Congo,Nigeria,Micronesia,Barbados,Turkey,Central African Republic,Tonga,Thailand,Ghana,Guinea,"China, mainland",Sierra Leone,Cyprus,Côte d'Ivoire,Polynesia,Cameroon,Occupied Palestinian Territory,Liberia
1971,585.0,2500.0,1060.0,14735.0,6000.0,340.0,20000.0,4000.0,280.0,5400.0,-1.0,1040.0,41.0,23000.0,-1.0,1140.0,260.0,77705.0,30.0,2000.0,24420.0,1000.0,200.0,4500.0,-1.0,2705.0,40400.0,69.0,8.0,595.0,1260.0,400.0,198.0,120.0,27540.0,,140.0,6000.0,210000.0,280.0,170.0,200.0,16000.0,3750.0,7600.0,260000.0,4300.0,75000.0,10000.0,268.0,182000.0,8715.0,202016.0,-1.0,1850.0
1972,585.0,1500.0,1090.0,13780.0,6000.0,340.0,18000.0,4000.0,290.0,5308.0,-1.0,1050.0,38.0,24000.0,-1.0,1150.0,260.0,82532.0,30.0,2100.0,25520.0,1000.0,200.0,5000.0,-1.0,2532.0,37000.0,19.0,12.0,600.0,1680.0,300.0,187.0,120.0,27550.0,,212.0,6200.0,325000.0,290.0,170.0,240.0,13000.0,3800.0,7600.0,258000.0,4350.0,80000.0,10000.0,294.0,186000.0,8765.0,208000.0,-1.0,1750.0
1973,585.0,1053.0,1120.0,13855.0,6000.0,400.0,20000.0,4000.0,300.0,4438.0,-1.0,1065.0,38.0,24000.0,-1.0,1404.0,300.0,82449.0,30.0,2000.0,25110.0,1000.0,58.0,5000.0,-1.0,2449.0,33200.0,56.0,13.0,660.0,1680.0,200.0,188.0,120.0,27118.0,,159.0,6400.0,265000.0,300.0,170.0,200.0,15000.0,3850.0,7600.0,261000.0,4380.0,80000.0,10000.0,294.0,190500.0,8855.0,212204.0,-1.0,1750.0
1974,585.0,843.0,1150.0,12125.0,6000.0,400.0,18000.0,4000.0,310.0,4800.0,-1.0,1065.0,30.0,27000.0,-1.0,1200.0,809.0,85340.0,32.0,2000.0,26340.0,1000.0,60.0,5700.0,-1.0,2340.0,31400.0,67.0,20.0,710.0,2520.0,200.0,188.0,120.0,29908.0,,222.0,6700.0,115000.0,310.0,170.0,220.0,16014.0,3900.0,7600.0,284000.0,4420.0,83000.0,10000.0,268.0,241500.0,9414.0,289442.0,-1.0,1900.0
1975,585.0,870.0,1200.0,14095.0,6000.0,480.0,20000.0,4400.0,320.0,5183.0,-1.0,1065.0,11.0,27500.0,-1.0,1100.0,607.0,87960.0,32.0,2200.0,25970.0,800.0,60.0,6320.0,-1.0,2960.0,31200.0,100.0,5.0,730.0,2520.0,200.0,188.0,120.0,30235.0,,215.0,6900.0,120000.0,320.0,170.0,190.0,15000.0,4000.0,7500.0,205000.0,4470.0,85000.0,10000.0,268.0,261000.0,9712.0,270000.0,-1.0,1950.0
1976,585.0,569.0,1230.0,12235.0,6000.0,480.0,21000.0,4750.0,330.0,4808.0,-1.0,1065.0,14.0,28300.0,-1.0,1000.0,607.0,92002.0,32.0,2000.0,36170.0,800.0,60.0,6740.0,-1.0,2002.0,31100.0,126.0,7.0,740.0,2941.0,200.0,189.0,120.0,30734.0,,328.0,7200.0,125000.0,330.0,170.0,190.0,14000.0,4040.0,7500.0,167000.0,4500.0,90000.0,9000.0,301.0,273000.0,10102.0,220000.0,-1.0,1950.0
1977,585.0,450.0,1300.0,8895.0,6000.0,480.0,21000.0,4750.0,330.0,5456.0,-1.0,1070.0,11.0,29000.0,-1.0,900.0,607.0,94710.0,33.0,2000.0,36830.0,750.0,60.0,7120.0,-1.0,3710.0,30600.0,91.0,5.0,710.0,2379.0,300.0,198.0,120.0,31270.0,,352.0,7300.0,85000.0,330.0,170.0,170.0,13000.0,4070.0,7400.0,147000.0,4550.0,91000.0,9000.0,161.0,273000.0,10132.0,145000.0,-1.0,2000.0
1978,585.0,509.0,1400.0,10685.0,6000.0,575.0,20000.0,4850.0,330.0,5090.0,-1.0,1075.0,19.0,29000.0,-1.0,800.0,607.0,97935.0,33.0,2300.0,38260.0,700.0,60.0,7550.0,-1.0,5935.0,30900.0,37.0,10.0,720.0,2683.0,450.0,186.0,120.0,31284.0,,280.0,7400.0,50000.0,330.0,170.0,260.0,13000.0,4100.0,7200.0,155000.0,4596.0,92000.0,9000.0,100.0,300000.0,10262.0,90000.0,-1.0,2000.0
1979,456.0,484.0,1100.0,11190.0,6000.0,480.0,19000.0,4950.0,330.0,7000.0,-1.0,1080.0,15.0,29500.0,-1.0,700.0,600.0,97674.0,38.0,2500.0,37190.0,670.0,50.0,8300.0,-1.0,4674.0,31300.0,80.0,18.0,730.0,3129.0,450.0,168.0,120.0,31734.0,,230.0,5000.0,40000.0,330.0,175.0,300.0,14000.0,3600.0,7000.0,158000.0,4642.0,93000.0,9000.0,134.0,313000.0,9726.0,90000.0,-1.0,2000.0
1980,607.0,712.0,1100.0,12205.0,6000.0,480.0,19000.0,5050.0,330.0,4900.0,-1.0,1085.0,16.0,29500.0,-1.0,600.0,600.0,99407.0,40.0,2500.0,33550.0,650.0,50.0,8500.0,-1.0,4407.0,31700.0,116.0,7.0,740.0,2973.0,600.0,135.0,120.0,31947.0,,110.0,5100.0,65000.0,330.0,175.0,250.0,14000.0,3400.0,6592.0,137000.0,4690.0,95000.0,8000.0,100.0,179000.0,9777.0,90000.0,-1.0,2000.0
1981,607.0,829.0,1100.0,12275.0,6000.0,450.0,20000.0,5100.0,340.0,7430.0,-1.0,1090.0,16.0,29700.0,-1.0,500.0,600.0,100741.0,45.0,2500.0,32070.0,630.0,40.0,8500.0,-1.0,4741.0,28700.0,148.0,8.0,750.0,2895.0,600.0,140.0,120.0,32249.0,,,5300.0,85000.0,340.0,175.0,300.0,14000.0,3200.0,7522.0,134000.0,4740.0,96000.0,7000.0,100.0,183000.0,9627.0,90000.0,-1.0,2000.0
1982,607.0,815.0,1100.0,12110.0,5000.0,450.0,20000.0,5200.0,350.0,7279.0,-1.0,1100.0,25.0,30000.0,-1.0,400.0,580.0,103773.0,45.0,2500.0,33830.0,612.0,35.0,9500.0,-1.0,5773.0,29000.0,135.0,6.0,760.0,2715.0,600.0,143.0,120.0,32527.0,,,5400.0,85000.0,350.0,175.0,300.0,14000.0,3000.0,6458.0,145600.0,4780.0,98000.0,6500.0,107.0,187000.0,9507.0,90000.0,-1.0,2000.0
1983,607.0,1613.0,1100.0,13250.0,5000.0,460.0,20000.0,5300.0,360.0,6800.0,-1.0,1110.0,21.0,30000.0,-1.0,124.0,550.0,105593.0,50.0,2500.0,34500.0,600.0,35.0,9500.0,-1.0,5593.0,28900.0,125.0,20.0,710.0,3360.0,600.0,157.0,120.0,33323.0,,,5600.0,70000.0,360.0,175.0,300.0,14000.0,2800.0,5461.0,113000.0,4830.0,100000.0,5500.0,120.0,184000.0,9377.0,90000.0,-1.0,2100.0
1984,607.0,1500.0,1100.0,14440.0,5000.0,460.0,21000.0,5400.0,370.0,6700.0,-1.0,1125.0,21.0,30300.0,-1.0,315.0,530.0,110425.0,55.0,5300.0,36000.0,600.0,35.0,10000.0,-1.0,5425.0,28500.0,114.0,2.0,700.0,2940.0,600.0,160.0,120.0,33525.0,,,5700.0,68000.0,370.0,175.0,400.0,14600.0,2600.0,7054.0,396000.0,4880.0,105000.0,4500.0,107.0,190000.0,9257.0,90000.0,-1.0,2150.0
1985,550.0,1700.0,1100.0,14495.0,5000.0,460.0,22000.0,5500.0,370.0,6936.0,-1.0,1140.0,34.0,30500.0,-1.0,348.0,500.0,105139.0,55.0,6000.0,30430.0,600.0,40.0,11000.0,-1.0,5139.0,28500.0,114.0,3.0,670.0,3360.0,400.0,160.0,120.0,33940.0,,,5800.0,70000.0,370.0,165.0,90.0,14600.0,2400.0,5190.0,317000.0,4935.0,100000.0,3500.0,107.0,186000.0,9070.0,100000.0,-1.0,2200.0
1986,500.0,1215.0,1110.0,14750.0,5000.0,525.0,24000.0,5600.0,370.0,6865.0,-1.0,1150.0,36.0,30500.0,-1.0,520.0,480.0,100166.0,56.0,6000.0,29900.0,600.0,45.0,11000.0,-1.0,5166.0,28300.0,114.0,8.0,640.0,3360.0,350.0,160.0,120.0,33465.0,,,5900.0,91000.0,370.0,165.0,60.0,14600.0,2200.0,5300.0,206600.0,5000.0,95000.0,2700.0,107.0,202000.0,8900.0,110000.0,-1.0,2200.0
1987,450.0,1268.0,1120.0,14500.0,8087.0,525.0,25000.0,5700.0,370.0,6490.0,-1.0,1170.0,43.0,30700.0,-1.0,385.0,450.0,92697.0,56.0,6700.0,30390.0,600.0,50.0,10000.0,-1.0,5697.0,28500.0,50.0,10.0,640.0,3360.0,400.0,160.0,120.0,33738.0,,,5700.0,83000.0,370.0,150.0,40.0,16000.0,2000.0,5200.0,196400.0,5000.0,87000.0,1800.0,107.0,204000.0,8720.0,120000.0,-1.0,2200.0
1988,420.0,922.0,1400.0,16000.0,8000.0,857.0,25000.0,5800.0,370.0,6500.0,-1.0,1200.0,50.0,31000.0,-1.0,567.0,430.0,90438.0,57.0,7300.0,30630.0,600.0,55.0,10000.0,-1.0,5438.0,28400.0,50.0,12.0,700.0,2940.0,450.0,170.0,120.0,33722.0,,,5700.0,127000.0,370.0,120.0,40.0,16000.0,1800.0,5200.0,141300.0,5100.0,85000.0,1700.0,100.0,208000.0,8570.0,140000.0,-1.0,2200.0
1989,391.0,1040.0,1800.0,16500.0,4600.0,1127.0,25400.0,5987.0,370.0,13500.0,-1.0,1250.0,42.0,31500.0,-1.0,683.0,425.0,85812.0,57.0,8000.0,30000.0,600.0,60.0,10000.0,-1.0,5812.0,26800.0,55.0,8.0,165.0,4200.0,400.0,170.0,120.0,34390.0,,,5800.0,137000.0,370.0,100.0,200.0,16000.0,1600.0,5100.0,207000.0,5135.0,80000.0,1600.0,100.0,212000.0,8523.0,150000.0,-1.0,2200.0
1990,450.0,4589.0,1801.0,17000.0,8049.0,1127.0,25400.0,6000.0,360.0,52137.0,-1.0,1270.0,52.0,32000.0,1200.0,798.0,425.0,85682.0,58.0,9400.0,29969.0,450.0,65.0,9500.0,-1.0,5469.0,26000.0,240.0,7.0,180.0,2940.0,450.0,170.0,143.0,38309.0,0.0,0.0,5900.0,141000.0,360.0,80.0,180.0,20000.0,1400.0,4762.0,141600.0,5650.0,80213.0,900.0,120.0,217000.0,8418.0,187000.0,-1.0,2000.0
1991,325.0,1956.0,1200.0,18000.0,5650.0,1250.0,25400.0,4503.0,358.0,15000.0,-1.0,1300.0,45.0,31610.0,1217.0,622.0,430.0,69052.0,58.0,11000.0,29000.0,450.0,74.0,9000.0,-1.0,4182.0,25800.0,180.0,8.0,185.0,3360.0,300.0,220.0,113.0,35316.0,1955.0,0.0,6000.0,166000.0,358.0,55.0,70.0,22469.0,1200.0,5075.0,202900.0,5700.0,64870.0,1500.0,95.0,223000.0,6571.0,138000.0,-1.0,2016.0
1992,450.0,1855.0,1000.0,19000.0,6300.0,1200.0,26500.0,2500.0,350.0,23000.0,-1.0,1339.0,51.0,30898.0,1250.0,600.0,456.0,71965.0,60.0,10395.0,28000.0,400.0,79.0,8500.0,-1.0,4217.0,25000.0,150.0,8.0,195.0,3910.0,1100.0,220.0,114.0,34493.0,1992.0,0.0,13000.0,188000.0,350.0,51.0,67.0,22000.0,1727.0,4994.0,195900.0,6000.0,67748.0,1478.0,95.0,260000.0,5247.0,120000.0,-1.0,2006.0
1993,532.0,1899.0,1100.0,20000.0,8458.0,774.0,26000.0,2435.0,357.0,28000.0,-1.0,1250.0,58.0,31703.0,1249.0,700.0,483.0,73722.0,61.0,11500.0,27000.0,300.0,60.0,9000.0,-1.0,3091.0,24000.0,100.0,8.0,200.0,3800.0,1300.0,210.0,115.0,35152.0,2030.0,-1.0,12602.0,213000.0,357.0,90.0,13.0,24735.0,1324.0,5000.0,173300.0,6213.0,70631.0,1404.0,100.0,270000.0,4888.0,183000.0,-1.0,2200.0
1994,620.0,2924.0,1124.0,21000.0,7034.0,1100.0,20000.0,2000.0,360.0,30000.0,-1.0,1289.0,35.0,30000.0,1269.0,810.0,485.0,76144.0,62.0,12500.0,25000.0,200.0,58.0,9431.0,-1.0,2625.0,18500.0,160.0,7.0,189.0,3600.0,1500.0,200.0,115.0,34413.0,2068.0,-1.0,12821.0,226000.0,360.0,30.0,11.0,26000.0,1050.0,4907.0,178800.0,6383.0,73519.0,1400.0,110.0,265000.0,4271.0,185000.0,-1.0,2400.0
1995,708.0,1326.0,1200.0,23000.0,5410.0,760.0,22000.0,3000.0,369.0,10000.0,-1.0,1306.0,25.0,28000.0,1291.0,745.0,496.0,77700.0,64.0,10648.0,18000.0,170.0,55.0,9500.0,-1.0,2919.0,22400.0,220.0,7.0,100.0,3582.0,1207.0,220.0,118.0,30802.0,2107.0,-1.0,13335.0,229000.0,369.0,45.0,47.0,30000.0,995.0,4800.0,204500.0,4500.0,74781.0,1200.0,115.0,280753.0,5316.0,175000.0,-1.0,2468.0
1996,856.0,2000.0,1100.0,24000.0,6929.0,760.0,20487.0,1686.0,380.0,14000.0,-1.0,1300.0,13.0,27086.0,1304.0,796.0,505.0,79175.0,65.0,10692.0,21000.0,170.0,52.0,9304.0,-1.0,2370.0,22000.0,260.0,7.0,145.0,4381.0,2000.0,210.0,120.0,30556.0,2147.0,-1.0,13670.0,245000.0,380.0,46.0,52.0,30425.0,868.0,4885.0,213715.0,3420.0,76805.0,1055.0,100.0,245000.0,4035.0,158387.0,-1.0,2508.0
1997,924.0,2441.0,1137.0,25000.0,9342.0,760.0,23000.0,3727.0,378.0,42914.0,-1.0,1500.0,17.0,30000.0,1280.0,996.0,514.0,81450.0,60.0,10386.0,16101.0,100.0,50.0,9000.0,-1.0,2714.0,21400.0,78.0,7.0,235.0,2780.0,2417.0,180.0,120.0,34041.0,2186.0,-1.0,14000.0,258240.0,378.0,47.0,56.0,33000.0,736.0,4900.0,206200.0,3899.0,78736.0,1069.0,95.0,50000.0,6022.0,150000.0,-1.0,2575.0
1998,719.0,3066.0,1153.0,26000.0,13439.0,760.0,16400.0,3500.0,379.0,46158.0,-1.0,1600.0,14.0,32000.0,1295.0,919.0,523.0,84701.0,68.0,10920.0,19895.0,100.0,51.0,10500.0,-1.0,2701.0,20800.0,66.0,7.0,190.0,2212.0,2600.0,200.0,121.0,36766.0,2227.0,-1.0,12314.0,568770.0,379.0,46.0,43.0,36000.0,550.0,4941.0,217770.0,4445.0,82000.0,1066.0,105.0,40153.0,5412.0,128761.0,6.0,2600.0
1999,1000.0,1359.0,1150.0,28000.0,20253.0,760.0,19000.0,4253.0,380.0,49049.0,-1.0,1500.0,15.0,34000.0,1301.0,1020.0,530.0,85651.0,73.0,10359.0,18332.0,60.0,50.0,9500.0,-1.0,2651.0,21000.0,53.0,8.0,340.0,1925.0,2700.0,200.0,122.0,36919.0,2268.0,-1.0,14500.0,572000.0,380.0,40.0,32.0,33000.0,472.0,5000.0,246000.0,4500.0,83000.0,1080.0,105.0,41664.0,6377.0,166418.0,6.0,2747.0
2000,1200.0,3192.0,1131.0,30000.0,21982.0,919.0,18000.0,3000.0,389.0,21320.0,450.0,1700.0,16.0,35000.0,1300.0,925.0,480.0,86562.0,78.0,11000.0,17999.0,100.0,45.0,10118.0,-1.0,2562.0,18800.0,82.0,8.0,90.0,1799.0,2700.0,190.0,122.0,39992.0,2309.0,-1.0,15302.0,587000.0,389.0,45.0,30.0,35000.0,500.0,5246.0,247500.0,4283.0,84000.0,960.0,100.0,38697.0,5302.0,168231.0,5.0,2854.0
2001,1550.0,3100.0,1080.0,31000.0,13762.0,1107.0,18915.0,3000.0,400.0,25669.0,640.0,1800.0,21.0,36000.0,1320.0,745.0,478.0,87954.0,82.0,10000.0,18046.0,140.0,44.0,7756.0,-1.0,2881.0,17800.0,60.0,8.0,225.0,1785.0,2726.0,180.0,123.0,41040.0,2351.0,-1.0,15731.0,602000.0,400.0,45.0,39.0,33459.0,400.0,5500.0,262418.0,4800.0,85073.0,1000.0,95.0,44859.0,5551.0,170143.0,10.0,3000.0
2002,1700.0,3750.0,1070.0,32000.0,25363.0,1299.0,18600.0,3500.0,411.0,25334.0,460.0,1900.0,18.0,38000.0,1330.0,1012.0,477.0,87930.0,94.0,9000.0,19000.0,160.0,40.0,9369.0,-1.0,2930.0,17100.0,48.0,9.0,650.0,3002.0,2800.0,170.0,124.0,43810.0,2394.0,-1.0,16172.0,616000.0,411.0,50.0,28.0,33000.0,464.0,5739.0,282200.0,4926.0,85000.0,1053.0,95.0,45801.0,6265.0,192374.0,8.0,3019.0
2003,2416.0,4000.0,1150.0,33000.0,21600.0,1456.0,20000.0,3598.0,420.0,27138.0,370.0,2000.0,17.0,39000.0,1340.0,767.0,490.0,92805.0,94.0,6800.0,18414.0,190.0,35.0,9273.0,-1.0,2805.0,16400.0,50.0,10.0,460.0,3572.0,2749.0,170.0,125.0,45190.0,2442.0,-1.0,16000.0,633000.0,420.0,55.0,24.0,26000.0,460.0,6000.0,276700.0,5056.0,90000.0,1050.0,107.0,37410.0,7088.0,198145.0,3.0,3100.0
2004,2500.0,7000.0,1050.0,34000.0,18175.0,1502.0,15000.0,3479.0,430.0,27097.0,310.0,2100.0,20.0,39256.0,1344.0,851.0,483.0,90440.0,104.0,7000.0,18081.0,130.0,37.0,9093.0,-1.0,2440.0,15800.0,60.0,12.0,470.0,3467.0,2810.0,150.0,126.0,48486.0,2496.0,-1.0,16240.0,640000.0,430.0,60.0,23.0,33000.0,456.0,6500.0,270000.0,5189.0,88000.0,1080.0,107.0,38254.0,7044.0,204090.0,2.0,3101.0
2005,2261.0,8600.0,1155.0,35000.0,10527.0,1525.0,14500.0,3374.0,433.0,26638.0,353.0,2200.0,24.0,40000.0,1350.0,834.0,477.0,87643.0,85.0,8000.0,18077.0,130.0,36.0,9215.0,-1.0,2643.0,15000.0,45.0,12.0,475.0,3400.0,2900.0,150.0,125.0,50930.0,2551.0,-1.0,16274.0,667000.0,433.0,51.0,22.0,34204.0,454.0,7000.0,255000.0,4000.0,85000.0,1100.0,110.0,50807.0,6691.0,210035.0,2.0,3128.0
2006,2301.0,8000.0,1150.0,36000.0,11686.0,1412.0,14000.0,3550.0,440.0,25251.0,270.0,2000.0,26.0,39201.0,1380.0,720.0,472.0,88622.0,78.0,8195.0,18155.0,105.0,35.0,9237.0,-1.0,2622.0,14400.0,120.0,11.0,429.0,4200.0,3100.0,150.0,125.0,49306.0,2608.0,-1.0,16309.0,712000.0,440.0,46.0,12.0,34732.0,420.0,7115.0,260000.0,4900.0,86000.0,1100.0,110.0,52483.0,6868.0,215000.0,1.0,3150.0
2007,2377.0,6385.0,1185.0,37000.0,12000.0,1366.0,14000.0,3700.0,450.0,25677.0,309.0,2200.0,32.0,39000.0,1385.0,644.0,440.0,89598.0,82.0,4655.0,18215.0,110.0,40.0,9392.0,-1.0,2598.0,14100.0,9.0,11.0,480.0,3945.0,3200.0,162.0,130.0,47695.0,2666.0,-1.0,16344.0,739000.0,450.0,44.0,4.0,34953.0,450.0,7451.0,238000.0,7000.0,87000.0,1150.0,90.0,54215.0,7097.0,220000.0,2.0,3100.0
2008,2443.0,10236.0,1188.0,37650.0,14790.0,1261.0,12500.0,3700.0,460.0,28470.0,283.0,2300.0,41.0,40000.0,1386.0,844.0,461.0,90435.0,101.0,4250.0,18168.0,100.0,40.0,10083.0,-1.0,2435.0,14000.0,15.0,11.0,415.0,4481.0,3200.0,160.0,127.0,52636.0,2725.0,-1.0,16378.0,728000.0,460.0,12.0,8.0,34974.0,448.0,7969.0,251850.0,9120.0,88000.0,1000.0,85.0,55841.0,7179.0,148175.0,1.0,3500.0
2009,2518.0,6957.0,1192.0,37160.0,16645.0,1203.0,11500.0,3800.0,432.0,26316.0,271.0,2400.0,35.0,40000.0,1407.0,953.0,456.0,92697.0,110.0,4692.0,17882.0,90.0,41.0,11220.0,-1.0,2697.0,14100.0,20.0,11.0,380.0,3476.0,3100.0,180.0,127.0,49447.0,2633.0,-1.0,16413.0,482460.0,432.0,7.0,58.0,35000.0,436.0,8327.0,224600.0,13150.0,90000.0,1100.0,85.0,57516.0,7337.0,175000.0,1.0,3200.0
2010,2614.0,5669.0,1197.0,37310.0,17250.0,1158.0,10667.0,3868.0,388.0,25999.0,271.0,2349.0,36.0,39000.0,1418.0,474.0,450.0,92693.0,102.0,8254.0,16998.0,162.0,42.0,11974.0,-1.0,2895.0,13800.0,6.0,11.0,351.0,4098.0,2642.0,190.0,128.0,47180.0,870.0,-1.0,16448.0,520130.0,388.0,65.0,58.0,37000.0,424.0,8692.0,205342.0,14100.0,89798.0,1150.0,75.0,58599.0,7484.0,185402.0,1.0,3000.0
2011,2539.0,6856.0,1201.0,37092.0,17483.0,1101.0,9862.0,3719.0,362.0,23799.0,167.0,2500.0,37.0,40000.0,1430.0,223.0,446.0,92370.0,103.0,6751.0,16827.0,150.0,43.0,12733.0,-1.0,2370.0,13600.0,16.0,11.0,223.0,3470.0,1897.0,196.0,128.0,49506.0,1993.0,-1.0,17041.0,446991.0,362.0,6.0,58.0,37742.0,412.0,8864.0,204363.0,15000.0,90000.0,1158.0,76.0,58068.0,7244.0,163664.0,1.0,3200.0
