,Peru,Yemen,Serbia and Montenegro,Croatia,Burkina Faso,Tajikistan,Armenia,Syrian Arab Republic,Brazil,Nepal,Pakistan,The former Yugoslav Republic of Macedonia,Greece,Afghanistan,Iraq,Cyprus,Spain,Bulgaria,Australia & New Zealand,United States of America,Iran (Islamic Republic of),Algeria,Slovenia,United Arab Emirates,Kyrgyzstan,Argentina,Ukraine,Georgia,Israel,Morocco,USSR,Mexico,Azerbaijan,Italy,Jordan,Bosnia and Herzegovina,China,Tunisia,Côte d'Ivoire,Libya,Yugoslav SFR,Turkmenistan,Lebanon,Uzbekistan,France,Occupied Palestinian Territory,Chile,Hungary,Kazakhstan,Australia,Portugal,"China, mainland",Gambia,Swaziland,Republic of Moldova,Turkey
1971,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,2245.0,-1,-1.0,5000.0,-1.0,-1.0,-1.0,-1.0,8696.0,262500.0,-1.0,0.0,76000.0,30000.0,4600.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,2700.0,-1.0,-1.0,-1.0,-1.0,278600.0,500.0,-1.0,-1.0,188000.0,-1.0,-1.0,-1.0,-1.0,960.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39170.0,-1.0,-1.0,-1.0,-1.0,14695.0
1972,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,3341.0,-1,-1.0,5200.0,-1.0,-1.0,-1.0,-1.0,9365.0,331900.0,-1.0,0.0,80490.0,30000.0,8300.0,-1.0,14.0,-1.0,-1.0,-1.0,-1.0,3300.0,-1.0,-1.0,-1.0,-1.0,248000.0,327.0,-1.0,-1.0,190000.0,-1.0,-1.0,-1.0,-1.0,997.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39330.0,-1.0,-1.0,-1.0,-1.0,15000.0
1973,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,3677.0,-1,-1.0,5400.0,-1.0,-1.0,-1.0,-1.0,9365.0,382900.0,-1.0,0.0,86440.0,30000.0,9200.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,3800.0,-1.0,-1.0,-1.0,-1.0,241300.0,102.0,-1.0,-1.0,192000.0,-1.0,-1.0,-1.0,-1.0,737.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39570.0,-1.0,-1.0,-1.0,-1.0,15125.0
1974,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,4203.0,-1,-1.0,5800.0,-1.0,-1.0,-1.0,-1.0,8428.0,420000.0,-1.0,0.0,93560.0,30000.0,10150.0,-1.0,15.0,-1.0,-1.0,-1.0,-1.0,4300.0,-1.0,-1.0,-1.0,-1.0,242700.0,477.0,-1.0,-1.0,194700.0,-1.0,-1.0,-1.0,-1.0,910.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,39842.0,-1.0,-1.0,-1.0,-1.0,16500.0
1975,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,4852.0,-1,-1.0,5900.0,-1.0,-1.0,0.0,-1.0,8027.0,434800.0,-1.0,0.0,100680.0,30000.0,11000.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,4700.0,-1.0,-1.0,-1.0,-1.0,235400.0,777.0,-1.0,-1.0,198822.0,-1.0,-1.0,-1.0,-1.0,950.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40126.0,-1.0,-1.0,-1.0,-1.0,17000.0
1976,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,6789.0,-1,-1.0,6100.0,-1.0,-1.0,5900.0,-1.0,8161.0,450000.0,-1.0,0.0,104370.0,30000.0,18250.0,-1.0,16.0,-1.0,-1.0,-1.0,-1.0,4100.0,-1.0,-1.0,-1.0,-1.0,228600.0,141.0,-1.0,-1.0,203000.0,-1.0,-1.0,-1.0,-1.0,1000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40331.0,-1.0,-1.0,-1.0,-1.0,17500.0
1977,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,7486.0,-1,-1.0,6200.0,-1.0,-1.0,6000.0,-1.0,8227.0,461200.0,-1.0,0.0,111890.0,30000.0,10400.0,-1.0,18.0,-1.0,-1.0,-1.0,-1.0,4100.0,-1.0,-1.0,-1.0,-1.0,223000.0,350.0,-1.0,-1.0,204620.0,-1.0,-1.0,-1.0,-1.0,1100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40518.0,-1.0,-1.0,-1.0,-1.0,18000.0
1978,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,7523.0,-1,-1.0,6300.0,-1.0,-1.0,6000.0,-1.0,4816.0,482800.0,-1.0,0.0,124520.0,30000.0,7100.0,-1.0,20.0,-1.0,-1.0,-1.0,-1.0,3870.0,-1.0,-1.0,-1.0,-1.0,215500.0,290.0,-1.0,-1.0,206000.0,-1.0,-1.0,-1.0,-1.0,1200.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40640.0,-1.0,-1.0,-1.0,-1.0,18000.0
1979,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,12725.0,-1,-1.0,6300.0,-1.0,-1.0,6000.0,-1.0,4950.0,507560.0,-1.0,0.0,131160.0,30000.0,8100.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,3530.0,-1.0,-1.0,-1.0,-1.0,212000.0,454.0,-1.0,-1.0,209000.0,-1.0,-1.0,-1.0,-1.0,1300.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40816.0,-1.0,-1.0,-1.0,-1.0,19250.0
1980,-1,-1.0,-1,-1.0,-1.0,-1.0,-1,19311.0,-1,-1.0,6400.0,-1.0,-1.0,5800.0,-1.0,5084.0,515600.0,-1.0,1430.0,132250.0,30000.0,8700.0,-1.0,25.0,-1.0,-1.0,-1.0,-1.0,3660.0,70000.0,-1.0,419.0,-1.0,206600.0,201.0,-1.0,-1.0,155000.0,-1.0,-1.0,-1.0,-1.0,1400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1430.0,40852.0,-1.0,-1.0,-1.0,-1.0,19250.0
1981,-1,120.0,-1,-1.0,-1.0,-1.0,-1,20911.0,-1,-1.0,6408.0,-1.0,-1.0,5800.0,-1.0,5485.0,519500.0,-1.0,1450.0,132010.0,30000.0,15960.0,-1.0,23.0,-1.0,-1.0,-1.0,-1.0,3171.0,89000.0,-1.0,424.0,-1.0,203400.0,99.0,-1.0,-1.0,170000.0,-1.0,-1.0,-1.0,-1.0,1400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1450.0,40937.0,-1.0,-1.0,-1.0,-1.0,19125.0
1982,-1,125.0,-1,-1.0,-1.0,-1.0,-1,19376.0,-1,-1.0,6459.0,-1.0,-1.0,5800.0,-1.0,5485.0,524300.0,-1.0,1480.0,137190.0,28489.0,15450.0,-1.0,40.0,-1.0,-1.0,-1.0,-1.0,3230.0,90000.0,-1.0,430.0,-1.0,199400.0,101.0,-1.0,-1.0,160000.0,-1.0,-1.0,-1.0,-1.0,1400.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1480.0,41039.0,-1.0,-1.0,-1.0,-1.0,19000.0
1983,-1,125.0,-1,-1.0,-1.0,-1.0,-1,19400.0,-1,-1.0,6526.0,-1.0,-1.0,5700.0,-1.0,5512.0,526550.0,-1.0,1560.0,145680.0,33398.0,18030.0,-1.0,40.0,-1.0,-1.0,-1.0,-1.0,3230.0,91300.0,-1.0,413.0,-1.0,129015.0,250.0,-1.0,-1.0,250000.0,-1.0,-1.0,-1.0,-1.0,1430.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1560.0,41139.0,-1.0,-1.0,-1.0,-1.0,19500.0
1984,-1,125.0,-1,-1.0,-1.0,-1.0,-1,19600.0,-1,-1.0,6700.0,-1.0,-1.0,5700.0,-1.0,5512.0,531424.0,-1.0,1700.0,154180.0,33924.0,16490.0,-1.0,42.0,-1.0,-1.0,-1.0,-1.0,3060.0,92100.0,-1.0,22.0,-1.0,127543.0,250.0,-1.0,-1.0,300000.0,-1.0,-1.0,-1.0,-1.0,1350.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1700.0,41210.0,-1.0,-1.0,-1.0,-1.0,19500.0
1985,-1,129.0,-1,-1.0,-1.0,-1.0,-1,13200.0,-1,-1.0,6900.0,-1.0,42000.0,5600.0,470.0,4013.0,556200.0,1200.0,1950.0,165510.0,33232.0,21100.0,-1.0,43.0,-1.0,235.0,-1.0,-1.0,3520.0,94000.0,15600.0,54.0,-1.0,125835.0,896.0,-1.0,7700.0,150000.0,-1.0,30000.0,1900.0,-1.0,1400.0,-1.0,1700.0,-1.0,3200.0,485.0,-1.0,1950.0,41314.0,7700.0,-1.0,-1.0,-1.0,19750.0
1986,-1,133.0,-1,-1.0,-1.0,-1.0,-1,14000.0,-1,-1.0,7000.0,-1.0,41900.0,5500.0,470.0,4013.0,559400.0,2800.0,2300.0,168350.0,36109.0,20860.0,-1.0,44.0,-1.0,235.0,-1.0,-1.0,2970.0,94800.0,18000.0,370.0,-1.0,124525.0,421.0,-1.0,8300.0,150000.0,-1.0,45000.0,2500.0,-1.0,1450.0,-1.0,1700.0,-1.0,3200.0,415.0,-1.0,2300.0,41445.0,8300.0,-1.0,-1.0,-1.0,20200.0
1987,-1,137.0,-1,-1.0,-1.0,-1.0,-1,14800.0,-1,-1.0,7200.0,-1.0,40800.0,5500.0,470.0,4014.0,569400.0,1500.0,2400.0,168750.0,36476.0,21000.0,-1.0,48.0,-1.0,235.0,-1.0,-1.0,2910.0,95300.0,21000.0,21.0,-1.0,123657.0,524.0,-1.0,8900.0,150000.0,-1.0,60000.0,2500.0,-1.0,1500.0,-1.0,1700.0,-1.0,2600.0,275.0,-1.0,2400.0,41610.0,8900.0,-1.0,-1.0,-1.0,20270.0
1988,-1,135.0,-1,-1.0,-1.0,-1.0,-1,16800.0,-1,-1.0,7300.0,-1.0,40100.0,5400.0,470.0,4050.0,561200.0,1400.0,2600.0,169560.0,37230.0,21370.0,-1.0,51.0,-1.0,235.0,-1.0,-1.0,2940.0,103600.0,22000.0,146.0,-1.0,115749.0,515.0,-1.0,8600.0,153000.0,-1.0,60000.0,1700.0,-1.0,1650.0,-1.0,1700.0,-1.0,3200.0,250.0,-1.0,2600.0,41960.0,8600.0,-1.0,-1.0,-1.0,20170.0
1989,-1,135.0,-1,-1.0,-1.0,-1.0,-1,15800.0,-1,-1.0,7500.0,-1.0,39600.0,5400.0,470.0,4080.0,581800.0,2700.0,2900.0,166330.0,38182.0,23610.0,-1.0,52.0,-1.0,235.0,-1.0,-1.0,3000.0,103900.0,24000.0,54.0,-1.0,120544.0,522.0,-1.0,9400.0,153000.0,-1.0,60000.0,3200.0,-1.0,1900.0,-1.0,1690.0,-1.0,3700.0,300.0,-1.0,2900.0,41980.0,9400.0,-1.0,-1.0,-1.0,20200.0
1990,-1,176.0,-1,-1.0,1500.0,-1.0,-1,16000.0,-1,-1.0,7500.0,-1.0,39000.0,6037.0,485.0,4100.0,584100.0,2600.0,3000.0,166330.0,43567.0,25010.0,-1.0,51.0,-1.0,257.0,-1.0,-1.0,2747.0,107000.0,25000.0,59.0,-1.0,120430.0,522.0,-1.0,10000.0,146000.0,-1.0,61960.0,2800.0,-1.0,2000.0,-1.0,1700.0,-1.0,4000.0,289.0,-1.0,3000.0,42300.0,10000.0,-1.0,-1.0,-1.0,20200.0
1991,-1,176.0,-1,-1.0,1500.0,-1.0,-1,17500.0,-1,-1.0,7552.0,-1.0,37500.0,5500.0,510.0,4100.0,595000.0,1500.0,3100.0,163900.0,41503.0,24240.0,-1.0,46.0,-1.0,226.0,-1.0,-1.0,2733.0,111000.0,26000.0,74.0,-1.0,119333.0,522.0,-1.0,10500.0,148000.0,-1.0,58000.0,3000.0,-1.0,2132.0,-1.0,1161.0,-1.0,4300.0,250.0,-1.0,3100.0,42390.0,10500.0,-1.0,-1.0,-1.0,20095.0
1992,-1,176.0,-1,900.0,1500.0,6000.0,-1,18300.0,-1,-1.0,8623.0,607.0,35650.0,5500.0,552.0,4050.0,580200.0,1400.0,3900.0,162280.0,45511.0,24970.0,35.0,39.0,1000.0,231.0,3500.0,900.0,2690.0,117000.0,-1.0,43.0,800.0,115144.0,510.0,620.0,10900.0,162147.0,-1.0,57371.0,-1.0,1400.0,2112.0,3000.0,1488.0,-1.0,4220.0,327.0,-1.0,3900.0,42600.0,10900.0,-1.0,-1.0,300.0,19900.0
1993,-1,176.0,-1,993.0,1500.0,5573.0,-1,13600.0,-1,-1.0,9087.0,514.0,34360.0,5500.0,594.0,4050.0,594600.0,1300.0,4600.0,167130.0,53687.0,25880.0,25.0,38.0,950.0,237.0,3651.0,700.0,2660.0,117000.0,-1.0,125.0,750.0,112410.0,477.0,350.0,9845.0,160000.0,-1.0,56000.0,-1.0,1532.0,2800.0,3500.0,1138.0,-1.0,4092.0,335.0,-1.0,4600.0,41893.0,9845.0,-1.0,-1.0,300.0,19825.0
1994,-1,176.0,-1,1279.0,1800.0,5453.0,-1,14800.0,-1,-1.0,10258.0,484.0,40000.0,5500.0,576.0,3000.0,596100.0,1200.0,4670.0,175230.0,57000.0,26130.0,25.0,38.0,859.0,238.0,3386.0,700.0,2400.0,125000.0,-1.0,89.0,850.0,102459.0,258.0,397.0,10317.0,164000.0,-1.0,54970.0,-1.0,1600.0,3000.0,4000.0,1145.0,-1.0,4275.0,355.0,-1.0,4670.0,41953.0,10317.0,-1.0,-1.0,300.0,19530.0
1995,-1,182.0,-1,1094.0,1859.0,5402.0,-1,15300.0,-1,-1.0,10320.0,430.0,41500.0,5500.0,516.0,3050.0,602900.0,1000.0,4700.0,169160.0,95000.0,24860.0,25.0,38.0,810.0,240.0,3000.0,800.0,2390.0,128000.0,-1.0,73.0,900.0,94633.0,260.0,371.0,11000.0,168200.0,555.0,53000.0,-1.0,1800.0,3800.0,4500.0,1169.0,-1.0,4436.0,280.0,100.0,4700.0,41512.0,11000.0,-1.0,-1.0,300.0,19325.0
1996,-1,183.0,-1,1067.0,1932.0,5500.0,-1,26396.0,-1,-1.0,10454.0,400.0,40900.0,5500.0,511.0,3100.0,604400.0,1000.0,4730.0,173200.0,69693.0,25190.0,25.0,38.0,773.0,242.0,5000.0,800.0,2680.0,132300.0,-1.0,63.0,800.0,92985.0,260.0,300.0,12136.0,168000.0,585.0,53098.0,-1.0,1500.0,4291.0,5000.0,1228.0,8753.0,4900.0,407.0,124.0,4730.0,41244.0,12136.0,-1.0,-1.0,300.0,19125.0
1997,-1,185.0,-1,1438.0,2000.0,5200.0,-1,15000.0,-1,-1.0,10600.0,371.0,43000.0,5500.0,499.0,3100.0,629100.0,1000.0,4800.0,181220.0,76933.0,27440.0,0.0,38.0,582.0,242.0,5000.0,1124.0,2410.0,137100.0,-1.0,64.0,717.0,91166.0,471.0,200.0,12000.0,168200.0,589.0,52558.0,-1.0,1500.0,5786.0,4463.0,1180.0,8101.0,5300.0,431.0,127.0,4800.0,40862.0,12000.0,-1.0,720.0,300.0,18875.0
1998,-1,180.0,-1,1166.0,2114.0,5500.0,-1,16500.0,-1,11.0,10666.0,348.0,39900.0,5500.0,475.0,3200.0,630100.0,2100.0,4850.0,188600.0,86812.0,26490.0,0.0,41.0,739.0,242.0,4000.0,1109.0,2779.0,137000.0,-1.0,61.0,765.0,89432.0,473.0,150.0,12500.0,170000.0,737.0,51928.0,-1.0,1500.0,6800.0,5500.0,1223.0,6908.0,5800.0,600.0,130.0,4850.0,40826.0,12500.0,-1.0,863.0,300.0,18400.0
1999,-1,190.0,-1,990.0,2233.0,5000.0,-1,18000.0,-1,15.0,10771.0,451.0,40000.0,5500.0,474.0,3250.0,624300.0,900.0,5000.0,196800.0,89100.0,26820.0,0.0,39.0,770.0,240.0,1000.0,1094.0,2775.0,139012.0,-1.0,61.0,464.0,89078.0,473.0,145.0,10500.0,190000.0,900.0,52000.0,-1.0,1600.0,6500.0,6000.0,1799.0,5026.0,5900.0,1000.0,134.0,5000.0,38874.0,10500.0,-1.0,895.0,300.0,18100.0
2000,-1,192.0,-1,400.0,2500.0,4866.0,-1,19000.0,-1,20.0,10732.0,450.0,39950.0,7000.0,470.0,3260.0,670534.0,1200.0,5840.0,202340.0,96470.0,27150.0,0.0,41.0,880.0,246.0,500.0,1200.0,2762.0,138000.0,-1.0,61.0,562.0,88500.0,479.0,145.0,8000.0,201720.0,950.0,51872.0,-1.0,1600.0,6478.0,5000.0,1627.0,6294.0,6036.0,900.0,137.0,5840.0,38827.0,8000.0,-1.0,932.0,300.0,18000.0
2001,-1,197.0,-1,300.0,2408.0,5342.0,-1,15095.0,-1,11.0,10984.0,220.0,39953.0,9000.0,449.0,3300.0,658800.0,2474.0,5907.0,214483.0,105067.0,26980.0,0.0,39.0,1001.0,248.0,330.0,907.0,2780.0,137800.0,-1.0,38.0,614.0,86708.0,479.0,127.0,10000.0,202340.0,1050.0,52639.0,-1.0,1600.0,6561.0,5423.0,1620.0,6567.0,6086.0,300.0,140.0,5907.0,38709.0,10000.0,-1.0,1800.0,300.0,17875.0
2002,-1,200.0,-1,300.0,2443.0,4938.0,-1,35000.0,-1,11.0,9560.0,120.0,20300.0,5500.0,400.0,3600.0,648997.0,3513.0,6505.0,220554.0,112000.0,27720.0,1.0,37.0,1200.0,250.0,285.0,881.0,1961.0,134141.0,-1.0,38.0,806.0,86040.0,481.0,161.0,10700.0,202340.0,1100.0,51591.0,-1.0,1500.0,6424.0,5500.0,1600.0,6306.0,5880.0,248.0,161.0,6505.0,38417.0,10700.0,-1.0,720.0,300.0,17500.0
2003,-1,200.0,-1,250.0,2467.0,4200.0,-1,33683.0,-1,11.0,9231.0,800.0,19600.0,5700.0,370.0,4613.0,641688.0,2674.0,8114.0,222577.0,81733.0,30630.0,1.0,290.0,1051.0,252.0,327.0,873.0,1743.0,131470.0,-1.0,38.0,676.0,85145.0,480.0,141.0,10847.0,130000.0,1150.0,50440.0,-1.0,1300.0,6410.0,5800.0,1494.0,5820.0,5900.0,358.0,145.0,8114.0,38113.0,10847.0,-1.0,520.0,300.0,17375.0
2004,-1,205.0,-1,300.0,2483.0,4300.0,-1,41720.0,-1,11.0,10120.0,735.0,18133.0,12000.0,407.0,4979.0,622577.0,1912.0,10453.0,230671.0,161829.0,52835.0,1.0,300.0,1008.0,254.0,270.0,857.0,2500.0,134500.0,-1.0,40.0,606.0,84073.0,480.0,152.0,11000.0,145000.0,1250.0,50000.0,-1.0,1100.0,6200.0,6000.0,1500.0,4682.0,6000.0,344.0,148.0,10453.0,38178.0,11000.0,-1.0,500.0,300.0,17250.0
2005,-1,203.0,-1,320.0,2465.0,4552.0,-1,43540.0,-1,11.0,10277.0,400.0,17613.0,10635.0,344.0,5029.0,625483.0,1586.0,13120.0,234718.0,171977.0,55209.0,1.0,350.0,909.0,257.0,250.0,829.0,2591.0,141550.0,-1.0,38.0,622.0,83124.0,480.0,144.0,12000.0,190000.0,1300.0,50500.0,-1.0,1200.0,6300.0,6391.0,1488.0,4075.0,5800.0,372.0,152.0,13120.0,38049.0,12000.0,-1.0,837.0,300.0,17000.0
2006,-1,204.0,-1,369.0,2483.0,4300.0,-1,44140.0,-1,11.0,10362.0,500.0,17291.0,12000.0,470.0,5100.0,578717.0,1571.0,18799.0,234718.0,130000.0,59137.0,1.0,380.0,849.0,260.0,200.0,700.0,2700.0,143000.0,-1.0,34.0,470.0,81737.0,480.0,120.0,12102.0,165000.0,1450.0,51000.0,-1.0,1600.0,6230.0,6811.0,1315.0,4187.0,5800.0,221.0,120.0,18799.0,37900.0,12102.0,-1.0,800.0,300.0,16180.0
2007,-1,250.0,-1,400.0,2520.0,4400.0,-1,34240.0,-1,11.0,10817.0,953.0,16675.0,12000.0,450.0,5032.0,563770.0,1921.0,25702.0,259002.0,100000.0,40890.0,1.0,400.0,795.0,270.0,100.0,780.0,2000.0,145087.0,-1.0,32.0,403.0,79955.0,313.0,133.0,12250.0,180000.0,1650.0,51500.0,-1.0,1500.0,6250.0,6000.0,1293.0,5025.0,5800.0,207.0,185.0,25702.0,30048.0,12250.0,-1.0,843.0,300.0,17585.0
2008,-1,250.0,-1,460.0,2520.0,4500.0,-1,40000.0,-1,11.0,11060.0,409.0,14500.0,12000.0,386.0,3550.0,566869.0,1900.0,27579.0,275189.0,72972.0,39787.0,1.0,400.0,737.0,283.0,100.0,800.0,1800.0,144228.0,-1.0,31.0,411.0,79518.0,313.0,122.0,12361.0,160000.0,1850.0,52000.0,-1.0,1600.0,6300.0,6295.0,1273.0,4431.0,6200.0,206.0,100.0,27579.0,28535.0,12361.0,-1.0,830.0,300.0,17150.0
2009,-1,245.0,-1,523.0,2550.0,4500.0,-1,42400.0,-1,11.0,11000.0,555.0,14800.0,11029.0,394.0,4171.0,562616.0,500.0,27981.0,291374.0,72972.0,39313.0,1.0,400.0,699.0,300.0,100.0,700.0,3400.0,136200.0,-1.0,31.0,426.0,79464.0,313.0,136.0,12500.0,190000.0,1900.0,52500.0,-1.0,1600.0,6600.0,6379.0,1295.0,3086.0,6900.0,215.0,101.0,27981.0,26839.0,12500.0,-1.0,830.0,300.0,17040.0
