,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Croatia,Burkina Faso,Philippines,Syrian Arab Republic,Martinique,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Melanesia,Papua New Guinea,Norway,Rwanda,Australia & New Zealand,Yugoslav SFR,Guatemala,Algeria,Slovenia,American Samoa,Senegal,Madagascar,Tajikistan,Mauritius,Luxembourg,Israel,Zambia,Belgium,United Arab Emirates,Kuwait,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,China,Uzbekistan,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Suriname,Portugal,Poland,"China, mainland",Mali,Timor-Leste,Thailand,Ukraine,Bolivia (Plurinational State of),Peru,Yemen,Serbia and Montenegro,Cameroon,Serbia,Germany,Turkey,South Sudan,Cabo Verde,Denmark,Canada,Japan,Bermuda,Iraq,Cyprus,Antigua and Barbuda,Spain,New Zealand,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,Sudan,Pakistan,Czechoslovakia,Czechia,French Guiana,Argentina,Ghana,Costa Rica,India,Guadeloupe,Austria,Niger,Morocco,Congo,Qatar,Mexico,USSR,Romania,Ecuador,Jordan,Puerto Rico,Ireland,Côte d'Ivoire,Albania,Slovakia,France,Italy,Singapore,Polynesia,Australia,Egypt,Lithuania,Finland,Netherlands,Sudan (former),Guyana,Republic of Moldova,Belgium-Luxembourg
1971,-1.0,4000.0,-1.0,-1.0,-1.0,8800.0,18114.0,1400.0,-1.0,-1.0,-1.0,28000.0,-1.0,65752.0,900.0,-1.0,24162.0,16.0,16.0,728.0,-1.0,44122.0,28800.0,-1.0,6695.0,-1.0,-1.0,-1.0,2235.0,-1.0,449.0,-1.0,7350.0,-1,-1.0,10.0,-1.0,6000.0,7966.0,1300.0,-1.0,-1,-1.0,1200.0,858000.0,-1.0,510.0,8000.0,-1.0,97947.0,-1.0,48000.0,36050.0,-1.0,-1.0,28000.0,995.0,25000.0,-1.0,854000.0,-1.0,-1.0,49300.0,-1.0,-1.0,18490.0,-1.0,-1.0,-1.0,-1.0,82269.0,246000.0,-1.0,-1.0,1797.0,44912.0,-1,23.0,3305.0,2693.0,80.0,191100.0,6015.0,-1.0,25583.0,157668.0,-1.0,-1.0,-1.0,-1.0,2540.0,-1.0,-1.0,3200.0,-1.0,-1.0,250000.0,5500.0,9707.0,-1.0,12000.0,-1.0,-1.0,20511.0,-1.0,39200.0,2500.0,1320.0,-1.0,-1.0,-1.0,-1.0,-1.0,76800.0,259400.0,300.0,0.0,38107.0,132000.0,-1.0,200.0,76250.0,-1.0,-1.0,-1.0,55700.0
1972,-1.0,4000.0,-1.0,-1.0,-1.0,8800.0,19239.0,1400.0,-1.0,-1.0,-1.0,25000.0,-1.0,67897.0,900.0,-1.0,20966.0,20.0,20.0,760.0,-1.0,45231.0,21100.0,-1.0,6540.0,-1.0,-1.0,-1.0,2785.0,-1.0,437.0,-1.0,7150.0,-1,-1.0,10.0,-1.0,5500.0,8155.0,1300.0,-1.0,-1,-1.0,1200.0,904000.0,-1.0,490.0,8321.0,-1.0,84332.0,-1.0,45000.0,47992.0,-1.0,-1.0,25000.0,530.0,25000.0,-1.0,900000.0,-1.0,-1.0,52200.0,-1.0,-1.0,19677.0,-1.0,-1.0,-1.0,-1.0,82148.0,300000.0,-1.0,-1.0,1492.0,36360.0,-1,8.0,2771.0,2540.0,98.0,206300.0,9698.0,-1.0,25347.0,175811.0,-1.0,-1.0,-1.0,-1.0,2987.0,-1.0,-1.0,3500.0,-1.0,-1.0,260000.0,5000.0,9449.0,-1.0,12000.0,-1.0,-1.0,27961.0,-1.0,38200.0,2700.0,2600.0,-1.0,-1.0,-1.0,-1.0,-1.0,71900.0,257500.0,300.0,0.0,35533.0,148000.0,-1.0,100.0,55000.0,-1.0,-1.0,-1.0,39600.0
1973,-1.0,3000.0,-1.0,-1.0,-1.0,9000.0,14344.0,1000.0,-1.0,-1.0,-1.0,22750.0,-1.0,69337.0,950.0,-1.0,22327.0,9.0,9.0,1423.0,-1.0,48083.0,31600.0,-1.0,5998.0,-1.0,-1.0,-1.0,1975.0,-1.0,391.0,-1.0,7200.0,-1,-1.0,3.0,-1.0,6000.0,10358.0,1300.0,-1.0,-1,-1.0,1300.0,968000.0,-1.0,490.0,6270.0,-1.0,125990.0,-1.0,41000.0,50247.0,-1.0,-1.0,23000.0,640.0,28000.0,-1.0,965000.0,-1.0,-1.0,57300.0,-1.0,-1.0,18207.0,-1.0,-1.0,-1.0,-1.0,75680.0,200000.0,-1.0,-1.0,2049.0,45890.0,-1,13.0,3834.0,2286.0,35.0,186900.0,9181.0,-1.0,25867.0,189328.0,-1.0,-1.0,-1.0,-1.0,4657.0,-1.0,-1.0,2760.0,-1.0,-1.0,270000.0,1500.0,13981.0,-1.0,12000.0,-1.0,-1.0,29817.0,-1.0,44100.0,3000.0,1740.0,-1.0,-1.0,-1.0,-1.0,-1.0,72700.0,262300.0,200.0,0.0,38902.0,154000.0,-1.0,200.0,74200.0,-1.0,-1.0,-1.0,35000.0
1974,-1.0,4000.0,-1.0,-1.0,-1.0,9000.0,31320.0,1000.0,-1.0,-1.0,-1.0,28100.0,-1.0,65330.0,1000.0,-1.0,22229.0,9.0,9.0,741.0,-1.0,51344.0,38000.0,-1.0,6483.0,-1.0,-1.0,-1.0,1850.0,-1.0,703.0,-1.0,5900.0,-1,-1.0,8.0,-1.0,16500.0,8374.0,1300.0,-1.0,-1,-1.0,1400.0,974000.0,-1.0,195.0,9309.0,-1.0,133100.0,-1.0,41605.0,49623.0,-1.0,-1.0,24000.0,739.0,30000.0,-1.0,970000.0,-1.0,-1.0,62600.0,-1.0,-1.0,18020.0,-1.0,-1.0,-1.0,-1.0,88828.0,230000.0,-1.0,-1.0,2964.0,44660.0,-1,15.0,846.0,2235.0,15.0,196400.0,11542.0,-1.0,18120.0,173544.0,-1.0,-1.0,-1.0,-1.0,4598.0,-1.0,-1.0,2450.0,-1.0,-1.0,277000.0,1500.0,12772.0,-1.0,12200.0,-1.0,-1.0,24488.0,-1.0,40000.0,3292.0,1409.0,-1.0,-1.0,-1.0,-1.0,-1.0,111460.0,264130.0,180.0,0.0,39802.0,165000.0,-1.0,200.0,87500.0,-1.0,-1.0,-1.0,36100.0
1975,-1.0,3910.0,-1.0,-1.0,-1.0,9000.0,33028.0,1000.0,-1.0,-1.0,-1.0,25100.0,-1.0,68150.0,1200.0,-1.0,26332.0,9.0,9.0,486.0,-1.0,57845.0,26500.0,-1.0,7495.0,-1.0,-1.0,-1.0,1470.0,-1.0,906.0,-1.0,7400.0,-1,-1.0,9.0,-1.0,17500.0,13807.0,1300.0,-1.0,-1,-1.0,1400.0,978910.0,-1.0,45.0,9400.0,-1.0,91900.0,-1.0,52680.0,49027.0,-1.0,-1.0,31000.0,510.0,30000.0,-1.0,975000.0,-1.0,-1.0,68000.0,-1.0,-1.0,16671.0,-1.0,-1.0,-1.0,-1.0,73789.0,250000.0,-1.0,-1.0,1722.0,42972.0,-1,15.0,2107.0,2235.0,28.0,204400.0,17693.0,-1.0,18890.0,185700.0,-1.0,-1.0,-1.0,-1.0,5761.0,-1.0,-1.0,2830.0,-1.0,-1.0,280000.0,1670.0,13069.0,-1.0,12400.0,-1.0,-1.0,24549.0,-1.0,45000.0,5000.0,2966.0,-1.0,-1.0,-1.0,-1.0,-1.0,69200.0,278120.0,120.0,0.0,40152.0,165000.0,-1.0,80.0,71560.0,-1.0,-1.0,-1.0,44400.0
1976,-1.0,3550.0,-1.0,-1.0,-1.0,9183.0,33907.0,1380.0,-1.0,-1.0,-1.0,26020.0,-1.0,68893.0,1200.0,-1.0,29108.0,1.0,1.0,721.0,-1.0,41794.0,31600.0,-1.0,7874.0,-1.0,-1.0,-1.0,1580.0,-1.0,807.0,-1.0,7200.0,-1,-1.0,35.0,-1.0,13000.0,12130.0,1300.0,-1.0,-1,-1.0,1500.0,1003550.0,-1.0,42.0,9800.0,-1.0,93900.0,-1.0,55200.0,30639.0,-1.0,-1.0,35000.0,703.0,30000.0,-1.0,1000000.0,-1.0,-1.0,73300.0,-1.0,-1.0,17295.0,-1.0,-1.0,-1.0,-1.0,52039.0,250000.0,-1.0,-1.0,1818.0,36230.0,-1,15.0,955.0,2134.0,37.0,207500.0,5406.0,-1.0,20118.0,111130.0,-1.0,-1.0,-1.0,-1.0,2940.0,-1.0,-1.0,2800.0,-1.0,-1.0,283000.0,1270.0,7700.0,-1.0,12500.0,-1.0,-1.0,26666.0,-1.0,46000.0,7000.0,3726.0,-1.0,-1.0,-1.0,-1.0,-1.0,65100.0,279210.0,90.0,0.0,36388.0,202711.0,-1.0,170.0,56000.0,-1.0,-1.0,-1.0,29870.0
1977,-1.0,3080.0,-1.0,-1.0,-1.0,10709.0,30371.0,1400.0,-1.0,-1.0,-1.0,27080.0,-1.0,62996.0,1300.0,-1.0,24555.0,3.0,3.0,725.0,-1.0,45528.0,37200.0,-1.0,7759.0,-1.0,-1.0,-1.0,2370.0,-1.0,771.0,-1.0,7600.0,-1,-1.0,70.0,-1.0,16000.0,10556.0,1300.0,-1.0,-1,-1.0,1500.0,1003080.0,-1.0,630.0,10000.0,-1.0,111700.0,-1.0,65520.0,49256.0,-1.0,-1.0,34000.0,704.0,28000.0,-1.0,1000000.0,-1.0,-1.0,79200.0,-1.0,-1.0,16071.0,-1.0,-1.0,-1.0,-1.0,87738.0,250000.0,-1.0,-1.0,2734.0,46830.0,-1,15.0,2773.0,2540.0,20.0,222000.0,12154.0,-1.0,20271.0,147418.0,-1.0,-1.0,-1.0,-1.0,4572.0,-1.0,-1.0,2600.0,-1.0,-1.0,285000.0,1380.0,11160.0,-1.0,12500.0,-1.0,-1.0,34636.0,-1.0,54500.0,8000.0,4842.0,-1.0,-1.0,-1.0,-1.0,-1.0,86000.0,297780.0,-1.0,0.0,33374.0,210713.0,-1.0,270.0,76600.0,-1.0,-1.0,-1.0,61300.0
1978,-1.0,2960.0,-1.0,-1.0,-1.0,9052.0,44398.0,1200.0,-1.0,-1.0,-1.0,31200.0,-1.0,71715.0,1400.0,-1.0,32930.0,70.0,70.0,581.0,-1.0,55717.0,32283.0,-1.0,6626.0,-1.0,-1.0,-1.0,1730.0,-1.0,887.0,-1.0,7800.0,-1,-1.0,145.0,-1.0,14000.0,10881.0,1400.0,-1.0,-1,-1.0,1500.0,1092960.0,-1.0,570.0,10000.0,-1.0,100000.0,-1.0,72360.0,49561.0,-1.0,-1.0,30000.0,262.0,29000.0,-1.0,1090000.0,-1.0,-1.0,84800.0,-1.0,-1.0,15025.0,-1.0,-1.0,-1.0,-1.0,72139.0,275000.0,-1.0,-1.0,1411.0,52090.0,-1,25.0,3952.0,2235.0,19.0,224360.0,10687.0,-1.0,22898.0,149958.0,-1.0,-1.0,-1.0,-1.0,4361.0,-1.0,-1.0,3500.0,-1.0,-1.0,295000.0,1950.0,10327.0,-1.0,14000.0,-1.0,-1.0,33949.0,-1.0,49000.0,9000.0,1781.0,-1.0,-1.0,-1.0,-1.0,-1.0,101500.0,310950.0,-1.0,0.0,45030.0,90000.0,-1.0,160.0,69300.0,-1.0,-1.0,-1.0,52098.0
1979,-1.0,2560.0,-1.0,-1.0,-1.0,10217.0,39132.0,1100.0,-1.0,-1.0,-1.0,39000.0,-1.0,71281.0,1500.0,-1.0,32650.0,33.0,33.0,866.0,-1.0,48667.0,35300.0,-1.0,6074.0,-1.0,-1.0,-1.0,1665.0,-1.0,872.0,-1.0,7200.0,-1,-1.0,309.0,-1.0,14000.0,18432.0,1400.0,-1.0,-1,-1.0,960.0,1182560.0,-1.0,580.0,10000.0,-1.0,108800.0,-1.0,81000.0,54000.0,-1.0,-1.0,32000.0,283.0,30000.0,-1.0,1180000.0,-1.0,-1.0,86000.0,-1.0,-1.0,14857.0,5286.0,-1.0,-1.0,-1.0,86356.0,284000.0,-1.0,-1.0,1473.0,48830.0,-1,39.0,4100.0,2439.0,43.0,224200.0,14360.0,-1.0,20147.0,161788.0,-1.0,-1.0,-1.0,-1.0,5346.0,-1.0,-1.0,4000.0,-1.0,-1.0,305000.0,1850.0,11580.0,-1.0,14000.0,-1.0,-1.0,40197.0,-1.0,53000.0,10000.0,3941.0,-1.0,-1.0,-1.0,-1.0,-1.0,77900.0,302600.0,-1.0,0.0,34307.0,109868.0,-1.0,150.0,76000.0,-1.0,-1.0,-1.0,33724.0
1980,-1.0,2630.0,38017.0,-1.0,-1.0,10620.0,50376.0,900.0,-1.0,-1.0,-1.0,47000.0,-1.0,78993.0,1500.0,-1.0,32304.0,19.0,19.0,1032.0,-1.0,45020.0,33000.0,-1.0,6418.0,-1.0,-1.0,-1.0,1547.0,-1.0,1123.0,-1.0,6300.0,-1,-1.0,134.0,-1.0,7000.0,20628.0,1400.0,-1.0,-1,-1.0,960.0,1340647.0,-1.0,1020.0,10000.0,-1.0,61800.0,-1.0,83000.0,46936.0,-1.0,-1.0,32000.0,221.0,29000.0,-1.0,1300000.0,-1.0,-1.0,88660.0,-1.0,-1.0,13063.0,5648.0,-1.0,-1.0,-1.0,58142.0,300000.0,-1.0,-1.0,945.0,50480.0,-1,25.0,3600.0,2337.0,15.0,222700.0,11029.0,-1.0,19538.0,111166.0,-1.0,-1.0,-1.0,2155.0,5097.0,-1.0,-1.0,3400.0,-1.0,-1.0,320000.0,1960.0,12631.0,-1.0,14500.0,-1.0,-1.0,45494.0,-1.0,57000.0,13000.0,8093.0,-1.0,-1.0,-1.0,-1.0,-1.0,72900.0,293050.0,-1.0,0.0,33991.0,108510.0,-1.0,40.0,50000.0,-1.0,-1.0,-1.0,19000.0
