,Ukraine,Burundi,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Serbia,Armenia,Ethiopia,Greece,Tunisia,Zimbabwe,Republic of Korea,Spain,New Zealand,Niger,Bulgaria,Australia & New Zealand,United States of America,Mongolia,Togo,Slovenia,Czechoslovakia,Senegal,Madagascar,Czechia,Argentina,Luxembourg,Georgia,Botswana,Austria,Chad,Morocco,Bhutan,Poland,Congo,Qatar,Mexico,Switzerland,Romania,Italy,USSR,Bosnia and Herzegovina,Russian Federation,China,Ireland,Uzbekistan,Gambia,Latvia,Slovakia,United Republic of Tanzania,Yemen,Occupied Palestinian Territory,South Africa,Guinea-Bissau,Kazakhstan,Sierra Leone,Hungary,France,Thailand,Lithuania,Finland,"China, mainland",Oman,Mali,Eritrea,Republic of Moldova,Ethiopia PDR
2001,22400.0,10589.0,750.0,7218.0,384.0,6000.0,-1.0,14000.0,-1.0,-1.0,1736920.0,-1.0,35000.0,2000.0,3922.0,26054.0,10190.0,1300.0,14675.0,10190.0,-1,955.0,4299.0,395.0,-1.0,772.0,-1,11000.0,13000.0,-1.0,-1.0,2500.0,277604.0,206197.0,3770.0,1000.0,-1.0,2128.0,1200.0,4783.0,-1.0,17283.0,34800.0,-1.0,-1,16000.0,30384.0,-1.0,25000.0,407.0,-1,1000.0,17329.0,-1,2279.0,25000.0,2000.0,22000.0,3100.0,0.0,-1.0,64000.0,-1.0,1000.0,30000.0,1387.0,117.0,19551.0,-1,-1.0
2002,54600.0,10706.0,718.0,6750.0,413.0,2000.0,-1.0,14000.0,-1.0,-1.0,1643824.0,-1.0,35410.0,2000.0,4121.0,29293.0,10500.0,1500.0,12000.0,10500.0,-1,922.0,1444.0,95.0,-1.0,880.0,-1,10000.0,15000.0,250.0,-1.0,1800.0,293687.0,151050.0,2440.0,1000.0,-1.0,2150.0,915.0,3020.0,-1.0,24000.0,31356.0,-1.0,-1,15000.0,35413.0,-1.0,10800.0,399.0,-1,1850.0,17970.0,-1,738.0,20000.0,1000.0,27000.0,3300.0,0.0,-1.0,66000.0,-1.0,1600.0,35000.0,1385.0,117.0,3191.0,-1,-1.0
2003,30300.0,10597.0,700.0,6900.0,375.0,16636.0,-1.0,14000.0,-1.0,4339.0,1942550.0,-1.0,36315.0,2000.0,4042.0,32857.0,12100.0,1400.0,8499.0,12100.0,-1,1137.0,4586.0,210.0,-1.0,966.0,-1,13000.0,15000.0,238.0,-1.0,1600.0,268000.0,290189.0,4790.0,1000.0,3212.0,2160.0,482.0,2321.0,-1.0,2383.0,37900.0,-1.0,-1,12000.0,30375.0,-1.0,19900.0,450.0,-1,900.0,18648.0,-1,244.0,20346.0,1000.0,28100.0,3400.0,1725.0,-1.0,70000.0,-1.0,3500.0,30000.0,1384.0,117.0,7161.0,-1,-1.0
2004,28000.0,10597.0,658.0,7000.0,154.0,8444.0,-1.0,12000.0,-1.0,8337.0,2117727.0,-1.0,37000.0,2000.0,3469.0,33739.0,16000.0,1000.0,7322.0,16000.0,-1,904.0,2061.0,211.0,-1.0,1040.0,-1,15000.0,15000.0,324.0,-1.0,1783.0,303000.0,267443.0,3500.0,922.0,2908.0,2175.0,1224.0,3295.0,-1.0,3280.0,35484.0,-1.0,-1,15000.0,29154.0,-1.0,21500.0,550.0,-1,4241.0,17000.0,-1,250.0,20684.0,1500.0,25800.0,3500.0,886.0,-1.0,75000.0,100.0,2700.0,29000.0,1353.0,118.0,11875.0,-1,-1.0
2005,10000.0,10597.0,678.0,7100.0,236.0,13580.0,-1.0,12000.0,-1.0,7333.0,3081856.0,-1.0,37103.0,2000.0,5196.0,15709.0,11500.0,1500.0,3456.0,11500.0,-1,784.0,2772.0,669.0,-1.0,1253.0,-1,13000.0,15000.0,254.0,500.0,1822.0,306000.0,338918.0,4400.0,1000.0,2971.0,2191.0,1347.0,2922.0,-1.0,430.0,29157.0,-1.0,-1,7000.0,28236.0,-1.0,15000.0,574.0,-1,251.0,23000.0,-1,468.0,20963.0,1500.0,42000.0,4640.0,752.0,-1.0,86000.0,300.0,1200.0,28000.0,1349.0,116.0,19921.0,-1,-1.0
2006,7100.0,10756.0,708.0,7300.0,357.0,16444.0,-1.0,13000.0,1000.0,3161.0,2288780.0,3977.0,35510.0,2250.0,8152.0,53073.0,5700.0,1700.0,675.0,5700.0,-1,688.0,989.0,1243.0,-1.0,889.0,-1,12000.0,15200.0,151.0,1000.0,1878.0,287600.0,337595.0,4620.0,1000.0,2880.0,2200.0,1000.0,3302.0,600.0,402.0,27013.0,-1.0,-1,21000.0,20357.0,6700.0,24400.0,569.0,-1,99.0,23500.0,-1,623.0,21254.0,1500.0,38800.0,4800.0,1488.0,-1.0,105000.0,400.0,2600.0,20000.0,1343.0,118.0,20178.0,-1,-1.0
2007,3400.0,10741.0,740.0,7500.0,189.0,26161.0,-1.0,12000.0,1000.0,9530.0,2404674.0,3762.0,34373.0,2250.0,7620.0,54559.0,13709.0,1791.0,1125.0,13709.0,-1,289.0,1000.0,995.0,-1.0,1068.0,-1,12421.0,15500.0,78.0,6000.0,1800.0,316050.0,583950.0,4550.0,1000.0,6728.0,2224.0,700.0,3392.0,797.0,922.0,42459.0,-1.0,-1,23000.0,30189.0,8900.0,31000.0,600.0,-1,557.0,16500.0,-1,526.0,22000.0,1575.0,55800.0,6400.0,1089.0,-1.0,185000.0,800.0,3500.0,30000.0,1338.0,110.0,15778.0,-1,-1.0
2008,7200.0,10742.0,758.0,7413.0,369.0,26961.0,-1.0,12800.0,1000.0,10697.0,2565155.0,4820.0,33521.0,2235.0,5557.0,58213.0,16187.0,1750.0,379.0,16187.0,-1,492.0,906.0,1273.0,-1.0,4425.0,-1,8605.0,15500.0,173.0,6012.0,2506.0,326500.0,406200.0,5280.0,1000.0,3821.0,2250.0,350.0,3863.0,827.0,2254.0,48348.0,-1.0,-1,33000.0,30369.0,7400.0,30300.0,616.0,-1,227.0,24500.0,-1,549.0,20902.0,1575.0,36980.0,8000.0,1824.0,-1.0,185000.0,200.0,1600.0,30000.0,1335.0,125.0,9638.0,-1,-1.0
2009,3500.0,10846.0,777.0,7600.0,548.0,15550.0,-1.0,13279.0,3700.0,8425.0,3179374.0,4609.0,30868.0,2212.0,4905.0,55708.0,14000.0,1466.0,400.0,14000.0,-1,181.0,1611.0,1284.0,-1.0,3085.0,-1,11272.0,16000.0,224.0,6538.0,3025.0,309100.0,315388.0,4230.0,1000.0,6617.0,2200.0,88.0,4493.0,404.0,850.0,53500.0,-1.0,-1,34000.0,25548.0,2500.0,36000.0,626.0,-1,3098.0,20000.0,-1,573.0,20079.0,1650.0,42840.0,7727.0,2722.0,-1.0,200000.0,100.0,1200.0,25000.0,1334.0,129.0,42616.0,-1,-1.0
2010,5800.0,10846.0,628.0,7559.0,416.0,21156.0,-1.0,13660.0,3000.0,4219.0,3483348.0,3869.0,30550.0,2214.0,9075.0,53212.0,11688.0,1540.0,1039.0,11688.0,-1,876.0,1689.0,545.0,-1.0,1374.0,-1,7694.0,18978.0,246.0,5300.0,3600.0,332000.0,1066278.0,10480.0,1000.0,29560.0,2300.0,52.0,3870.0,418.0,3938.0,75800.0,-1.0,-1,29610.0,30416.0,2800.0,29500.0,641.0,-1,250.0,25000.0,-1,596.0,18577.0,1684.0,110020.0,8195.0,1326.0,-1.0,210000.0,900.0,2594.0,30000.0,1337.0,133.0,29477.0,-1,-1.0
2011,6000.0,10777.0,921.0,7647.0,381.0,50788.0,-1.0,11212.0,4800.0,9507.0,3497690.0,4415.0,30264.0,2217.0,10441.0,56702.0,9528.0,493.0,1417.0,9528.0,-1,923.0,1200.0,849.0,-1.0,1735.0,-1,8091.0,16459.0,233.0,7000.0,3700.0,341626.0,206422.0,2740.0,1000.0,10812.0,2350.0,9.0,3606.0,496.0,6293.0,76150.0,-1.0,-1,20750.0,36181.0,2300.0,5000.0,650.0,-1,60.0,34000.0,-1,620.0,17900.0,1728.0,304110.0,8468.0,1373.0,89275.0,205000.0,1400.0,3597.0,35800.0,1344.0,137.0,27724.0,-1,-1.0
2012,10000.0,5469.0,609.0,7565.0,390.0,40028.0,-1.0,11145.0,7000.0,14375.0,3765241.0,4069.0,30000.0,2200.0,14993.0,49661.0,11744.0,877.0,1760.0,11744.0,-1,2196.0,3106.0,989.0,-1.0,1497.0,-1,13042.0,14750.0,212.0,7000.0,3800.0,346261.0,500102.0,2230.0,1100.0,7788.0,2400.0,119.0,4279.0,541.0,7169.0,67406.0,-1.0,-1,19055.0,39690.0,1800.0,6000.0,700.0,-1,27.0,25000.0,-1,643.0,18500.0,1845.0,338169.0,8910.0,3700.0,105039.0,215000.0,1500.0,3420.0,39300.0,1300.0,170.0,24778.0,-1,-1.0
2013,3500.0,1806.0,638.0,7618.0,392.0,15832.0,0.0,12546.0,7000.0,16847.0,4418642.0,4320.0,30000.0,2200.0,12634.0,68101.0,9018.0,1392.0,5963.0,9018.0,-1,4147.0,3840.0,1166.0,-1.0,1488.0,-1,7917.0,19500.0,166.0,7000.0,3900.0,348039.0,469558.0,2532.0,1200.0,18608.0,2450.0,361.0,4618.0,550.0,6264.0,116218.0,-1.0,-1,17680.0,38092.0,1800.0,6881.0,736.0,-1,19.0,26000.0,-1,666.0,19000.0,1845.0,276840.0,9181.0,4170.0,154732.0,220000.0,1300.0,2978.0,37700.0,1400.0,158.0,25511.0,-1,-1.0
2014,9900.0,3084.0,619.0,7671.0,393.0,27096.0,0.0,12441.0,7883.0,18268.0,4750657.0,4320.0,30000.0,2247.0,14967.0,64152.0,10227.0,1422.0,217.0,10227.0,-1,3269.0,4756.0,2171.0,-1.0,2179.0,-1,5454.0,17782.0,151.0,7000.0,3826.0,353896.0,494445.0,3533.0,1255.0,17876.0,2501.0,15.0,6547.0,542.0,6951.0,135261.0,-1.0,-1,16784.0,34393.0,1357.0,7200.0,757.0,-1,120.0,27921.0,-1,690.0,19875.0,1829.0,290000.0,9746.0,5640.0,111249.0,231215.0,1200.0,2749.0,34000.0,1395.0,143.0,26243.0,-1,-1.0
