,Burundi,"China, Taiwan Province of",Belarus,Croatia,Myanmar,Burkina Faso,China,Syrian Arab Republic,Brazil,Lao People's Democratic Republic,Australia & New Zealand,United Republic of Tanzania,Nepal,Ethiopia,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Tunisia,Zimbabwe,Bangladesh,Malawi,Melanesia,Papua New Guinea,South Africa,Eritrea,New Caledonia,Rwanda,Libya,Mozambique,Yugoslav SFR,Mongolia,Guatemala,French Polynesia,Algeria,Slovenia,Iceland,Senegal,Madagascar,Tajikistan,Ukraine,Norway,Haiti,Bhutan,Guinea,Israel,Saudi Arabia,Dominica,Fiji,Cabo Verde,Chad,Belgium,Switzerland,Sri Lanka,Uruguay,Azerbaijan,Central African Republic,Bosnia and Herzegovina,Réunion,Germany,Malta,Colombia,Latvia,Sudan (former),Portugal,Sweden,Lebanon,Kyrgyzstan,United Kingdom,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,Estonia,Mauritius,Suriname,France,Togo,Kenya,Poland,"China, mainland",Russian Federation,Nicaragua,Uganda,Luxembourg,Bolivia (Plurinational State of),Peru,Democratic People's Republic of Korea,Serbia and Montenegro,Cameroon,Serbia,Malaysia,Comoros,Armenia,Dominican Republic,Uzbekistan,South Sudan,El Salvador,Benin,Denmark,Canada,Japan,Afghanistan,Iraq,Turkmenistan,Venezuela (Bolivarian Republic of),Cyprus,Philippines,Morocco,Belize,Bulgaria,United States of America,Iran (Islamic Republic of),Zambia,Democratic Republic of the Congo,Thailand,Pakistan,Kuwait,Cuba,Turkey,Czechia,Argentina,Timor-Leste,Costa Rica,Georgia,India,Guadeloupe,Paraguay,Austria,Niger,Sao Tome and Principe,Czechoslovakia,Ethiopia PDR,Congo,Republic of Korea,Gabon,USSR,Romania,Ecuador,Honduras,Jordan,Mexico,Nigeria,Viet Nam,Ireland,Côte d'Ivoire,Albania,Slovakia,Jamaica,Spain,Yemen,Italy,Polynesia,Panama,Swaziland,Australia,Egypt,Lithuania,Finland,Netherlands,Mauritania,Angola,Guyana,New Zealand,Republic of Moldova,Belgium-Luxembourg
1971,10000.0,2966.0,-1.0,-1.0,5854.0,0.0,2072966.0,9331.0,545928.0,2000.0,73591.0,12560.0,32000.0,-1.0,210022.0,-1.0,78000.0,9500.0,1600.0,76236.0,10400.0,328.0,18.0,44400.0,-1.0,180.0,15021.0,10314.0,6200.0,570000.0,3000.0,3500.0,100.0,53714.0,-1.0,1050.0,600.0,93030.0,-1.0,-1.0,72000.0,480.0,3100.0,2600.0,14050.0,260.0,2391.0,130.0,100.0,1670.0,-1.0,69000.0,4670.0,27903.0,-1.0,12620.0,-1.0,192.0,2602735.0,3280.0,84100.0,-1.0,41520.0,158034.0,107000.0,9166.0,-1.0,654000.0,0.0,118800.0,406500.0,-1.0,-1.0,-1.0,1513.0,19.0,783000.0,38400.0,25600.0,5917500.0,2070000.0,-1.0,150.0,13280.0,-1.0,133140.0,300481.0,10800.0,-1.0,65292.0,-1.0,4500.0,0.0,-1.0,3500.0,-1.0,-1.0,405.0,156925.0,79000.0,221440.0,423780.0,15200.0,3760.0,-1.0,21983.0,12319.0,19582.0,34000.0,0.0,44388.0,1042152.0,39970.0,300.0,26735.0,1089.0,22970.0,1.0,5208.0,315000.0,-1.0,139770.0,148.0,2200.0,-1.0,793000.0,14.0,640.0,212000.0,0.0,200.0,939107.0,52775.0,260.0,143384.0,6101.0,19900000.0,625000.0,42329.0,1437.0,205.0,54130.0,2380.0,8000.0,130000.0,348800.0,45900.0,-1.0,2386.0,403000.0,5202.0,409000.0,100.0,3100.0,1200.0,48000.0,113781.0,-1.0,144000.0,300000.0,144.0,5400.0,0.0,25591.0,-1.0,75000.0
1972,11000.0,8261.0,-1.0,-1.0,6167.0,0.0,1808261.0,9961.0,506509.0,2000.0,74989.0,16560.0,30000.0,-1.0,197970.0,-1.0,84000.0,9500.0,1700.0,79554.0,28000.0,275.0,12.0,48000.0,-1.0,180.0,15429.0,15600.0,6200.0,565000.0,2000.0,4200.0,100.0,57213.0,-1.0,650.0,350.0,78165.0,-1.0,-1.0,73000.0,500.0,3150.0,2800.0,14200.0,135.0,2454.0,83.0,100.0,1650.0,-1.0,66000.0,5330.0,29391.0,-1.0,13125.0,-1.0,180.0,2432926.0,2863.0,92700.0,-1.0,39420.0,160055.0,97000.0,8891.0,-1.0,655000.0,0.0,100035.0,341200.0,-1.0,-1.0,-1.0,1636.0,29.0,651000.0,39200.0,29600.0,6070600.0,1800000.0,-1.0,150.0,16000.0,-1.0,150800.0,295724.0,10920.0,-1.0,79014.0,-1.0,3422.0,0.0,-1.0,4100.0,-1.0,-1.0,656.0,131911.0,77000.0,236410.0,412230.0,15000.0,6580.0,-1.0,19941.0,12928.0,18453.0,34000.0,0.0,40736.0,1099277.0,45000.0,350.0,26900.0,672.0,23300.0,1.0,5807.0,330000.0,-1.0,111870.0,84.0,2001.0,-1.0,796000.0,14.0,400.0,193000.0,0.0,150.0,946318.0,53550.0,290.0,141772.0,6260.0,20042500.0,600000.0,48176.0,1641.0,265.0,53580.0,2720.0,10000.0,120000.0,344000.0,39900.0,-1.0,1786.0,444000.0,5702.0,395000.0,100.0,3400.0,1560.0,50000.0,97361.0,-1.0,127000.0,340000.0,120.0,5400.0,0.0,24989.0,-1.0,71456.0
1973,9500.0,5695.0,-1.0,-1.0,6458.0,0.0,1805695.0,10097.0,501962.0,2000.0,73907.0,20560.0,28000.0,-1.0,231808.0,-1.0,84000.0,10000.0,1700.0,80058.0,28000.0,395.0,24.0,54000.0,-1.0,200.0,16009.0,15929.0,6200.0,550000.0,5000.0,6400.0,100.0,63879.0,-1.0,1000.0,700.0,83925.0,-1.0,-1.0,74300.0,500.0,3230.0,2847.0,13750.0,554.0,2517.0,171.0,100.0,1650.0,-1.0,63000.0,5050.0,31114.0,-1.0,13150.0,-1.0,180.0,2344874.0,3138.0,86500.0,-1.0,41060.0,159055.0,97000.0,8651.0,-1.0,625000.0,0.0,139905.0,270800.0,-1.0,-1.0,-1.0,1482.0,30.0,668000.0,39385.0,32000.0,6227200.0,1800000.0,-1.0,150.0,17600.0,-1.0,156412.0,295941.0,11000.0,-1.0,81884.0,-1.0,2992.0,0.0,-1.0,4200.0,-1.0,-1.0,716.0,126398.0,79000.0,256370.0,381370.0,16600.0,5640.0,-1.0,23384.0,14046.0,18673.0,34000.0,0.0,47087.0,1177732.0,50000.0,400.0,27470.0,1152.0,23479.0,2.0,10806.0,322000.0,-1.0,115650.0,63.0,2200.0,-1.0,734000.0,9.0,534.0,206000.0,0.0,100.0,748639.0,54250.0,350.0,148213.0,6770.0,19957500.0,620000.0,43238.0,1704.0,1528.0,51051.0,2890.0,15000.0,100000.0,400000.0,46500.0,-1.0,1938.0,522000.0,6102.0,370000.0,100.0,3350.0,1560.0,46000.0,93641.0,-1.0,123000.0,350000.0,128.0,5400.0,0.0,27907.0,-1.0,80000.0
1974,11000.0,8374.0,-1.0,-1.0,6533.0,0.0,1898374.0,11342.0,505939.0,1440.0,64746.0,17376.0,26565.0,-1.0,237229.0,-1.0,86000.0,10000.0,1350.0,93864.0,28000.0,448.0,22.0,57600.0,-1.0,109.0,18141.0,18963.0,6000.0,558000.0,5500.0,7100.0,100.0,74986.0,-1.0,700.0,750.0,81345.0,-1.0,-1.0,62000.0,500.0,3300.0,2873.0,14250.0,473.0,2607.0,317.0,100.0,1690.0,-1.0,63000.0,4810.0,30818.0,-1.0,14175.0,-1.0,180.0,2211648.0,2805.0,103400.0,-1.0,42000.0,162046.0,100000.0,3600.0,-1.0,602000.0,0.0,107295.0,315900.0,-1.0,-1.0,-1.0,1722.0,30.0,659000.0,39570.0,36480.0,6286100.0,1890000.0,-1.0,194.0,28240.0,-1.0,159120.0,277945.0,11200.0,-1.0,84753.0,-1.0,2917.0,0.0,-1.0,3900.0,-1.0,-1.0,420.0,135245.0,78000.0,212530.0,388760.0,17000.0,9821.0,-1.0,21827.0,11938.0,19127.0,33135.0,0.0,45003.0,1115800.0,55000.0,460.0,27460.0,786.0,27688.0,1.0,9480.0,277000.0,-1.0,101448.0,63.0,2091.0,-1.0,802000.0,9.0,407.0,173000.0,0.0,100.0,659192.0,55400.0,250.0,160946.0,7320.0,19780000.0,610000.0,44099.0,1780.0,1148.0,53086.0,3230.0,18000.0,99000.0,441200.0,46500.0,-1.0,2600.0,518000.0,6698.0,350000.0,100.0,3600.0,600.0,43000.0,79781.0,-1.0,104000.0,330000.0,144.0,5400.0,0.0,21746.0,-1.0,72000.0
1975,11000.0,7967.0,-1.0,-1.0,6859.0,0.0,1807967.0,11863.0,505854.0,2240.0,70301.0,37926.0,26848.0,-1.0,230935.0,-1.0,98000.0,10000.0,1600.0,95932.0,28000.0,534.0,4.0,57600.0,-1.0,180.0,20566.0,13895.0,6000.0,547000.0,6000.0,8400.0,100.0,74354.0,-1.0,800.0,760.0,100865.0,-1.0,-1.0,70000.0,500.0,3350.0,2906.0,14150.0,523.0,2712.0,350.0,72.0,1650.0,-1.0,65000.0,4700.0,31190.0,-1.0,14200.0,-1.0,180.0,2105628.0,3062.0,117500.0,-1.0,42000.0,156052.0,89000.0,3100.0,-1.0,610000.0,0.0,102660.0,303962.0,-1.0,-1.0,-1.0,2167.0,30.0,526000.0,44700.0,37600.0,5683600.0,1800000.0,-1.0,200.0,38590.0,-1.0,170900.0,279477.0,12920.0,-1.0,72000.0,-1.0,2970.0,0.0,-1.0,3100.0,-1.0,-1.0,270.0,189675.0,86668.0,214570.0,391910.0,19800.0,14414.0,-1.0,20136.0,12192.0,21030.0,27899.0,0.0,43574.0,1197800.0,67500.0,500.0,27685.0,1616.0,28582.0,2.0,10517.0,269000.0,-1.0,98820.0,63.0,2121.0,-1.0,1018000.0,0.0,349.0,183000.0,0.0,100.0,539521.0,56750.0,250.0,148991.0,7860.0,17717500.0,750000.0,46423.0,1882.0,2208.0,51945.0,3570.0,25370.0,119000.0,459910.0,46500.0,-1.0,1428.0,469000.0,7108.0,333000.0,100.0,2990.0,1800.0,47000.0,83061.0,-1.0,105100.0,340000.0,200.0,5400.0,0.0,23301.0,-1.0,50000.0
1976,11000.0,5856.0,-1.0,-1.0,7324.0,0.0,1922856.0,15396.0,478331.0,2400.0,68809.0,24258.0,35000.0,-1.0,226769.0,-1.0,104000.0,11380.0,1500.0,77377.0,28800.0,638.0,8.0,60000.0,-1.0,330.0,21445.0,16562.0,6000.0,533000.0,7500.0,9700.0,100.0,80154.0,-1.0,800.0,780.0,94875.0,-1.0,-1.0,70000.0,550.0,3400.0,2925.0,13850.0,523.0,2889.0,300.0,100.0,1650.0,-1.0,63300.0,4690.0,28694.0,-1.0,17225.0,-1.0,180.0,2097087.0,3441.0,122200.0,-1.0,42000.0,168059.0,97000.0,4600.0,-1.0,722000.0,0.0,128790.0,279748.0,-1.0,-1.0,-1.0,1975.0,35.0,552000.0,48800.0,37600.0,5629900.0,1917000.0,-1.0,206.0,26960.0,-1.0,174650.0,275997.0,13840.0,-1.0,62000.0,-1.0,3234.0,0.0,-1.0,1698.0,-1.0,-1.0,255.0,178904.0,90000.0,215520.0,368000.0,19000.0,11069.0,-1.0,24141.0,14029.0,23918.0,42500.0,0.0,50723.0,1199300.0,63130.0,350.0,28955.0,529.0,25758.0,10.0,12286.0,281000.0,-1.0,103410.0,61.0,2400.0,-1.0,991360.0,0.0,510.0,150500.0,20.0,100.0,484815.0,58600.0,260.0,139357.0,8484.0,17667500.0,754000.0,41800.0,1979.0,2938.0,50650.0,3825.0,39920.0,134000.0,444768.0,46500.0,-1.0,1324.0,469000.0,8908.0,343000.0,100.0,3297.0,1800.0,43400.0,112754.0,-1.0,114000.0,360000.0,200.0,5500.0,0.0,25409.0,-1.0,55000.0
1977,8400.0,5331.0,-1.0,-1.0,6916.0,0.0,2021331.0,17504.0,487817.0,2880.0,69659.0,33845.0,42000.0,-1.0,237022.0,-1.0,96000.0,9700.0,1400.0,90031.0,28800.0,538.0,8.0,60000.0,-1.0,330.0,25735.0,16185.0,6000.0,610000.0,8500.0,10400.0,100.0,78046.0,-1.0,1000.0,600.0,100175.0,-1.0,-1.0,62600.0,600.0,3450.0,2958.0,10500.0,1066.0,3163.0,200.0,120.0,1710.0,-1.0,53000.0,7420.0,24520.0,-1.0,16100.0,-1.0,240.0,2031400.0,3281.0,133100.0,-1.0,41800.0,181048.0,102000.0,6600.0,-1.0,680000.0,0.0,136230.0,299678.0,-1.0,-1.0,-1.0,2024.0,23.0,614000.0,48500.0,38400.0,5470200.0,2016000.0,-1.0,200.0,29600.0,-1.0,164940.0,275861.0,14800.0,-1.0,54000.0,-1.0,3420.0,0.0,-1.0,1698.0,-1.0,-1.0,381.0,208029.0,93000.0,214567.0,373750.0,18200.0,13008.0,-1.0,24310.0,14903.0,26231.0,57120.0,0.0,55331.0,1213700.0,57000.0,360.0,29315.0,395.0,29785.0,9.0,10486.0,270000.0,-1.0,107550.0,60.0,2500.0,-1.0,1064480.0,0.0,687.0,142000.0,24.0,150.0,369680.0,59950.0,250.0,124150.0,9143.0,17605000.0,666000.0,35743.0,1957.0,1828.0,61185.0,4080.0,67230.0,103000.0,414256.0,46500.0,-1.0,2029.0,501000.0,9754.0,320400.0,100.0,3264.0,1800.0,42000.0,120209.0,-1.0,102200.0,340000.0,200.0,5500.0,0.0,27659.0,-1.0,49000.0
1978,10600.0,5215.0,-1.0,-1.0,7645.0,0.0,2075215.0,17196.0,468712.0,3200.0,70253.0,44158.0,50350.0,-1.0,206452.0,-1.0,94000.0,10000.0,1500.0,96676.0,28800.0,573.0,23.0,58800.0,-1.0,350.0,23805.0,14000.0,5242.0,576000.0,9500.0,9100.0,100.0,82625.0,-1.0,800.0,600.0,107905.0,-1.0,-1.0,55000.0,600.0,3500.0,2987.0,11000.0,777.0,2759.0,200.0,150.0,1750.0,-1.0,59200.0,6820.0,26205.0,-1.0,16100.0,-1.0,300.0,1881541.0,3090.0,139100.0,-1.0,41700.0,184590.0,96000.0,7000.0,-1.0,660000.0,0.0,121395.0,286538.0,-1.0,-1.0,-1.0,1474.0,27.0,609000.0,54100.0,39200.0,5664500.0,2070000.0,-1.0,200.0,16800.0,-1.0,204495.0,274713.0,15600.0,-1.0,48000.0,-1.0,3060.0,0.0,-1.0,1509.0,-1.0,-1.0,331.0,202444.0,87500.0,225990.0,345250.0,17900.0,11327.0,-1.0,25386.0,10287.0,30140.0,68000.0,0.0,58473.0,1158200.0,75403.0,450.0,26950.0,698.0,37700.0,9.0,13062.0,270000.0,-1.0,101880.0,61.0,2600.0,-1.0,1291360.0,0.0,800.0,145000.0,24.0,220.0,361000.0,61000.0,270.0,103832.0,10001.0,17397500.0,735000.0,32894.0,1558.0,1095.0,74460.0,4420.0,104700.0,102000.0,428267.0,46500.0,-1.0,1683.0,453000.0,10132.0,291000.0,100.0,3073.0,1800.0,45000.0,109129.0,-1.0,93000.0,370000.0,320.0,5500.0,0.0,25253.0,-1.0,49600.0
1979,10000.0,4768.0,-1.0,-1.0,7327.0,0.0,2074768.0,22621.0,419401.0,3440.0,66168.0,45744.0,50700.0,-1.0,212497.0,-1.0,130000.0,10700.0,1377.0,96482.0,30400.0,547.0,47.0,58800.0,-1.0,350.0,25792.0,14500.0,5500.0,570000.0,9600.0,6500.0,100.0,81331.0,-1.0,1000.0,600.0,105970.0,-1.0,-1.0,56100.0,600.0,3600.0,3017.0,6150.0,1352.0,2880.0,150.0,150.0,1750.0,-1.0,62200.0,9780.0,25037.0,-1.0,15105.0,-1.0,288.0,1763549.0,3293.0,133500.0,-1.0,41656.0,167487.0,90000.0,7000.0,-1.0,669000.0,0.0,133140.0,258074.0,-1.0,-1.0,-1.0,1942.0,30.0,510000.0,55900.0,32000.0,5891300.0,2070000.0,-1.0,175.0,19200.0,-1.0,210235.0,242317.0,15700.0,-1.0,49600.0,-1.0,3285.0,0.0,-1.0,1404.0,-1.0,-1.0,365.0,214502.0,85000.0,223480.0,348600.0,17900.0,8507.0,-1.0,26876.0,12605.0,27339.0,64600.0,0.0,52493.0,1058100.0,92460.0,450.0,31040.0,1141.0,42900.0,17.0,13917.0,281000.0,-1.0,108090.0,60.0,2700.0,-1.0,1096320.0,0.0,1120.0,131500.0,30.0,220.0,330000.0,62250.0,300.0,100490.0,10304.0,17322500.0,715000.0,32780.0,1670.0,1860.0,67579.0,4675.0,93900.0,102000.0,442566.0,48900.0,-1.0,1289.0,465000.0,11094.0,293000.0,100.0,3399.0,1800.0,45000.0,117148.0,-1.0,88200.0,360000.0,120.0,5500.0,0.0,21168.0,-1.0,51686.0
1980,10000.0,3800.0,-1.0,-1.0,8672.0,0.0,2143800.0,26634.0,402318.0,3520.0,72933.0,47220.0,51330.0,-1.0,205060.0,-1.0,114000.0,9000.0,1395.0,102128.0,32000.0,487.0,37.0,73200.0,-1.0,350.0,32534.0,15000.0,6000.0,554000.0,6000.0,4600.0,100.0,88703.0,-1.0,860.0,517.0,112095.0,-1.0,-1.0,60100.0,600.0,3700.0,3050.0,8725.0,1339.0,2913.0,100.0,150.0,1750.0,-1.0,64900.0,10820.0,26394.0,-1.0,15105.0,-1.0,300.0,1599385.0,2748.0,149900.0,-1.0,42729.0,174400.0,88000.0,9000.0,-1.0,623000.0,0.0,134880.0,279256.0,-1.0,-1.0,-1.0,2123.0,38.0,447000.0,58300.0,50400.0,5256000.0,2140000.0,-1.0,250.0,20000.0,-1.0,219845.0,269354.0,16140.0,-1.0,72000.0,-1.0,2565.0,0.0,-1.0,1418.0,-1.0,-1.0,360.0,238224.0,85000.0,228240.0,347540.0,17700.0,10105.0,-1.0,23843.0,13954.0,24820.0,48110.0,0.0,54722.0,1133000.0,98751.0,500.0,34460.0,1356.0,38000.0,19.0,16100.0,275000.0,-1.0,108900.0,58.0,3100.0,-1.0,1171200.0,0.0,650.0,124000.0,50.0,300.0,334000.0,61600.0,330.0,98152.0,10565.0,17107500.0,748000.0,33902.0,1960.0,1005.0,58969.0,4760.0,71890.0,108000.0,518687.0,49800.0,-1.0,1826.0,470000.0,12105.0,183000.0,100.0,3870.0,1800.0,50000.0,129467.0,-1.0,95900.0,370000.0,160.0,5500.0,0.0,22933.0,-1.0,47408.0
1981,12000.0,3484.0,-1.0,-1.0,9028.0,0.0,2118484.0,20267.0,420857.0,3680.0,73908.0,48573.0,49580.0,-1.0,207976.0,-1.0,80000.0,9720.0,1653.0,107665.0,32000.0,549.0,49.0,67200.0,-1.0,400.0,32270.0,15000.0,6000.0,562000.0,10000.0,9100.0,100.0,78902.0,-1.0,950.0,606.0,115680.0,-1.0,-1.0,61400.0,600.0,3683.0,3080.0,7500.0,3419.0,2931.0,100.0,120.0,1750.0,-1.0,64600.0,12700.0,26184.0,-1.0,16110.0,-1.0,300.0,1561728.0,2405.0,155300.0,-1.0,42960.0,166895.0,88000.0,8500.0,-1.0,645000.0,0.0,116115.0,277234.0,-1.0,-1.0,-1.0,1603.0,17.0,446000.0,69000.0,60800.0,5367200.0,2115000.0,-1.0,650.0,22400.0,-1.0,229875.0,285436.0,16200.0,-1.0,101678.0,-1.0,2295.0,0.0,-1.0,1171.0,-1.0,-1.0,350.0,239746.0,87500.0,222980.0,350340.0,17600.0,9447.0,-1.0,25735.0,15018.0,24151.0,68000.0,0.0,60486.0,1172850.0,116460.0,530.0,35520.0,421.0,45265.0,20.0,14500.0,270000.0,-1.0,93726.0,58.0,3100.0,-1.0,1220320.0,0.0,704.0,120000.0,80.0,300.0,332000.0,64350.0,330.0,87022.0,11558.0,17145000.0,780000.0,37601.0,1759.0,1098.0,64700.0,5015.0,45120.0,114000.0,534145.0,46800.0,-1.0,1012.0,507000.0,12966.0,278000.0,100.0,4322.0,1800.0,52000.0,130054.0,-1.0,103200.0,360000.0,80.0,5500.0,0.0,21908.0,-1.0,49866.0
1982,10000.0,3008.0,-1.0,-1.0,9437.0,250.0,2199008.0,24000.0,391926.0,3600.0,78552.0,49824.0,52000.0,-1.0,166809.0,-1.0,95000.0,9500.0,1600.0,110085.0,32000.0,278.0,28.0,72000.0,-1.0,180.0,29280.0,15000.0,6000.0,544000.0,10000.0,9100.0,100.0,82165.0,-1.0,1000.0,700.0,128915.0,-1.0,-1.0,61300.0,600.0,3900.0,3140.0,5900.0,1763.0,2875.0,70.0,125.0,1750.0,-1.0,62200.0,14710.0,23675.0,-1.0,16115.0,-1.0,300.0,1466570.0,2558.0,150900.0,-1.0,42960.0,172443.0,87000.0,8000.0,-1.0,650000.0,0.0,100740.0,262382.0,-1.0,-1.0,-1.0,2027.0,18.0,432000.0,55800.0,62400.0,5296700.0,2196000.0,-1.0,750.0,24000.0,-1.0,201571.0,244829.0,16800.0,-1.0,75494.0,-1.0,2385.0,0.0,-1.0,1729.0,-1.0,-1.0,340.0,251804.0,75000.0,251560.0,354710.0,17000.0,9776.0,-1.0,25649.0,15545.0,25147.0,69020.0,0.0,61227.0,1144300.0,115249.0,550.0,36470.0,692.0,51538.0,40.0,12717.0,270000.0,-1.0,97965.0,57.0,3500.0,-1.0,1176000.0,0.0,392.0,114135.0,100.0,300.0,322000.0,66250.0,330.0,78231.0,11713.0,17205000.0,830000.0,32743.0,1913.0,1540.0,64243.0,5100.0,32160.0,100000.0,567761.0,46500.0,-1.0,1065.0,510000.0,13076.0,250000.0,100.0,4966.0,1800.0,54000.0,115360.0,-1.0,84900.0,365000.0,80.0,5500.0,0.0,24552.0,-1.0,47468.0
1983,10000.0,3113.0,-1.0,-1.0,9702.0,500.0,2180113.0,22080.0,403839.0,3600.0,83504.0,50979.0,59000.0,-1.0,220172.0,-1.0,95000.0,11500.0,1650.0,110194.0,33600.0,255.0,39.0,80400.0,-1.0,156.0,32400.0,15000.0,6000.0,529000.0,13000.0,9500.0,100.0,76933.0,-1.0,1000.0,700.0,131000.0,-1.0,-1.0,61100.0,600.0,4134.0,3140.0,7000.0,2824.0,2903.0,60.0,100.0,2310.0,-1.0,53300.0,16230.0,23517.0,-1.0,17119.0,-1.0,300.0,1434529.0,2600.0,150100.0,-1.0,41000.0,189184.0,87000.0,8000.0,-1.0,657000.0,0.0,122055.0,246172.0,-1.0,-1.0,-1.0,2255.0,23.0,431000.0,32300.0,57600.0,5314500.0,2177000.0,-1.0,727.0,13600.0,-1.0,148750.0,272506.0,17200.0,-1.0,51047.0,-1.0,2205.0,0.0,-1.0,1136.0,-1.0,-1.0,340.0,241662.0,77600.0,241030.0,350440.0,18000.0,13583.0,-1.0,26836.0,17289.0,22291.0,65790.0,0.0,59268.0,1199900.0,116124.0,570.0,37530.0,1194.0,49587.0,40.0,16600.0,278000.0,-1.0,103680.0,55.0,2120.0,-1.0,1270880.0,0.0,160.0,103305.0,120.0,300.0,324000.0,63900.0,330.0,67927.0,12040.0,17075000.0,840000.0,42789.0,2118.0,2223.0,61490.0,5950.0,31200.0,110000.0,538905.0,42900.0,-1.0,1478.0,522000.0,9523.0,228000.0,100.0,4468.0,1800.0,57000.0,121780.0,-1.0,90000.0,360000.0,96.0,5500.0,0.0,26504.0,-1.0,49188.0
1984,11000.0,3032.0,-1.0,-1.0,10292.0,600.0,2233032.0,21600.0,372123.0,3360.0,87259.0,52026.0,59000.0,-1.0,217088.0,-1.0,97000.0,14000.0,1700.0,111280.0,33600.0,246.0,26.0,79200.0,-1.0,170.0,37760.0,16000.0,6000.0,529000.0,20000.0,9800.0,100.0,104304.0,-1.0,1000.0,700.0,131580.0,-1.0,-1.0,59500.0,600.0,4000.0,3170.0,7000.0,3175.0,2729.0,50.0,150.0,2450.0,-1.0,59300.0,14210.0,26914.0,-1.0,18130.0,-1.0,336.0,1400224.0,2600.0,130700.0,-1.0,42670.0,187317.0,86000.0,10100.0,-1.0,635000.0,0.0,94305.0,247716.0,-1.0,-1.0,-1.0,2371.0,12.0,441000.0,33500.0,62400.0,5234700.0,2230000.0,-1.0,790.0,20000.0,-1.0,207791.0,291214.0,18100.0,-1.0,43826.0,-1.0,2160.0,0.0,-1.0,1037.0,-1.0,-1.0,320.0,226323.0,77610.0,245070.0,345100.0,17600.0,16412.0,-1.0,22669.0,15612.0,24590.0,82280.0,0.0,59760.0,1279500.0,111387.0,670.0,37930.0,1336.0,54516.0,31.0,14900.0,285000.0,-1.0,96255.0,53.0,2670.0,-1.0,1358400.0,0.0,160.0,94500.0,140.0,300.0,314000.0,63100.0,200.0,69104.0,12700.0,16152500.0,803000.0,43885.0,2240.0,3875.0,61061.0,5950.0,23560.0,102000.0,602894.0,45000.0,-1.0,874.0,485000.0,9025.0,232000.0,100.0,5253.0,1800.0,57000.0,125240.0,-1.0,107100.0,370000.0,96.0,5500.0,0.0,30259.0,-1.0,54633.0
1985,11800.0,3036.0,-1.0,-1.0,10440.0,750.0,2253036.0,27240.0,378883.0,3600.0,87998.0,52996.0,65590.0,-1.0,217534.0,-1.0,105000.0,15000.0,1750.0,108410.0,34400.0,298.0,78.0,68400.0,-1.0,180.0,30480.0,16000.0,6000.0,528027.0,21000.0,11100.0,100.0,103426.0,-1.0,1000.0,700.0,134415.0,-1.0,-1.0,55000.0,600.0,4000.0,3210.0,6500.0,4646.0,2848.0,40.0,150.0,2450.0,-1.0,54500.0,16980.0,22404.0,-1.0,20130.0,-1.0,924.0,1346192.0,2340.0,146600.0,-1.0,43430.0,192785.0,83000.0,10472.0,-1.0,562000.0,0.0,78975.0,243224.0,-1.0,-1.0,-1.0,2200.0,10.0,423000.0,41300.0,62400.0,5042500.0,2250000.0,-1.0,731.0,15200.0,-1.0,218028.0,323863.0,19500.0,-1.0,32750.0,-1.0,2160.0,0.0,-1.0,1023.0,-1.0,-1.0,310.0,240693.0,75960.0,230150.0,356950.0,15000.0,14711.0,-1.0,23164.0,13820.0,34295.0,75140.0,0.0,59285.0,1179600.0,144469.0,720.0,38560.0,784.0,62938.0,33.0,14200.0,311000.0,-1.0,100440.0,53.0,2190.0,-1.0,1348800.0,0.0,160.0,87000.0,160.0,200.0,304000.0,63600.0,214.0,59734.0,11900.0,15932500.0,866000.0,56725.0,2353.0,3808.0,58597.0,6460.0,33140.0,94000.0,555815.0,42000.0,-1.0,864.0,434000.0,9025.0,227500.0,100.0,5452.0,1800.0,60000.0,137117.0,-1.0,112300.0,365000.0,96.0,5500.0,0.0,27998.0,-1.0,53057.0
