,India,Paraguay,Kenya,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Mozambique,Belize,Burkina Faso,Malaysia,Grenada,Malta,Dominican Republic,Philippines,Syrian Arab Republic,Bangladesh,Lao People's Democratic Republic,Australia & New Zealand,Cook Islands,Martinique,Greece,Zimbabwe,Brazil,Iraq,Venezuela (Bolivarian Republic of),Cyprus,South Africa,Spain,New Zealand,Guyana,Portugal,Bahamas,United States of America,Iran (Islamic Republic of),Democratic Republic of the Congo,French Polynesia,Algeria,Sudan (former),Madagascar,Egypt,French Guiana,Argentina,Cambodia,Haiti,Costa Rica,Cuba,Guadeloupe,Dominica,Viet Nam,Morocco,Congo,Lebanon,Mexico,Uruguay,Ecuador,Honduras,Central African Republic,Israel,Somalia,China,Suriname,Tunisia,Côte d'Ivoire,Jamaica,Uzbekistan,Trinidad and Tobago,Occupied Palestinian Territory,Italy,Saint Lucia,Chile,Saint Vincent and the Grenadines,Australia,France,Jordan,Sudan,Polynesia,"China, mainland",Puerto Rico,Swaziland,Thailand,Turkey
1971,152174.0,-1.0,70909.0,-1.0,137962.0,103177.0,80000.0,100150.0,-1.0,30000.0,-1.0,-1.0,-1.0,62528.0,-1.0,42857.0,87500.0,176173.0,352941.0,-1.0,29800.0,68966.0,-1.0,-1.0,-1.0,198284.0,285546.0,118907.0,123692.0,-1.0,80820.0,-1.0,344850.0,57778.0,133333.0,151176.0,90125.0,153009.0,70000.0,130870.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,363636.0,134882.0,-1.0,262500.0,-1.0,-1.0,539254.0,87500.0,54210.0,159299.0,-1.0,58824.0,-1.0,-1.0,70580.0,-1.0,336111.0,-1.0,-1.0,-1.0,202015.0,-1.0,60545.0,-1.0,252059.0,30189.0,-1.0,107407.0,16250.0,217391.0
1972,150000.0,-1.0,72727.0,-1.0,122359.0,112771.0,80000.0,152770.0,-1.0,24000.0,-1.0,-1.0,-1.0,58598.0,-1.0,42857.0,90000.0,186667.0,112500.0,-1.0,36600.0,68966.0,-1.0,-1.0,-1.0,238389.0,316351.0,129653.0,158931.0,-1.0,77656.0,-1.0,351484.0,63333.0,133333.0,163333.0,85308.0,166617.0,80000.0,92368.0,8333.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,302406.0,112665.0,-1.0,266667.0,-1.0,-1.0,451757.0,87500.0,60768.0,199019.0,-1.0,58824.0,-1.0,-1.0,74576.0,-1.0,263830.0,-1.0,-1.0,-1.0,196476.0,120000.0,80000.0,-1.0,124231.0,29787.0,-1.0,110000.0,16250.0,172414.0
1973,125000.0,-1.0,68333.0,-1.0,115701.0,113662.0,80000.0,139842.0,-1.0,30000.0,-1.0,-1.0,-1.0,49748.0,-1.0,43709.0,90000.0,132468.0,109195.0,-1.0,60000.0,68966.0,-1.0,-1.0,-1.0,203504.0,308297.0,135503.0,72023.0,-1.0,79206.0,-1.0,334421.0,68889.0,133333.0,164444.0,81978.0,140017.0,90000.0,85500.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,313713.0,110277.0,-1.0,275510.0,-1.0,-1.0,465179.0,88750.0,59660.0,184659.0,-1.0,60000.0,-1.0,-1.0,48188.0,-1.0,244444.0,-1.0,-1.0,-1.0,164480.0,120000.0,81395.0,-1.0,118667.0,29787.0,-1.0,110000.0,16250.0,169221.0
1974,125000.0,-1.0,70000.0,-1.0,114890.0,102857.0,80000.0,153113.0,-1.0,25455.0,-1.0,-1.0,-1.0,41676.0,-1.0,40699.0,90000.0,140691.0,80460.0,-1.0,100000.0,68966.0,-1.0,-1.0,-1.0,173130.0,298632.0,121988.0,108965.0,-1.0,75791.0,-1.0,331406.0,67000.0,133333.0,152222.0,83500.0,141667.0,100000.0,86383.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,383016.0,112256.0,-1.0,309019.0,-1.0,-1.0,465294.0,91250.0,54400.0,216923.0,-1.0,60000.0,-1.0,-1.0,77455.0,-1.0,240323.0,-1.0,-1.0,-1.0,154495.0,120000.0,76667.0,-1.0,92762.0,25532.0,-1.0,106667.0,16250.0,187406.0
1975,150000.0,-1.0,73125.0,-1.0,114946.0,99286.0,80952.0,191887.0,-1.0,26364.0,-1.0,-1.0,-1.0,45733.0,-1.0,39584.0,80000.0,136252.0,86207.0,-1.0,105333.0,68966.0,-1.0,-1.0,-1.0,265770.0,256224.0,156951.0,100857.0,-1.0,75115.0,-1.0,305938.0,73000.0,130769.0,186667.0,82964.0,138889.0,100000.0,45765.0,15000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65789.0,-1.0,-1.0,409091.0,120438.0,-1.0,296934.0,-1.0,-1.0,490353.0,93750.0,53067.0,150000.0,-1.0,60000.0,-1.0,-1.0,30665.0,-1.0,163918.0,-1.0,-1.0,-1.0,151569.0,120000.0,100000.0,-1.0,100980.0,25532.0,-1.0,106667.0,16667.0,177557.0
1976,100000.0,-1.0,74750.0,-1.0,115922.0,102667.0,76190.0,167830.0,-1.0,28000.0,-1.0,-1.0,-1.0,53767.0,-1.0,40170.0,80000.0,162825.0,111111.0,-1.0,105333.0,68966.0,-1.0,-1.0,-1.0,243309.0,249149.0,186138.0,131499.0,-1.0,62891.0,-1.0,345143.0,80000.0,138462.0,166667.0,84825.0,137838.0,100000.0,49789.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65789.0,-1.0,-1.0,296296.0,135367.0,-1.0,224044.0,-1.0,-1.0,527011.0,93750.0,52987.0,148077.0,-1.0,59259.0,-1.0,-1.0,54400.0,-1.0,216529.0,-1.0,-1.0,-1.0,177307.0,160000.0,90000.0,-1.0,119048.0,21277.0,-1.0,116667.0,16667.0,177353.0
1977,100000.0,-1.0,62000.0,-1.0,105133.0,105000.0,80952.0,123371.0,-1.0,30000.0,-1.0,-1.0,-1.0,56537.0,-1.0,38017.0,60000.0,177058.0,232308.0,-1.0,144000.0,68966.0,-1.0,-1.0,-1.0,343293.0,257754.0,194601.0,147613.0,-1.0,92208.0,-1.0,375105.0,90000.0,138462.0,168000.0,86320.0,138889.0,103796.0,54111.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,65789.0,-1.0,-1.0,500000.0,119802.0,-1.0,209302.0,-1.0,-1.0,545774.0,95000.0,58649.0,178289.0,-1.0,59259.0,-1.0,-1.0,40000.0,-1.0,226452.0,-1.0,-1.0,-1.0,188526.0,320000.0,128000.0,-1.0,197857.0,30435.0,-1.0,113333.0,16667.0,282776.0
1978,100000.0,-1.0,65000.0,-1.0,99574.0,97351.0,80952.0,145627.0,-1.0,34091.0,-1.0,-1.0,-1.0,62871.0,-1.0,38032.0,50000.0,185685.0,230769.0,-1.0,216667.0,68966.0,-1.0,-1.0,-1.0,326688.0,270024.0,164735.0,123213.0,-1.0,74643.0,-1.0,360150.0,86364.0,133333.0,162500.0,83720.0,150000.0,101468.0,48750.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,514286.0,168452.0,-1.0,243851.0,-1.0,-1.0,501522.0,96250.0,55460.0,100400.0,-1.0,59259.0,-1.0,-1.0,33333.0,-1.0,174566.0,-1.0,-1.0,-1.0,211426.0,270000.0,105556.0,-1.0,204762.0,30435.0,-1.0,111429.0,16667.0,224972.0
1979,100000.0,-1.0,61818.0,-1.0,114069.0,97687.0,80000.0,111971.0,-1.0,33333.0,-1.0,-1.0,-1.0,71015.0,-1.0,39297.0,75000.0,210794.0,192308.0,-1.0,237143.0,68966.0,-1.0,-1.0,-1.0,365966.0,272176.0,181740.0,121262.0,-1.0,84480.0,-1.0,320565.0,90000.0,150000.0,183333.0,84792.0,150000.0,142182.0,89329.0,10000.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,444444.0,150638.0,-1.0,242756.0,-1.0,-1.0,556000.0,97500.0,50856.0,95909.0,-1.0,59259.0,-1.0,-1.0,26260.0,-1.0,200526.0,-1.0,-1.0,-1.0,246607.0,230000.0,88889.0,-1.0,189474.0,30000.0,-1.0,115000.0,16667.0,224972.0
1980,100000.0,-1.0,63636.0,128457.0,83614.0,94345.0,76190.0,134103.0,-1.0,32941.0,-1.0,-1.0,-1.0,75174.0,-1.0,38644.0,57143.0,249565.0,153846.0,-1.0,240000.0,68966.0,-1.0,-1.0,-1.0,365789.0,289705.0,182070.0,185108.0,-1.0,50868.0,-1.0,334856.0,90909.0,150000.0,200000.0,84667.0,166667.0,148947.0,57326.0,10000.0,119708.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,454545.0,142556.0,-1.0,236088.0,-1.0,-1.0,584770.0,97500.0,48304.0,78451.0,-1.0,60606.0,-1.0,-1.0,25306.0,-1.0,217822.0,-1.0,-1.0,-1.0,276050.0,320000.0,139143.0,-1.0,162500.0,32000.0,-1.0,102857.0,16667.0,269841.0
1981,100000.0,-1.0,60000.0,128951.0,100748.0,95124.0,71429.0,151886.0,-1.0,33333.0,-1.0,-1.0,-1.0,73347.0,-1.0,38455.0,62857.0,256320.0,153846.0,-1.0,250000.0,68966.0,-1.0,-1.0,-1.0,378117.0,300795.0,170778.0,164840.0,-1.0,46568.0,-1.0,313956.0,100000.0,150000.0,196000.0,84815.0,166623.0,72859.0,55328.0,11111.0,106383.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70000.0,-1.0,-1.0,416667.0,135488.0,-1.0,244709.0,-1.0,-1.0,522199.0,100000.0,48169.0,79310.0,-1.0,60606.0,-1.0,-1.0,21050.0,-1.0,223000.0,-1.0,-1.0,-1.0,298382.0,86667.0,237965.0,-1.0,165556.0,33333.0,-1.0,120000.0,16621.0,277778.0
1982,100000.0,-1.0,68182.0,129264.0,91115.0,88319.0,71429.0,170067.0,-1.0,34118.0,-1.0,-1.0,-1.0,78045.0,-1.0,37125.0,62500.0,239141.0,153846.0,-1.0,350000.0,68966.0,-1.0,-1.0,-1.0,398448.0,220604.0,200470.0,131647.0,-1.0,61835.0,-1.0,324208.0,100000.0,158333.0,186667.0,86750.0,168735.0,84876.0,173913.0,10000.0,112243.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,70000.0,-1.0,-1.0,433333.0,145053.0,-1.0,224364.0,-1.0,-1.0,594822.0,100000.0,44988.0,74813.0,-1.0,60606.0,-1.0,-1.0,11750.0,-1.0,224500.0,-1.0,-1.0,-1.0,291352.0,100000.0,172937.0,-1.0,167273.0,33333.0,-1.0,107143.0,13906.0,280778.0
1983,123810.0,-1.0,71429.0,127801.0,88484.0,97208.0,71429.0,107650.0,-1.0,34118.0,-1.0,-1.0,-1.0,74116.0,-1.0,39944.0,62500.0,254510.0,153846.0,-1.0,250000.0,68966.0,-1.0,-1.0,-1.0,357792.0,200085.0,232205.0,190931.0,-1.0,45618.0,-1.0,277237.0,109091.0,166667.0,184286.0,85444.0,165714.0,85000.0,174400.0,10000.0,114844.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66667.0,-1.0,-1.0,469565.0,131132.0,-1.0,183574.0,-1.0,-1.0,640140.0,102500.0,43750.0,117469.0,-1.0,60606.0,-1.0,-1.0,19300.0,-1.0,317939.0,-1.0,-1.0,-1.0,278727.0,83333.0,230000.0,-1.0,164500.0,33333.0,-1.0,109375.0,13534.0,259605.0
1984,119048.0,-1.0,80000.0,118077.0,114378.0,98789.0,71429.0,115030.0,-1.0,33684.0,-1.0,-1.0,-1.0,83558.0,-1.0,46572.0,62500.0,304143.0,153846.0,-1.0,300000.0,68966.0,-1.0,-1.0,-1.0,438859.0,211648.0,144725.0,312950.0,-1.0,47415.0,-1.0,255613.0,103704.0,166667.0,188571.0,86219.0,157143.0,85000.0,173913.0,10909.0,115079.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,64615.0,-1.0,-1.0,363636.0,149944.0,-1.0,188708.0,-1.0,-1.0,542154.0,105000.0,42444.0,78255.0,-1.0,60000.0,-1.0,-1.0,16633.0,-1.0,297378.0,-1.0,-1.0,-1.0,301788.0,100000.0,230000.0,-1.0,166000.0,32895.0,-1.0,106250.0,13013.0,218069.0
1985,95238.0,254160.0,88421.0,124645.0,118369.0,110686.0,71429.0,157027.0,-1.0,33684.0,127941.0,-1.0,50069.0,81596.0,-1.0,41138.0,62500.0,302870.0,153846.0,52941.0,167292.0,68966.0,179487.0,100000.0,95378.0,387145.0,225887.0,209622.0,283333.0,-1.0,45049.0,-1.0,312064.0,133333.0,166667.0,192500.0,86111.0,163889.0,84211.0,191304.0,9231.0,140081.0,59016.0,100000.0,-1.0,109724.0,90750.0,60440.0,65714.0,170000.0,-1.0,447761.0,133677.0,120968.0,200196.0,204375.0,53333.0,532528.0,94444.0,40509.0,78216.0,100000.0,60000.0,98829.0,-1.0,72580.0,-1.0,313462.0,60000.0,-1.0,75000.0,308673.0,116667.0,181456.0,-1.0,168571.0,31000.0,111667.0,123077.0,11225.0,259179.0
1986,142857.0,241449.0,91111.0,117361.0,123957.0,92319.0,76190.0,196558.0,-1.0,33333.0,109407.0,-1.0,49973.0,82200.0,-1.0,40640.0,70313.0,323887.0,153846.0,67059.0,165167.0,68966.0,188679.0,83333.0,98110.0,402930.0,286850.0,287496.0,212766.0,-1.0,45346.0,-1.0,363785.0,138889.0,183333.0,197000.0,82091.0,162162.0,85567.0,166667.0,11667.0,148870.0,65574.0,100000.0,-1.0,108673.0,105556.0,58608.0,71429.0,180000.0,-1.0,448718.0,152650.0,125806.0,181592.0,225360.0,55000.0,541092.0,92727.0,42273.0,69945.0,142400.0,60000.0,120241.0,-1.0,68525.0,-1.0,324400.0,62222.0,-1.0,75000.0,350000.0,188235.0,205070.0,-1.0,172609.0,35833.0,98400.0,107692.0,11766.0,316456.0
1987,140000.0,237684.0,91111.0,110491.0,125774.0,129443.0,76190.0,193388.0,-1.0,33571.0,117630.0,-1.0,50000.0,75075.0,-1.0,39248.0,54688.0,303907.0,153846.0,54412.0,140481.0,68966.0,188679.0,72000.0,99756.0,456940.0,307197.0,214858.0,226244.0,-1.0,46589.0,-1.0,397465.0,157143.0,183333.0,198571.0,85269.0,162667.0,85000.0,144000.0,11667.0,151665.0,70492.0,100000.0,-1.0,113947.0,113556.0,79283.0,78161.0,220000.0,-1.0,440449.0,125894.0,124855.0,174878.0,200000.0,55000.0,562697.0,93636.0,45400.0,116296.0,160000.0,60000.0,129879.0,-1.0,29875.0,-1.0,117045.0,64444.0,-1.0,76923.0,321070.0,185882.0,273931.0,-1.0,169500.0,34375.0,102400.0,138462.0,11604.0,310345.0
1988,132727.0,212438.0,91765.0,126500.0,133480.0,122090.0,76190.0,184958.0,-1.0,33824.0,121852.0,-1.0,50000.0,90498.0,-1.0,30135.0,46875.0,315017.0,153846.0,55556.0,149486.0,68966.0,181132.0,80000.0,102366.0,391608.0,292096.0,274377.0,168919.0,-1.0,40230.0,-1.0,426700.0,145833.0,200000.0,180000.0,86111.0,162162.0,85294.0,115191.0,10526.0,177879.0,72131.0,91667.0,-1.0,137508.0,127231.0,84716.0,82759.0,140000.0,-1.0,441202.0,134781.0,122242.0,216820.0,202941.0,56667.0,449144.0,86250.0,51441.0,61728.0,180000.0,60000.0,136138.0,-1.0,60675.0,-1.0,280534.0,66667.0,-1.0,78846.0,349158.0,182857.0,240882.0,-1.0,166400.0,35833.0,107600.0,138462.0,12575.0,329308.0
1989,150000.0,223063.0,93750.0,125124.0,123200.0,126864.0,80952.0,96770.0,-1.0,33676.0,141481.0,-1.0,50000.0,90909.0,-1.0,27866.0,54688.0,302956.0,153846.0,54545.0,145205.0,73529.0,188679.0,86000.0,106805.0,455479.0,317107.0,176330.0,250000.0,-1.0,45034.0,-1.0,424482.0,141667.0,200000.0,166667.0,85833.0,152632.0,85577.0,147097.0,11111.0,168152.0,72131.0,83333.0,-1.0,110715.0,83333.0,81533.0,78947.0,100000.0,-1.0,422863.0,143676.0,91935.0,223400.0,200000.0,56667.0,513778.0,87500.0,45159.0,64450.0,191600.0,60465.0,134483.0,-1.0,43550.0,-1.0,292748.0,66667.0,-1.0,78846.0,314344.0,73684.0,212458.0,-1.0,160000.0,33478.0,111200.0,138462.0,22021.0,312500.0
1990,150943.0,222096.0,92941.0,124521.0,85565.0,116340.0,81362.0,112241.0,165556.0,35556.0,148593.0,-1.0,50000.0,59750.0,-1.0,28264.0,60883.0,295389.0,167778.0,51724.0,120341.0,86364.0,180723.0,90000.0,105897.0,522581.0,218904.0,196155.0,220588.0,-1.0,45043.0,200000.0,300956.0,107788.0,200535.0,198333.0,100655.0,118421.0,84906.0,193604.0,8254.0,183055.0,70769.0,95000.0,73684.0,112146.0,51875.0,72558.0,80000.0,111643.0,-1.0,417711.0,180724.0,116509.0,658889.0,200000.0,57190.0,573191.0,86043.0,46706.0,71556.0,190000.0,70869.0,136426.0,-1.0,77060.0,-1.0,266058.0,64583.0,-1.0,75455.0,310959.0,99048.0,194444.0,-1.0,180000.0,35417.0,118636.0,159754.0,26316.0,320388.0
1991,148936.0,433900.0,96250.0,126634.0,85455.0,124082.0,92389.0,59528.0,150000.0,40769.0,143571.0,-1.0,50000.0,61658.0,-1.0,28671.0,58240.0,281477.0,149964.0,46667.0,161364.0,66667.0,190126.0,81292.0,100371.0,384118.0,239445.0,218886.0,250000.0,-1.0,52542.0,200000.0,379703.0,163003.0,195097.0,187143.0,78111.0,161538.0,85577.0,202364.0,12381.0,196209.0,71436.0,89390.0,74487.0,88389.0,104505.0,73485.0,85000.0,130255.0,-1.0,459693.0,148710.0,130263.0,87118.0,200000.0,68264.0,544801.0,83333.0,66717.0,66860.0,191417.0,50382.0,120026.0,-1.0,80782.0,-1.0,235165.0,81564.0,-1.0,83872.0,288396.0,119143.0,210173.0,-1.0,171208.0,53500.0,46628.0,106405.0,30630.0,373002.0
