,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Serbia,Zambia,Lebanon,Yemen,Tunisia,Albania,Brazil,Democratic People's Republic of Korea,Slovenia,Hungary,Argentina,Colombia,Spain,India,Lesotho,Ecuador,Republic of Moldova,Canada,Turkey,Jordan,Belgium-Luxembourg,Ethiopia PDR,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Poland,New Zealand,United Arab Emirates,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Portugal,Netherlands,Guatemala,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Qatar,Germany,Syrian Arab Republic,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Sudan (former),Morocco,Mongolia,Chile,Malta,Uruguay,Denmark,Zimbabwe,Ireland,Egypt,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Oman,Bosnia and Herzegovina,Russian Federation,Bolivia (Plurinational State of),Western Sahara,Sudan,Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Croatia,Bulgaria,Myanmar,China
1971,31832000.0,,3324320.0,3065000.0,91000.0,,2000.0,,18400.0,788900.0,,,6308.0,123600.0,145800.0,7500.0,19647.0,130000.0,,784721.0,553000.0,107200.0,4784700.0,2784400.0,351.0,68691.0,,13098645.0,4170000.0,26220.0,643709.0,830000.0,,,781044.0,2851111.0,8989000.0,2097000.0,2450600.0,259320.0,-1.0,,,270332.0,464000.0,901000.0,,10068853.0,2800000.0,111760.0,158818.0,0.0,,85000.0,373111.0,179.0,1015991.0,3300.0,,568877.0,432000.0,,380.0,,25301.0,,32127.0,26400.0,372500.0,147.0,8059814.0,261853.0,2028980.0,,-1.0,1054200.0,,,,2573900.0,20200.0,113648.0,1485.0,31729.0,5457801.0,3300.0,992000.0,77000.0,371768.0,724.0,17600.0,502800.0,,355000.0,167700.0,,8678.0,,8564794.0,,-1.0,,,65700.0,920.0,,,,10.0,32000.0,220.0,,,1253277.0,,2800724.0
1972,33856000.0,,2062484.0,1727000.0,103000.0,,2000.0,,16574.0,838500.0,,,7554.0,112500.0,236000.0,7700.0,15442.0,112000.0,,806661.0,880000.0,98000.0,4358300.0,2577000.0,350.0,73387.0,,11284776.0,3725000.0,34013.0,692765.0,830000.0,,,874000.0,2650553.0,10466000.0,2222000.0,2750000.0,335484.0,-1.0,,,310073.0,487000.0,1009000.0,,9181666.0,2700000.0,81280.0,163020.0,0.0,,62600.0,339712.0,200.0,977097.0,3500.0,,521547.0,980000.0,,440.0,,25459.0,,116395.0,21300.0,382000.0,203.0,8589445.0,710000.0,1849950.0,,-1.0,1140200.0,,,,2467890.0,17300.0,138990.0,1676.0,29068.0,5571195.0,3500.0,981100.0,109000.0,643995.0,554.0,32800.0,324800.0,,350000.0,156200.0,,9318.0,,9251000.0,,-1.0,,,70100.0,870.0,,,,17.0,33000.0,200.0,,,1426690.0,,2700554.0
1973,50600000.0,,2682261.0,2397000.0,108900.0,,1500.0,,31448.0,729700.0,,,6511.0,96032.0,212000.0,9000.0,12855.0,145000.0,,874329.0,732000.0,81500.0,4402200.0,2379100.0,350.0,79383.0,,10223478.0,2900000.0,5886.0,775569.0,761000.0,,,850000.0,2961690.0,10948470.0,2004000.0,3158700.0,285261.0,-1.0,,,392360.0,676000.0,923000.0,,9088373.0,2900000.0,13000.0,155284.0,,,56800.0,382651.0,225.0,1086730.0,3500.0,,534711.0,462000.0,,1470.0,,24815.0,,204514.0,16300.0,449500.0,190.0,9470073.0,101954.0,1736350.0,,-1.0,992400.0,,,,1256600.0,47900.0,107449.0,1541.0,31422.0,5431928.0,3800.0,904600.0,96746.0,373869.0,672.0,17900.0,216300.0,,360000.0,172800.0,,11077.0,,9013000.0,,-1.0,,,72400.0,970.0,,,,11.0,32000.0,150.0,,,1367884.0,,2900672.0
1974,49871008.0,,2756569.0,2515000.0,139500.0,,754.0,,31000.0,916500.0,,,13069.0,68032.0,228000.0,10000.0,12058.0,150000.0,,898605.0,430000.0,96900.0,5404000.0,2371000.0,350.0,56148.0,,8790300.0,3330000.0,40189.0,752553.0,752000.0,,,969000.0,3374804.0,10035000.0,1927000.0,3908500.0,241569.0,-1.0,,,250391.0,794000.0,863000.0,,6502621.0,3000000.0,111760.0,150897.0,,,74700.0,314991.0,304.0,1237869.0,3900.0,,649109.0,533000.0,,900.0,,25626.0,,144872.0,15419.0,552000.0,216.0,10470170.0,655480.0,2356150.0,,-1.0,962900.0,,,,2389000.0,34100.0,149600.0,1721.0,27966.0,5967212.0,4000.0,1038000.0,88753.0,331422.0,489.0,30200.0,233100.0,,380000.0,209600.0,,15391.0,,9140100.0,,-1.0,,,75121.0,1000.0,,,,6.0,63000.0,160.0,,,1635815.0,,3000489.0
1975,32936000.0,,3441881.0,3179000.0,137066.0,,421.0,,32385.0,951915.0,,,14000.0,64134.0,310100.0,10000.0,25463.0,140000.0,,701363.0,522700.0,121800.0,6728000.0,3134700.0,350.0,62801.0,,9510000.0,4500000.0,11767.0,476497.0,624850.0,,,915500.0,3114418.0,9343510.0,2361000.0,3638400.0,262881.0,-1.0,,,440254.0,703400.0,1438000.0,,8255115.0,3000000.0,50800.0,148759.0,,,86700.0,335924.0,319.0,1006242.0,3900.0,,444648.0,437000.0,,2000.0,,25599.0,,191775.0,16367.0,639500.0,245.0,10651467.0,596544.0,1902830.0,,-1.0,1241900.0,,,,1587000.0,64100.0,120560.0,1961.0,33526.0,5156086.0,21500.0,1019000.0,118169.0,742720.0,450.0,20600.0,220900.0,,384000.0,172300.0,,16710.0,,8513000.0,,-1.0,,,79600.0,1000.0,,,,25.0,69000.0,170.0,,,1699034.0,,3000450.0
1976,63940000.0,,3132434.0,2846939.0,130054.0,,300.0,,36250.0,1230500.0,,,13000.0,60235.0,240000.0,15000.0,61550.0,140000.0,,749361.0,760000.0,71400.0,5472900.0,3191900.0,350.0,62872.0,,10512959.0,4900000.0,13228.0,644796.0,537000.0,,,942800.0,2901265.0,8530000.0,2443000.0,3617324.0,285495.0,-1.0,,,549226.0,653100.0,1487200.0,,8338828.0,3000000.0,55880.0,149517.0,,,117059.0,263397.0,322.0,1286583.0,3300.0,,486186.0,579300.0,,2000.0,,24667.0,,196364.0,17126.0,725000.0,418.0,9943301.0,1058711.0,1825550.0,,-1.0,1553400.0,,,,2862000.0,53700.0,88980.0,2220.0,47035.0,4801007.0,20000.0,922000.0,123197.0,588672.0,664.0,18200.0,210300.0,,400000.0,183200.0,,12049.0,,7648000.0,,-1.0,,,91770.0,1200.0,,,,26.0,73000.0,180.0,,,1781493.0,,3000664.0
1977,48484000.0,,2655465.0,2383369.0,123552.0,,300.0,,46191.0,1858637.0,,,8000.0,44235.0,100000.0,18000.0,95266.0,140000.0,,708190.0,353000.0,81300.0,6766000.0,2343800.0,400.0,40776.0,,11801500.0,4750000.0,12040.0,733125.0,894560.0,,,662000.0,3206917.0,10261390.0,1130000.0,3396333.0,272096.0,-1.0,,,417785.0,650000.0,1230000.0,,9313713.0,3000000.0,56896.0,146199.0,,,39597.0,286554.0,267.0,1211734.0,3500.0,,630167.0,457700.0,,2000.0,,20595.0,,59204.0,14744.0,666900.0,316.0,11263901.0,336893.0,1966070.0,,-1.0,1447400.0,,,,1347000.0,50500.0,143080.0,2638.0,37974.0,6142458.0,20000.0,1445000.0,111905.0,260309.0,700.0,16600.0,205800.0,,300000.0,172100.0,,13524.0,,10531000.0,,-1.0,,,59895.0,1200.0,,,,18.0,106000.0,200.0,,,1481480.0,,3000700.0
1978,57132000.0,,4264690.0,4006000.0,120606.0,,300.0,,34554.0,2306788.0,,,8000.0,41300.0,180000.0,20000.0,143917.0,160000.0,,762692.0,554000.0,118900.0,8068307.0,2311200.0,400.0,21760.0,,10398000.0,4750000.0,15610.0,840848.0,689940.0,,,891000.0,3642010.0,11321000.0,1847000.0,3635482.0,258690.0,-1.0,,,505274.0,560000.0,1217000.0,,9901210.0,3400000.0,68072.0,129510.0,,,44094.0,355050.0,478.0,1423602.0,3600.0,,668251.0,617200.0,,2000.0,,22450.0,,196476.0,13474.0,818600.0,360.0,12742537.0,728696.0,2434420.0,,-1.0,1565100.0,,,,2328000.0,48600.0,125520.0,2493.0,57483.0,6300842.0,19047.0,1396000.0,133201.0,396965.0,700.0,8000.0,326000.0,,325000.0,214700.0,,14845.0,,9850000.0,,-1.0,,,59145.0,1400.0,,,,122.0,135000.0,150.0,,,1488338.0,,3400700.0
1979,44327008.0,,3967029.0,3703449.0,129300.0,,300.0,,75000.0,2043459.0,,,5000.0,44300.0,270000.0,23000.0,98125.0,170000.0,,710318.0,339000.0,136600.0,6251700.0,2142000.0,400.0,20718.0,,8478200.0,5240000.0,4753.0,841658.0,931300.0,,,861100.0,3604388.0,11196000.0,2055000.0,3730772.0,263580.0,-1.0,,,367545.0,631000.0,1353438.0,,8343000.0,3600000.0,64008.0,131444.0,,,41150.0,287750.0,478.0,1128714.0,3900.0,,649154.0,571400.0,,3050.0,,22690.0,,100000.0,12592.0,813400.0,410.0,11506946.0,394700.0,2345530.0,,-1.0,1649900.0,,,,1888000.0,55000.0,112080.0,3012.0,71180.0,6661614.0,23116.0,1558000.0,122386.0,456584.0,132.0,6000.0,406400.0,,318000.0,222200.0,,13122.0,,9623000.0,,-1.0,,,52335.0,1400.0,,,,205.0,141000.0,200.0,,,1536355.0,,3600132.0
1980,40104000.0,,2910347.0,2682000.0,118100.0,,300.0,,60000.0,2348700.0,,,7000.0,47000.0,295800.0,25000.0,74680.0,150000.0,,929269.0,217000.0,109460.0,8705000.0,1623700.0,400.0,24350.0,,11394300.0,5300000.0,38129.0,865728.0,1050820.0,,,911000.0,3574878.0,11692000.0,1100000.0,3419702.0,228347.0,-1.0,,,529858.0,826000.0,1352500.0,,7862600.0,2700000.0,81280.0,97870.0,,,53910.0,257791.0,538.0,1514491.0,3800.0,,651000.0,682400.0,,3500.0,,23290.0,,71000.0,12694.0,946700.0,513.0,12804914.0,1587279.0,2171940.0,,-1.0,1533600.0,,,,2209670.0,35200.0,104980.0,3218.0,55451.0,6044126.0,23672.0,1701000.0,106961.0,794190.0,111.0,28900.0,385300.0,,321000.0,211500.0,,5461.0,,10320000.0,,-1.0,,,48555.0,1500.0,,,,193.0,60000.0,220.0,,,1375483.0,,2700111.0
1981,33330000.0,,3721446.0,3450000.0,175500.0,,300.0,,56812.0,2570766.0,,,6000.0,56402.0,270000.0,25000.0,109877.0,145000.0,,903423.0,131500.0,56400.0,4757600.0,2293000.0,400.0,27090.0,,13724000.0,5900000.0,19198.0,823821.0,1075130.0,,,742100.0,3392124.0,10102000.0,1158000.0,3539515.0,271446.0,-1.0,,,550781.0,720000.0,1967863.0,,10309300.0,3100000.0,76200.0,114504.0,,,40815.0,248531.0,450.0,1219816.0,4000.0,,607400.0,924700.0,,4000.0,,23030.0,,120620.0,11640.0,982600.0,605.0,12162538.0,1405785.0,2451660.0,,-1.0,1080100.0,,,,1039000.0,32800.0,91370.0,3968.0,85277.0,6043748.0,33001.0,1670000.0,103320.0,524800.0,44.0,20400.0,383000.0,,300000.0,225600.0,,6011.0,,10230000.0,,-1.0,,,56630.0,1600.0,,,,402.0,106000.0,300.0,,,1405969.0,,3100044.0
1982,40335008.0,,2294550.0,1938763.0,157500.0,,300.0,,63508.0,3051955.0,,1643.0,6000.0,55300.0,339000.0,25400.0,98524.0,150000.0,,870722.0,211400.0,55600.0,5269800.0,1992600.0,400.0,35435.0,,13965600.0,6400000.0,19658.0,814337.0,935507.0,,,823000.0,3654362.0,10036000.0,1059000.0,3647133.0,355787.0,-1.0,,,423505.0,669000.0,1903493.0,,11232900.0,3200000.0,81280.0,110243.0,,,51478.0,247400.0,400.0,1436543.0,4300.0,,623300.0,902000.0,,4500.0,,23320.0,,99600.0,10406.0,1073900.0,1113.0,13514568.0,661040.0,2378190.0,,-1.0,1598500.0,,,,2333760.0,67600.0,117850.0,3823.0,45025.0,6357063.0,38538.0,1676000.0,120796.0,483443.0,60.0,13000.0,389700.0,,276000.0,235600.0,,4508.0,,10960000.0,,-1.0,,,61300.0,1600.0,,,,480.0,110000.0,310.0,,,1435860.0,,3200060.0
1983,47000000.0,,5235911.0,4889501.0,185300.0,,300.0,,47966.0,2192538.0,,1895.0,6000.0,32460.0,303000.0,30000.0,124931.0,140000.0,,1012915.0,166000.0,27800.0,6662000.0,1866800.0,400.0,29659.0,,10209000.0,5425000.0,28200.0,705333.0,1168340.0,,,624000.0,3276141.0,8772690.0,1158000.0,3261618.0,346410.0,-1.0,,,557413.0,661000.0,2033704.0,,11066000.0,3000000.0,62000.0,87809.0,,,54294.0,176920.0,386.0,1448917.0,4100.0,,569300.0,835500.0,,4600.0,,21160.0,,203000.0,8844.0,1188200.0,713.0,12826105.0,1043300.0,2026370.0,,-1.0,1764400.0,,,,1227870.0,88800.0,73240.0,3696.0,80836.0,4423400.0,12854.0,1503000.0,131679.0,446753.0,226.0,38000.0,379400.0,,266000.0,240700.0,,1851.0,,9980000.0,,-1.0,,,29666.0,1700.0,,,,750.0,154000.0,320.0,,,1047198.0,,3000226.0
1984,38960000.0,,6125315.0,5554305.0,139500.0,,300.0,,12000.0,2447700.0,,2000.0,5000.0,30750.0,312090.0,30000.0,77517.0,150000.0,,1219892.0,224000.0,28200.0,10789100.0,1834000.0,400.0,24952.0,,10296000.0,6500000.0,11872.0,935546.0,804345.0,,,854000.0,3677019.0,11508882.0,1130000.0,3554994.0,571010.0,-1.0,,,619026.0,748058.0,2293049.0,,13020000.0,3300000.0,83250.0,102803.0,,,91184.0,191747.0,650.0,1516981.0,4205.0,,648900.0,482000.0,,4700.0,,22270.0,,87000.0,6461.0,1617800.0,954.0,14422165.0,303500.0,2732940.0,,-1.0,1715300.0,,,,1405000.0,87400.0,73510.0,4000.0,113270.0,6071697.0,8995.0,1770000.0,144552.0,502700.0,,8500.0,395500.0,,254000.0,311800.0,,2157.0,,11064000.0,,-1.0,,,61410.0,1780.0,,,,740.0,173000.0,340.0,,,1279177.0,,3300000.0
1985,43100000.0,,5445369.0,4801000.0,131600.0,,300.0,,12000.0,1763100.0,,2300.0,9000.0,32000.0,686000.0,30000.0,170618.0,150000.0,,1045781.0,118000.0,60400.0,10698287.0,1555900.0,500.0,26723.0,,12387000.0,6500000.0,19681.0,746565.0,842184.0,,,583000.0,3538002.0,11442120.0,792692.0,4085942.0,644369.0,-1.0,,,536182.0,704301.0,2296534.0,,12850000.0,2700000.0,102800.0,124110.0,,,65311.0,197387.0,690.0,1521408.0,4200.0,,634500.0,1331400.0,,4800.0,,23460.0,,80000.0,15491.0,1629500.0,1399.0,14056190.0,740200.0,2309170.0,,-1.0,1853800.0,,,,2541400.0,132400.0,84960.0,4000.0,79736.0,5250946.0,25200.0,1494000.0,145000.0,1330180.0,,6500.0,377600.0,,240000.0,269200.0,,4393.0,,9740000.0,,-1.0,,,75460.0,1800.0,,,,1235.0,256000.0,350.0,,,799628.0,453.0,2700000.0
1986,49490000.0,,4104200.0,3548000.0,133700.0,,300.0,,15000.0,2220000.0,,2300.0,13000.0,41398.0,132000.0,36000.0,185376.0,150000.0,,857299.0,139900.0,73200.0,7431014.0,1962500.0,500.0,43831.0,,14568000.0,7000000.0,9004.0,857629.0,913859.0,,,681000.0,3530251.0,10062990.0,628544.0,4411842.0,556200.0,-1.0,,,512339.0,703553.0,2504587.0,,13249000.0,2520000.0,61000.0,118138.0,,,89722.0,262191.0,650.0,1292450.0,4000.0,,546248.0,1046000.0,,4900.0,,23430.0,,90000.0,14073.0,1543000.0,1847.0,13670473.0,1115700.0,2327000.0,,-1.0,1713800.0,,,,3563000.0,145800.0,68077.0,3800.0,62400.0,5134266.0,28800.0,1428000.0,167000.0,1082800.0,,11200.0,344400.0,,231000.0,230400.0,,120519.0,,10014000.0,,-1.0,,,78070.0,1900.0,,,,1219.0,199000.0,350.0,,,1144212.0,324.0,2520000.0
