,Kenya,"China, Taiwan Province of",Mozambique,Belize,Tokelau,Bulgaria,Philippines,Martinique,Nepal,Ethiopia,Indonesia,Maldives,Zimbabwe,Malawi,Melanesia,Papua New Guinea,Eritrea,French Polynesia,Slovenia,Saint Lucia,Vanuatu,Haiti,Botswana,Dominica,Fiji,Wallis and Futuna Islands,Lesotho,Equatorial Guinea,"China, Macao SAR",Egypt,China,Colombia,United Republic of Tanzania,Occupied Palestinian Territory,Hungary,Estonia,Suriname,Guinea-Bissau,France,Togo,Micronesia,Tuvalu,"China, mainland",Nicaragua,Kiribati,Saint Kitts and Nevis,Bolivia (Plurinational State of),Peru,Cameroon,Malaysia,Grenada,Namibia,Cook Islands,Pakistan,Saint Vincent and the Grenadines,Japan,Sao Tome and Principe,Venezuela (Bolivarian Republic of),Cyprus,Spain,Guyana,Tonga,Iran (Islamic Republic of),Democratic Republic of the Congo,Ethiopia PDR,Cambodia,Timor-Leste,Costa Rica,Guadeloupe,Morocco,Bhutan,Congo,Republic of Korea,Mexico,Ecuador,Honduras,Puerto Rico,Tunisia,Côte d'Ivoire,Mali,Jamaica,Brunei Darussalam,Trinidad and Tobago,Singapore,Polynesia,Panama,Samoa,Thailand,Ghana,Swaziland,Guam
1971,7000.0,25495.0,5000.0,1400.0,210.0,-1.0,24625.0,3000.0,60000.0,-1.0,1250000.0,4300.0,-1.0,300.0,230000.0,202000.0,-1.0,7000.0,-1.0,3700.0,27500.0,28000.0,38000.0,-1.0,500.0,1000.0,-1.0,-1.0,-1,-1.0,25495.0,-1.0,-1.0,-1.0,3500.0,-1.0,440.0,35000.0,-1,-1.0,8200.0,300.0,-1.0,400.0,7000.0,670.0,56000.0,165892.0,30000.0,77000.0,2430.0,170000.0,5230.0,-1.0,11500.0,78700.0,6500.0,16865.0,190.0,5200.0,26501.0,-1.0,-1,29700.0,486000.0,4800.0,38000.0,-1.0,16000.0,100.0,13500.0,20000.0,-1.0,38971.0,18000.0,2050.0,12701.0,-1,-1.0,-1,26908.0,300.0,-1.0,40.0,15640.0,-1.0,1900.0,42000.0,-1.0,20000.0,1200.0
1972,7000.0,25415.0,5000.0,1500.0,215.0,-1.0,21523.0,2800.0,62000.0,-1.0,1300000.0,4800.0,-1.0,300.0,233300.0,205000.0,-1.0,7100.0,-1.0,3240.0,27800.0,30000.0,39000.0,-1.0,500.0,1000.0,-1.0,-1.0,-1,-1.0,25415.0,-1.0,-1.0,-1.0,3500.0,-1.0,400.0,40000.0,-1,-1.0,8350.0,300.0,-1.0,400.0,7100.0,670.0,60000.0,152748.0,30000.0,66000.0,2450.0,171000.0,3351.0,-1.0,12400.0,90000.0,7000.0,19072.0,140.0,4400.0,27442.0,-1.0,-1,29600.0,495600.0,5000.0,39000.0,-1.0,16000.0,100.0,13800.0,20500.0,-1.0,55969.0,18000.0,2000.0,11340.0,-1,-1.0,-1,29734.0,350.0,-1.0,45.0,14066.0,-1.0,2100.0,44000.0,-1.0,21000.0,1250.0
1973,7000.0,19998.0,5000.0,1560.0,230.0,-1.0,17879.0,4000.0,63000.0,-1.0,1293000.0,4400.0,-1.0,500.0,238900.0,210000.0,-1.0,7200.0,-1.0,2914.0,28400.0,32000.0,39000.0,-1.0,500.0,1000.0,-1.0,-1.0,-1,-1.0,19998.0,-1.0,-1.0,-1.0,3500.0,-1.0,257.0,35000.0,-1,-1.0,8700.0,300.0,-1.0,400.0,7400.0,700.0,45500.0,150211.0,30000.0,80000.0,2329.0,175000.0,5100.0,-1.0,16500.0,104400.0,8000.0,15298.0,30.0,5830.0,28423.0,-1.0,-1,27200.0,550000.0,7000.0,40000.0,-1.0,16000.0,100.0,14100.0,21000.0,-1.0,31030.0,16000.0,1900.0,11567.0,-1,-1.0,-1,25706.0,400.0,-1.0,45.0,16030.0,-1.0,2200.0,46000.0,-1.0,21000.0,1300.0
1974,8000.0,24824.0,5000.0,1452.0,240.0,-1.0,19798.0,5000.0,64000.0,-1.0,1293000.0,4300.0,-1.0,500.0,243000.0,214000.0,-1.0,7300.0,-1.0,3250.0,28500.0,34000.0,40000.0,-1.0,500.0,1000.0,-1.0,-1.0,-1,-1.0,24824.0,-1.0,-1.0,-1.0,3500.0,-1.0,270.0,35000.0,-1,-1.0,8920.0,300.0,-1.0,400.0,7600.0,700.0,47582.0,149810.0,30000.0,90000.0,2228.0,175000.0,5200.0,-1.0,16500.0,95100.0,8500.0,15922.0,-1.0,6541.0,22226.0,-1.0,-1,29600.0,650000.0,6500.0,43000.0,-1.0,16000.0,80.0,14400.0,22000.0,-1.0,41048.0,18000.0,1850.0,14742.0,-1,-1.0,-1,27705.0,577.0,-1.0,50.0,16440.0,-1.0,2400.0,48000.0,-1.0,21500.0,1320.0
1975,8000.0,26277.0,4000.0,1900.0,240.0,-1.0,23044.0,7000.0,65000.0,-1.0,430000.0,4800.0,-1.0,600.0,247400.0,218000.0,-1.0,7400.0,-1.0,3800.0,28900.0,36000.0,42000.0,-1.0,500.0,1000.0,-1.0,-1.0,-1,-1.0,26277.0,-1.0,-1.0,-1.0,3600.0,-1.0,330.0,30000.0,-1,-1.0,9240.0,300.0,-1.0,400.0,7900.0,700.0,43850.0,146298.0,30000.0,80000.0,2184.0,178000.0,5300.0,-1.0,15300.0,89100.0,10000.0,11585.0,-1.0,6482.0,23360.0,70.0,-1,29500.0,800000.0,6000.0,43000.0,-1.0,8400.0,80.0,14700.0,22705.0,-1.0,37351.0,20000.0,1800.0,14379.0,-1,-1.0,-1,32305.0,631.0,-1.0,50.0,17010.0,-1.0,2700.0,50000.0,-1.0,22000.0,1340.0
1976,8000.0,37997.0,4000.0,2300.0,245.0,-1.0,23900.0,9600.0,66000.0,-1.0,243250.0,5000.0,-1.0,700.0,250500.0,221000.0,-1.0,7500.0,-1.0,3835.0,29000.0,38000.0,44000.0,-1.0,500.0,1000.0,-1.0,-1.0,-1,-1.0,37997.0,-1.0,-1.0,-1.0,2700.0,-1.0,300.0,30000.0,-1,-1.0,9150.0,300.0,-1.0,400.0,7800.0,750.0,62885.0,142007.0,30000.0,97000.0,2232.0,178000.0,5400.0,-1.0,13400.0,82800.0,9500.0,18365.0,-1.0,7167.0,21773.0,80.0,-1,30100.0,900000.0,6500.0,45000.0,-1.0,10000.0,80.0,15000.0,22800.0,-1.0,34748.0,22208.0,1700.0,13608.0,-1,-1.0,-1,30096.0,729.0,-1.0,40.0,17525.0,-1.0,3000.0,52000.0,-1.0,23000.0,1350.0
1977,8000.0,44501.0,4000.0,2600.0,245.0,-1.0,19372.0,9350.0,67000.0,-1.0,237750.0,5300.0,-1.0,600.0,254500.0,224000.0,-1.0,7600.0,-1.0,3950.0,30000.0,38000.0,45000.0,-1.0,500.0,1000.0,-1.0,-1.0,-1,-1.0,44501.0,-1.0,-1.0,-1.0,2700.0,-1.0,286.0,50000.0,-1,-1.0,9070.0,290.0,-1.0,400.0,7700.0,750.0,58875.0,158337.0,30000.0,100000.0,1887.0,180000.0,5500.0,-1.0,14700.0,87800.0,9000.0,16059.0,-1.0,7470.0,24494.0,90.0,-1,31300.0,1100000.0,6800.0,48000.0,-1.0,9400.0,80.0,15300.0,22896.0,-1.0,41419.0,22500.0,1650.0,12928.0,-1,-1.0,-1,29409.0,613.0,-1.0,45.0,17725.0,-1.0,3000.0,54000.0,-1.0,24500.0,1370.0
1978,9000.0,42036.0,4000.0,2800.0,250.0,-1.0,17620.0,9350.0,68000.0,-1.0,238000.0,5500.0,-1.0,600.0,256500.0,226000.0,-1.0,7700.0,-1.0,3980.0,30000.0,39000.0,49000.0,-1.0,500.0,1000.0,-1.0,-1.0,-1,-1.0,42036.0,-1.0,-1.0,-1.0,2000.0,-1.0,258.0,40000.0,-1,-1.0,9000.0,280.0,-1.0,400.0,7600.0,750.0,49175.0,155392.0,30000.0,95000.0,1650.0,182000.0,5600.0,-1.0,14500.0,99400.0,8000.0,13819.0,-1.0,7971.0,22000.0,100.0,-1,28600.0,1300000.0,5800.0,50000.0,-1.0,9500.0,80.0,15600.0,20600.0,-1.0,73917.0,23000.0,1550.0,11340.0,-1,-1.0,-1,34469.0,381.0,-1.0,45.0,17930.0,-1.0,3000.0,56000.0,-1.0,24500.0,1400.0
1979,9000.0,40423.0,5000.0,2800.0,250.0,-1.0,16631.0,8350.0,69000.0,-1.0,355000.0,5800.0,-1.0,600.0,258500.0,228000.0,-1.0,7800.0,-1.0,4000.0,30000.0,39129.0,49000.0,-1.0,500.0,1000.0,-1.0,-1.0,-1,-1.0,40423.0,-1.0,-1.0,-1.0,3000.0,-1.0,298.0,50000.0,-1,-1.0,8910.0,270.0,-1.0,400.0,7500.0,750.0,51200.0,153570.0,15000.0,90000.0,1775.0,184000.0,5700.0,-1.0,14200.0,98100.0,8000.0,16877.0,-1.0,7490.0,18144.0,120.0,-1,40000.0,1500000.0,4000.0,50000.0,-1.0,7700.0,80.0,15900.0,20900.0,-1.0,56209.0,9261.0,1500.0,12928.0,-1,-1.0,-1,34557.0,418.0,-1.0,50.0,18140.0,-1.0,3000.0,58000.0,-1.0,25200.0,1410.0
1980,10000.0,36864.0,5000.0,2900.0,255.0,-1.0,16257.0,7950.0,70000.0,-1.0,350000.0,5800.0,-1.0,600.0,263000.0,230000.0,-1.0,7900.0,-1.0,4035.0,32000.0,39000.0,49000.0,60.0,1000.0,1000.0,-1.0,-1.0,-1,-1.0,36864.0,-1.0,-1.0,-1.0,2000.0,-1.0,622.0,50000.0,-1,-1.0,8220.0,260.0,-1.0,400.0,6800.0,700.0,41420.0,172859.0,15000.0,85000.0,2100.0,184000.0,5800.0,186264.0,16000.0,85700.0,5000.0,14092.0,-1.0,10180.0,13256.0,140.0,-1,40800.0,1600000.0,5000.0,50000.0,-1.0,7800.0,80.0,16200.0,21200.0,-1.0,42595.0,8879.0,1450.0,13064.0,-1,-1.0,-1,29641.0,311.0,-1.0,50.0,18355.0,-1.0,3000.0,60873.0,-1.0,25800.0,1420.0
1981,10000.0,37873.0,5000.0,2900.0,255.0,-1.0,17488.0,8300.0,71000.0,-1.0,235000.0,5600.0,-1.0,600.0,268000.0,233000.0,-1.0,7800.0,-1.0,4040.0,34000.0,42000.0,50000.0,60.0,1000.0,1000.0,-1.0,-1.0,-1,-1.0,37873.0,-1.0,-1.0,-1.0,4000.0,-1.0,460.0,40000.0,-1,-1.0,8030.0,250.0,-1.0,400.0,6600.0,700.0,65995.0,204884.0,15000.0,85000.0,2536.0,188000.0,5900.0,157531.0,16500.0,88900.0,5000.0,15227.0,-1.0,12160.0,16000.0,160.0,-1,42400.0,1700000.0,5000.0,53000.0,-1.0,5438.0,80.0,16500.0,21500.0,-1.0,56520.0,9902.0,1400.0,10433.0,-1,-1.0,-1,28206.0,16.0,-1.0,45.0,18365.0,-1.0,3000.0,88452.0,-1.0,26500.0,1430.0
1982,10000.0,23120.0,5000.0,3000.0,260.0,-1.0,17425.0,10136.0,72000.0,-1.0,210000.0,5700.0,-1.0,600.0,274000.0,236000.0,-1.0,7000.0,-1.0,4000.0,37000.0,43000.0,54000.0,60.0,1000.0,1000.0,-1.0,-1.0,-1,-1.0,23120.0,-1.0,-1.0,-1.0,2400.0,-1.0,586.0,40000.0,-1,-1.0,8640.0,230.0,-1.0,400.0,7200.0,700.0,66640.0,216031.0,15000.0,85000.0,2600.0,190000.0,5800.0,193211.0,18600.0,82200.0,5000.0,15681.0,-1.0,11785.0,19000.0,150.0,-1,43200.0,1800000.0,6000.0,53000.0,380.0,5438.0,80.0,16800.0,23000.0,-1.0,55766.0,23915.0,1300.0,10115.0,-1,-1.0,-1,25594.0,12.0,-1.0,53.0,17440.0,-1.0,3000.0,55628.0,-1.0,27500.0,1440.0
1983,10000.0,20891.0,5000.0,3000.0,265.0,-1.0,18000.0,18500.0,79000.0,-1.0,222000.0,5800.0,-1.0,400.0,277000.0,238000.0,-1.0,6000.0,-1.0,4000.0,38000.0,43500.0,55000.0,60.0,1000.0,1000.0,-1.0,-1.0,-1,-1.0,20891.0,-1.0,-1.0,-1.0,2000.0,-1.0,788.0,50000.0,-1,-1.0,8550.0,200.0,-1.0,400.0,7100.0,750.0,29230.0,203783.0,15000.0,80000.0,2650.0,193000.0,5700.0,217221.0,20190.0,92000.0,4000.0,17660.0,-1.0,7391.0,24953.0,180.0,-1,44800.0,1900000.0,8000.0,53000.0,679.0,5613.0,80.0,17100.0,24000.0,-1.0,65235.0,30031.0,1250.0,11794.0,-1,-1.0,-1,24989.0,740.0,-1.0,40.0,16345.0,-1.0,3000.0,55000.0,-1.0,28000.0,1450.0
1984,10000.0,20531.0,5000.0,3000.0,268.0,-1.0,18000.0,18380.0,143000.0,-1.0,312000.0,5900.0,1000.0,500.0,280000.0,240000.0,-1.0,6000.0,-1.0,4050.0,39000.0,45000.0,56000.0,60.0,1000.0,1000.0,-1.0,-1.0,-1,1700.0,20531.0,-1.0,-1.0,-1.0,1800.0,-1.0,804.0,40000.0,-1,-1.0,8470.0,200.0,-1.0,400.0,7000.0,750.0,64410.0,228722.0,15000.0,85000.0,2700.0,198000.0,5600.0,236413.0,34000.0,94500.0,2500.0,16110.0,-1.0,6094.0,25407.0,200.0,-1,45600.0,1700000.0,8500.0,63000.0,1320.0,5045.0,80.0,18000.0,25000.0,-1.0,80379.0,28205.0,1200.0,11385.0,-1,-1.0,-1,31029.0,1133.0,-1.0,40.0,16268.0,-1.0,3000.0,54000.0,-1.0,30500.0,1470.0
1985,12000.0,18192.0,5000.0,3000.0,271.0,-1.0,22740.0,17730.0,140000.0,-1.0,315000.0,6000.0,1000.0,400.0,284000.0,244000.0,-1.0,5800.0,-1.0,4050.0,39000.0,46000.0,57000.0,120.0,1000.0,1000.0,-1.0,-1.0,-1,1300.0,18192.0,38260.0,-1.0,-1.0,3300.0,-1.0,818.0,45000.0,-1,-1.0,8400.0,200.0,-1.0,400.0,6900.0,750.0,72884.0,228500.0,15000.0,78000.0,2700.0,200000.0,5500.0,229120.0,44000.0,89400.0,1530.0,16814.0,-1.0,6395.0,33119.0,249.0,-1,45600.0,1800000.0,9000.0,60000.0,1173.0,3776.0,80.0,18500.0,26000.0,-1.0,51294.0,12940.0,1150.0,11794.0,-1,-1.0,-1,31437.0,214.0,-1.0,32.0,16020.0,-1.0,3000.0,53000.0,-1.0,30500.0,1500.0
1986,13000.0,17950.0,5000.0,3500.0,273.0,-1.0,21850.0,17730.0,146000.0,-1.0,325000.0,6000.0,1000.0,500.0,285500.0,245000.0,-1.0,5500.0,-1.0,4100.0,39000.0,47000.0,59000.0,120.0,1500.0,1000.0,-1.0,-1.0,-1,1600.0,17950.0,46700.0,-1.0,-1.0,3500.0,-1.0,711.0,48000.0,-1,-1.0,8300.0,200.0,-1.0,400.0,6800.0,700.0,82330.0,231400.0,15000.0,80000.0,2500.0,202000.0,5400.0,216916.0,44000.0,92400.0,1790.0,18349.0,-1.0,6719.0,30000.0,250.0,-1,47800.0,2000000.0,10000.0,60000.0,1806.0,4433.0,80.0,18000.0,27000.0,-1.0,92380.0,14866.0,1100.0,10432.0,-1,-1.0,-1,31618.0,500.0,-1.0,16.0,15623.0,-1.0,3000.0,52000.0,-1.0,32000.0,1500.0
1987,13000.0,18835.0,5000.0,3500.0,277.0,-1.0,22700.0,13750.0,143000.0,-1.0,320000.0,6500.0,1000.0,400.0,288000.0,247500.0,-1.0,5300.0,-1.0,4100.0,39000.0,45000.0,62000.0,120.0,1500.0,1000.0,-1.0,-1.0,-1,1100.0,58835.0,46200.0,-1.0,-1.0,3600.0,-1.0,424.0,50000.0,-1,100.0,8200.0,150.0,40000.0,400.0,6700.0,700.0,84060.0,231300.0,15000.0,78000.0,2700.0,206000.0,5300.0,295709.0,22500.0,86900.0,1500.0,19331.0,-1.0,6800.0,31000.0,260.0,-1,49900.0,2100000.0,12000.0,70000.0,2870.0,4405.0,82.0,19000.0,28000.0,-1.0,69240.0,18073.0,1050.0,8119.0,-1,-1.0,-1,26769.0,450.0,-1.0,8.0,15287.0,-1.0,3000.0,51000.0,50.0,33000.0,1500.0
1988,15000.0,16428.0,5000.0,3500.0,280.0,-1.0,20800.0,16350.0,143000.0,-1.0,320000.0,6500.0,1000.0,400.0,289500.0,250000.0,-1.0,5200.0,-1.0,4150.0,38000.0,40000.0,63000.0,120.0,1500.0,1000.0,-1.0,-1.0,-1,1250.0,51428.0,48000.0,-1.0,-1.0,1600.0,-1.0,281.0,50000.0,-1,100.0,7000.0,114.0,35000.0,400.0,5500.0,700.0,90392.0,231300.0,15000.0,65000.0,2750.0,210000.0,5200.0,310594.0,32000.0,85800.0,1300.0,20130.0,-1.0,6516.0,7500.0,280.0,-1,51000.0,2300000.0,12000.0,60000.0,5700.0,3754.0,82.0,19400.0,29000.0,-1.0,72835.0,17339.0,1000.0,8269.0,-1,-1.0,-1,25873.0,400.0,-1.0,12.0,15074.0,-1.0,3000.0,50000.0,50.0,34200.0,1500.0
1989,15000.0,5864.0,5000.0,87.0,285.0,-1.0,18000.0,17430.0,143000.0,-1.0,320000.0,6500.0,1000.0,400.0,292232.0,252500.0,-1.0,5100.0,-1.0,4150.0,38000.0,40000.0,63000.0,120.0,1732.0,1000.0,-1.0,-1.0,-1,1250.0,32864.0,67100.0,-1.0,-1.0,1600.0,-1.0,218.0,51000.0,-1,100.0,6700.0,106.0,27000.0,400.0,5200.0,600.0,89380.0,231400.0,15000.0,45000.0,2800.0,210000.0,5100.0,295578.0,16500.0,84500.0,1680.0,21103.0,-1.0,6907.0,8000.0,600.0,-1,52200.0,2200000.0,13000.0,50000.0,8150.0,3450.0,82.0,19800.0,32000.0,-1.0,85414.0,15748.0,1800.0,8709.0,-1,-1.0,-1,22120.0,350.0,800.0,12.0,15191.0,-1.0,3000.0,50000.0,50.0,35500.0,1500.0
