,USSR,Eritrea,Australia & New Zealand,Australia,Pakistan,Slovakia,Democratic Republic of the Congo,Ethiopia,Kenya,Romania,Serbia,Zambia,Botswana,Somalia,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,Hungary,Argentina,Colombia,New Caledonia,India,Malta,Lesotho,Ecuador,Swaziland,Madagascar,Poland,Canada,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Estonia,Melanesia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,Nigeria,Sudan,Mali,United Arab Emirates,Montenegro,Lebanon,Syrian Arab Republic,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,United States of America,Spain,"China, mainland",Cyprus,Peru,Rwanda,Lithuania,Cameroon,Netherlands,Guatemala,South Sudan,Austria,Bhutan,Turkmenistan,Norway,Iraq,Czechia,United Republic of Tanzania,Burundi,Belgium,Nepal,Luxembourg,Libya,Bangladesh,Italy,Qatar,Germany,Uganda,Sweden,Uzbekistan,China,Finland,Republic of Moldova,Armenia,Sudan (former),Morocco,Mongolia,Chile,Honduras,Uruguay,Denmark,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Japan,Belarus,Afghanistan,Switzerland,Thailand,Namibia,Saudi Arabia,Georgia,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Yemen,Oman,Serbia and Montenegro,New Zealand,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Venezuela (Bolivarian Republic of),Latvia,Ukraine,Kuwait,South Africa,Mauritania,Tajikistan,Ireland,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory
1971,92834000.0,,8931646.0,8606000.0,6475693.0,,2000.0,,205743.0,5595400.0,,100.0,500.0,,660000.0,259431.0,2011334.0,6500.0,13600.0,290.0,91000.0,,3921939.0,5440000.0,53200.0,20.0,23832496.0,2383.0,57903.0,68493.0,789.0,,5455700.0,14412287.0,13594000.0,168079.0,953936.0,12782.0,839500.0,,20.0,,1946000.0,3878116.0,15241000.0,196465.0,1732000.0,20000.0,,2000.0,,,40971.0,846276.0,1830845.0,5605000.0,3700000.0,,44052800.0,5449700.0,32575008.0,96520.0,122225.0,1235.0,,,705799.0,38031.0,,974281.0,6600.0,,10431.0,822300.0,,60000.0,5110.0,,193360.0,,17726.0,111800.0,9993900.0,14.0,9631772.0,7000.0,994930.0,,32577354.0,443400.0,,,163000.0,2188100.0,316400.0,1367900.0,700.0,301599.0,585206.0,87184.0,,665.0,1317392.0,2346.0,199500.0,440300.0,,1915000.0,378000.0,,700.0,41908.0,,4816560.0,,,51700.0,2000.0,,325646.0,,808510.0,47100.0,54800.0,609.0,,,,1670000.0,200.0,,380200.0,,3094544.0,40099.0,-1.0
1972,80833008.0,,6978663.0,6590000.0,6890851.0,,1655.0,,164383.0,6040800.0,,99.0,500.0,,965000.0,285000.0,982901.0,8210.0,9000.0,370.0,87000.0,,4094570.0,7900000.0,69200.0,50.0,26409904.0,2390.0,24000.0,50640.0,1147.0,,5146800.0,14513966.0,12275000.0,211412.0,985250.0,15070.0,876000.0,,50.0,,1768000.0,4016814.0,17996000.0,148997.0,1618000.0,20000.0,,2000.0,,,63686.0,1808000.0,1809018.0,4844000.0,4546000.0,,42081632.0,4562500.0,35985008.0,81280.0,120080.0,2298.0,,,673482.0,46715.0,,863310.0,6800.0,,11596.0,2625000.0,,88000.0,4599.0,,223194.0,,41585.0,115012.0,9255000.0,15.0,9351589.0,6900.0,1130090.0,,35986554.0,461900.0,,,124000.0,2160770.0,169700.0,1195135.0,700.0,186543.0,592215.0,82037.0,,855.0,1655854.0,1546.0,301400.0,283900.0,,2450000.0,409700.0,,700.0,38954.0,,4781540.0,,,45000.0,2000.0,,388663.0,,620975.0,53590.0,17600.0,639.0,,,,1746000.0,200.0,,270400.0,,3581633.0,26904.0,-1.0
1973,103196000.0,,12363111.0,11987000.0,7442570.0,,1324.0,,136284.0,5489500.0,,100.0,517.0,,890000.0,333000.0,2031338.0,7000.0,8000.0,772.0,98000.0,,4502385.0,6560000.0,72400.0,67.0,24734608.0,2098.0,36000.0,45189.0,1431.0,,5806500.0,16159170.0,10080000.0,50420.0,1048963.0,11527.0,644800.0,,67.0,,1682000.0,4645797.0,17851008.0,99746.0,1938112.0,15000.0,,2000.0,,,55138.0,593462.0,2090845.0,4751000.0,4600000.0,,46560784.0,3967300.0,35225008.0,4064.0,122635.0,2380.0,,,724577.0,47104.0,,939152.0,7000.0,,19833.0,957000.0,,85000.0,5122.0,,312494.0,,67327.0,90963.0,8811400.0,17.0,9995657.0,6900.0,1311930.0,,35225929.0,462000.0,,,152000.0,1574000.0,339600.0,746684.0,700.0,296844.0,542247.0,83921.0,,605.0,1158077.0,921.0,241500.0,202300.0,,2700000.0,345100.0,,700.0,63719.0,,5004535.0,,,76070.0,3000.0,,376111.0,,533200.0,57000.0,23000.0,682.0,,,,1871000.0,150.0,,228900.0,,3258147.0,26695.0,-1.0
1974,78878000.0,,11571582.0,11357000.0,7628503.0,,3400.0,,172332.0,5006700.0,,1284.0,550.0,,857000.0,330000.0,2858530.0,7200.0,6000.0,1650.0,102000.0,,4970811.0,5970000.0,58800.0,65.0,21778000.0,1780.0,57000.0,54989.0,1134.0,,6408400.0,13303500.0,11080000.0,244465.0,1077990.0,16985.0,652800.0,,65.0,,2153000.0,5059080.0,19007008.0,74198.0,1886000.0,18000.0,,2000.0,,,75560.0,1629896.0,2788677.0,6283000.0,4700000.0,,48496688.0,4534600.0,40865008.0,96520.0,127364.0,2793.0,,,745883.0,51106.0,,1101762.0,7200.0,,62095.0,1339000.0,,82000.0,4098.0,,308389.0,,38682.0,110929.0,9576700.0,20.0,10914574.0,8000.0,1793100.0,,40865746.0,593100.0,,,235000.0,1853000.0,250200.0,939050.0,500.0,526499.0,591572.0,97383.0,,544.0,1091111.0,738.0,274000.0,231700.0,,2750000.0,411400.0,,800.0,153385.0,,6131587.0,,,101984.0,3000.0,,214582.0,,546295.0,62460.0,35245.0,627.0,,,,1596000.0,150.0,,245000.0,,3034078.0,24654.0,-1.0
1975,62250000.0,,12161874.0,11982000.0,7673440.0,,3500.0,,158059.0,4860190.0,,3487.0,550.0,,935000.0,310000.0,1788180.0,5000.0,3000.0,1800.0,106000.0,,4007324.0,8570000.0,38900.0,72.0,24104400.0,2337.0,45337.0,64647.0,442.0,,5206500.0,17080608.0,14830000.0,50016.0,723572.0,13000.0,698900.0,,72.0,,2120000.0,4202464.0,15013000.0,96933.0,2033265.0,18000.0,,2000.0,,,65000.0,1550061.0,2798219.0,4403800.0,5507000.0,,57886448.0,4302900.0,45310000.0,32512.0,126324.0,2303.0,,,527793.0,45382.0,,945188.0,7400.0,,51819.0,845400.0,,69000.0,5173.0,,330815.0,,75134.0,116714.0,9480000.0,16.0,9749836.0,14000.0,1454630.0,,45313042.0,621500.0,,,269000.0,1574820.0,365700.0,1003070.0,500.0,455662.0,519381.0,121083.0,,635.0,1847793.0,3042.0,243300.0,240700.0,,2850000.0,355500.0,,800.0,132038.0,,4488000.0,,,88134.0,3000.0,,179874.0,,610815.0,61750.0,17872.0,532.0,,,,1792000.0,150.0,,195000.0,,2996135.0,63570.0,-1.0
1976,91086000.0,,12188178.0,11800000.0,8690713.0,,3600.0,,200274.0,6724200.0,,3948.0,570.0,,810000.0,485000.0,3215745.0,6000.0,3000.0,1000.0,108000.0,,5148100.0,11582000.0,45300.0,50.0,28846304.0,3106.0,44640.0,65000.0,194.0,260.0,5744775.0,23587200.0,16577500.0,66654.0,939250.0,13000.0,532490.0,,50.0,,2376000.0,4806956.0,16126000.0,81621.0,1960000.0,18000.0,,2000.0,,,40000.0,1790109.0,3363299.0,5979300.0,6044000.0,,58481200.0,4436200.0,50385008.0,34544.0,127497.0,3008.0,,370.0,709585.0,47864.0,,1233520.0,7600.0,,65268.0,1302400.0,,64000.0,5600.0,,387007.0,,133101.0,218174.0,9105800.0,28.0,9416595.0,12000.0,1764640.0,,50386232.0,654100.0,,,263000.0,2188940.0,280000.0,866470.0,500.0,504938.0,592557.0,141433.0,,919.0,1629687.0,1224.0,205500.0,222400.0,,2936000.0,399600.0,,800.0,92540.0,,4740000.0,,,85674.0,2000.0,,388178.0,,694137.0,69815.0,29251.0,560.0,,,,2248000.0,250.0,,200000.0,,3510835.0,56556.0,-1.0
1977,86668000.0,,9724371.0,9370336.0,9143873.0,,3500.0,,178160.0,6435000.0,,5324.0,600.0,,750000.0,490000.0,2066039.0,4000.0,2000.0,1900.0,115000.0,,5319049.0,5653100.0,29400.0,54.0,29009904.0,3454.0,61381.0,39800.0,1300.0,483.0,5308265.0,19858208.0,16720000.0,62485.0,795361.0,10000.0,605210.0,,54.0,,1766516.0,5213632.0,17450000.0,44661.0,1697000.0,20000.0,,2000.0,14.0,,50000.0,1217214.0,2455774.0,5595100.0,5517200.0,,55671056.0,4064100.0,41075008.0,23368.0,115385.0,3692.0,,787.0,661173.0,55752.0,,1071848.0,7800.0,,77998.0,695700.0,,55000.0,6000.0,,361853.0,,48117.0,259456.0,6238300.0,54.0,10149096.0,13000.0,1522330.0,,41076295.0,294900.0,,,289000.0,1287600.0,318000.0,1219320.0,500.0,173235.0,605645.0,164540.0,,407.0,827123.0,1287.0,220000.0,236400.0,,2652000.0,323300.0,,800.0,124610.0,,5274163.0,,,88332.0,500.0,,354035.0,,229477.0,55610.0,28261.0,558.0,,,,1879000.0,300.0,,250000.0,,3384211.0,76393.0,-1.0
1978,113552000.0,,18418756.0,18090000.0,8367200.0,,3600.0,,175121.0,6102000.0,,5341.0,600.0,,750000.0,490000.0,2690888.0,5000.0,3000.0,2062.0,111000.0,,5677255.0,8469400.0,37700.0,60.0,31749200.0,2983.0,57906.0,28904.0,1300.0,420.0,6029398.0,21136800.0,16764000.0,53320.0,1021690.0,10000.0,428910.0,,60.0,,2704452.0,5600588.0,20967712.0,35705.0,1933000.0,20000.0,,2000.0,242.0,,45000.0,1650696.0,2784660.0,5355000.0,5660000.0,,48322656.0,4806100.0,53840000.0,20320.0,104401.0,3657.0,,1000.0,792250.0,59616.0,,1194808.0,8000.0,,79806.0,909800.0,,70000.0,2742.0,,411270.0,,99295.0,347997.0,9190500.0,105.0,11265143.0,13900.0,1290060.0,,53842395.0,240600.0,,,312000.0,1876450.0,279000.0,892620.0,1000.0,174269.0,642428.0,203052.0,,500.0,1083019.0,2395.0,167000.0,366700.0,,2813000.0,407800.0,,800.0,119928.0,,6610000.0,,,59000.0,275.0,,328756.0,,254700.0,56590.0,37801.0,571.0,,,,1692000.0,180.0,,253000.0,,3466215.0,93692.0,-1.0
1979,84886000.0,,16483028.0,16188000.0,9950000.0,,2900.0,,207268.0,4569000.0,,6528.0,600.0,,680000.0,490530.0,2926764.0,6000.0,2523.0,980.0,115000.0,,3708866.0,8317800.0,41970.0,70.0,35507808.0,3345.0,33629.0,31248.0,1300.0,147.0,4187394.0,17196000.0,17569008.0,16465.0,1014501.0,8000.0,491400.0,,70.0,,2407000.0,3736134.0,19544000.0,41980.0,1856000.0,22000.0,,2000.0,785.0,,40000.0,1319959.0,2286525.0,4512400.0,6025148.0,,58080576.0,4082300.0,62730000.0,13208.0,102060.0,2976.0,,1548.0,835600.0,56764.0,,849921.0,8200.0,,67001.0,684800.0,,87000.0,4600.0,,415230.0,,110000.0,494031.0,8980300.0,120.0,11177128.0,5000.0,1003050.0,,62732521.0,208400.0,,,165000.0,1796000.0,240000.0,995140.0,700.0,435281.0,589886.0,161963.0,,500.0,1080435.0,2521.0,133200.0,541300.0,,2663000.0,422800.0,,1000.0,150426.0,,7168000.0,,,88000.0,150.0,,295028.0,,252160.0,67755.0,58253.0,415.0,,,,2087000.0,200.0,,252000.0,,3354760.0,41640.0,-1.0
1980,92500000.0,,11161768.0,10856000.0,10856500.0,,3100.0,,215674.0,6264000.0,,9765.0,600.0,,869000.0,495900.0,2701613.0,6000.0,3000.0,1000.0,99000.0,,6077330.0,7974700.0,45690.0,250.0,31830000.0,4352.0,28194.0,31113.0,1300.0,323.0,4175486.0,19292000.0,16554000.0,133535.0,906472.0,7000.0,537446.0,,250.0,,2970000.0,5386000.0,23781008.0,91957.0,1736440.0,24000.0,,2000.0,906.0,,20000.0,2225800.0,2784914.0,5091000.0,5849800.0,,64799504.0,6039500.0,55210000.0,13208.0,77148.0,2175.0,,1518.0,882174.0,58128.0,,1200599.0,8500.0,,65000.0,975600.0,,90000.0,5600.0,,439990.0,,140500.0,822706.0,9156000.0,127.0,11253864.0,17000.0,1193320.0,,55212839.0,356700.0,,,231000.0,1811000.0,229800.0,966000.0,700.0,306577.0,652372.0,191234.0,,500.0,1511426.0,2839.0,253200.0,582800.0,,2550000.0,394400.0,,1500.0,141732.0,,8470000.0,,,73000.0,359.0,,305768.0,,432775.0,60140.0,83679.0,437.0,,,,1472000.0,210.0,,272000.0,,3846572.0,90852.0,-1.0
1981,76650000.0,,16685723.0,16360000.0,11474600.0,,3100.0,,214400.0,5281000.0,,11835.0,1000.0,,963000.0,488700.0,2209631.0,5600.0,10000.0,1700.0,114000.0,,4613863.0,8369600.0,62300.0,260.0,36312608.0,4845.0,16993.0,41431.0,1300.0,300.0,4203256.0,24802000.0,17050000.0,50613.0,925978.0,6000.0,613227.0,,260.0,,2932000.0,4324783.0,23762000.0,57128.0,1938327.0,26000.0,,2000.0,757.0,,22000.0,2086953.0,3193234.0,4270000.0,5652852.0,,75806304.0,3408500.0,59640000.0,10668.0,116678.0,1042.0,,1518.0,882055.0,55300.0,,1025011.0,9300.0,,57700.0,902000.0,,95000.0,7000.0,,477190.0,,123110.0,1092513.0,8830300.0,130.0,11254906.0,8000.0,1066310.0,,59642710.0,235000.0,,,218000.0,892000.0,295500.0,685970.0,700.0,387768.0,834765.0,183516.0,,688.0,1218380.0,2710.0,215000.0,587400.0,,2470000.0,408600.0,,2000.0,187231.0,,8710000.0,,,84581.0,359.0,,325723.0,,318631.0,66620.0,98895.0,420.0,,,,2356000.0,300.0,,286000.0,,4442757.0,116763.0,-1.0
