,Samoa,USSR,Burkina Faso,France,Fiji,Australia,Panama,Pakistan,Slovakia,Thailand,Ethiopia,Kenya,Guyana,Yemen,Romania,Serbia,Lao People's Democratic Republic,Zambia,Nigeria,Lebanon,Somalia,Togo,Tunisia,Albania,Brazil,Chad,Mozambique,Niger,Democratic People's Republic of Korea,Australia & New Zealand,El Salvador,Congo,Canada,Colombia,Spain,Central African Republic,Tajikistan,India,Jamaica,Ecuador,Swaziland,Indonesia,Poland,Argentina,Turkey,Jordan,Belgium-Luxembourg,Angola,Ethiopia PDR,Melanesia,The former Yugoslav Republic of Macedonia,Malaysia,Greece,Czechoslovakia,Haiti,Republic of Korea,Democratic Republic of the Congo,New Zealand,Mali,United Arab Emirates,Montenegro,Republic of Moldova,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Kazakhstan,Ghana,"China, mainland",Singapore,Madagascar,Cyprus,Peru,Rwanda,Bosnia and Herzegovina,Cameroon,Hungary,Guatemala,Cuba,Austria,Puerto Rico,United States of America,Bhutan,Turkmenistan,Solomon Islands,Philippines,Iraq,Libya,Timor-Leste,United Republic of Tanzania,Burundi,Belgium,Nepal,Czechia,Costa Rica,Bangladesh,Italy,Senegal,Germany,Uganda,Benin,Sweden,Uzbekistan,China,Cambodia,Serbia and Montenegro,Armenia,Morocco,Switzerland,Chile,Honduras,Uruguay,Zimbabwe,Kyrgyzstan,Malawi,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Trinidad and Tobago,Georgia,Azerbaijan,Mauritius,Nicaragua,Oman,Viet Nam,Russian Federation,Portugal,Bolivia (Plurinational State of),Paraguay,Saint Vincent and the Grenadines,Venezuela (Bolivarian Republic of),American Samoa,Mexico,Guinea,Ukraine,South Africa,Guadeloupe,Sri Lanka,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Myanmar,Occupied Palestinian Territory,Sierra Leone
1971,27.0,177800.0,1600.0,19732.0,260.0,10886.0,640.0,60700.0,,88600.0,,500.0,111.0,4607.0,32900.0,,6200.0,5634.0,38040.0,7614.0,200.0,4000.0,3237.0,17840.0,241323.0,70.0,5666.0,750.0,33000.0,12883.0,1100.0,1800.0,39472.0,23000.0,15800.0,1401.0,,446900.0,1000.0,1800.0,356.0,135212.0,42000.0,64700.0,335627.0,4310.0,711.0,6475.0,3900.0,330.0,,3990.0,90600.0,3644.0,160.0,40974.0,12000.0,1997.0,175.0,250.0,,,21043.0,12980.0,49189.0,14791.0,,2183.0,392000.0,372.0,7000.0,1739.0,2435.0,1100.0,,6584.0,14237.0,4100.0,46200.0,272.0,1297.0,338960.0,,,70.0,75790.0,14653.0,728.0,150.0,16300.0,1500.0,,9090.0,,1646.0,43700.0,43260.0,,6886.0,6070.0,1401.0,,,400666.0,14100.0,,,2833.0,721.0,2428.0,4700.0,438.0,45266.0,,50290.0,5990.0,8666.0,1875.0,52.0,66100.0,,221.0,,,413.0,1119.0,1000.0,20800.0,,5000.0,1650.0,16100.0,,9888.0,4.0,50198.0,1630.0,,36000.0,12.0,13000.0,8000.0,31.0,,115390.0,54035.0,-1.0,
1972,30.0,185200.0,1600.0,20362.0,256.0,9955.0,470.0,50604.0,,100000.0,,500.0,134.0,4607.0,39600.0,,6200.0,4921.0,24000.0,7778.0,225.0,4000.0,1691.0,19000.0,251269.0,141.0,5261.0,630.0,33000.0,11906.0,1100.0,1900.0,41797.0,26300.0,16800.0,1462.0,,458300.0,1000.0,1330.0,410.0,175510.0,46000.0,68400.0,352383.0,2873.0,705.0,6070.0,4200.0,326.0,,8041.0,84100.0,3580.0,160.0,58147.0,11700.0,1951.0,300.0,200.0,,,25100.0,15410.0,56955.0,19207.0,,2509.0,422000.0,243.0,5310.0,1699.0,3065.0,1100.0,,6350.0,15457.0,4400.0,79700.0,288.0,1965.0,340902.0,,,70.0,78070.0,11088.0,692.0,120.0,20600.0,1500.0,,9110.0,,1892.0,41066.0,47433.0,22.0,7254.0,6900.0,1531.0,,,429876.0,14100.0,,,2900.0,690.0,2991.0,5058.0,358.0,50286.0,,55564.0,5090.0,7876.0,1575.0,78.0,62500.0,,272.0,,,436.0,1175.0,410.0,13700.0,,5000.0,1850.0,17500.0,,8913.0,4.0,38676.0,1630.0,,40306.0,20.0,13000.0,7635.0,34.0,,121634.0,66314.0,-1.0,
1973,33.0,186500.0,1600.0,20602.0,240.0,9600.0,650.0,43994.0,,98700.0,,500.0,104.0,4807.0,51800.0,,6300.0,5413.0,23000.0,7740.0,225.0,4000.0,1845.0,18100.0,235245.0,97.0,5666.0,535.0,33000.0,11339.0,1100.0,2000.0,48912.0,26200.0,15900.0,1625.0,,444900.0,1000.0,1422.0,507.0,175723.0,48315.0,74200.0,322840.0,3287.0,578.0,6070.0,4300.0,310.0,,8338.0,83621.0,3503.0,161.0,55542.0,12400.0,1739.0,400.0,180.0,,,31430.0,16566.0,56941.0,14035.0,,3171.0,444000.0,310.0,5410.0,401.0,3135.0,1200.0,,6150.0,16920.0,5200.0,72100.0,236.0,1403.0,359760.0,,,70.0,84020.0,9850.0,667.0,150.0,24400.0,1700.0,,9275.0,,2381.0,47086.0,49901.0,107.0,7236.0,6500.0,1379.0,,,451826.0,7500.0,,,2970.0,709.0,2342.0,2023.0,425.0,49687.0,,50141.0,3650.0,7826.0,1200.0,81.0,59400.0,,374.0,,,459.0,1177.0,410.0,15000.0,,5000.0,1980.0,20400.0,,9087.0,4.0,39055.0,1630.0,,38000.0,24.0,13000.0,8000.0,37.0,,119238.0,63132.0,-1.0,
1974,37.0,186100.0,1500.0,20456.0,230.0,9278.0,690.0,46531.0,,111000.0,,534.0,103.0,4807.0,53300.0,,5048.0,6739.0,25500.0,7527.0,225.0,4000.0,2826.0,19000.0,240976.0,87.0,5700.0,1000.0,33000.0,11029.0,1150.0,2000.0,50118.0,25500.0,14000.0,1933.0,,461500.0,779.0,1980.0,260.0,175046.0,52255.0,83400.0,230149.0,4276.0,495.0,6070.0,4300.0,304.0,,9870.0,84200.0,3678.0,190.0,54323.0,12800.0,1751.0,500.0,170.0,,,30551.0,15574.0,56886.0,10980.0,,4081.0,471000.0,279.0,3935.0,,3700.0,1300.0,,5493.0,16721.0,5800.0,69918.0,251.0,1867.0,389545.0,,,74.0,87080.0,11865.0,663.0,,25000.0,1700.0,,5422.0,,2721.0,46392.0,49242.0,92.0,7044.0,6900.0,1429.0,,,478921.0,12000.0,,,3920.0,752.0,2507.0,3223.0,640.0,59802.0,,51563.0,3090.0,7921.0,1100.0,78.0,55900.0,,272.0,,,579.0,1260.0,450.0,17000.0,,5000.0,2200.0,24200.0,,9756.0,3.0,42619.0,1600.0,,37000.0,28.0,13000.0,9000.0,40.0,,123339.0,40838.0,-1.0,
1975,40.0,180600.0,1600.0,20274.0,230.0,9248.0,850.0,54242.0,,142900.0,,738.0,102.0,4812.0,57300.0,,6800.0,8723.0,31984.0,7722.0,225.0,4000.0,5320.0,20000.0,253736.0,110.0,2520.0,1800.0,33000.0,11012.0,1755.0,1508.0,41610.0,34100.0,14500.0,2441.0,,380600.0,779.0,2073.0,561.0,198657.0,50398.0,87700.0,241508.0,4186.0,489.0,6100.0,4300.0,306.0,,14448.0,97000.0,3524.0,183.0,53905.0,13000.0,1764.0,500.0,160.0,,,23100.0,17203.0,63479.0,14069.0,,3100.0,565000.0,231.0,4430.0,21.0,3625.0,1500.0,,4265.0,15591.0,5327.0,69270.0,251.0,921.0,439766.0,,,76.0,84720.0,10013.0,738.0,,24300.0,1700.0,,6716.0,,2464.0,45624.0,56539.0,10.0,7006.0,7200.0,1290.0,,,573594.0,12000.0,,,4140.0,718.0,4424.0,3791.0,494.0,66631.0,,50171.0,3050.0,8594.0,890.0,81.0,58800.0,,219.0,,,594.0,1680.0,450.0,19100.0,,5000.0,2135.0,20600.0,,11064.0,3.0,40221.0,1650.0,,39000.0,26.0,9883.0,9000.0,43.0,,127013.0,43793.0,-1.0,89.0
1976,40.0,195700.0,1650.0,21705.0,270.0,9200.0,950.0,44882.0,,146298.0,,1378.0,81.0,5068.0,52600.0,,10352.0,9521.0,27702.0,7722.0,250.0,4000.0,3769.0,24000.0,280373.0,130.0,2520.0,1100.0,33000.0,10975.0,1413.0,2100.0,37417.0,38100.0,16200.0,2533.0,,368200.0,884.0,2600.0,582.0,198608.0,59489.0,79000.0,315315.0,3329.0,462.0,6000.0,4500.0,348.0,,8249.0,114400.0,3510.0,182.0,54745.0,13300.0,1775.0,500.0,150.0,,,25000.0,17622.0,69853.0,17000.0,,3200.0,667000.0,303.0,4708.0,185.0,4025.0,1500.0,,4343.0,15409.0,5922.0,70749.0,236.0,1179.0,423659.0,,,78.0,86280.0,8474.0,750.0,0.0,28600.0,1700.0,,6740.0,,2474.0,49200.0,63917.0,20.0,7128.0,4670.0,584.0,,,677257.0,12000.0,,,4140.0,737.0,3722.0,4200.0,950.0,66749.0,,61172.0,2140.0,10257.0,930.0,85.0,63400.0,,201.0,,,537.0,1820.0,450.0,22930.0,,5500.0,2030.0,27800.0,1.0,10616.0,3.0,39919.0,1650.0,,36000.0,25.0,9915.0,9500.0,43.0,,120615.0,53348.0,-1.0,229.0
1977,40.0,194000.0,1700.0,22115.0,300.0,9404.0,920.0,50510.0,,151100.0,,1977.0,96.0,5850.0,51000.0,,11867.0,6250.0,19250.0,7722.0,250.0,4000.0,4028.0,24000.0,311386.0,130.0,2520.0,600.0,33000.0,11251.0,1347.0,1263.0,43971.0,33000.0,14700.0,2654.0,,432400.0,696.0,2140.0,582.0,188370.0,54891.0,75000.0,276550.0,3330.0,472.0,6000.0,4500.0,380.0,,9499.0,105900.0,3550.0,312.0,62803.0,13100.0,1847.0,500.0,130.0,,,28200.0,15331.0,65400.0,13164.0,,400.0,700000.0,330.0,4821.0,211.0,2277.0,1600.0,,4246.0,15832.0,5403.0,64761.0,234.0,1258.0,390840.0,,,80.0,75980.0,12500.0,795.0,,29100.0,1700.0,,6964.0,,2231.0,68053.0,58808.0,20.0,6928.0,5557.0,946.0,,,709992.0,12000.0,,,3943.0,740.0,3935.0,5798.0,998.0,57716.0,,66611.0,2270.0,9992.0,1310.0,90.0,64500.0,,90.0,,,541.0,1829.0,450.0,24030.0,,6000.0,2005.0,29800.0,13.0,10624.0,2.0,40439.0,1700.0,,46000.0,25.0,9500.0,8400.0,42.0,,121793.0,68554.0,-1.0,294.0
1978,40.0,178000.0,1800.0,20500.0,148.0,8534.0,1100.0,53155.0,,152040.0,,2000.0,95.0,6019.0,50100.0,,2970.0,4000.0,23880.0,7722.0,250.0,4000.0,4182.0,22000.0,328313.0,135.0,2600.0,610.0,34000.0,10429.0,1500.0,1300.0,48522.0,29300.0,16300.0,2545.0,,504400.0,701.0,2790.0,582.0,175557.0,43750.0,62000.0,299299.0,4440.0,475.0,5500.0,4400.0,230.0,,12372.0,102000.0,3664.0,384.0,64410.0,12700.0,1895.0,500.0,135.0,,,39910.0,16080.0,60622.0,12000.0,,700.0,783000.0,360.0,4683.0,290.0,1990.0,1600.0,,4753.0,17551.0,5298.0,55688.0,264.0,1022.0,389990.0,,,82.0,73760.0,11733.0,339.0,,33300.0,2500.0,,7990.0,,1979.0,55517.0,58111.0,10.0,6622.0,4100.0,1049.0,,,791553.0,10500.0,,,4542.0,721.0,4280.0,6495.0,945.0,55921.0,,76522.0,4860.0,8553.0,1080.0,90.0,63600.0,,90.0,,,614.0,1829.0,450.0,29360.0,,6000.0,1910.0,21500.0,35.0,10822.0,2.0,44522.0,1700.0,,46847.0,25.0,11000.0,8500.0,42.0,,114950.0,64594.0,-1.0,559.0
1979,40.0,181000.0,1900.0,19700.0,151.0,8065.0,870.0,47648.0,,81241.0,,3008.0,95.0,5977.0,44300.0,,5140.0,4700.0,20530.0,6000.0,275.0,4000.0,3657.0,20000.0,326049.0,140.0,2600.0,915.0,35000.0,9783.0,2357.0,1500.0,36354.0,31000.0,18415.0,2019.0,,409300.0,798.0,2721.0,342.0,208468.0,42977.0,75000.0,232505.0,4932.0,524.0,5000.0,4400.0,235.0,,12495.0,95900.0,3860.0,384.0,55742.0,15000.0,1718.0,600.0,140.0,,,36525.0,13117.0,58753.0,17000.0,,500.0,625000.0,372.0,6394.0,312.0,1544.0,1700.0,,4045.0,16294.0,5648.0,51600.0,258.0,1022.0,334950.0,,,84.0,66550.0,9700.0,400.0,,28000.0,3000.0,,7590.0,,1968.0,49798.0,59995.0,,6293.0,3700.0,876.0,,,633516.0,8000.0,,,5237.0,730.0,2981.0,8646.0,914.0,60413.0,,80075.0,4130.0,8516.0,1170.0,75.0,62300.0,,100.0,,,761.0,1995.0,400.0,21880.0,,4300.0,1745.0,20500.0,70.0,14660.0,2.0,46374.0,1750.0,,39691.0,8.0,13000.0,8500.0,42.0,,115416.0,60488.0,-1.0,529.0
1980,40.0,178800.0,1950.0,18500.0,196.0,7526.0,1037.0,49900.0,,90494.0,,3483.0,100.0,6358.0,43600.0,,4000.0,4500.0,20680.0,5000.0,275.0,4000.0,4153.0,20500.0,316427.0,140.0,2700.0,900.0,36000.0,9039.0,2354.0,1559.0,46390.0,28500.0,19500.0,1220.0,,425400.0,892.0,2293.0,271.0,141225.0,51680.0,55900.0,222997.0,6288.0,436.0,4000.0,4500.0,282.0,,13243.0,89307.0,3889.0,455.0,45873.0,15400.0,1513.0,550.0,127.0,,,30205.0,13467.0,57447.0,23000.0,,500.0,512000.0,134.0,5120.0,341.0,2258.0,1700.0,,4438.0,14442.0,5913.0,53400.0,258.0,629.0,372700.0,50.0,,86.0,61040.0,10850.0,400.0,,27000.0,3300.0,,7520.0,,1584.0,45091.0,60984.0,,6313.0,3300.0,485.0,,,520433.0,8500.0,,,5751.0,769.0,2168.0,9605.0,780.0,64068.0,,63239.0,4380.0,8433.0,880.0,71.0,60800.0,,24.0,,,876.0,1645.0,500.0,30480.0,,3500.0,1855.0,15000.0,80.0,8886.0,1.0,42104.0,1800.0,,37691.0,0.0,15692.0,8600.0,41.0,,108066.0,57852.0,-1.0,500.0
1981,40.0,167000.0,2000.0,16800.0,170.0,7113.0,1050.0,42900.0,,86497.0,,3763.0,100.0,6527.0,39400.0,,4391.0,2973.0,16266.0,3350.0,280.0,4000.0,5060.0,21400.0,297564.0,140.0,2700.0,1000.0,37000.0,8140.0,2380.0,1500.0,47356.0,30100.0,20300.0,1200.0,,451500.0,1214.0,1543.0,532.0,204026.0,48588.0,46500.0,177166.0,8424.0,482.0,3500.0,4500.0,258.0,,12963.0,89852.0,3739.0,460.0,40512.0,15800.0,1027.0,420.0,180.0,,,32750.0,12884.0,55876.0,24000.0,,2000.0,757000.0,34.0,3736.0,332.0,2330.0,1800.0,,1830.0,17597.0,4867.0,66200.0,229.0,472.0,395200.0,50.0,,88.0,68196.0,12000.0,380.0,,26627.0,3300.0,,7210.0,,2100.0,51388.0,60661.0,,5990.0,600.0,809.0,,,765477.0,9100.0,,,6211.0,761.0,2249.0,9792.0,764.0,39760.0,,65257.0,4300.0,8477.0,770.0,78.0,59000.0,,60.0,,,741.0,2221.0,664.0,25260.0,,3000.0,1550.0,7646.0,80.0,11248.0,1.0,36360.0,1800.0,,31000.0,,14780.0,8800.0,41.0,,106377.0,56657.0,-1.0,500.0
1982,40.0,188000.0,2000.0,15400.0,208.0,6644.0,960.0,43134.0,,87680.0,,4417.0,100.0,6742.0,35100.0,,4400.0,2619.0,16060.0,3320.0,285.0,4000.0,5800.0,20900.0,317231.0,140.0,2700.0,1000.0,38000.0,7114.0,2450.0,1500.0,31166.0,30900.0,21600.0,1300.0,,443800.0,1055.0,1727.0,420.0,210026.0,48445.0,55200.0,206113.0,7640.0,476.0,3500.0,4550.0,298.0,,12744.0,92600.0,3804.0,606.0,42757.0,16300.0,470.0,300.0,183.0,,,35485.0,13564.0,61121.0,22000.0,,2800.0,1124000.0,30.0,3900.0,127.0,1920.0,1800.0,,2720.0,15394.0,5147.0,69800.0,240.0,118.0,369500.0,50.0,,90.0,70157.0,12525.0,385.0,,22055.0,3300.0,,6840.0,,1100.0,55004.0,64578.0,,5986.0,1100.0,408.0,,,1133330.0,9200.0,,,6681.0,735.0,1954.0,9928.0,856.0,46632.0,,66879.0,4010.0,9330.0,970.0,110.0,53900.0,,60.0,,,386.0,1610.0,400.0,24780.0,,900.0,1340.0,9700.0,80.0,10277.0,1.0,42989.0,1900.0,,30027.0,,15594.0,9000.0,41.0,,103322.0,55407.0,-1.0,500.0
1983,40.0,190000.0,2000.0,14300.0,165.0,6669.0,694.0,41313.0,,94000.0,,5299.0,120.0,6710.0,34600.0,,3090.0,3174.0,13550.0,3350.0,290.0,4000.0,4860.0,20900.0,311759.0,140.0,2700.0,1100.0,40000.0,7409.0,2266.0,700.0,47159.0,28800.0,22200.0,632.0,,502700.0,985.0,1141.0,420.0,201294.0,52337.0,59800.0,229544.0,8370.0,485.0,3500.0,4600.0,255.0,,11267.0,91300.0,3830.0,606.0,36009.0,16800.0,740.0,240.0,195.0,,,29896.0,14200.0,60036.0,20000.0,,3500.0,766960.0,30.0,2250.0,119.0,1921.0,1900.0,,2442.0,13014.0,5500.0,66600.0,248.0,79.0,319380.0,70.0,,90.0,66842.0,14500.0,390.0,,23347.0,3400.0,,8960.0,,1091.0,52369.0,71433.0,,6084.0,3800.0,487.0,,,776061.0,9000.0,,,6700.0,708.0,1857.0,9859.0,846.0,47727.0,,101142.0,3920.0,9101.0,1050.0,110.0,53622.0,,45.0,,,501.0,1470.0,400.0,29800.0,,1300.0,1360.0,12000.0,50.0,9098.0,1.0,37253.0,2000.0,,33641.0,,12810.0,9000.0,41.0,,107722.0,49753.0,-1.0,500.0
1984,40.0,192000.0,2000.0,14200.0,144.0,6504.0,760.0,46200.0,,91000.0,,5000.0,180.0,3084.0,35100.0,,3940.0,2820.0,19000.0,3000.0,300.0,4000.0,3915.0,21000.0,282218.0,140.0,2700.0,1200.0,40000.0,7323.0,744.0,1200.0,40645.0,21129.0,22152.0,706.0,,439700.0,1089.0,2317.0,167.0,156606.0,49821.0,62485.0,188494.0,5650.0,521.0,3500.0,4700.0,234.0,,10568.0,92000.0,3812.0,560.0,38819.0,17200.0,819.0,210.0,120.0,,,32165.0,13600.0,61181.0,20000.0,,4000.0,897000.0,6.0,3656.0,144.0,3018.0,1930.0,,4037.0,12651.0,6300.0,55000.0,267.0,275.0,320400.0,75.0,,90.0,69991.0,14025.0,400.0,,29636.0,3000.0,,9050.0,,1439.0,51673.0,80000.0,,6501.0,3200.0,487.0,,,906075.0,12000.0,,,6500.0,724.0,2503.0,7236.0,880.0,51172.0,,88139.0,4750.0,9075.0,650.0,123.0,53400.0,,65.0,,,515.0,2520.0,400.0,35980.0,,1700.0,1300.0,14200.0,46.0,8265.0,1.0,30933.0,2000.0,,31994.0,,14490.0,9500.0,41.0,,103654.0,58074.0,-1.0,500.0
1985,40.0,186000.0,2000.0,14500.0,179.0,5422.0,740.0,50200.0,,91000.0,,4312.0,200.0,3123.0,35100.0,,3650.0,2108.0,19500.0,3400.0,300.0,4000.0,4348.0,23000.0,268992.0,140.0,2700.0,1200.0,40000.0,6266.0,688.0,350.0,39893.0,17600.0,24500.0,800.0,,436600.0,1094.0,2141.0,167.0,288118.0,52505.0,50629.0,176848.0,3726.0,534.0,3500.0,4800.0,271.0,,16362.0,96940.0,3872.0,560.0,36440.0,17200.0,844.0,480.0,72.0,,,28651.0,12500.0,68383.0,23207.0,,4315.0,1313000.0,9.0,3823.0,201.0,2500.0,1950.0,,1369.0,13335.0,6188.0,63200.0,261.0,197.0,278430.0,80.0,,92.0,60231.0,16500.0,420.0,,18987.0,3500.0,,8550.0,,1684.0,51855.0,80977.0,,6559.0,2900.0,865.0,,,1322052.0,11300.0,,,6500.0,723.0,2780.0,7033.0,930.0,53868.0,,101869.0,3460.0,9052.0,800.0,168.0,47800.0,,50.0,,,535.0,2240.0,378.0,42400.0,,2000.0,1124.0,15800.0,51.0,9461.0,,32844.0,2000.0,,34041.0,,13780.0,10000.0,40.0,,101748.0,61489.0,-1.0,500.0
1986,40.0,165000.0,2000.0,14700.0,144.0,4651.0,900.0,45571.0,,85000.0,,4312.0,100.0,3227.0,34300.0,,3207.0,3840.0,20000.0,3000.0,300.0,4000.0,4607.0,30000.0,276185.0,140.0,2700.0,1300.0,40000.0,5495.0,577.0,400.0,31298.0,18498.0,22400.0,900.0,,397000.0,1175.0,1549.0,167.0,198842.0,50384.0,47956.0,169919.0,2774.0,548.0,3500.0,5000.0,234.0,,16344.0,97000.0,3782.0,560.0,34456.0,6700.0,844.0,450.0,68.0,,,26800.0,13976.0,73114.0,22463.0,,4000.0,1124200.0,6.0,5455.0,147.0,2500.0,2000.0,,2087.0,13074.0,6242.0,62900.0,263.0,118.0,235000.0,85.0,,90.0,64197.0,12150.0,420.0,,21098.0,3500.0,,8680.0,,1146.0,53510.0,79035.0,,6761.0,1400.0,804.0,,,1133245.0,11500.0,,,4000.0,730.0,2630.0,6325.0,800.0,62380.0,,94211.0,3780.0,9045.0,700.0,160.0,47400.0,,75.0,,,600.0,1680.0,392.0,36200.0,,2000.0,1068.0,14100.0,45.0,9892.0,,42269.0,2000.0,,31000.0,,12461.0,10000.0,40.0,,103002.0,53157.0,-1.0,550.0
1987,40.0,161000.0,2000.0,14300.0,79.0,5086.0,800.0,38996.0,,80000.0,,4000.0,100.0,3289.0,34400.0,,5520.0,2465.0,21000.0,2576.0,300.0,4000.0,5374.0,32400.0,294093.0,140.0,2700.0,1300.0,40000.0,5770.0,741.0,350.0,29540.0,21140.0,19500.0,661.0,,389200.0,1175.0,1804.0,167.0,211432.0,48424.0,52658.0,206247.0,2993.0,398.0,4500.0,5100.0,169.0,,12676.0,94520.0,3716.0,565.0,35274.0,6800.0,684.0,500.0,63.0,,,22798.0,15100.0,61204.0,21665.0,,4000.0,1128000.0,7.0,4502.0,171.0,2500.0,2100.0,,1375.0,11501.0,6350.0,55715.0,264.0,39.0,237300.0,90.0,,90.0,68676.0,8900.0,450.0,,26291.0,4000.0,,8820.0,,916.0,46330.0,77450.0,,6735.0,2100.0,549.0,,,1137070.0,12400.0,,,5000.0,710.0,2770.0,6259.0,800.0,58242.0,,97786.0,3940.0,9070.0,570.0,135.0,42300.0,,54.0,,,634.0,1960.0,420.0,38800.0,,1933.0,1014.0,9400.0,44.0,9437.0,,32913.0,2000.0,,26000.0,,10690.0,10000.0,40.0,,90468.0,47826.0,-1.0,600.0
1988,40.0,132000.0,2000.0,13652.0,95.0,5097.0,910.0,41599.0,,70000.0,,4000.0,100.0,3982.0,35200.0,,7127.0,4889.0,21000.0,2458.0,300.0,4000.0,5689.0,31000.0,278953.0,140.0,2700.0,1300.0,40000.0,5701.0,620.0,350.0,29136.0,21400.0,21400.0,456.0,,318000.0,1175.0,1940.0,105.0,187432.0,41773.0,55815.0,237068.0,3546.0,415.0,5500.0,5200.0,187.0,,9621.0,89000.0,3660.0,565.0,31821.0,5200.0,604.0,550.0,62.0,,,22827.0,14400.0,52030.0,14345.0,,4000.0,1554667.0,6.0,5000.0,97.0,2500.0,2300.0,,2000.0,9635.0,5180.0,50360.0,259.0,39.0,256600.0,93.0,,92.0,68430.0,1725.0,460.0,,20515.0,4000.0,,6470.0,,1030.0,47172.0,93809.0,,6678.0,2700.0,873.0,,,1563020.0,11500.0,,,5000.0,690.0,3180.0,6250.0,966.0,56328.0,,93000.0,2580.0,8353.0,400.0,125.0,40000.0,,40.0,,,754.0,1470.0,420.0,39490.0,,1965.0,1020.0,4100.0,40.0,9108.0,,38257.0,2000.0,,25000.0,,11140.0,10000.0,40.0,,87222.0,35722.0,-1.0,600.0
1989,40.0,113000.0,2000.0,11446.0,91.0,4581.0,1130.0,43216.0,,56716.0,,4000.0,100.0,2752.0,34400.0,,8088.0,5031.0,21220.0,1954.0,300.0,4000.0,5350.0,27000.0,287001.0,140.0,2700.0,1400.0,40000.0,5062.0,544.0,400.0,30600.0,20530.0,25700.0,558.0,,377000.0,1175.0,920.0,38.0,183794.0,29430.0,51896.0,284768.0,3065.0,439.0,4500.0,5500.0,183.0,,12507.0,84000.0,3521.0,565.0,30985.0,5400.0,481.0,550.0,91.0,,,27011.0,14200.0,49506.0,14594.0,,4000.0,1798000.0,6.0,4750.0,125.0,2500.0,2400.0,,1407.0,12127.0,4500.0,47142.0,256.0,40.0,274460.0,95.0,,92.0,63258.0,3175.0,465.0,,22841.0,4000.0,,7300.0,,850.0,45777.0,95165.0,,6849.0,3690.0,512.0,,,1805740.0,11500.0,,,5483.0,670.0,3460.0,7317.0,866.0,57161.0,,89740.0,2800.0,7740.0,380.0,100.0,30550.0,,36.0,,,775.0,1120.0,264.0,28000.0,,2083.0,1060.0,2200.0,30.0,9081.0,,29560.0,2000.0,,25000.0,,9300.0,10000.0,40.0,,72712.0,37123.0,-1.0,600.0
1990,45.0,107000.0,1969.0,10785.0,220.0,5063.0,1083.0,40911.0,,63095.0,,4500.0,100.0,3706.0,16800.0,,11665.0,5071.0,22000.0,1515.0,317.0,3937.0,5395.0,24000.0,274098.0,122.0,2853.0,1378.0,35593.0,5513.0,562.0,300.0,29342.0,19910.0,21093.0,625.0,,413100.0,1175.0,1040.0,76.0,235866.0,27527.0,43931.0,320236.0,3422.0,444.0,3926.0,5600.0,324.0,,10168.0,78796.0,3276.0,540.0,31329.0,5590.0,450.0,541.0,82.0,,,14830.0,12800.0,45559.0,16922.0,,4000.0,1592600.0,6.0,3650.0,101.0,2375.0,2500.0,,210.0,8672.0,9908.0,53171.0,235.0,9.0,296760.0,100.0,,104.0,63200.0,5125.0,480.0,0.0,20574.0,4227.0,,7610.0,,938.0,45070.0,87707.0,0.0,5502.0,4280.0,432.0,0.0,,1600200.0,15600.0,,,5835.0,670.0,4480.0,7200.0,845.0,60103.0,,100110.0,2900.0,7600.0,208.0,65.0,30000.0,,48.0,,,631.0,840.0,409.0,26478.0,,2262.0,1060.0,4300.0,35.0,9009.0,-1.0,21722.0,1969.0,,25000.0,0.0,8920.0,12000.0,45.0,,52897.0,30400.0,-1.0,600.0
1991,43.0,105000.0,1647.0,11595.0,178.0,4902.0,1360.0,43914.0,,62220.0,,5500.0,101.0,3805.0,9900.0,,10213.0,3096.0,18960.0,1500.0,72.0,5110.0,5531.0,11000.0,287266.0,159.0,2768.0,308.0,44295.0,5399.0,560.0,329.0,30374.0,22633.0,23745.0,630.0,,410800.0,1175.0,1400.0,100.0,214838.0,27710.0,57732.0,281701.0,1699.0,453.0,4555.0,5600.0,278.0,,10678.0,81693.0,3142.0,500.0,30671.0,5590.0,497.0,595.0,78.0,,,18450.0,14400.0,45102.0,18189.0,,3500.0,1804670.0,7.0,2769.0,63.0,2227.0,2600.0,,2488.0,12159.0,6344.0,48172.0,216.0,9.0,309060.0,105.0,,100.0,67936.0,1100.0,490.0,0.0,31475.0,5306.0,,7290.0,,819.0,38019.0,84580.0,0.0,2900.0,7000.0,465.0,0.0,,1812216.0,17400.0,,,6000.0,630.0,4710.0,7365.0,893.0,71647.0,,117200.0,2710.0,7546.0,83.0,52.0,28924.0,,48.0,,,622.0,630.0,320.0,37700.0,,2465.0,1065.0,4359.0,50.0,8998.0,-1.0,16851.0,4015.0,,22000.0,0.0,7993.0,15000.0,43.0,,53413.0,34200.0,-1.0,600.0
