,Ukraine,Kenya,"China, Hong Kong SAR","China, Taiwan Province of",Sweden,Malaysia,Israel,Malta,Tunisia,Philippines,Iran (Islamic Republic of),Denmark,Indonesia,Canada,The former Yugoslav Republic of Macedonia,Japan,Pakistan,Switzerland,Iraq,Republic of Korea,Venezuela (Bolivarian Republic of),Belgium,Cyprus,New Zealand,Bulgaria,Australia & New Zealand,United States of America,Bangladesh,Slovenia,Kuwait,Senegal,Czechia,Netherlands,Haiti,Costa Rica,Germany,Austria,Czechoslovakia,United Arab Emirates,Congo,Lebanon,Mexico,Qatar,Romania,Italy,Spain,Egypt,China,Ireland,Colombia,Albania,Portugal,Slovakia,Jamaica,Brunei Darussalam,Occupied Palestinian Territory,Hungary,Greece,Australia,Singapore,France,Jordan,Lithuania,Peru,Finland,"China, mainland",Turkey,Belgium-Luxembourg
1971,-1.0,-1.0,1100.0,-1,790.0,-1.0,35.0,-1.0,2000.0,-1.0,-1.0,103.0,-1.0,295.0,-1.0,24000.0,-1.0,450.0,1425.0,3867.0,-1.0,-1.0,30.0,-1.0,1085.0,186.0,14921.0,1650.0,-1.0,-1.0,-1,-1.0,1600.0,27.0,-1.0,5664.0,302.0,720.0,20.0,-1.0,209.0,-1.0,-1.0,-1.0,9128.0,2100.0,1680.0,81100.0,-1,360.0,-1.0,-1.0,-1.0,160.0,-1.0,-1.0,511.0,2300.0,186.0,-1.0,6000.0,50.0,-1.0,360.0,-1.0,80000.0,14500.0,179.0
1972,-1.0,-1.0,1100.0,-1,850.0,-1.0,40.0,-1.0,2000.0,-1.0,-1.0,133.0,-1.0,433.0,-1.0,23700.0,-1.0,400.0,1473.0,3297.0,-1.0,-1.0,30.0,-1.0,936.0,169.0,14908.0,1700.0,-1.0,-1.0,-1,-1.0,1700.0,28.0,-1.0,4487.0,318.0,900.0,20.0,-1.0,209.0,-1.0,-1.0,-1.0,8602.0,1600.0,2100.0,76100.0,-1,370.0,-1.0,-1.0,-1.0,145.0,-1.0,-1.0,413.0,2400.0,169.0,-1.0,5615.0,53.0,-1.0,265.0,-1.0,75000.0,18800.0,206.0
1973,-1.0,-1.0,1100.0,-1,800.0,-1.0,40.0,-1.0,2300.0,-1.0,-1.0,132.0,-1.0,312.0,-1.0,23000.0,-1.0,450.0,1628.0,3141.0,-1.0,-1.0,30.0,-1.0,837.0,166.0,15224.0,1722.0,-1.0,-1.0,-1,-1.0,1887.0,29.0,-1.0,4159.0,261.0,1000.0,20.0,-1.0,226.0,-1.0,-1.0,-1.0,8774.0,2300.0,2100.0,91100.0,-1,380.0,-1.0,-1.0,-1.0,150.0,-1.0,-1.0,369.0,2347.0,166.0,-1.0,5320.0,69.0,-1.0,260.0,-1.0,90000.0,13100.0,271.0
1974,-1.0,-1.0,1000.0,-1,570.0,-1.0,25.0,-1.0,2300.0,-1.0,-1.0,150.0,-1.0,352.0,-1.0,22600.0,-1.0,550.0,1076.0,3318.0,-1.0,-1.0,35.0,-1.0,796.0,146.0,14046.0,1766.0,-1.0,-1.0,-1,-1.0,2074.0,30.0,-1.0,4377.0,244.0,1000.0,27.0,-1.0,236.0,-1.0,-1.0,-1.0,8670.0,2500.0,1680.0,86000.0,-1,430.0,-1.0,-1.0,-1.0,150.0,-1.0,-1.0,326.0,2500.0,146.0,-1.0,6117.0,145.0,-1.0,570.0,-1.0,85000.0,13300.0,259.0
1975,-1.0,-1.0,554.0,-1,510.0,-1.0,30.0,-1.0,2300.0,-1.0,-1.0,166.0,-1.0,342.0,-1.0,22400.0,-1.0,600.0,1590.0,2885.0,-1.0,-1.0,35.0,69.0,607.0,224.0,13354.0,1999.0,-1.0,12.0,-1,-1.0,1975.0,31.0,-1.0,4155.0,294.0,1105.0,30.0,-1.0,250.0,-1.0,-1.0,-1.0,8246.0,2800.0,2100.0,90554.0,-1,340.0,-1.0,-1.0,-1.0,150.0,-1.0,-1.0,255.0,2500.0,155.0,-1.0,6023.0,10.0,-1.0,540.0,-1.0,90000.0,13500.0,275.0
1976,-1.0,-1.0,534.0,-1,490.0,-1.0,40.0,-1.0,2800.0,-1.0,-1.0,129.0,-1.0,337.0,-1.0,22100.0,-1.0,600.0,1344.0,2899.0,-1.0,-1.0,40.0,66.0,718.0,223.0,12545.0,2088.0,-1.0,10.0,-1,-1.0,1900.0,32.0,-1.0,4572.0,266.0,1103.0,60.0,-1.0,250.0,-1.0,-1.0,-1.0,8308.0,2900.0,2205.0,90534.0,-1,580.0,-1.0,-1.0,-1.0,150.0,-1.0,-1.0,627.0,2800.0,157.0,-1.0,5509.0,26.0,-1.0,540.0,-1.0,90000.0,14000.0,254.0
1977,-1.0,-1.0,619.0,-1,590.0,-1.0,35.0,-1.0,2200.0,-1.0,-1.0,159.0,-1.0,289.0,-1.0,22600.0,-1.0,600.0,1542.0,4181.0,-1.0,-1.0,40.0,67.0,838.0,223.0,12355.0,2102.0,-1.0,10.0,-1,-1.0,1700.0,32.0,-1.0,4264.0,277.0,1151.0,101.0,-1.0,250.0,-1.0,-1.0,-1.0,8750.0,2900.0,2250.0,100619.0,-1,550.0,-1.0,800.0,-1.0,150.0,-1.0,-1.0,485.0,1900.0,156.0,-1.0,5909.0,70.0,-1.0,410.0,-1.0,100000.0,16700.0,287.0
1978,-1.0,-1.0,530.0,-1,570.0,-1.0,38.0,-1.0,2200.0,-1.0,-1.0,160.0,-1.0,430.0,-1.0,23100.0,-1.0,600.0,1301.0,5300.0,-1.0,-1.0,45.0,102.0,835.0,288.0,13128.0,2078.0,-1.0,13.0,-1,-1.0,1700.0,33.0,-1.0,3995.0,237.0,1180.0,200.0,-1.0,250.0,-1.0,-1.0,-1.0,8959.0,3000.0,2289.0,113530.0,-1,500.0,-1.0,700.0,-1.0,160.0,-1.0,-1.0,430.0,2500.0,186.0,-1.0,6003.0,99.0,-1.0,378.0,-1.0,113000.0,14000.0,620.0
1979,-1.0,-1.0,413.0,-1,615.0,-1.0,28.0,-1.0,2100.0,-1.0,-1.0,128.0,-1.0,472.0,-1.0,23400.0,-1.0,600.0,1000.0,5342.0,-1.0,-1.0,45.0,100.0,703.0,285.0,14528.0,2245.0,-1.0,15.0,-1,-1.0,2200.0,35.0,-1.0,3882.0,241.0,974.0,200.0,-1.0,250.0,-1.0,-1.0,-1.0,8454.0,2960.0,2549.0,110413.0,-1,460.0,-1.0,700.0,-1.0,1500.0,-1.0,-1.0,385.0,2150.0,185.0,-1.0,6200.0,8.0,-1.0,322.0,-1.0,110000.0,16600.0,600.0
1980,-1.0,-1.0,367.0,-1,563.0,-1.0,25.0,-1.0,2300.0,-1.0,-1.0,150.0,-1.0,456.0,-1.0,23800.0,4095.0,775.0,725.0,6102.0,-1.0,-1.0,50.0,103.0,336.0,273.0,15172.0,2432.0,-1.0,18.0,-1,-1.0,1800.0,35.0,-1.0,3631.0,248.0,836.0,57.0,-1.0,250.0,323.0,-1.0,-1.0,7963.0,2900.0,2730.0,110367.0,-1,475.0,-1.0,700.0,-1.0,1900.0,-1.0,-1.0,461.0,2400.0,170.0,-1.0,5800.0,79.0,-1.0,383.0,-1.0,110000.0,15000.0,550.0
1981,-1.0,-1.0,330.0,-1,394.0,-1.0,27.0,-1.0,2400.0,-1.0,-1.0,167.0,-1.0,459.0,-1.0,24600.0,4238.0,890.0,425.0,7020.0,-1.0,-1.0,50.0,101.0,341.0,281.0,14407.0,2607.0,-1.0,18.0,-1,-1.0,2200.0,35.0,-1.0,3913.0,254.0,1152.0,76.0,-1.0,250.0,333.0,-1.0,-1.0,7713.0,3100.0,2951.0,120330.0,-1,480.0,-1.0,700.0,-1.0,1600.0,-1.0,-1.0,402.0,2500.0,180.0,-1.0,5500.0,8.0,-1.0,460.0,-1.0,120000.0,22959.0,595.0
1982,-1.0,-1.0,360.0,-1,492.0,-1.0,30.0,-1.0,2400.0,-1.0,-1.0,0.0,26297.0,533.0,-1.0,25200.0,4278.0,938.0,425.0,3936.0,-1.0,-1.0,54.0,213.0,396.0,393.0,14400.0,2785.0,-1.0,15.0,-1,-1.0,2200.0,35.0,-1.0,3550.0,258.0,1222.0,108.0,-1.0,250.0,690.0,-1.0,-1.0,7422.0,3300.0,2515.0,135360.0,-1,490.0,-1.0,700.0,-1.0,1400.0,-1.0,-1.0,360.0,2600.0,180.0,-1.0,6700.0,16.0,-1.0,398.0,-1.0,135000.0,17701.0,617.0
1983,-1.0,-1.0,370.0,-1,408.0,-1.0,28.0,-1.0,2800.0,-1.0,-1.0,0.0,25557.0,567.0,-1.0,25500.0,3379.0,985.0,500.0,3589.0,-1.0,-1.0,54.0,160.0,386.0,328.0,14100.0,2825.0,-1.0,25.0,-1,-1.0,2200.0,35.0,-1.0,4039.0,370.0,1083.0,175.0,-1.0,250.0,453.0,-1.0,-1.0,7544.0,3600.0,2520.0,135370.0,-1,500.0,-1.0,700.0,-1.0,1400.0,-1.0,-1.0,319.0,2800.0,168.0,-1.0,6800.0,62.0,-1.0,450.0,-1.0,135000.0,15614.0,608.0
1984,-1.0,-1.0,380.0,-1,410.0,-1.0,36.0,-1.0,2500.0,-1.0,-1.0,0.0,22795.0,563.0,-1.0,25800.0,3827.0,926.0,575.0,5632.0,-1.0,-1.0,54.0,140.0,396.0,325.0,13200.0,2813.0,-1.0,35.0,-1,-1.0,2500.0,35.0,-1.0,3969.0,370.0,1097.0,148.0,-1.0,300.0,885.0,13.0,-1.0,7612.0,3300.0,2100.0,380.0,-1,500.0,-1.0,800.0,-1.0,1600.0,-1.0,-1.0,254.0,2333.0,185.0,-1.0,7000.0,56.0,-1.0,495.0,-1.0,-1.0,18200.0,1075.0
1985,-1.0,-1.0,400.0,-1,449.0,-1.0,30.0,-1.0,2460.0,-1.0,-1.0,0.0,33000.0,537.0,-1.0,26000.0,4498.0,1119.0,600.0,5972.0,-1.0,-1.0,54.0,150.0,426.0,378.0,13200.0,2875.0,-1.0,36.0,-1,-1.0,2500.0,35.0,-1.0,3787.0,369.0,1173.0,169.0,-1.0,350.0,546.0,11.0,-1.0,7223.0,3232.0,2940.0,140400.0,-1,550.0,-1.0,800.0,-1.0,1500.0,-1.0,-1.0,199.0,2930.0,228.0,-1.0,6900.0,224.0,-1.0,693.0,-1.0,140000.0,17900.0,1255.0
1986,-1.0,-1.0,410.0,-1,482.0,-1.0,28.0,-1.0,2500.0,-1.0,-1.0,0.0,40000.0,409.0,-1.0,26200.0,4853.0,1053.0,525.0,5046.0,-1.0,-1.0,65.0,173.0,385.0,403.0,12600.0,2965.0,-1.0,41.0,-1,-1.0,2000.0,35.0,-1.0,4177.0,367.0,1371.0,125.0,-1.0,400.0,877.0,9.0,-1.0,7569.0,3400.0,2520.0,140410.0,-1,520.0,-1.0,800.0,-1.0,1500.0,-1.0,-1.0,408.0,2543.0,230.0,-1.0,6500.0,76.0,-1.0,760.0,-1.0,140000.0,16700.0,1260.0
1987,-1.0,-1.0,370.0,-1,436.0,-1.0,34.0,-1.0,2400.0,-1.0,-1.0,0.0,37244.0,409.0,-1.0,27200.0,4022.0,942.0,630.0,5071.0,-1.0,-1.0,54.0,171.0,428.0,363.0,12500.0,3220.0,-1.0,45.0,-1,-1.0,1600.0,35.0,-1.0,3311.0,449.0,1227.0,159.0,-1.0,450.0,1187.0,10.0,-1.0,7635.0,3363.0,2520.0,145370.0,-1,460.0,-1.0,850.0,-1.0,1300.0,-1.0,-1.0,705.0,3048.0,192.0,-1.0,6100.0,151.0,-1.0,792.0,-1.0,145000.0,16250.0,1500.0
1988,-1.0,-1.0,850.0,-1,398.0,1000.0,39.0,-1.0,2570.0,-1.0,-1.0,-1.0,40000.0,404.0,-1.0,27500.0,4403.0,1219.0,925.0,5757.0,-1.0,-1.0,74.0,211.0,335.0,401.0,12800.0,3543.0,-1.0,38.0,-1,-1.0,1600.0,35.0,-1.0,3627.0,445.0,1215.0,135.0,-1.0,500.0,1258.0,11.0,-1.0,7183.0,3334.0,2940.0,145850.0,-1,358.0,-1.0,850.0,-1.0,1200.0,-1.0,-1.0,651.0,2900.0,190.0,-1.0,6400.0,109.0,-1.0,810.0,-1.0,145000.0,16900.0,1400.0
1989,-1.0,-1.0,800.0,-1,360.0,1000.0,28.0,-1.0,2300.0,-1.0,-1.0,-1.0,57384.0,370.0,-1.0,27500.0,5361.0,1108.0,1093.0,5448.0,-1.0,-1.0,80.0,211.0,285.0,409.0,13200.0,3750.0,-1.0,44.0,-1,-1.0,1800.0,35.0,-1.0,3693.0,422.0,1295.0,155.0,-1.0,550.0,974.0,15.0,-1.0,6933.0,3423.0,2100.0,155800.0,-1,360.0,-1.0,850.0,-1.0,1400.0,-1.0,-1.0,534.0,2900.0,198.0,-1.0,6000.0,157.0,-1.0,778.0,-1.0,155000.0,16300.0,1400.0
1990,-1.0,-1.0,570.0,-1,337.0,1000.0,29.0,-1.0,2500.0,-1.0,700.0,-1.0,31683.0,417.0,-1.0,27300.0,5162.0,1057.0,1025.0,5237.0,-1.0,-1.0,90.0,225.0,173.0,433.0,12800.0,4014.0,-1.0,40.0,-1,-1.0,1700.0,30.0,-1.0,2930.0,418.0,1169.0,200.0,83.0,600.0,979.0,18.0,-1.0,7573.0,3375.0,2520.0,170570.0,-1,430.0,400.0,875.0,-1.0,750.0,32.0,-1.0,302.0,3284.0,208.0,-1.0,6945.0,134.0,-1.0,771.0,26.0,170000.0,17849.0,1400.0
1991,-1.0,-1.0,650.0,-1,335.0,1000.0,30.0,-1.0,2600.0,-1.0,1256.0,-1.0,31981.0,402.0,-1.0,27400.0,4899.0,1267.0,775.0,6687.0,-1.0,-1.0,78.0,235.0,143.0,462.0,13000.0,3931.0,-1.0,15.0,-1,-1.0,1600.0,31.0,-1.0,2463.0,426.0,1077.0,216.0,85.0,663.0,1206.0,19.0,-1.0,7473.0,3149.0,2516.0,185650.0,-1,188.0,350.0,1010.0,-1.0,850.0,46.0,-1.0,355.0,3100.0,227.0,-1.0,6650.0,314.0,-1.0,784.0,27.0,185000.0,17113.0,1300.0
1992,-1.0,653.0,640.0,-1,335.0,1000.0,33.0,-1.0,2100.0,-1.0,1377.0,-1.0,34677.0,431.0,7.0,27100.0,5281.0,1269.0,1100.0,6403.0,-1.0,-1.0,75.0,250.0,140.0,468.0,13285.0,4140.0,39.0,16.0,-1,-1.0,1393.0,33.0,-1.0,3756.0,325.0,1032.0,271.0,85.0,666.0,951.0,26.0,-1.0,7995.0,3039.0,2223.0,186640.0,-1,200.0,480.0,894.0,-1.0,950.0,37.0,-1.0,581.0,2800.0,218.0,-1.0,6154.0,172.0,-1.0,794.0,31.0,186000.0,16187.0,1500.0
1993,-1.0,558.0,440.0,-1,343.0,1000.0,50.0,-1.0,1250.0,-1.0,1500.0,-1.0,30800.0,428.0,6.0,27400.0,5675.0,1176.0,1200.0,8627.0,-1.0,-1.0,80.0,270.0,130.0,568.0,12990.0,4403.0,43.0,18.0,-1,916.0,1600.0,34.0,-1.0,3483.0,327.0,-1.0,440.0,84.0,700.0,1064.0,27.0,-1.0,8308.0,3020.0,2250.0,230440.0,-1,220.0,540.0,837.0,195.0,1000.0,68.0,-1.0,334.0,3400.0,298.0,-1.0,7012.0,121.0,-1.0,829.0,41.0,230000.0,16503.0,2000.0
1994,-1.0,1636.0,663.0,-1,350.0,1000.0,50.0,-1.0,1300.0,-1.0,1624.0,-1.0,32500.0,447.0,6.0,27300.0,6048.0,1438.0,1150.0,8521.0,-1.0,-1.0,85.0,360.0,200.0,660.0,14090.0,4450.0,42.0,18.0,-1,900.0,1600.0,36.0,-1.0,2950.0,356.0,-1.0,315.0,85.0,720.0,1159.0,32.0,-1.0,8554.0,3000.0,2550.0,280663.0,-1,243.0,550.0,899.0,204.0,1100.0,72.0,-1.0,450.0,3200.0,300.0,-1.0,7765.0,231.0,-1.0,779.0,39.0,280000.0,17500.0,1900.0
1995,-1.0,1628.0,550.0,-1,0.0,1000.0,49.0,-1.0,1331.0,-1.0,1750.0,-1.0,39869.0,502.0,7.0,27000.0,6700.0,1000.0,1200.0,8219.0,-1.0,-1.0,95.0,480.0,300.0,810.0,13700.0,4450.0,43.0,19.0,-1,785.0,1500.0,38.0,-1.0,3225.0,350.0,-1.0,244.0,86.0,950.0,1086.0,45.0,-1.0,7959.0,2678.0,2738.0,295550.0,-1,239.0,550.0,886.0,220.0,1061.0,90.0,-1.0,384.0,3200.0,330.0,-1.0,8017.0,220.0,-1.0,783.0,41.0,295000.0,18500.0,2000.0
1996,-1.0,1542.0,600.0,-1,350.0,1000.0,55.0,-1.0,850.0,-1.0,1878.0,-1.0,38182.0,526.0,6.0,26500.0,7000.0,1317.0,1000.0,7377.0,-1.0,-1.0,100.0,520.0,400.0,870.0,13520.0,4850.0,46.0,19.0,-1,702.0,1600.0,40.0,-1.0,3889.0,342.0,-1.0,192.0,87.0,1100.0,1192.0,39.0,-1.0,8000.0,2700.0,2716.0,360600.0,-1,280.0,500.0,844.0,194.0,1093.0,100.0,214.0,238.0,3200.0,350.0,-1.0,7697.0,300.0,-1.0,748.0,25.0,360000.0,18775.0,2000.0
1997,-1.0,2471.0,562.0,-1,0.0,1100.0,57.0,-1.0,1100.0,-1.0,2008.0,-1.0,35068.0,457.0,7.0,26100.0,7244.0,1349.0,1100.0,8268.0,-1.0,-1.0,110.0,420.0,500.0,820.0,14980.0,5048.0,46.0,19.0,-1,592.0,1800.0,42.0,3.0,3825.0,478.0,-1.0,265.0,90.0,842.0,1345.0,48.0,-1.0,8161.0,2683.0,2665.0,380562.0,-1,300.0,550.0,858.0,218.0,875.0,100.0,178.0,475.0,3000.0,400.0,-1.0,7000.0,228.0,-1.0,1111.0,36.0,380000.0,19000.0,2100.0
1998,-1.0,1643.0,549.0,-1,-1.0,1300.0,60.0,10.0,1014.0,-1.0,2141.0,-1.0,38344.0,551.0,8.0,25800.0,7440.0,1240.0,1150.0,7958.0,-1.0,-1.0,120.0,300.0,600.0,750.0,14370.0,5176.0,40.0,24.0,-1,488.0,2200.0,44.0,3.0,3505.0,303.0,-1.0,302.0,88.0,400.0,1281.0,34.0,-1.0,7102.0,3083.0,2577.0,400549.0,-1,320.0,550.0,851.0,245.0,870.0,95.0,170.0,438.0,3000.0,450.0,-1.0,7279.0,223.0,-1.0,615.0,39.0,400000.0,20000.0,2300.0
1999,-1.0,1734.0,539.0,-1,-1.0,1600.0,62.0,10.0,950.0,-1.0,2274.0,-1.0,34614.0,632.0,7.0,25500.0,7351.0,1391.0,1050.0,6568.0,-1.0,-1.0,115.0,310.0,600.0,784.0,16070.0,5260.0,39.0,21.0,-1,750.0,2300.0,46.0,4.0,3458.0,284.0,-1.0,963.0,89.0,300.0,1756.0,31.0,500.0,6779.0,3200.0,2431.0,435539.0,-1,376.0,550.0,845.0,260.0,870.0,105.0,133.0,441.0,3100.0,474.0,-1.0,7085.0,237.0,-1.0,677.0,49.0,435000.0,21000.0,2060.0
2000,-1.0,1372.0,500.0,-1,-1.0,1800.0,50.0,12.0,1000.0,-1.0,2410.0,-1.0,31134.0,588.0,6.0,25200.0,6979.0,1394.0,1150.0,7441.0,-1.0,3400.0,115.0,462.0,400.0,962.0,17701.0,5666.0,34.0,26.0,-1,550.0,2100.0,48.0,4.0,3811.0,302.0,-1.0,3052.0,90.0,98.0,1700.0,31.0,517.0,6909.0,3291.0,2619.0,500500.0,-1,500.0,600.0,869.0,181.0,736.0,135.0,136.0,352.0,3100.0,500.0,-1.0,6134.0,153.0,-1.0,666.0,54.0,500000.0,21500.0,-1.0
2001,-1.0,1447.0,522.0,-1,-1.0,2000.0,56.0,15.0,1027.0,-1.0,2547.0,-1.0,31306.0,690.0,7.0,24700.0,7166.0,172.0,982.0,7884.0,-1.0,3600.0,115.0,460.0,277.0,1010.0,16345.0,5666.0,41.0,27.0,-1,440.0,2177.0,50.0,5.0,3525.0,323.0,-1.0,47.0,91.0,105.0,2151.0,5.0,700.0,7089.0,2712.0,2378.0,540522.0,-1,94.0,650.0,874.0,99.0,741.0,134.0,216.0,360.0,3000.0,550.0,-1.0,6368.0,63.0,-1.0,618.0,62.0,540000.0,21830.0,-1.0
2002,-1.0,862.0,517.0,-1,-1.0,2500.0,70.0,17.0,1013.0,-1.0,2686.0,-1.0,32365.0,643.0,8.0,24400.0,7145.0,179.0,1100.0,6810.0,88.0,3800.0,115.0,396.0,928.0,996.0,17450.0,5666.0,35.0,15.0,-1,385.0,1968.0,53.0,5.0,3257.0,385.0,-1.0,38.0,92.0,280.0,1829.0,5.0,576.0,6732.0,3060.0,2355.0,600517.0,-1,106.0,650.0,879.0,135.0,665.0,144.0,151.0,402.0,3400.0,600.0,-1.0,5778.0,260.0,-1.0,642.0,72.0,600000.0,22500.0,-1.0
