,Iraq,"China, Taiwan Province of",United Arab Emirates,Saudi Arabia,Philippines,Syrian Arab Republic,Martinique,Lao People's Democratic Republic,Indonesia,The former Yugoslav Republic of Macedonia,Greece,Zimbabwe,Iran (Islamic Republic of),Republic of Korea,Melanesia,Australia & New Zealand,Barbados,Guatemala,French Polynesia,El Salvador,American Samoa,Haiti,Ukraine,Guinea,Israel,Fiji,Wallis and Futuna Islands,Kuwait,Switzerland,Uruguay,Azerbaijan,Egypt,Sudan (former),China,Colombia,Libya,Lebanon,Occupied Palestinian Territory,Chile,Hungary,Montenegro,Kazakhstan,South Africa,Guam,Portugal,Brazil,Micronesia,"China, mainland",Costa Rica,Peru,Yemen,Cameroon,Grenada,Malta,Dominican Republic,South Sudan,Namibia,Denmark,Canada,Japan,Afghanistan,Australia,Venezuela (Bolivarian Republic of),Cyprus,Antigua and Barbuda,Spain,New Zealand,Bahrain,Belize,France,United States of America,Bangladesh,Sudan,Djibouti,Pakistan,Czechoslovakia,Cuba,Czechia,Argentina,Paraguay,Democratic People's Republic of Korea,India,Guadeloupe,Austria,Niger,Morocco,Qatar,Mexico,Romania,Ecuador,Honduras,Jordan,Puerto Rico,Tunisia,Albania,Slovakia,Jamaica,Solomon Islands,Italy,Polynesia,Réunion,Panama,Ghana,Netherlands,Oman,Turkey,Republic of Moldova,Belgium-Luxembourg
1971,177435.0,53043.0,1814.0,27811.0,2000.0,86546.0,-1.0,1900.0,-1.0,-1.0,94680.0,-1.0,200000.0,99420.0,800.0,15469.0,-1.0,-1.0,55.0,10105.0,-1.0,2500.0,-1.0,-1.0,29500.0,400.0,60.0,3994.0,-1.0,2800.0,-1.0,270000.0,9000.0,1273043.0,6700.0,6661.0,1155.0,-1.0,137000.0,16763.0,-1,-1.0,19217.0,-1.0,15530.0,6069.0,-1.0,1220000.0,-1.0,9299.0,-1.0,-1.0,-1.0,2000.0,980.0,-1.0,-1.0,920.0,1876.0,220000.0,22700.0,15219.0,-1.0,7620.0,20.0,671800.0,250.0,9.0,-1.0,150390.0,654122.0,106746.0,-1.0,-1.0,140000.0,3858.0,11109.0,-1.0,44440.0,18460.0,40000.0,200000.0,100.0,-1,-1.0,120000.0,-1.0,175155.0,144600.0,2207.0,556.0,6600.0,-1.0,47000.0,-1.0,-1.0,-1.0,400.0,281500.0,115.0,-1.0,62.0,-1.0,3878.0,-1.0,1370000.0,-1.0,-1
1972,145412.0,48720.0,337.0,4710.0,2000.0,129947.0,-1.0,2000.0,-1.0,-1.0,103979.0,-1.0,200000.0,91211.0,710.0,20246.0,-1.0,-1.0,56.0,11400.0,-1.0,2550.0,-1.0,-1.0,34200.0,300.0,60.0,3468.0,-1.0,2800.0,-1.0,251000.0,8000.0,1198720.0,6900.0,11599.0,1246.0,-1.0,125000.0,16611.0,-1,-1.0,21319.0,-1.0,13780.0,7229.0,-1.0,1150000.0,-1.0,10362.0,-1.0,-1.0,-1.0,1429.0,416.0,-1.0,-1.0,1066.0,749.0,242400.0,20600.0,20046.0,-1.0,6908.0,24.0,754200.0,200.0,9.0,-1.0,155380.0,696351.0,99700.0,-1.0,-1.0,156000.0,3913.0,15178.0,-1.0,40300.0,18830.0,40000.0,220000.0,100.0,-1,-1.0,120000.0,-1.0,206912.0,146500.0,10462.0,576.0,14347.0,-1.0,43600.0,-1.0,-1.0,-1.0,410.0,290300.0,116.0,-1.0,200.0,-1.0,3400.0,-1.0,1350000.0,-1.0,-1
1973,108845.0,56348.0,388.0,888.0,2000.0,38537.0,-1.0,2000.0,-1.0,-1.0,102919.0,-1.0,230000.0,95270.0,720.0,19005.0,-1.0,-1.0,57.0,11500.0,-1.0,2600.0,-1.0,-1.0,27000.0,300.0,60.0,2678.0,-1.0,2850.0,-1.0,251000.0,10000.0,1336348.0,7000.0,16585.0,1147.0,-1.0,122000.0,12262.0,-1,-1.0,16235.0,-1.0,17500.0,7296.0,-1.0,1280000.0,-1.0,6737.0,-1.0,-1.0,-1.0,1843.0,475.0,-1.0,-1.0,860.0,662.0,248500.0,21300.0,18805.0,-1.0,6096.0,27.0,771500.0,200.0,12.0,-1.0,156850.0,623913.0,94726.0,-1.0,-1.0,166000.0,5699.0,21354.0,-1.0,64500.0,19310.0,40000.0,230000.0,100.0,-1,-1.0,123000.0,-1.0,212981.0,131400.0,6227.0,597.0,13250.0,-1.0,43000.0,-1.0,-1.0,-1.0,420.0,279800.0,117.0,-1.0,300.0,-1.0,2700.0,-1.0,1080000.0,-1.0,-1
1974,75125.0,61407.0,1045.0,53036.0,2000.0,144176.0,-1.0,2000.0,-1.0,-1.0,89753.0,-1.0,260000.0,111597.0,730.0,17075.0,-1.0,-1.0,208.0,11500.0,-1.0,2650.0,-1.0,-1.0,27000.0,300.0,60.0,2599.0,-1.0,2850.0,-1.0,263000.0,11000.0,1351407.0,7307.0,18466.0,6538.0,-1.0,115000.0,10210.0,-1,-1.0,14050.0,-1.0,16500.0,8701.0,-1.0,1290000.0,-1.0,8254.0,-1.0,-1.0,-1.0,1128.0,500.0,-1.0,-1.0,737.0,775.0,236000.0,21900.0,16870.0,-1.0,4064.0,20.0,695300.0,205.0,12.0,-1.0,141310.0,539999.0,88706.0,-1.0,-1.0,171000.0,3093.0,31526.0,-1.0,37000.0,19800.0,42000.0,250000.0,100.0,-1,-1.0,125000.0,-1.0,216195.0,148900.0,7864.0,647.0,6972.0,-1.0,50000.0,-1.0,-1.0,-1.0,430.0,274950.0,268.0,-1.0,651.0,-1.0,3200.0,-1.0,1200000.0,-1.0,-1
1975,65212.0,65344.0,250.0,26308.0,2000.0,223173.0,-1.0,1800.0,-1.0,-1.0,98307.0,-1.0,300000.0,140627.0,740.0,16489.0,-1.0,-1.0,381.0,11685.0,-1.0,2700.0,-1.0,-1.0,26500.0,300.0,60.0,3242.0,-1.0,2900.0,-1.0,286000.0,12000.0,1345344.0,6308.0,18643.0,7000.0,-1.0,109579.0,18299.0,-1,-1.0,14483.0,86.0,20000.0,8520.0,86.0,1280000.0,-1.0,8477.0,-1.0,-1.0,-1.0,1137.0,600.0,-1.0,-1.0,796.0,777.0,242300.0,22600.0,16284.0,-1.0,4572.0,22.0,885100.0,205.0,15.0,-1.0,147910.0,555786.0,104760.0,-1.0,-1.0,170000.0,4191.0,51854.0,-1.0,62700.0,20400.0,44000.0,270000.0,500.0,-1,-1.0,127000.0,-1.0,170525.0,160400.0,7312.0,670.0,6806.0,-1.0,63000.0,-1.0,-1.0,-1.0,440.0,273170.0,441.0,-1.0,573.0,-1.0,3400.0,-1.0,1400000.0,-1.0,-1
1976,79731.0,85221.0,530.0,9004.0,2000.0,176568.0,-1.0,2000.0,-1.0,-1.0,99202.0,-1.0,350000.0,154139.0,750.0,16234.0,-1.0,-1.0,321.0,11109.0,-1.0,2700.0,-1.0,-1.0,34800.0,300.0,60.0,3787.0,-1.0,2800.0,-1.0,261928.0,13000.0,1365221.0,5500.0,18783.0,8000.0,-1.0,116064.0,8905.0,-1,-1.0,17766.0,14.0,21000.0,10165.0,14.0,1280000.0,-1.0,9620.0,-1.0,-1.0,-1.0,2022.0,700.0,-1.0,-1.0,594.0,699.0,240400.0,28800.0,15984.0,-1.0,3861.0,49.0,889700.0,250.0,21.0,-1.0,162770.0,566350.0,109942.0,-1.0,-1.0,152000.0,2557.0,34545.0,-1.0,63500.0,21400.0,46000.0,275000.0,800.0,-1,-1.0,132000.0,-1.0,187370.0,106400.0,6548.0,694.0,3674.0,-1.0,80000.0,-1.0,-1.0,-1.0,450.0,300000.0,381.0,-1.0,668.0,-1.0,4200.0,-1.0,1600000.0,-1.0,-1
1977,106902.0,105967.0,1000.0,23069.0,2000.0,201174.0,-1.0,2000.0,-1.0,-1.0,94348.0,-1.0,425000.0,158541.0,760.0,21517.0,-1.0,-1.0,358.0,9315.0,-1.0,2800.0,-1.0,-1.0,36000.0,300.0,60.0,4633.0,-1.0,2700.0,-1.0,218021.0,14000.0,1455967.0,6160.0,18954.0,9000.0,-1.0,122677.0,17724.0,-1,-1.0,19672.0,87.0,17000.0,12045.0,87.0,1350000.0,-1.0,8493.0,-1.0,-1.0,-1.0,1712.0,700.0,-1.0,-1.0,519.0,961.0,277500.0,20700.0,21167.0,-1.0,4877.0,20.0,726500.0,350.0,22.0,-1.0,155330.0,612000.0,105468.0,-1.0,-1.0,133000.0,4514.0,29178.0,-1.0,56000.0,21100.0,50000.0,290000.0,400.0,-1,-1.0,140000.0,3800.0,249040.0,120800.0,7130.0,719.0,7400.0,-1.0,63000.0,-1.0,-1.0,-1.0,460.0,289120.0,418.0,-1.0,1459.0,-1.0,3000.0,-1.0,1400000.0,-1.0,-1
1978,105710.0,116676.0,2229.0,16388.0,2000.0,212134.0,-1.0,2200.0,-1.0,-1.0,106615.0,-1.0,465000.0,151551.0,770.0,24977.0,-1.0,-1.0,424.0,10212.0,-1.0,2800.0,-1.0,-1.0,39000.0,300.0,70.0,4466.0,-1.0,2500.0,-1.0,266270.0,14500.0,1516676.0,6270.0,18792.0,10000.0,-1.0,129762.0,7967.0,-1,-1.0,20394.0,268.0,19000.0,17589.0,268.0,1400000.0,-1.0,8226.0,-1.0,-1.0,-1.0,1691.0,750.0,-1.0,-1.0,493.0,744.0,298600.0,24000.0,24602.0,-1.0,5385.0,9.0,676500.0,375.0,23.0,-1.0,180000.0,759000.0,112084.0,-1.0,-1.0,146000.0,4014.0,26022.0,-1.0,66000.0,24242.0,55000.0,310000.0,180.0,-1,-1.0,143000.0,3800.0,354264.0,124000.0,5191.0,745.0,12181.0,-1.0,70000.0,-1.0,-1.0,-1.0,470.0,292160.0,494.0,-1.0,739.0,-1.0,3100.0,-1.0,1595000.0,-1.0,-1
1979,117500.0,143410.0,4198.0,17781.0,2000.0,231823.0,-1.0,2400.0,-1.0,-1.0,113310.0,-1.0,400000.0,198215.0,780.0,23964.0,-1.0,-1.0,373.0,10200.0,-1.0,2900.0,-1.0,-1.0,40800.0,300.0,70.0,2728.0,-1.0,2500.0,-1.0,335286.0,15000.0,1543410.0,6600.0,18908.0,11000.0,-1.0,118800.0,14356.0,-1,-1.0,17953.0,48.0,20000.0,22205.0,48.0,1400000.0,-1.0,6381.0,32803.0,-1.0,-1.0,2053.0,800.0,-1.0,-1.0,500.0,730.0,302500.0,24400.0,23652.0,-1.0,4572.0,53.0,757400.0,312.0,24.0,-1.0,212000.0,721000.0,111092.0,-1.0,-1.0,158000.0,10019.0,33122.0,-1.0,70000.0,23511.0,60000.0,340000.0,130.0,-1,-1.0,150000.0,3774.0,342753.0,152000.0,4975.0,959.0,9114.0,-1.0,90000.0,-1.0,-1.0,-1.0,480.0,301400.0,443.0,-1.0,739.0,-1.0,3000.0,-1.0,1750000.0,-1.0,-1
1980,149700.0,134834.0,14587.0,27498.0,2000.0,205256.0,-1.0,2600.0,-1.0,-1.0,116500.0,-1.0,475000.0,158924.0,790.0,24471.0,-1.0,7091.0,776.0,10500.0,-1.0,2900.0,-1.0,-1.0,42000.0,300.0,70.0,3265.0,-1.0,2141.0,-1.0,365311.0,17700.0,1559834.0,6600.0,21650.0,12000.0,-1.0,120600.0,11786.0,-1,-1.0,14578.0,49.0,20000.0,30328.0,49.0,1425000.0,-1.0,5639.0,35051.0,-1.0,-1.0,1883.0,850.0,-1.0,-1.0,389.0,420.0,298800.0,24400.0,24093.0,-1.0,4877.0,36.0,825100.0,378.0,20.0,-1.0,189687.0,699500.0,115585.0,-1.0,5.0,118845.0,6828.0,49840.0,-1.0,68000.0,23000.0,65000.0,370000.0,80.0,-1,-1.0,160000.0,1692.0,319952.0,120600.0,8225.0,1700.0,8210.0,7230.0,85000.0,-1.0,-1.0,-1.0,490.0,308000.0,846.0,-1.0,723.0,-1.0,3000.0,-1.0,1450000.0,-1.0,-1
1981,229600.0,105324.0,14574.0,41922.0,2000.0,344791.0,-1.0,2700.0,-1.0,-1.0,116361.0,-1.0,550000.0,133414.0,800.0,17316.0,-1.0,12185.0,646.0,11000.0,-1.0,3000.0,-1.0,-1.0,45600.0,300.0,70.0,2268.0,-1.0,2200.0,-1.0,377350.0,17460.0,1795324.0,6700.0,25000.0,13000.0,-1.0,110700.0,13833.0,-1,-1.0,16324.0,63.0,19800.0,28059.0,63.0,1690000.0,-1.0,6441.0,29528.0,-1.0,-1.0,2391.0,850.0,-1.0,-1.0,434.0,489.0,303600.0,24700.0,16666.0,-1.0,5080.0,60.0,759000.0,650.0,18.0,-1.0,212000.0,760000.0,100693.0,-1.0,5.0,207589.0,10508.0,60424.0,-1.0,58200.0,23000.0,70000.0,400000.0,330.0,-1,-1.0,170000.0,1678.0,321831.0,146500.0,11435.0,4100.0,12586.0,11200.0,70000.0,-1.0,-1.0,-1.0,500.0,314580.0,716.0,-1.0,734.0,-1.0,3000.0,-1.0,1500000.0,-1.0,-1
1982,353800.0,118903.0,25752.0,124375.0,2000.0,284562.0,-1.0,2800.0,-1.0,-1.0,125166.0,-1.0,626550.0,193175.0,710.0,19812.0,-1.0,20934.0,298.0,11000.0,-1.0,3000.0,-1.0,-1.0,41000.0,200.0,70.0,2610.0,-1.0,2200.0,-1.0,401394.0,18046.0,1918903.0,6800.0,32812.0,13500.0,-1.0,110700.0,12567.0,-1,-1.0,18614.0,68.0,20000.0,29488.0,68.0,1800000.0,-1.0,5032.0,30945.0,-1.0,-1.0,3150.0,2500.0,-1.0,-1.0,320.0,480.0,350500.0,25100.0,19188.0,-1.0,4877.0,47.0,850800.0,624.0,12.0,-1.0,233800.0,934600.0,102500.0,-1.0,10.0,206473.0,15477.0,53182.0,-1.0,53000.0,22750.0,72000.0,440000.0,390.0,-1,-1.0,180000.0,2099.0,323099.0,173400.0,4827.0,5000.0,12905.0,13700.0,60000.0,-1.0,-1.0,-1.0,510.0,349340.0,368.0,-1.0,744.0,-1.0,3800.0,-1.0,1400000.0,-1.0,-1
1983,270400.0,143723.0,34647.0,75553.0,2000.0,228300.0,-1.0,3000.0,-1.0,-1.0,109817.0,-1.0,704652.0,128205.0,720.0,31483.0,-1.0,18912.0,379.0,12000.0,-1.0,3100.0,-1.0,-1.0,42300.0,200.0,70.0,2545.0,-1.0,2200.0,-1.0,396000.0,18500.0,2043723.0,6900.0,35833.0,14500.0,-1.0,100000.0,10307.0,-1,-1.0,22080.0,227.0,19000.0,29099.0,227.0,1900000.0,2000.0,5997.0,33008.0,-1.0,-1.0,2435.0,6000.0,-1.0,-1.0,431.0,560.0,350700.0,24700.0,30753.0,-1.0,5100.0,48.0,738000.0,730.0,26.0,-1.0,222000.0,837000.0,116158.0,-1.0,10.0,212965.0,18828.0,65002.0,-1.0,62500.0,23103.0,80000.0,470000.0,660.0,-1,-1.0,210000.0,1023.0,315804.0,150900.0,4702.0,5300.0,18400.0,17500.0,80000.0,-1.0,-1.0,-1.0,520.0,356570.0,449.0,-1.0,1139.0,-1.0,4800.0,-1.0,1500000.0,-1.0,-1
1984,301700.0,122587.0,26516.0,176318.0,2000.0,121900.0,-1.0,3000.0,-1.0,-1.0,119300.0,-1.0,797911.0,134951.0,730.0,30497.0,-1.0,23128.0,376.0,13000.0,-1.0,3100.0,-1.0,-1.0,40500.0,200.0,70.0,1464.0,-1.0,2200.0,-1.0,348000.0,16000.0,2222587.0,10200.0,37295.0,13000.0,-1.0,80000.0,7300.0,-1,-1.0,21322.0,260.0,20000.0,26309.0,260.0,2100000.0,2000.0,8460.0,35107.0,-1.0,-1.0,2500.0,8000.0,-1.0,-1.0,445.0,970.0,370400.0,23900.0,29657.0,-1.0,6250.0,26.0,798573.0,840.0,34.0,-1.0,235000.0,932000.0,122518.0,-1.0,15.0,255357.0,16709.0,41359.0,-1.0,64000.0,23565.0,85000.0,500000.0,678.0,-1,-1.0,250000.0,1600.0,328929.0,259800.0,10469.0,5800.0,10380.0,8350.0,75000.0,-1.0,-1.0,-1.0,530.0,346740.0,446.0,1000.0,1639.0,-1.0,5600.0,-1.0,1700000.0,-1.0,-1
