,Slovakia,Afghanistan,Romania,Eritrea,USSR,Australia & New Zealand,Australia,Iraq,Pakistan,Belgium,Nepal,Ethiopia,Kenya,Czechia,Bangladesh,Italy,Latvia,Sweden,Uzbekistan,Brazil,Morocco,Chile,Canada,Denmark,Spain,New Zealand,Austria,Japan,Poland,Argentina,Turkey,Belarus,Belgium-Luxembourg,Ethiopia PDR,Egypt,Greece,Czechoslovakia,France,Croatia,Hungary,Russian Federation,Bulgaria,Tunisia,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,Mexico,Ukraine,"China, mainland",United Kingdom,India,Kazakhstan,Uruguay,Lithuania,Portugal,Netherlands,China
1971,,1437.0,3340.0,,119680.0,1512.0,1092.0,238.0,230.0,,810.0,,7.0,,500.0,218.0,,0.0,,780.0,249.0,10.0,27000.0,8.0,36.0,420.0,0.0,0.0,3856.0,10776.0,550.0,,1208.0,3120.0,1860.0,10.0,1007.0,2394.0,,800.0,,334.0,50.0,16.0,150.0,1.0,24000.0,341.0,,2795.0,0.0,24000.0,,4049.0,,10.0,427.0,2795.0
1972,,1524.0,3380.0,,117600.0,1611.0,1191.0,49.0,270.0,,750.0,,7.0,,750.0,206.0,,0.0,,550.0,57.0,10.0,21000.0,7.0,32.0,420.0,0.0,0.0,3092.0,10170.0,550.0,,997.0,3125.0,2850.0,10.0,1182.0,2317.0,,800.0,,281.0,50.0,13.0,150.0,1.0,36000.0,492.0,,2925.0,0.0,27000.0,,2633.0,,10.0,347.0,2925.0
1973,,1512.0,3300.0,,112800.0,2572.0,2383.0,60.0,308.0,,750.0,,7.0,,1000.0,160.0,,0.0,,500.0,57.0,10.0,24000.0,22.0,37.0,189.0,0.0,0.0,2956.0,8292.0,700.0,,1360.0,1360.0,3400.0,0.0,1137.0,2688.0,,600.0,,263.0,38.0,9.0,150.0,1.0,34545.0,245.0,,2990.0,0.0,21000.0,,2333.0,,9.0,517.0,2990.0
1974,,1692.0,3324.0,,112240.0,1530.0,1049.0,102.0,238.0,,600.0,,8.0,,1250.0,205.0,,0.0,,350.0,72.0,12.0,23000.0,20.0,45.0,482.0,0.0,0.0,3163.0,10400.0,650.0,,1394.0,2213.0,3810.0,0.0,1236.0,3360.0,,780.0,,235.0,50.0,6.0,150.0,1.0,31269.0,799.0,,3120.0,0.0,25000.0,,3837.0,,3.0,359.0,3120.0
1975,,1692.0,3396.0,,108880.0,1371.0,1025.0,40.0,237.0,,600.0,,8.0,,1375.0,416.0,,0.0,,230.0,21.0,12.0,12000.0,16.0,57.0,346.0,0.0,0.0,3462.0,9428.0,550.0,,1350.0,1240.0,4380.0,0.0,1202.0,4410.0,,760.0,,265.0,45.0,6.0,150.0,1.0,26773.0,419.0,,3250.0,0.0,27000.0,,5391.0,,3.0,374.0,3250.0
1976,,1692.0,3216.0,,108960.0,3246.0,2937.0,41.0,238.0,,540.0,,8.0,,1500.0,819.0,,0.0,,230.0,6.0,10.0,25000.0,11.0,57.0,309.0,0.0,0.0,2494.0,14440.0,463.0,,1498.0,910.0,3852.0,0.0,1313.0,4004.0,,3068.0,,174.0,50.0,6.0,150.0,0.0,26493.0,612.0,,3315.0,0.0,30000.0,,4063.0,,2.0,400.0,3315.0
1977,,1692.0,3016.0,,107120.0,1270.0,877.0,36.0,308.0,,540.0,,8.0,,1625.0,209.0,,0.0,,270.0,6.0,10.0,22000.0,6.0,56.0,394.0,0.0,0.0,3357.0,19000.0,243.0,,1282.0,948.0,4758.0,0.0,1270.0,3481.0,,1978.0,,192.0,65.0,4.0,150.0,0.0,14148.0,432.0,,3432.0,0.0,21000.0,,4838.0,,1.0,362.0,3432.0
1978,,1671.0,3344.0,,96960.0,1398.0,1153.0,117.0,376.0,,450.0,,8.0,,1750.0,140.0,,0.0,,400.0,0.0,10.0,38100.0,8.0,27.0,245.0,0.0,0.0,4036.0,17860.0,425.0,,1093.0,1068.0,4833.0,0.0,1249.0,3531.0,,1710.0,,181.0,50.0,4.0,150.0,0.0,18390.0,355.0,,3900.0,0.0,26000.0,,3799.0,,1.0,252.0,3900.0
1979,,1629.0,3288.0,,101280.0,768.0,667.0,100.0,308.0,,420.0,,8.0,,1750.0,125.0,,0.0,,200.0,0.0,10.0,23000.0,20.0,0.0,101.0,0.0,0.0,3286.0,21400.0,435.0,,1089.0,1414.0,5517.0,0.0,1217.0,3430.0,,2196.0,,225.0,50.0,3.0,150.0,1.0,16511.0,233.0,,5200.0,0.0,27000.0,,3960.0,,1.0,284.0,5200.0
1980,,1617.0,3320.0,,84560.0,545.0,440.0,32.0,321.0,,420.0,,8.0,,1875.0,112.0,,0.0,,600.0,0.0,10.0,19300.0,18.0,1.0,105.0,0.0,0.0,2347.0,15600.0,375.0,,953.0,1510.0,5490.0,0.0,1120.0,3080.0,,2038.0,,249.0,53.0,3.0,150.0,2.0,13894.0,136.0,,6500.0,0.0,15000.0,,2016.0,,2.0,203.0,6500.0
1981,,1542.0,3216.0,,90080.0,431.0,330.0,23.0,294.0,,540.0,,8.0,,1875.0,83.0,,0.0,,500.0,0.0,10.0,26100.0,4.0,1.0,101.0,0.0,0.0,1684.0,17020.0,95.0,,1152.0,1878.0,4148.0,0.0,1101.0,3080.0,,1939.0,,245.0,53.0,2.0,150.0,1.0,17552.0,42.0,,7800.0,0.0,21000.0,,1002.0,,3.0,365.0,7800.0
1982,,1500.0,3016.0,,94160.0,386.0,355.0,29.0,252.0,,720.0,,8.0,,1825.0,38.0,,0.0,,500.0,0.0,10.0,18100.0,14.0,0.0,31.0,0.0,0.0,1901.0,18200.0,250.0,,1097.0,2334.0,2968.0,0.0,1204.0,2856.0,,705.0,,225.0,53.0,3.0,150.0,1.0,12345.0,48.0,,8125.0,0.0,24000.0,,402.0,,2.0,237.0,8125.0
1983,,1458.0,2004.0,,85680.0,397.0,377.0,25.0,262.0,,1020.0,,8.0,,1940.0,36.0,,0.0,,500.0,0.0,10.0,29800.0,11.0,0.0,20.0,0.0,0.0,1779.0,16200.0,380.0,,1449.0,2077.0,3000.0,0.0,1156.0,3206.0,,1089.0,,241.0,58.0,3.0,150.0,1.0,11126.0,42.0,,8320.0,160.0,19000.0,,765.0,,2.0,301.0,8320.0
1984,,1413.0,3076.0,,88400.0,689.0,680.0,28.0,283.0,,840.0,,12.0,,1692.0,45.0,,0.0,,500.0,0.0,10.0,30600.0,15.0,0.0,9.0,0.0,0.0,1722.0,12400.0,385.0,,1592.0,2682.0,5000.0,0.0,1122.0,4123.0,,584.0,,234.0,60.0,3.0,150.0,1.0,12980.0,29.0,,8580.0,240.0,18000.0,,724.0,,0.0,326.0,8580.0
1985,,1371.0,3056.0,,84240.0,500.0,492.0,30.0,315.0,,1260.0,,18.0,,1708.0,51.0,,0.0,,500.0,0.0,10.0,34000.0,14.0,0.0,9.0,0.0,0.0,1459.0,15000.0,270.0,,1146.0,1915.0,3000.0,0.0,974.0,3290.0,,708.0,,181.0,60.0,5.0,150.0,0.0,13132.0,32.0,,8840.0,480.0,19000.0,,584.0,,0.0,229.0,8840.0
1986,,1329.0,3032.0,,85520.0,573.0,566.0,28.0,296.0,,1260.0,,21.0,,1854.0,29.0,,0.0,,500.0,0.0,10.0,26000.0,0.0,0.0,7.0,0.0,0.0,1109.0,15160.0,253.0,,1475.0,1750.0,4500.0,0.0,1037.0,3591.0,,1374.0,,155.0,63.0,7.0,75.0,0.0,9195.0,21.0,,31980.0,640.0,17000.0,,461.0,,0.0,280.0,31980.0
1987,,1287.0,2972.0,,83120.0,208.0,201.0,30.0,266.0,,1260.0,,24.0,,1880.0,31.0,,0.0,,500.0,0.0,10.0,22300.0,0.0,0.0,7.0,0.0,0.0,1250.0,13414.0,245.0,,1597.0,1364.0,3800.0,0.0,1030.0,3864.0,,1676.0,,126.0,65.0,2.0,157.0,0.0,5664.0,1.0,,37700.0,1200.0,16000.0,,195.0,,0.0,280.0,37700.0
1988,,1242.0,3144.0,,77200.0,240.0,230.0,32.0,277.0,,1050.0,,27.0,,1908.0,41.0,,0.0,,500.0,0.0,10.0,26300.0,0.0,0.0,11.0,0.0,0.0,1372.0,11480.0,217.0,,1723.0,1259.0,4000.0,0.0,1056.0,4130.0,,1009.0,,87.0,68.0,1.0,150.0,0.0,4000.0,7.0,,28925.0,1392.0,16000.0,,385.0,,0.0,420.0,28925.0
1989,,1200.0,1996.0,,68000.0,132.0,123.0,34.0,260.0,,900.0,,30.0,,1927.0,42.0,,0.0,,500.0,0.0,10.0,30400.0,0.0,1.0,9.0,0.0,0.0,1185.0,11814.0,140.0,,1758.0,1745.0,3000.0,0.0,1043.0,4265.0,,817.0,,112.0,70.0,0.0,75.0,0.0,5360.0,8.0,,38675.0,2696.0,15000.0,,230.0,,0.0,387.0,38675.0
1990,,1158.0,1904.0,,54400.0,302.0,288.0,24.0,246.0,,750.0,,33.0,,1935.0,64.0,,0.0,,400.0,0.0,10.0,22000.0,0.0,30.0,14.0,0.0,0.0,387.0,11790.0,107.0,,1451.0,1850.0,2000.0,0.0,798.0,2960.0,,741.0,,80.0,70.0,1.0,30.0,0.0,7300.0,3.0,,37050.0,7352.0,14000.0,,363.0,,0.0,315.0,37050.0
1991,,948.0,1032.0,,54400.0,471.0,453.0,28.0,263.0,,738.0,,27.0,,1878.0,124.0,,0.0,,400.0,0.0,8.0,13100.0,0.0,30.0,18.0,0.0,0.0,220.0,8626.0,59.0,,1071.0,1875.0,3000.0,0.0,440.0,2879.0,,825.0,,10.0,73.0,1.0,30.0,0.0,3530.0,3.0,,37816.0,11560.0,11500.0,,363.0,,0.0,182.0,37816.0
1992,,1170.0,1508.0,,,247.0,226.0,28.0,250.0,,600.0,,30.0,,1872.0,66.0,13.0,0.0,275.0,400.0,0.0,7.0,23100.0,0.0,0.0,21.0,0.0,0.0,160.0,4308.0,37.0,7700.0,1383.0,1875.0,3000.0,0.0,440.0,3455.0,0.0,854.0,21000.0,0.0,75.0,,29.0,0.0,4240.0,6.0,10000.0,39325.0,12880.0,11600.0,1080.0,149.0,1300.0,0.0,266.0,39325.0
1993,52.0,1238.0,440.0,73.0,,567.0,543.0,28.0,228.0,,642.0,2250.0,24.0,405.0,1863.0,90.0,30.0,0.0,300.0,0.0,0.0,8.0,31800.0,133.0,2.0,25.0,0.0,0.0,325.0,2967.0,67.0,6800.0,1666.0,,3000.0,0.0,,3464.0,0.0,696.0,11000.0,0.0,80.0,,31.0,0.0,3660.0,0.0,6400.0,43409.0,5840.0,12400.0,390.0,138.0,750.0,0.0,329.0,43409.0
1994,48.0,1231.0,264.0,79.0,,577.0,549.0,28.0,232.0,,660.0,2818.0,26.0,169.0,1830.0,282.0,30.0,560.0,250.0,0.0,0.0,8.0,38000.0,179.0,330.0,28.0,0.0,0.0,550.0,3122.0,33.0,8000.0,1652.0,,3000.0,0.0,,3781.0,0.0,200.0,21880.0,14.0,86.0,,31.0,0.0,3400.0,1.0,6000.0,40369.0,4960.0,12300.0,230.0,83.0,3700.0,0.0,301.0,40369.0
1995,48.0,1102.0,293.0,75.0,,941.0,911.0,28.0,249.0,,540.0,4441.0,28.0,236.0,1760.0,120.0,25.0,1036.0,160.0,0.0,0.0,8.0,26000.0,516.0,596.0,30.0,0.0,0.0,234.0,3912.0,18.0,6700.0,1689.0,,3000.0,0.0,,3092.0,0.0,200.0,27240.0,7.0,95.0,,64.0,0.0,1980.0,0.0,2000.0,41901.0,4320.0,11000.0,180.0,182.0,1600.0,0.0,273.0,41901.0
1996,40.0,1083.0,376.0,65.0,,571.0,536.0,28.0,250.0,,534.0,3366.0,28.0,160.0,1747.0,240.0,25.0,1330.0,150.0,0.0,0.0,8.0,31900.0,519.0,660.0,35.0,0.0,0.0,149.0,1871.0,18.0,6000.0,1695.0,,3000.0,0.0,,3164.0,0.0,82.0,21640.0,0.0,70.0,,94.0,2.0,3100.0,0.0,1500.0,39113.0,6080.0,11000.0,90.0,182.0,1700.0,0.0,301.0,39113.0
1997,14.0,1072.0,108.0,60.0,,643.0,608.0,29.0,239.0,,450.0,2406.0,29.0,175.0,1746.0,240.0,45.0,1974.0,80.0,0.0,0.0,9.0,37700.0,581.0,978.0,35.0,0.0,0.0,95.0,2311.0,16.0,6500.0,1625.0,,3000.0,0.0,,3075.0,0.0,42.0,15020.0,2.0,78.0,,37.0,5.0,6913.0,0.0,1000.0,37174.0,8080.0,11000.0,73.0,110.0,1700.0,0.0,245.0,37174.0
1998,176.0,982.0,80.0,33.0,,712.0,677.0,29.0,232.0,,420.0,2286.0,32.0,302.0,1609.0,240.0,50.0,4784.0,80.0,0.0,0.0,10.0,35000.0,1605.0,750.0,35.0,0.0,0.0,124.0,2043.0,19.0,6500.0,1800.0,,3000.0,0.0,,3484.0,0.0,68.0,9030.0,4.0,88.0,,30.0,6.0,7950.0,1.0,1000.0,35880.0,17040.0,9700.0,81.0,138.0,2000.0,0.0,266.0,35880.0
1999,104.0,723.0,54.0,29.0,,718.0,683.0,28.0,217.0,,300.0,1853.0,24.0,401.0,113.0,240.0,120.0,1492.0,80.0,0.0,0.0,11.0,32000.0,754.0,616.0,35.0,0.0,0.0,20.0,1367.0,16.0,6800.0,2064.0,,3000.0,0.0,,3817.0,0.0,146.0,10520.0,7.0,82.0,,33.0,7.0,11000.0,8.0,1000.0,32362.0,5920.0,7700.0,120.0,94.0,1100.0,0.0,308.0,32362.0
2000,52.0,704.0,49.0,46.0,,718.0,683.0,28.0,142.0,2100.0,360.0,3263.0,29.0,394.0,113.0,240.0,189.0,621.0,90.0,0.0,0.0,11.0,29000.0,213.0,334.0,35.0,0.0,0.0,38.0,565.0,15.0,6700.0,,,3000.0,0.0,,4749.0,0.0,66.0,7500.0,9.0,81.0,,35.0,5.0,12000.0,33.0,1500.0,26143.0,2480.0,7539.0,59.0,140.0,1224.0,0.0,333.0,26143.0
2001,56.0,653.0,88.0,34.0,,638.0,603.0,24.0,186.0,2100.0,381.0,2465.0,25.0,394.0,111.0,240.0,200.0,447.0,90.0,0.0,0.0,11.0,30000.0,33.0,98.0,35.0,0.0,0.0,25.0,398.0,13.0,6200.0,,,1650.0,0.0,,4719.0,0.0,59.0,6500.0,9.0,81.0,,40.0,14.0,16200.0,50.0,1300.0,29445.0,1040.0,6965.0,80.0,108.0,1200.0,0.0,287.0,29445.0
2002,74.0,551.0,62.0,9.0,,553.0,469.0,23.0,178.0,2500.0,495.0,3563.0,26.0,347.0,111.0,240.0,200.0,522.0,90.0,0.0,0.0,12.0,32000.0,18.0,50.0,84.0,0.0,0.0,30.0,276.0,13.0,6500.0,,,2400.0,0.0,,5356.0,0.0,19.0,7000.0,7.0,97.0,,45.0,16.0,12200.0,68.0,1000.0,29185.0,2720.0,5851.0,63.0,143.0,1500.0,0.0,319.0,29185.0
2003,72.0,383.0,56.0,16.0,,620.0,536.0,23.0,185.0,2630.0,390.0,3572.0,29.0,86.0,111.0,240.0,177.0,807.0,90.0,0.0,0.0,12.0,31900.0,18.0,20.0,84.0,0.0,0.0,31.0,577.0,11.0,7000.0,,,3200.0,0.0,,5637.0,0.0,22.0,6700.0,5.0,98.0,,57.0,12.0,10800.0,145.0,800.0,32500.0,2480.0,6195.0,79.0,166.0,800.0,0.0,314.0,32500.0
2004,120.0,498.0,3.0,8.0,,775.0,670.0,22.0,163.0,2500.0,393.0,6268.0,26.0,293.0,119.0,240.0,180.0,1380.0,90.0,0.0,0.0,13.0,36000.0,18.0,8.0,105.0,0.0,0.0,41.0,744.0,9.0,6800.0,,,2800.0,0.0,,5505.0,0.0,30.0,5500.0,5.0,85.0,,61.0,10.0,20200.0,70.0,1000.0,31850.0,3840.0,5833.0,78.0,172.0,700.0,0.0,322.0,31850.0
2005,184.0,55.0,12.0,22.0,,758.0,670.0,22.0,174.0,2500.0,405.0,5378.0,26.0,315.0,340.0,240.0,70.0,1217.0,90.0,0.0,0.0,13.0,38000.0,18.0,6.0,88.0,0.0,0.0,56.0,941.0,7.0,6100.0,,,3000.0,0.0,,5225.0,0.0,25.0,6000.0,7.0,81.0,,55.0,15.0,16700.0,0.0,2000.0,31525.0,2880.0,5678.0,100.0,172.0,400.0,0.0,308.0,31525.0
2006,76.0,60.0,19.0,20.0,,606.0,536.0,20.0,157.0,2500.0,397.0,4353.0,21.0,106.0,352.0,240.0,60.0,605.0,90.0,0.0,0.0,12.0,34200.0,15.0,3.0,70.0,0.0,0.0,70.0,583.0,4.0,6100.0,,,3000.0,0.0,,5334.0,0.0,25.0,7100.0,7.0,72.0,,57.0,16.0,7290.0,515.0,1000.0,22094.0,1000.0,5538.0,540.0,173.0,100.0,0.0,245.0,22094.0
2007,40.0,95.0,13.0,6.0,,620.0,536.0,20.0,139.0,2500.0,389.0,3803.0,19.0,47.0,221.0,240.0,20.0,490.0,90.0,0.0,0.0,16.0,22300.0,14.0,1.0,84.0,0.0,0.0,54.0,189.0,3.0,6000.0,,,1600.0,0.0,,4753.0,0.0,25.0,4300.0,7.0,55.0,,59.0,11.0,6985.0,365.0,800.0,21957.0,1286.0,6084.0,835.0,149.0,100.0,0.0,183.0,21957.0
2008,58.0,53.0,34.0,40.0,,624.0,536.0,20.0,163.0,1500.0,392.0,3520.0,29.0,105.0,279.0,240.0,20.0,1386.0,90.0,0.0,0.0,22.0,29000.0,14.0,0.0,88.0,0.0,0.0,65.0,348.0,1.0,3200.0,,,1000.0,0.0,,4632.0,0.0,25.0,4500.0,8.0,35.0,,56.0,13.0,6528.0,130.0,1000.0,21900.0,2240.0,5303.0,1053.0,189.0,100.0,0.0,151.0,21900.0
2009,86.0,54.0,64.0,31.0,,625.0,536.0,20.0,126.0,2500.0,428.0,1842.0,25.0,164.0,264.0,240.0,90.0,2674.0,90.0,0.0,0.0,23.0,16000.0,14.0,1.0,89.0,0.0,0.0,138.0,770.0,1.0,3000.0,,,600.0,0.0,,5130.0,0.0,25.0,9000.0,12.0,22.0,,51.0,12.0,8662.0,180.0,1000.0,21086.0,3520.0,4446.0,4771.0,261.0,100.0,0.0,100.0,21086.0
2010,86.0,118.0,58.0,34.0,,625.0,536.0,20.0,118.0,2500.0,468.0,2914.0,28.0,99.0,256.0,240.0,140.0,2052.0,90.0,0.0,0.0,24.0,15000.0,13.0,0.0,89.0,0.0,0.0,86.0,333.0,1.0,3000.0,,,600.0,0.0,,1145.0,0.0,25.0,15000.0,12.0,22.0,,53.0,11.0,3919.0,130.0,1000.0,20937.0,2880.0,4405.0,9555.0,259.0,100.0,0.0,151.0,20937.0
2011,46.0,120.0,118.0,35.0,,557.0,469.0,20.0,105.0,1000.0,69.0,3197.0,30.0,67.0,244.0,240.0,40.0,1260.0,90.0,0.0,0.0,25.0,15000.0,13.0,1.0,88.0,0.0,0.0,49.0,292.0,0.0,3000.0,,,800.0,0.0,,845.0,0.0,25.0,17000.0,12.0,21.0,,53.0,15.0,7593.0,125.0,1000.0,20661.0,2240.0,5603.0,27315.0,264.0,100.0,0.0,145.0,20661.0
2012,42.0,120.0,122.0,35.0,,560.0,469.0,20.0,111.0,1000.0,430.0,2390.0,30.0,50.0,233.0,240.0,20.0,616.0,90.0,0.0,0.0,25.0,15000.0,14.0,0.0,91.0,0.0,0.0,59.0,364.0,0.0,3000.0,,,1000.0,0.0,,596.0,0.0,25.0,15000.0,12.0,21.0,,55.0,13.0,4001.0,60.0,1000.0,20338.0,2720.0,4394.0,29387.0,248.0,100.0,0.0,132.0,20338.0
2013,42.0,126.0,65.0,20.0,,523.0,402.0,20.0,150.0,1000.0,467.0,2058.0,29.0,25.0,222.0,240.0,20.0,918.0,90.0,0.0,0.0,27.0,15000.0,154.0,0.0,121.0,0.0,0.0,95.0,302.0,0.0,3000.0,,,1000.0,0.0,,770.0,0.0,25.0,15000.0,12.0,23.0,,55.0,11.0,6858.0,120.0,1000.0,20150.0,1200.0,3692.0,29666.0,259.0,100.0,0.0,139.0,20150.0
2014,42.0,126.0,65.0,20.0,,523.0,402.0,20.0,150.0,1000.0,467.0,2058.0,29.0,25.0,222.0,240.0,20.0,918.0,90.0,0.0,0.0,27.0,15000.0,154.0,0.0,121.0,0.0,0.0,95.0,302.0,0.0,3000.0,,,1000.0,0.0,,770.0,0.0,25.0,15000.0,12.0,23.0,,55.0,11.0,6967.0,120.0,1000.0,20150.0,1200.0,3692.0,42160.0,259.0,100.0,0.0,139.0,20150.0
