,USSR,Finland,Vanuatu,Trinidad and Tobago,Fiji,French Guiana,Kenya,Guyana,Solomon Islands,Papua New Guinea,Somalia,Micronesia,Togo,Equatorial Guinea,Albania,Brazil,Serbia,El Salvador,Saint Lucia,Canada,Colombia,Spain,New Zealand,Honduras,Jamaica,Cabo Verde,Republic of Moldova,Mongolia,Belgium-Luxembourg,Angola,Saudi Arabia,Sao Tome and Principe,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,Haiti,Sudan,Mali,Hungary,Dominican Republic,Syrian Arab Republic,Yugoslav SFR,Iran (Islamic Republic of),Gambia,Ghana,Sweden,Cyprus,Kazakhstan,Rwanda,Bosnia and Herzegovina,Portugal,Saint Kitts and Nevis,"China, Taiwan Province of",Puerto Rico,Singapore,Turkmenistan,Dominica,Madagascar,United Republic of Tanzania,Nepal,Libya,Costa Rica,Bangladesh,Germany,Comoros,Latvia,Benin,Montserrat,Occupied Palestinian Territory,Cambodia,Armenia,Chile,Malta,Denmark,Lebanon,Malawi,Algeria,Slovakia,Israel,Réunion,Kiribati,Belarus,Afghanistan,Switzerland,Grenada,Wallis and Futuna Islands,Mauritius,Yemen,Georgia,Lithuania,Russian Federation,Marshall Islands,Tunisia,Paraguay,Tuvalu,Cook Islands,Guadeloupe,Tokelau,Venezuela (Bolivarian Republic of),South Africa,Myanmar,Eritrea,Australia & New Zealand,Australia,Panama,Pakistan,Thailand,Belize,Ethiopia,Bhutan,Lao People's Democratic Republic,Zambia,Botswana,Tajikistan,Suriname,Niue,Mozambique,Niger,Democratic People's Republic of Korea,Slovenia,South Sudan,New Caledonia,Central African Republic,Bahamas,Ecuador,Indonesia,Poland,Chad,Antigua and Barbuda,Ethiopia PDR,Estonia,Melanesia,Malaysia,France,Republic of Korea,Democratic Republic of the Congo,Nigeria,Congo,Martinique,Tonga,Belgium,Peru,United States of America,"China, mainland",French Polynesia,India,Guinea-Bissau,Cameroon,Netherlands,Guatemala,Nauru,Cuba,Romania,Micronesia (Federated States of),Norway,Philippines,Iraq,Swaziland,Burundi,Samoa,Luxembourg,Czechia,Seychelles,Senegal,Italy,Ireland,Uganda,Uzbekistan,China,Burkina Faso,Serbia and Montenegro,Sudan (former),Morocco,Jordan,Uruguay,Zimbabwe,Kyrgyzstan,Gabon,Austria,Japan,Maldives,Guam,Timor-Leste,Egypt,Argentina,Namibia,United Kingdom,Azerbaijan,Nicaragua,Viet Nam,Barbados,Turkey,Bolivia (Plurinational State of),Saint Vincent and the Grenadines,American Samoa,Brunei Darussalam,Mexico,Guinea,Kuwait,Mauritania,Sierra Leone,Sri Lanka,Pacific Islands Trust Territory,Côte d'Ivoire,Polynesia,Croatia,Bulgaria,Montenegro,Ukraine,Liberia
1971,10158300.0,6400.0,69120.0,21500.0,500.0,0.0,99440.0,264.0,30140.0,250100.0,52900.0,60336.0,99500.0,3000.0,78852.0,7532560.0,,69114.0,0.0,3191507.0,335400.0,405179.0,6300.0,10980.0,51150.0,3250.0,,0.0,13058.0,185000.0,3000.0,13450.0,,167500.0,90300.0,16100.0,,364332.0,201454.0,104451.0,397996.0,232065.0,403200.0,98040.0,264845.0,119112.0,22565.0,,10091.0,,29261.0,44.0,133132.0,1700.0,2610.0,,0.0,72350.0,776277.0,138505.0,5970.0,7870.0,342448.0,216685.0,11000.0,,192382.0,45.0,0.0,29280.0,,70430.0,14.0,31631.0,36567.0,310760.0,134060.0,,55080.0,400.0,30000.0,,144000.0,9697.0,1970.0,4000.0,2322.0,33047.0,,,,,1121850.0,147746.0,2900.0,11432.0,300.0,340.0,257165.0,603000.0,1688730.0,,303759.0,297459.0,220.0,2577922.0,522590.0,0.0,,2250.0,12500.0,95300.0,8770.0,,1835.0,2023.0,1010000.0,414795.0,296000.0,,,5600.0,303500.0,0.0,91036.0,2628735.0,501000.0,480906.0,430.0,632000.0,,355460.0,518032.0,460647.0,363622.0,832100.0,5167000.0,32500.0,0.0,8260.0,,142493.0,23430481.0,17159000.0,30000.0,25693800.0,98000.0,468310.0,18410.0,80000.0,336.0,15000.0,831877.0,,1914.0,2086690.0,62661.0,15245.0,21043.0,30200.0,,,4800.0,1098891.0,1372437.0,,1448900.0,,17292132.0,256396.0,,1964120.0,599938.0,28916.0,168032.0,278639.0,,5100.0,6594.0,172160.0,1500.0,0.0,2400.0,689192.0,2920785.0,0.0,5261.0,,105718.0,164000.0,0.0,1667069.0,23600.0,270.0,3000.0,327.0,1425314.0,348400.0,,6900.0,47911.0,483627.0,30000.0,154167.0,92155.0,,359732.0,,,25400.0
1972,10076340.0,5700.0,69230.0,21500.0,308.0,0.0,103640.0,109.0,30140.0,245300.0,50900.0,50336.0,70100.0,3100.0,81000.0,7784143.0,,80121.0,0.0,2182439.0,356000.0,489108.0,6300.0,12232.0,50908.0,3250.0,,0.0,9060.0,148000.0,1672.0,14400.0,,198224.0,90375.0,18000.0,,358390.0,194859.0,111436.0,435547.0,212081.0,442480.0,88080.0,261110.0,153915.0,22524.0,,10561.0,,31054.0,80.0,124989.0,1700.0,2600.0,,0.0,84027.0,783746.0,146355.0,6217.0,7560.0,315535.0,234401.0,11000.0,,179177.0,15.0,0.0,29600.0,,76290.0,15.0,35834.0,37010.0,307718.0,153260.0,,58265.0,300.0,20000.0,,142600.0,9857.0,1750.0,4000.0,1926.0,39147.0,,,,,1249400.0,192746.0,1200.0,9000.0,270.0,310.0,201439.0,642000.0,1589830.0,,498961.0,492661.0,250.0,2662035.0,563390.0,0.0,,2250.0,13000.0,105000.0,7500.0,,2250.0,2023.0,990000.0,431263.0,300000.0,,,5600.0,312978.0,0.0,91331.0,2669409.0,387400.0,454102.0,560.0,603000.0,,350578.0,578099.0,437720.0,362237.0,821300.0,5184000.0,32000.0,0.0,8770.0,,133550.0,25263680.0,17369000.0,28000.0,25376800.0,97500.0,490270.0,22263.0,79050.0,336.0,15000.0,802500.0,,2142.0,2164350.0,56502.0,17075.0,20068.0,30200.0,,,4500.0,1121991.0,1367342.0,,1520880.0,,17493989.0,226755.0,,2413538.0,291138.0,33109.0,182645.0,312073.0,,4100.0,6718.0,152410.0,1000.0,0.0,2400.0,706486.0,2560472.0,0.0,6880.0,,116659.0,158400.0,0.0,1829510.0,54000.0,270.0,3000.0,310.0,1455483.0,349600.0,,4500.0,47100.0,490824.0,30000.0,169913.0,86503.0,,356868.0,,,22400.0
1973,10347830.0,10300.0,69280.0,20500.0,348.0,0.0,107040.0,163.0,30140.0,253000.0,53700.0,58340.0,69600.0,3100.0,86700.0,9156515.0,,93954.0,0.0,2239500.0,358900.0,555019.0,6300.0,16797.0,50908.0,3150.0,,0.0,7545.0,192000.0,656.0,14470.0,,173528.0,101602.0,23900.0,,301456.0,191411.0,103958.0,405787.0,263981.0,461100.0,108017.0,261783.0,171827.0,20234.0,,11516.0,,37670.0,143.0,122754.0,1700.0,2400.0,,0.0,75926.0,796006.0,146264.0,5500.0,11455.0,320469.0,240979.0,11000.0,,166484.0,10.0,0.0,27200.0,,46200.0,14.0,54897.0,37257.0,300125.0,157990.0,,59190.0,300.0,28000.0,,171200.0,9301.0,1787.0,4000.0,1760.0,44268.0,,,,,1284150.0,210958.0,1000.0,7000.0,270.0,320.0,240626.0,687000.0,1320971.0,,397618.0,391318.0,250.0,2479266.0,579176.0,0.0,,2300.0,12800.0,100931.0,7600.0,,2758.0,2025.0,989000.0,372977.0,304000.0,,,5600.0,318548.0,0.0,117557.0,2868657.0,404600.0,455326.0,610.0,635700.0,,358368.0,642750.0,440167.0,392191.0,835600.0,5398000.0,34883.0,0.0,8980.0,,140817.0,29096874.0,17234600.0,22000.0,24937000.0,93000.0,476727.0,22306.0,100180.0,340.0,15000.0,840000.0,,3863.0,2173980.0,54067.0,17075.0,20298.0,32200.0,,,4300.0,1091221.0,1376267.0,,1442900.0,,17357354.0,281626.0,,2165399.0,331838.0,33158.0,166599.0,329046.0,,4100.0,5425.0,144500.0,1200.0,0.0,3200.0,725988.0,2801949.0,0.0,13760.0,,157054.0,155700.0,0.0,1726031.0,78600.0,270.0,2900.0,375.0,1413831.0,350780.0,,3700.0,47300.0,478112.0,30000.0,188940.0,80425.0,,337541.0,,,21500.0
1974,10356420.0,12800.0,69300.0,12500.0,350.0,0.0,110890.0,182.0,30270.0,255000.0,50900.0,60340.0,74550.0,3100.0,88300.0,9982897.0,,104554.0,0.0,2183657.0,366500.0,606384.0,3359.0,20750.0,51044.0,3150.0,,0.0,9524.0,189000.0,3160.0,14450.0,,167914.0,93423.0,31000.0,,339058.0,184690.0,99112.0,435315.0,238684.0,494600.0,107800.0,316161.0,159297.0,11336.0,,13779.0,,27770.0,150.0,120506.0,1500.0,1860.0,,0.0,82867.0,807340.0,147919.0,6920.0,11570.0,322503.0,242313.0,11000.0,,155665.0,5.0,0.0,25700.0,,36970.0,30.0,65025.0,34900.0,304272.0,174110.0,,69030.0,300.0,30000.0,,233700.0,9667.0,1300.0,4000.0,1674.0,44578.0,,,,,1289260.0,281027.0,3500.0,5747.0,230.0,540.0,289085.0,722000.0,1647224.0,,347685.0,344326.0,170.0,2660409.0,602800.0,0.0,,2350.0,11054.0,79932.0,7400.0,,2999.0,2500.0,943000.0,271574.0,307500.0,,,5400.0,326003.0,0.0,132838.0,2996642.0,345100.0,466656.0,380.0,524100.0,,360320.0,691973.0,462090.0,383696.0,829100.0,4973000.0,36797.0,0.0,9000.0,,154908.0,27502697.0,17146000.0,20000.0,25805900.0,98000.0,481064.0,22590.0,115080.0,340.0,15000.0,907000.0,,3636.0,2255580.0,43012.0,16202.0,18576.0,33200.0,,,4100.0,1205688.0,1417203.0,,882400.0,,17266506.0,282520.0,,2196786.0,349807.0,32871.0,144465.0,433758.0,,5600.0,5472.0,144680.0,1200.0,0.0,3300.0,669775.0,2794529.0,0.0,24686.0,,193014.0,154100.0,0.0,1836363.0,70400.0,80.0,2800.0,260.0,1540005.0,351980.0,,4300.0,48000.0,484717.0,30000.0,204080.0,81287.0,,354566.0,,,24700.0
1975,9727901.0,16900.0,69380.0,16000.0,350.0,0.0,143030.0,335.0,30700.0,257500.0,74800.0,58679.0,75700.0,3100.0,89300.0,10625089.0,,100249.0,0.0,2644630.0,427600.0,902002.0,7300.0,21753.0,50983.0,3050.0,,0.0,9622.0,153000.0,1750.0,11250.0,,152666.0,113532.0,39500.0,,318411.0,240711.0,87010.0,438429.0,236068.0,432750.0,101951.0,316504.0,171702.0,11746.0,,18148.0,,39750.0,217.0,117733.0,1700.0,1860.0,,0.0,79876.0,684738.0,140996.0,6850.0,11041.0,356647.0,230293.0,10000.0,,137040.0,12.0,0.0,26700.0,,62600.0,30.0,74961.0,32640.0,284904.0,179950.0,,70370.0,310.0,28000.0,,219000.0,9654.0,1100.0,4000.0,1663.0,37128.0,,,,,1297830.0,300650.0,1100.0,5700.0,150.0,600.0,255615.0,570000.0,1534470.0,,398065.0,390765.0,170.0,2394784.0,565292.0,0.0,,2400.0,8000.0,112431.0,9100.0,,3107.0,2500.0,880500.0,336809.0,311000.0,,,5200.0,303193.0,0.0,77084.0,3132434.0,403430.0,530162.0,343.0,650500.0,,363130.0,765730.0,443183.0,386235.0,827900.0,4694000.0,38351.0,0.0,9000.0,,141580.0,27080264.0,17138000.0,35000.0,25717500.0,106000.0,587499.0,21346.0,123140.0,342.0,15000.0,796509.0,,4924.0,2364429.0,46098.0,25808.0,18919.0,34200.0,,,4100.0,1352683.0,1422423.0,300.0,949650.0,,17255733.0,274605.0,,2436506.0,368025.0,21829.0,175581.0,390993.0,,6700.0,5585.0,132310.0,1400.0,0.0,3300.0,629471.0,2781076.0,0.0,39000.0,,191029.0,143900.0,0.0,1681601.0,73190.0,172.0,2750.0,139.0,1402609.0,353190.0,4.0,6700.0,48700.0,490008.0,30337.0,209843.0,94850.0,,319503.0,,,25800.0
1976,10123900.0,13800.0,69400.0,16500.0,340.0,0.0,145700.0,460.0,31019.0,265500.0,62900.0,57250.0,84130.0,3500.0,91500.0,10638452.0,,87397.0,0.0,1251675.0,377200.0,608931.0,5336.0,18572.0,50579.0,3050.0,,0.0,9281.0,151000.0,3809.0,10240.0,,166365.0,111738.0,47000.0,,338309.0,278446.0,95130.0,461020.0,235468.0,443900.0,109928.0,292290.0,146138.0,11450.0,,19352.0,,45324.0,244.0,110986.0,1700.0,1973.0,,0.0,99235.0,849835.0,141991.0,6750.0,13873.0,353906.0,233361.0,10000.0,,151535.0,12.0,0.0,26595.0,,85590.0,28.0,47478.0,31140.0,291666.0,186370.0,,70920.0,310.0,27000.0,,235000.0,10978.0,1300.0,4000.0,1679.0,40868.0,,,,,1322100.0,342271.0,1000.0,3500.0,80.0,300.0,229761.0,538000.0,1531526.0,,263570.0,258234.0,180.0,2434790.0,571760.0,0.0,,2500.0,10816.0,186119.0,9600.0,,3073.0,2000.0,854500.0,177507.0,315000.0,,,5000.0,304581.0,0.0,94530.0,3024002.0,500255.0,517045.0,419.0,480000.0,,371259.0,826005.0,458150.0,374011.0,825700.0,3955000.0,39444.0,0.0,9100.0,,107104.0,25902937.0,16844300.0,30000.0,24856700.0,106000.0,535791.0,21909.0,99509.0,250.0,15000.0,831800.0,,5989.0,2613893.0,46812.0,20142.0,18560.0,36200.0,,,3700.0,1403680.0,1421329.0,300.0,839057.0,,16955286.0,296225.0,,2160792.0,392645.0,26019.0,248554.0,350203.0,,7300.0,5501.0,124940.0,1300.0,0.0,3300.0,590822.0,2922036.0,0.0,48000.0,,157058.0,197464.0,0.0,1632522.0,52765.0,198.0,2700.0,135.0,1031594.0,355000.0,4.0,7200.0,48700.0,495262.0,30000.0,225568.0,88800.0,,329829.0,,,25500.0
1977,10236940.0,22900.0,69450.0,16500.0,300.0,0.0,150100.0,710.0,32464.0,264500.0,92400.0,55300.0,71158.0,3500.0,92000.0,11830878.0,,95365.0,0.0,2415254.0,474700.0,664624.0,4859.0,30173.0,51495.0,3050.0,,0.0,10229.0,152000.0,3185.0,14200.0,,196871.0,130830.0,53631.0,,333575.0,269017.0,95130.0,470068.0,281147.0,425200.0,108338.0,289917.0,124669.0,11444.0,,22003.0,,23985.0,370.0,98070.0,1700.0,2004.0,,0.0,98668.0,885567.0,134746.0,6674.0,24450.0,366429.0,239190.0,10000.0,,147091.0,12.0,0.0,27100.0,,67010.0,19.0,43687.0,31120.0,296150.0,168140.0,,85900.0,310.0,25000.0,,235000.0,11479.0,1300.0,4000.0,1580.0,33300.0,,,,,1328100.0,497900.0,1300.0,3500.0,0.0,200.0,231840.0,681000.0,1354854.0,,345546.0,340687.0,180.0,2471725.0,641524.0,0.0,,2550.0,11199.0,120709.0,12100.0,,3310.0,2500.0,744300.0,182435.0,315000.0,,,5000.0,288101.0,0.0,83074.0,3150011.0,477014.0,484088.0,356.0,427900.0,,371714.0,947249.0,428248.0,370565.0,831500.0,4249000.0,41290.0,0.0,9150.0,,119671.0,30889978.0,16688000.0,22000.0,25489100.0,99200.0,536585.0,22303.0,138655.0,300.0,15000.0,827506.0,,5141.0,2823060.0,40088.0,15812.0,19995.0,38200.0,,,4100.0,1177819.0,1433411.0,550.0,784554.0,,16786070.0,282767.0,,2551864.0,286955.0,18781.0,155330.0,358235.0,,7600.0,6007.0,117940.0,2000.0,0.0,3500.0,679266.0,3503514.0,0.0,55439.0,,212591.0,226996.0,0.0,1801019.0,59580.0,76.0,2600.0,238.0,1583663.0,356200.0,5.0,7500.0,50700.0,491301.0,30000.0,232624.0,83450.0,,341963.0,,,22700.0
1978,10251010.0,31700.0,69500.0,13500.0,300.0,0.0,199370.0,700.0,32994.0,270500.0,92000.0,63320.0,67440.0,3500.0,90500.0,12518927.0,,114890.0,0.0,3825482.0,445600.0,662271.0,5994.0,41219.0,52568.0,3080.0,,0.0,8818.0,154000.0,1175.0,11200.0,,170677.0,138688.0,70307.0,,280369.0,282991.0,89735.0,453143.0,331108.0,401900.0,111246.0,276187.0,156048.0,5745.0,,19345.0,,26681.0,323.0,98924.0,1700.0,1700.0,,0.0,90188.0,987663.0,161060.0,6764.0,23271.0,411347.0,256366.0,12000.0,,160518.0,15.0,0.0,18650.0,,58240.0,22.0,50084.0,25600.0,292550.0,172530.0,,98710.0,200.0,30000.0,,219023.0,11596.0,1618.0,4000.0,1679.0,35900.0,,,,,1332240.0,617445.0,3800.0,3500.0,0.0,160.0,223738.0,896400.0,1384402.0,,461252.0,455258.0,180.0,2445237.0,643171.0,0.0,,2600.0,19900.0,148440.0,11600.0,,3308.0,2500.0,775300.0,219794.0,315000.0,,,4800.0,245866.0,0.0,90097.0,3292723.0,443933.0,472302.0,353.0,424100.0,,378094.0,1040340.0,404022.0,374137.0,836200.0,3970000.0,36400.0,0.0,8200.0,,127270.0,32922059.0,17729100.0,20000.0,26844700.0,104300.0,589441.0,17387.0,140693.0,320.0,15000.0,856180.0,,4795.0,2971930.0,41643.0,22812.0,19211.0,40200.0,,,3800.0,1241444.0,1416057.0,550.0,1060600.0,,17828024.0,279754.0,,2321190.0,272175.0,21886.0,237472.0,338144.0,,7900.0,7429.0,164890.0,1800.0,0.0,3500.0,588273.0,5126950.0,0.0,64167.0,,227613.0,241270.0,0.0,1691297.0,64500.0,70.0,2500.0,223.0,1514586.0,357442.0,1.0,7700.0,48800.0,480385.0,33000.0,266011.0,84860.0,,364750.0,,,21400.0
1979,9983200.0,32500.0,69600.0,12500.0,250.0,0.0,169300.0,1200.0,38286.0,277000.0,97700.0,65330.0,106509.0,3500.0,88800.0,12776668.0,,121720.0,0.0,4842664.0,310700.0,721408.0,3950.0,39986.0,52021.0,3050.0,,0.0,7554.0,155000.0,1813.0,14150.0,,146944.0,123401.0,77075.0,,317382.0,318881.0,67750.0,438202.0,339028.0,284400.0,72504.0,313040.0,159319.0,5800.0,,22000.0,,23013.0,249.0,87096.0,1800.0,1700.0,,0.0,88500.0,900316.0,168980.0,7800.0,26100.0,580745.0,251544.0,13000.0,,176290.0,15.0,0.0,15550.0,,79360.0,22.0,65283.0,27600.0,292100.0,194530.0,,96950.0,250.0,30000.0,,199500.0,11759.0,1824.0,4000.0,1579.0,33800.0,,,,,1335065.0,738266.0,3900.0,3500.0,0.0,260.0,127016.0,809000.0,1748802.0,,520056.0,516106.0,200.0,2640684.0,672557.0,0.0,,2700.0,24490.0,83455.0,8800.0,,3667.0,2500.0,744362.0,150302.0,315000.0,,,4700.0,255080.0,0.0,89537.0,3402645.0,306601.0,397273.0,330.0,408750.0,,389836.0,1107913.0,427480.0,328276.0,807200.0,3941000.0,31510.0,0.0,8250.0,,148258.0,36948930.0,18192400.0,22000.0,26614100.0,104400.0,553341.0,11199.0,140956.0,330.0,15000.0,972502.0,,5330.0,3158230.0,45425.0,21427.0,20275.0,42200.0,,,4700.0,1109672.0,1279821.0,500.0,609650.0,,18279496.0,287428.0,,2254486.0,499199.0,32571.0,210821.0,310985.0,,8600.0,7842.0,167100.0,1000.0,0.0,3500.0,610870.0,5094352.0,0.0,74148.0,,189604.0,227070.0,0.0,1682588.0,78195.0,50.0,2400.0,236.0,1840086.0,358695.0,5.0,4500.0,48900.0,494523.0,35000.0,290777.0,89010.0,,362239.0,,,20200.0
1980,10141600.0,55300.0,70650.0,8100.0,200.0,0.0,239850.0,900.0,38335.0,233000.0,101000.0,60340.0,117806.0,3700.0,96400.0,13453374.0,,107273.0,0.0,3140655.0,346800.0,1946454.0,1842.0,37917.0,51906.0,3050.0,,0.0,7583.0,100000.0,1704.0,11100.0,,158957.0,158137.0,73000.0,,298235.0,372034.0,78450.0,455232.0,236096.0,209500.0,74653.0,278717.0,176400.0,6020.0,,25130.0,,28382.0,240.0,79788.0,1700.0,1700.0,,0.0,91605.0,896249.0,142130.0,6857.0,21397.0,575994.0,272259.0,13500.0,,160792.0,12.0,0.0,12960.0,,85970.0,14.0,102528.0,35400.0,290400.0,194710.0,,95160.0,250.0,30000.0,,159800.0,12899.0,1820.0,4000.0,1588.0,26000.0,,,,,1328980.0,806402.0,3800.0,3500.0,0.0,300.0,156716.0,810300.0,1305346.0,,439583.0,437741.0,200.0,2646647.0,713161.0,0.0,,3800.0,22506.0,89525.0,11600.0,,3962.0,2500.0,753300.0,194480.0,315000.0,,,4600.0,253758.0,0.0,95213.0,3516989.0,419503.0,398485.0,191.0,427280.0,,346785.0,1233510.0,586473.0,294256.0,839900.0,3952000.0,30360.0,0.0,10300.0,,164359.0,35202268.0,19329700.0,30000.0,25817500.0,105500.0,588516.0,12225.0,138311.0,340.0,15000.0,1028142.0,,5770.0,3351420.0,38950.0,25540.0,20126.0,43200.0,,,4600.0,1116655.0,1284718.0,800.0,483050.0,,19409488.0,251094.0,,2161421.0,347934.0,27733.0,183736.0,319921.0,,9500.0,10264.0,178320.0,1500.0,0.0,3500.0,621141.0,5792000.0,0.0,91774.0,,79676.0,256050.0,0.0,1853403.0,76315.0,45.0,2400.0,238.0,1427104.0,359500.0,5.0,5200.0,46900.0,497711.0,30000.0,342669.0,100000.0,,375458.0,,,20300.0
1981,9839000.0,55500.0,70700.0,9800.0,200.0,0.0,193650.0,900.0,38335.0,238500.0,108400.0,67345.0,121644.0,3700.0,98500.0,12956749.0,,81060.0,0.0,2351000.0,314400.0,2881749.0,1929.0,35466.0,51698.0,3150.0,,0.0,6839.0,103000.0,1767.0,10120.0,,144678.0,157729.0,76000.0,,284636.0,411753.0,74560.0,453626.0,281567.0,311978.0,87065.0,341400.0,164300.0,6356.0,,26358.0,,23982.0,250.0,70074.0,1700.0,1400.0,,0.0,88740.0,881764.0,146280.0,7000.0,23050.0,620612.0,289079.0,13500.0,,156167.0,30.0,0.0,20140.0,,32000.0,13.0,129277.0,32680.0,294900.0,200990.0,,90510.0,210.0,37000.0,,188100.0,12880.0,1920.0,4000.0,1859.0,36205.0,,,,,1355400.0,703434.0,3800.0,3500.0,0.0,340.0,122557.0,791000.0,1502187.0,,407413.0,405484.0,220.0,2777065.0,810648.0,0.0,,4400.0,23971.0,118516.0,8300.0,,4646.0,2510.0,803300.0,211597.0,315000.0,,,4400.0,231895.0,0.0,101887.0,3717884.0,347979.0,365799.0,132.0,474040.0,,352135.0,1322013.0,714965.0,289982.0,852300.0,3768000.0,31630.0,0.0,9370.0,,175685.0,34831440.0,21714000.0,25000.0,27594100.0,106000.0,526820.0,14087.0,129509.0,345.0,15000.0,976061.0,,6499.0,3336197.0,31750.0,21494.0,22813.0,43200.0,,,4500.0,1061737.0,1292237.0,1300.0,313000.0,,21784074.0,255746.0,,2258253.0,301375.0,29354.0,131448.0,422054.0,,10000.0,9996.0,183310.0,1800.0,0.0,3400.0,599116.0,4411450.0,0.0,125000.0,,129481.0,317000.0,0.0,1780417.0,65070.0,180.0,2400.0,240.0,1491684.0,360800.0,5.0,5800.0,54100.0,461616.0,30000.0,353138.0,94120.0,,384989.0,,,19500.0
1982,10034400.0,63700.0,70720.0,11000.0,146.0,0.0,158294.0,950.0,37332.0,252000.0,109000.0,66380.0,92480.0,3700.0,99700.0,12783879.0,,70270.0,0.0,2904600.0,194000.0,2982630.0,1755.0,37172.0,51831.0,3124.0,,0.0,9124.0,104000.0,2112.0,13100.0,,150020.0,160494.0,79200.0,,276551.0,406285.0,74060.0,465206.0,267936.0,314151.0,101260.0,330600.0,161400.0,6599.0,,25902.0,,30210.0,230.0,66939.0,1500.0,1400.0,,0.0,85475.0,924571.0,141900.0,7000.0,19350.0,613987.0,320244.0,13500.0,,148432.0,20.0,0.0,20340.0,,16740.0,12.0,153774.0,32490.0,288600.0,199090.0,,90000.0,200.0,36000.0,,180850.0,12936.0,1720.0,4000.0,1853.0,38506.0,,,,,1292400.0,838300.0,2000.0,3500.0,0.0,380.0,133718.0,661000.0,1683597.0,,387359.0,385604.0,240.0,2808171.0,747924.0,0.0,,4906.0,24200.0,91670.0,3761.0,,5795.0,2500.0,735300.0,193027.0,326000.0,,,4200.0,245370.0,0.0,92179.0,3552384.0,313850.0,301234.0,167.0,519590.0,,364398.0,1347464.0,845400.0,294758.0,961600.0,3625000.0,31730.0,0.0,5300.0,,147685.0,34853028.0,22956600.0,30000.0,27730200.0,106000.0,525533.0,17883.0,97195.0,380.0,15000.0,923179.0,,7639.0,3320412.0,30325.0,14665.0,20550.0,44200.0,,,3800.0,1203741.0,1302392.0,2000.0,363200.0,,23023539.0,282069.0,,1586561.0,319965.0,30462.0,112658.0,413014.0,,10500.0,8523.0,179890.0,2000.0,0.0,3400.0,564090.0,5103320.0,0.0,174000.0,,115913.0,367800.0,0.0,1734368.0,71978.0,190.0,2400.0,241.0,1089290.0,362100.0,5.0,6000.0,49300.0,482498.0,30000.0,363394.0,94280.0,,352093.0,,,20500.0
1983,10101700.0,60900.0,70750.0,11800.0,170.0,0.0,176618.0,750.0,37332.0,260000.0,117600.0,61340.0,98800.0,3700.0,100300.0,11773437.0,,64386.0,0.0,3244000.0,182400.0,3058212.0,733.0,32250.0,52263.0,3160.0,,0.0,11227.0,105000.0,3592.0,13170.0,,195100.0,185199.0,82300.0,,258679.0,398686.0,76260.0,493510.0,240299.0,299803.0,101935.0,313100.0,171100.0,6662.0,,25300.0,,21965.0,260.0,56122.0,1700.0,1478.0,,0.0,87640.0,1002096.0,144340.0,7000.0,22130.0,604167.0,368317.0,14000.0,,154391.0,20.0,0.0,27050.0,,7630.0,12.0,165457.0,32395.0,184870.0,208490.0,,87870.0,220.0,31000.0,,179300.0,13798.0,1920.0,4000.0,1920.0,38506.0,,,,,1307100.0,951900.0,2080.0,3500.0,0.0,400.0,160383.0,697000.0,1826236.0,,436765.0,436032.0,240.0,2755862.0,807621.0,0.0,,7000.0,23317.0,111107.0,2200.0,,6401.0,2200.0,693300.0,163948.0,331000.0,,,4100.0,243900.0,0.0,69294.0,3559171.0,309147.0,359260.0,80.0,527260.0,,372352.0,1462169.0,980300.0,305522.0,984700.0,3493000.0,33339.0,0.0,5300.0,,98161.0,30378468.0,21397190.0,18000.0,27396700.0,102200.0,495450.0,18985.0,82153.0,340.0,15000.0,934352.0,,7413.0,3305412.0,32600.0,16336.0,19446.0,45200.0,,,4400.0,1156054.0,1338064.0,2000.0,401800.0,,21453312.0,266648.0,,2112745.0,336908.0,27885.0,61611.0,396676.0,,11400.0,8212.0,175580.0,2500.0,0.0,3300.0,527885.0,5570500.0,0.0,222000.0,,116805.0,390300.0,0.0,1781691.0,48075.0,65.0,2400.0,240.0,1402382.0,362478.0,5.0,6300.0,49500.0,472088.0,30000.0,381237.0,83080.0,,355322.0,,,20500.0
