,USSR,Syrian Arab Republic,Australia & New Zealand,Australia,Pakistan,Uruguay,Kenya,Romania,Democratic People's Republic of Korea,Lebanon,Yemen,Tunisia,Albania,Brazil,Paraguay,Serbia,Slovenia,El Salvador,Hungary,Argentina,Colombia,Spain,India,Malta,Ecuador,Madagascar,Republic of Moldova,Canada,Turkey,Jordan,Belgium-Luxembourg,Estonia,The former Yugoslav Republic of Macedonia,Greece,Czechoslovakia,France,Republic of Korea,Egypt,New Zealand,Montenegro,Kyrgyzstan,Mexico,Yugoslav SFR,Iran (Islamic Republic of),Peru,United States of America,"China, mainland",Cyprus,Kazakhstan,Lithuania,Portugal,Netherlands,Guatemala,Slovakia,Bhutan,Turkmenistan,Norway,Iraq,Czechia,Belgium,Nepal,Luxembourg,Libya,Poland,Italy,Germany,Croatia,Sweden,Uzbekistan,Occupied Palestinian Territory,Finland,Serbia and Montenegro,Armenia,Morocco,Switzerland,Chile,Honduras,Denmark,Zimbabwe,Ireland,Algeria,"China, Taiwan Province of",Israel,Réunion,Japan,Belarus,Afghanistan,Grenada,United Kingdom,Azerbaijan,Bosnia and Herzegovina,Russian Federation,Austria,Georgia,Saint Vincent and the Grenadines,Latvia,Ukraine,Bolivia (Plurinational State of),Tajikistan,South Africa,Bulgaria,China
1971,5080000.0,34161.0,569395.0,442636.0,36127.0,28000.0,-1.0,252700.0,170000.0,154483.0,,8500.0,10000.0,29961.0,428.0,,,-1.0,620534.0,423900.0,-1.0,657500.0,352000.0,466.0,5617.0,6286.0,,391136.0,780000.0,564.0,280000.0,,,226059.0,144250.0,2967000.0,220687.0,7400.0,126759.0,,,232565.0,326911.0,91102.0,74773.0,2890820.0,854000.0,10668.0,,,95120.0,520000.0,4600.0,,2600.0,,50746.0,42833.0,,,-1.0,,2419.0,563200.0,1697300.0,2309000.0,,147900.0,,-1.0,25000.0,,,14000.0,390000.0,149000.0,-1.0,115457.0,2600.0,13000.0,13506.0,,78100.0,,1006000.0,,21500.0,570.0,530276.0,,,,243658.0,,60.0,,,17500.0,,243170.0,343683.0,854000.0
1972,4712000.0,42388.0,509637.0,360167.0,34240.0,25000.0,-1.0,247500.0,200000.0,220417.0,,7400.0,11000.0,30698.0,432.0,,,-1.0,709349.0,512300.0,-1.0,745200.0,433000.0,470.0,5571.0,6425.0,,392805.0,850000.0,2900.0,263500.0,,,184690.0,95785.0,2553000.0,261120.0,7000.0,149470.0,,,226897.0,309084.0,89600.0,74487.0,2666565.0,850000.0,9956.0,,,114790.0,400000.0,4800.0,,2700.0,,49562.0,50000.0,,,-1.0,,1625.0,558500.0,1884100.0,1500000.0,,132500.0,,-1.0,20000.0,,,18000.0,260000.0,95000.0,-1.0,93334.0,2700.0,9100.0,11480.0,,67500.0,,959100.0,,26600.0,570.0,375227.0,,,,156358.0,,60.0,,,17500.0,,317737.0,340336.0,850000.0
1973,5587000.0,41079.0,569500.0,426362.0,51510.0,25000.0,-1.0,288400.0,255000.0,166177.0,,10000.0,14000.0,22265.0,432.0,,,-1.0,780525.0,233300.0,-1.0,1015100.0,515000.0,540.0,3778.0,4225.0,,374691.0,850000.0,348.0,246000.0,,,272832.0,182736.0,3265000.0,290591.0,8000.0,143138.0,,,190339.0,447749.0,120000.0,74209.0,2841741.0,1301000.0,9448.0,,,142910.0,450000.0,5200.0,,2750.0,,36211.0,60000.0,,,-1.0,,2327.0,682500.0,2050000.0,2320000.0,,131700.0,,-1.0,20000.0,,,20000.0,380000.0,118500.0,-1.0,116332.0,2800.0,11900.0,10062.0,3681.0,84100.0,,962700.0,,27600.0,580.0,490041.0,,,,287462.0,,60.0,,,17500.0,,283891.0,360159.0,1304681.0
1974,5077000.0,44322.0,483418.0,331302.0,56245.0,27000.0,-1.0,240517.0,290000.0,144131.0,,9400.0,13000.0,27340.0,444.0,,,-1.0,829015.0,786000.0,-1.0,1038200.0,592000.0,290.0,19021.0,4700.0,,406334.0,950000.0,3944.0,208950.0,,,193217.0,129172.0,2757000.0,297323.0,8000.0,152116.0,,,232313.0,370421.0,170000.0,74750.0,2984486.0,1156000.0,7620.0,,,122176.0,385000.0,5200.0,,2800.0,,53864.0,65000.0,,,-1.0,,1050.0,594300.0,1886100.0,1499477.0,,114000.0,,-1.0,16800.0,,,23000.0,240000.0,120300.0,-1.0,104134.0,2900.0,10000.0,14568.0,4374.0,74200.0,,850400.0,,27800.0,596.0,396800.0,,,,324203.0,,80.0,,,17520.0,,283613.0,249583.0,1160374.0
1975,5803000.0,56561.0,522181.0,362778.0,66690.0,23000.0,-1.0,314919.0,325000.0,108000.0,,10500.0,14000.0,34192.0,456.0,,,-1.0,808787.0,608000.0,-1.0,1078700.0,510000.0,430.0,22860.0,4235.0,,460438.0,900000.0,917.0,257508.0,,,270028.0,182383.0,3104000.0,279608.0,8100.0,159403.0,,,193987.0,369941.0,220000.0,74920.0,3415533.0,1583000.0,9144.0,,,140503.0,430000.0,5200.0,,2900.0,,44060.0,73000.0,,,-1.0,,1667.0,840722.0,2127000.0,2488968.0,,155300.0,,-1.0,27900.0,,,25000.0,435000.0,125300.0,-1.0,128328.0,3000.0,10300.0,21575.0,3718.0,96700.0,,897900.0,,27900.0,603.0,374600.0,,,,303746.0,,90.0,,,18500.0,,355683.0,329342.0,1586718.0
1976,6927000.0,70534.0,447302.0,274831.0,74746.0,24000.0,-1.0,469717.0,365000.0,56000.0,,14000.0,15000.0,42348.0,470.0,,,-1.0,973940.0,576500.0,-1.0,1007300.0,500000.0,230.0,25342.0,2630.0,,409172.0,1000000.0,505.0,233591.0,,,260031.0,190294.0,2497000.0,313099.0,9631.0,172471.0,,,329431.0,486145.0,380000.0,74852.0,2935725.0,1730000.0,10973.0,,,154553.0,380000.0,5500.0,,2950.0,,55498.0,80000.0,,,-1.0,,2096.0,1160890.0,2143000.0,1806949.0,,144300.0,,-1.0,19810.0,,,30000.0,243000.0,130000.0,-1.0,102767.0,3100.0,10800.0,14624.0,5908.0,95800.0,,879400.0,,26200.0,600.0,363500.0,,,,329261.0,,95.0,,,10525.0,,371019.0,382287.0,1735908.0
1977,7587000.0,61202.0,447090.0,301551.0,87672.0,25000.0,-1.0,593444.0,400000.0,106000.0,,10200.0,13000.0,46125.0,456.0,,,-1.0,1105448.0,820000.0,-1.0,730000.0,503500.0,140.0,27661.0,3890.0,,411420.0,900000.0,490.0,119691.0,,,223900.0,156884.0,1687000.0,394744.0,9487.0,145539.0,,,186667.0,381000.0,500000.0,79372.0,3057015.0,2108000.0,10465.0,,,94471.0,315000.0,5700.0,,3000.0,,42969.0,85000.0,,,-1.0,,2635.0,911928.0,1790600.0,1473564.0,,136600.0,,-1.0,10100.0,,,40000.0,279000.0,150000.0,-1.0,129643.0,3200.0,9800.0,19179.0,10896.0,101600.0,,958800.0,,15500.0,594.0,270000.0,,,,263508.0,,110.0,,,10440.0,,281373.0,281416.0,2118896.0
1978,5953000.0,67302.0,443504.0,258360.0,93718.0,28000.0,-1.0,359415.0,430000.0,90000.0,,12000.0,14000.0,51758.0,451.0,,,-1.0,779222.0,810000.0,-1.0,1072000.0,545070.0,200.0,30521.0,3880.0,,451938.0,1100000.0,529.0,271700.0,,,195763.0,185099.0,3100000.0,428291.0,16852.0,185144.0,,,284535.0,381000.0,450000.0,77596.0,3445880.0,2275000.0,7620.0,,,117382.0,510000.0,5500.0,,3150.0,,58543.0,99680.0,,,-1.0,,2123.0,1030343.0,1846800.0,2109260.0,,121700.0,,-1.0,10040.0,,,50000.0,355000.0,175000.0,-1.0,120000.0,3642.0,10100.0,15577.0,17543.0,106500.0,,844000.0,,22700.0,625.0,391200.0,,,,291186.0,,130.0,,,10755.0,,381429.0,321088.0,2292543.0
1979,7432000.0,76266.0,525006.0,344948.0,99282.0,30831.0,-1.0,593963.0,440000.0,135000.0,150.0,16000.0,15000.0,69099.0,460.0,,,-1.0,963956.0,972000.0,-1.0,1161700.0,662020.0,360.0,30767.0,3915.0,,434898.0,1350000.0,851.0,321750.0,,,295477.0,200125.0,2464000.0,443661.0,17642.0,180058.0,,,296633.0,428000.0,550000.0,77358.0,3685930.0,2868900.0,9347.0,,,107385.0,450000.0,4963.0,,3200.0,,39868.0,101000.0,,,-1.0,,2662.0,1050671.0,1991900.0,2713069.0,,171373.0,,-1.0,14580.0,,,60000.0,442000.0,210000.0,-1.0,125000.0,3256.0,10000.0,13656.0,21828.0,122900.0,,852700.0,,21600.0,616.0,363000.0,,,,326357.0,,300.0,,,11400.0,,363464.0,285239.0,2890728.0
1980,5090000.0,89281.0,510212.0,298812.0,107410.0,28050.0,-1.0,391500.0,460000.0,103000.0,140.0,15100.0,15000.0,83038.0,470.0,,,-1.0,1016585.0,958000.0,-1.0,931100.0,658000.0,390.0,30899.0,5618.0,,552589.0,1430000.0,489.0,329700.0,,,288217.0,278209.0,2902000.0,410047.0,13505.0,211400.0,,,248810.0,483000.0,600000.0,79349.0,4000000.0,2363100.0,9144.0,,,127644.0,470000.0,5227.0,,3250.0,,44795.0,74000.0,,,-1.0,,2196.0,844106.0,1936700.0,2395094.0,,119026.0,,-1.0,12000.0,,,70000.0,340000.0,245000.0,-1.0,115000.0,3646.0,8900.0,21818.0,19896.0,100800.0,,960100.0,,22300.0,552.0,357200.0,,,,329932.0,,170.0,,,10595.0,,426430.0,394280.0,2382996.0
1981,6334000.0,103700.0,548952.0,306921.0,114095.0,25000.0,-1.0,525389.0,480000.0,65000.0,126.0,21000.0,15000.0,109503.0,480.0,,,-1.0,1232428.0,908000.0,-1.0,1062600.0,821790.0,300.0,33944.0,5375.0,,422379.0,1450000.0,176.0,133700.0,,,337091.0,167427.0,1437000.0,523145.0,23143.0,242031.0,,,385552.0,508000.0,735890.0,87266.0,3510620.0,3006000.0,7620.0,,,97000.0,260000.0,5600.0,,3300.0,,53824.0,105000.0,,,-1.0,,5000.0,779693.0,1741600.0,1285644.0,,145450.0,,-1.0,16000.0,,,80000.0,243000.0,298400.0,-1.0,43296.0,4606.0,6500.0,23386.0,14934.0,131900.0,,845700.0,,22100.0,589.0,231800.0,,,,243199.0,,300.0,,,10320.0,,394164.0,433142.0,3020934.0
1982,7400000.0,139353.0,520374.0,294476.0,128616.0,38160.0,-1.0,744835.0,500000.0,130000.0,132.0,19000.0,23000.0,190993.0,548.0,,,-1.0,1278919.0,804000.0,-1.0,891700.0,926980.0,370.0,34644.0,5350.0,,477626.0,1600000.0,203.0,270300.0,,,264747.0,503723.0,1977000.0,527149.0,23000.0,225898.0,,,327706.0,746000.0,930181.0,93116.0,3684060.0,2430000.0,8636.0,,,104800.0,440000.0,6000.0,,3345.0,,43673.0,110000.0,,,-1.0,,7044.0,2125690.0,2602700.0,3417125.0,,129523.0,,-1.0,16000.0,,,100000.0,542000.0,345000.0,-1.0,59462.0,5000.0,9000.0,24476.0,11044.0,117900.0,,924500.0,,21400.0,620.0,363100.0,,,,428819.0,,300.0,,,11164.0,,460987.0,425780.0,2441044.0
1983,8085000.0,128500.0,534110.0,300825.0,128068.0,40740.0,-1.0,755382.0,530000.0,130000.0,132.0,20000.0,21000.0,153540.0,563.0,,,-1.0,1140627.0,817000.0,-1.0,1075500.0,966600.0,400.0,35123.0,5410.0,,484853.0,1750000.0,300.0,203416.0,,,308002.0,426694.0,1965000.0,586023.0,26000.0,233285.0,,,302445.0,557000.0,1028697.0,87103.0,3800400.0,3541050.0,9000.0,,,115280.0,364000.0,6429.0,,3400.0,,50646.0,115000.0,,,-1.0,,7232.0,1729491.0,2032200.0,2097458.0,,133000.0,,-1.0,16000.0,,,100000.0,242000.0,365000.0,-1.0,47159.0,5466.0,10350.0,23916.0,11963.0,132100.0,,1048000.0,,20800.0,660.0,311500.0,,,,326547.0,,450.0,,,8655.0,,359547.0,467588.0,3553013.0
1984,7200000.0,129700.0,513150.0,266998.0,142659.0,42760.0,-1.0,707810.0,560000.0,128000.0,138.0,23000.0,21000.0,255773.0,747.0,,,-1.0,1088172.0,872000.0,-1.0,1028300.0,985900.0,400.0,29437.0,5830.0,,434247.0,1900000.0,511.0,230850.0,,,303725.0,378219.0,2868000.0,528175.0,27000.0,246152.0,,,460935.0,584316.0,940299.0,99791.0,3775700.0,2941000.0,9000.0,,,86460.0,388000.0,6888.0,,3536.0,,47564.0,120000.0,,,-1.0,,7387.0,1564430.0,2210400.0,2347783.0,,121000.0,,-1.0,12000.0,,,100000.0,384000.0,410000.0,-1.0,54376.0,4846.0,13692.0,38852.0,13526.0,118900.0,,811700.0,,20000.0,640.0,346600.0,,,,353195.0,,700.0,,,2243.0,,483696.0,525984.0,2954526.0
1985,7235000.0,125104.0,628594.0,352000.0,166043.0,37000.0,-1.0,699100.0,580000.0,130000.0,144.0,28000.0,18200.0,288649.0,770.0,,,-1.0,953597.0,922400.0,-1.0,1069971.0,1005560.0,400.0,29879.0,5870.0,,478605.0,1900000.0,500.0,221125.0,,,261532.0,379377.0,2349000.0,532571.0,29000.0,276594.0,,,423071.0,367645.0,1137762.0,98909.0,3590000.0,3614111.0,7000.0,,,95100.0,270000.0,7380.0,,3700.0,,63704.0,120000.0,,,-1.0,,7600.0,1343142.0,2014100.0,2206203.0,,136100.0,,-1.0,15000.0,,,120000.0,278000.0,425000.0,-1.0,45105.0,5130.0,10960.0,42400.0,13689.0,101800.0,,910300.0,,19100.0,640.0,305400.0,,,,293152.0,,1000.0,,,1993.0,,402231.0,336124.0,3627800.0
1986,7940000.0,144900.0,631852.0,288000.0,195573.0,39000.0,-1.0,994400.0,600000.0,133000.0,162.0,35800.0,15000.0,355803.0,793.0,,,-1.0,1252938.0,593900.0,-1.0,817400.0,1258000.0,410.0,30723.0,5780.0,,388175.0,1865000.0,1126.0,269660.0,,,275311.0,467689.0,2738000.0,537737.0,34000.0,343852.0,,,462297.0,637327.0,1154322.0,109208.0,3564800.0,3336793.0,6500.0,,,238560.0,400000.0,24890.0,,4100.0,,32413.0,80000.0,,,-1.0,,7900.0,1920051.0,2019530.0,2902106.0,,134000.0,,-1.0,15000.0,,,120000.0,393000.0,515000.0,-1.0,40201.0,6088.0,9800.0,40699.0,15722.0,115700.0,,986100.0,,19400.0,650.0,302600.0,,,,368585.0,,1000.0,,,6218.0,,439836.0,543256.0,3352515.0
1987,5442000.0,132200.0,662741.0,324741.0,211942.0,33000.0,-1.0,594200.0,625000.0,197263.0,189.0,37900.0,16000.0,333275.0,808.0,,,-1.0,1064414.0,1074600.0,-1.0,1043000.0,861404.0,420.0,32718.0,5660.0,,490050.0,1680000.0,892.0,236300.0,,,301523.0,307781.0,2388000.0,556160.0,31000.0,338000.0,,,502849.0,423000.0,1238119.0,134559.0,4872600.0,4265000.0,7000.0,,,249775.0,340000.0,24776.0,,4300.0,,46408.0,65090.0,,,-1.0,,8000.0,504428.0,2235950.0,1592954.0,,86000.0,,-1.0,12000.0,,,150000.0,240200.0,580000.0,-1.0,26492.0,6074.0,10400.0,43688.0,16288.0,114300.0,50.0,997900.0,,16600.0,660.0,284672.0,,,,263532.0,,800.0,,,7200.0,,391556.0,339177.0,4281288.0
1988,5913000.0,205875.0,629807.0,299807.0,215113.0,27300.0,-1.0,609400.0,630000.0,199198.0,198.0,30500.0,14000.0,432937.0,727.0,,,-1.0,1130786.0,940000.0,-1.0,867600.0,995296.0,420.0,39154.0,6000.0,,500660.0,1950000.0,4800.0,271600.0,,,300110.0,467808.0,2582000.0,640333.0,44000.0,330000.0,,,514944.0,518185.0,1351291.0,134364.0,4140000.0,4344394.0,7500.0,,,241880.0,363000.0,24642.0,,4400.0,,51884.0,72000.0,,,-1.0,,8000.0,1392946.0,2331690.0,3164425.0,,130000.0,,-1.0,14000.0,,,236000.0,492000.0,630000.0,-1.0,45000.0,6941.0,10400.0,39980.0,12140.0,119280.0,100.0,1042000.0,,16900.0,660.0,268400.0,,,,413049.0,,700.0,,,7610.0,,554742.0,334463.0,4356534.0
1989,6273000.0,194900.0,716045.0,323045.0,232404.0,37600.0,-1.0,697400.0,638000.0,197765.0,320.0,40000.0,18000.0,477280.0,721.0,,,-1.0,959074.0,847800.0,-1.0,810000.0,1084117.0,430.0,31094.0,6200.0,,536630.0,1850000.0,5128.0,322400.0,,,311526.0,552444.0,2340000.0,676016.0,45000.0,393000.0,,,505959.0,546015.0,1245568.0,136891.0,4519000.0,4498920.0,8200.0,,,265782.0,417000.0,25815.0,,4500.0,,68866.0,75000.0,,,-1.0,,8500.0,1312026.0,1924240.0,2483089.0,,165000.0,,-1.0,15000.0,,,295000.0,311000.0,660000.0,-1.0,52000.0,7101.0,11700.0,51395.0,17959.0,125292.0,150.0,1045000.0,,16900.0,590.0,447673.0,,,,321264.0,,700.0,,,7760.0,,508202.0,457875.0,4516879.0
1990,6034000.0,204600.0,680403.0,319403.0,243000.0,27696.0,-1.0,682152.0,645000.0,200000.0,353.0,41800.0,13100.0,543515.0,723.0,,,-1.0,945455.0,975600.0,-1.0,656500.0,1093900.0,435.0,33224.0,6300.0,,541250.0,1900000.0,11896.0,235100.0,,,348800.0,349973.0,2326000.0,628947.0,61719.0,361000.0,,,456538.0,522812.0,1523980.0,118416.0,4380000.0,4319315.0,8150.0,,,282521.0,431000.0,24849.0,,4700.0,,50000.0,75000.0,,,30000.0,,8600.0,812340.0,2050070.0,2222019.0,,150000.0,,-1.0,7000.0,,,221000.0,397800.0,700000.0,115.0,70000.0,6345.0,10600.0,38941.0,12607.0,112700.0,180.0,1053000.0,,16867.0,450.0,309059.0,,,,337741.0,,600.0,,,7970.0,,430344.0,410915.0,4331922.0
1991,4705000.0,215098.0,668730.0,288730.0,295283.0,34600.0,2200.0,504688.0,650000.0,213864.0,1377.0,44000.0,10000.0,526904.0,726.0,,,-1.0,859195.0,1067500.0,-1.0,516800.0,1175005.0,440.0,15424.0,6200.0,,513270.0,1900000.0,11845.0,140575.0,,,242000.0,434898.0,1673000.0,542015.0,64804.0,380000.0,,,527373.0,428351.0,1364507.0,108770.0,4402500.0,4540445.0,7700.0,,,263350.0,260000.0,27085.0,,4900.0,,20607.0,65000.0,,,34000.0,,9000.0,1145544.0,1830170.0,780800.0,,17000.0,,-1.0,5500.0,,,248800.0,181800.0,780000.0,135.0,55000.0,6860.0,10300.0,47827.0,16889.0,116000.0,200.0,760300.0,,17255.0,472.0,323220.0,,,,276848.0,,480.0,,,8290.0,,515074.0,145060.0,4557334.0
