,Cuba,Puerto Rico,United States of America,South Africa,France,Israel,Australia & New Zealand,Australia,Panama,Madagascar,Swaziland,French Guiana,Philippines,Samoa,Ethiopia,Kenya,Guyana,Costa Rica,Lebanon,Portugal,Tunisia,China,Paraguay,Polynesia,Morocco,El Salvador,Chile,Honduras,Argentina,Colombia,Spain,Central African Republic,Bahamas,Saint Lucia,Jamaica,Ecuador,Réunion,Indonesia,Seychelles,Turkey,Dominica,Trinidad and Tobago,Grenada,Greece,Haiti,Timor-Leste,Democratic Republic of the Congo,New Zealand,Zimbabwe,Congo,Barbados,Martinique,Dominican Republic,Brazil,Bolivia (Plurinational State of),Occupied Palestinian Territory,Peru,Ghana,Mexico,Cook Islands,"China, mainland",French Polynesia,Guadeloupe,Sri Lanka,Cyprus,Venezuela (Bolivarian Republic of),Côte d'Ivoire,Rwanda,Bosnia and Herzegovina,Cameroon,Guatemala
1971,215255.0,51886.0,78900.0,43645.0,,66087.0,,,,49625.0,,4000.0,30378.0,268657.0,,145455.0,,69231.0,,,,,,167347.0,80000.0,102083.0,31579.0,36842.0,,83333.0,164259.0,15217.0,,,,106854.0,,70000.0,,,,,,,,,69630.0,,,72222.0,,,,99659.0,55135.0,,88523.0,40000.0,99505.0,82500.0,,,,,8088.0,39397.0,40000.0,,,24000.0,100000.0
1972,251616.0,53276.0,40829.0,47935.0,,94000.0,,,,60140.0,,5333.0,38622.0,260563.0,,145455.0,,77778.0,,,,,,166225.0,80000.0,104167.0,31250.0,42000.0,,82911.0,141296.0,15909.0,,,,85886.0,,60000.0,,,,,,,,,72593.0,,,72222.0,,,,112603.0,55000.0,,97631.0,40000.0,87206.0,82500.0,,,,,7971.0,40772.0,40000.0,,,25000.0,100000.0
1973,249027.0,57301.0,75050.0,48448.0,,92857.0,,,,67339.0,,6000.0,31490.0,254667.0,,141667.0,,79333.0,,,,,,156424.0,80000.0,104000.0,29844.0,42000.0,,83544.0,120000.0,20000.0,,,,80761.0,,57143.0,,,,,,,,,75357.0,,,72222.0,,,,75279.0,55000.0,,96290.0,40000.0,91445.0,74556.0,,,,,7143.0,41908.0,39375.0,,,18750.0,105000.0
1974,248250.0,52184.0,55498.0,47336.0,57143.0,103448.0,213438.0,,,82568.0,,10000.0,37358.0,252564.0,,141667.0,,80000.0,,,,,,178446.0,80000.0,103846.0,32222.0,45000.0,,83125.0,100000.0,25000.0,,,,55892.0,,71026.0,,,,,,,,,74828.0,5938.0,,77500.0,,,,76902.0,54545.0,,96117.0,40000.0,77750.0,95857.0,,,,,7937.0,42948.0,39375.0,,,18750.0,105000.0
1975,215092.0,45400.0,59916.0,49200.0,65714.0,106563.0,361000.0,,,134840.0,,10000.0,40534.0,290286.0,,141667.0,,80645.0,,,,,,169529.0,80000.0,103704.0,33130.0,46000.0,,81834.0,83333.0,35294.0,,,,65322.0,,74400.0,,,,,,,,,74333.0,6000.0,,77500.0,,,,77285.0,54717.0,,89038.0,40000.0,74619.0,85000.0,,,,,7813.0,44330.0,39375.0,,,25000.0,107500.0
1976,249188.0,38590.0,83134.0,51939.0,62857.0,85253.0,115385.0,,,85696.0,,5208.0,52244.0,250864.0,,141667.0,,79688.0,,,,,,163478.0,80000.0,103571.0,30612.0,43636.0,,85389.0,66667.0,35000.0,,,,93840.0,,40000.0,,,,,,,,,76000.0,5769.0,,72222.0,,,,77536.0,54811.0,,84682.0,40000.0,75908.0,75000.0,,,,,8462.0,40179.0,40000.0,,,25000.0,100000.0
1977,251192.0,41239.0,59287.0,54203.0,63333.0,85827.0,59823.0,,,44959.0,,5000.0,54092.0,250864.0,,141667.0,,78788.0,,,,,,163478.0,80000.0,100000.0,35042.0,47273.0,,85667.0,68966.0,40000.0,,,,151899.0,,37610.0,,,,,,,,,70323.0,1239.0,,76471.0,,,,71151.0,54811.0,,87595.0,40000.0,73627.0,75000.0,,,,,8333.0,43620.0,40000.0,,,25610.0,102727.0
1978,248867.0,46286.0,63967.0,52240.0,32500.0,81481.0,83968.0,,,42765.0,,6000.0,50953.0,253086.0,,144000.0,,78788.0,,,,,,164596.0,80000.0,100000.0,32137.0,46957.0,,88571.0,78790.0,45000.0,,,,115711.0,,33672.0,,,,,,,,,63824.0,6190.0,,76471.0,,,,69936.0,55000.0,,87022.0,40000.0,76806.0,75000.0,,,,,8209.0,39448.0,40000.0,,,26190.0,100000.0
1979,247368.0,36290.0,38602.0,50405.0,,92416.0,97320.0,,,76565.0,,6667.0,50011.0,259259.0,,142857.0,,79412.0,,,,,,167702.0,80000.0,100000.0,35857.0,46667.0,,93155.0,70588.0,45455.0,,,,106244.0,,42887.0,,,,,,,,,70000.0,5817.0,,70588.0,,,,70289.0,54831.0,,86273.0,40000.0,74898.0,75000.0,,,,,8209.0,41174.0,40000.0,,,26744.0,83140.0
1980,263684.0,36544.0,89816.0,50708.0,,78049.0,84545.0,,,95342.0,,6667.0,49644.0,259259.0,,142857.0,,78571.0,,,,,,172185.0,80000.0,100000.0,35113.0,48333.0,,100000.0,83473.0,43478.0,,,,102850.0,,43748.0,,,,,,,,,70000.0,3206.0,,70588.0,,,,70630.0,55254.0,,95255.0,40000.0,81061.0,71429.0,,,,,8286.0,43330.0,39891.0,,,27273.0,84288.0
1981,249625.0,35789.0,56137.0,52838.0,,15968.0,81931.0,,,78261.0,,6667.0,45504.0,261905.0,,142857.0,,77778.0,,,,,,175325.0,80000.0,100000.0,38700.0,48333.0,,106012.0,66667.0,44000.0,,,,105868.0,,47311.0,,,,,,33333.0,,,70000.0,7165.0,,78571.0,,,,64540.0,53362.0,,100581.0,40000.0,82832.0,71429.0,,,,,8243.0,44013.0,39891.0,,,27778.0,86077.0
1982,248785.0,40686.0,68039.0,54918.0,,63651.0,71538.0,,,78302.0,,8000.0,44349.0,261628.0,,142857.0,,57500.0,,,,,,176282.0,80000.0,100000.0,40735.0,50000.0,,100000.0,75000.0,44000.0,,,,105521.0,,30274.0,,,,,,33333.0,,,70000.0,6154.0,,78571.0,,,,66955.0,60165.0,,108202.0,40909.0,87113.0,71429.0,,,,,10460.0,43269.0,39891.0,,,28261.0,100000.0
1983,249500.0,35578.0,74001.0,66453.0,,84384.0,60585.0,,,84855.0,,8000.0,38309.0,261364.0,,146667.0,,57501.0,,,,,,177215.0,80000.0,100000.0,41690.0,49600.0,,149971.0,80000.0,48000.0,,,,100071.0,,29522.0,,,,,,33333.0,,,70000.0,6149.0,,73333.0,,,,65816.0,59557.0,,101513.0,40000.0,74220.0,71429.0,,,,,20561.0,44081.0,39683.0,,,29032.0,100000.0
1984,250200.0,33353.0,61253.0,55330.0,,64103.0,64595.0,,,89628.0,,8049.0,41791.0,261111.0,,146667.0,,57500.0,,,,,,178125.0,80000.0,100000.0,42568.0,50400.0,,106277.0,81396.0,50000.0,,,,99472.0,,34383.0,,,,,,33333.0,,,70000.0,6215.0,,70667.0,,,,66723.0,66489.0,,105425.0,39091.0,77268.0,71429.0,,,,,21930.0,43521.0,39683.0,,,29787.0,100000.0
1985,123471.0,34461.0,49594.0,59316.0,,85116.0,19607.0,25926.0,34475.0,82381.0,,7317.0,40372.0,257143.0,,146667.0,58125.0,57500.0,,,,,67358.0,164286.0,80000.0,100000.0,39185.0,50000.0,57778.0,116071.0,73665.0,50000.0,,44762.0,56604.0,83624.0,80000.0,31354.0,,,23222.0,49091.0,70391.0,43882.0,72093.0,,70172.0,5588.0,,75714.0,47368.0,80833.0,80644.0,64639.0,60938.0,,103630.0,39130.0,77580.0,71429.0,,,56000.0,,22388.0,43394.0,39535.0,,,30526.0,100000.0
1986,149120.0,37581.0,78723.0,61421.0,,71958.0,24852.0,32333.0,34153.0,81818.0,,10000.0,42822.0,260000.0,,146667.0,58750.0,57500.0,,,,,68034.0,151538.0,83333.0,100000.0,45425.0,50000.0,60000.0,108902.0,73411.0,50000.0,,45714.0,56604.0,58557.0,80000.0,43091.0,,,31111.0,50909.0,66304.0,44488.0,72093.0,,74821.0,6531.0,,77143.0,48421.0,65732.0,82925.0,66778.0,57389.0,,110321.0,38462.0,94618.0,83750.0,,,99000.0,,37313.0,44142.0,39535.0,,,30928.0,98306.0
1987,141747.0,37371.0,54420.0,70870.0,,138012.0,25491.0,32660.0,33814.0,82609.0,,10000.0,44721.0,333333.0,,143750.0,60000.0,57500.0,,,,,68325.0,150265.0,85714.0,100000.0,40816.0,41667.0,60606.0,104798.0,76121.0,50000.0,,47619.0,56604.0,62581.0,67333.0,38503.0,,,29222.0,52727.0,74696.0,32318.0,70930.0,,74483.0,8091.0,,78571.0,48421.0,56721.0,80931.0,64036.0,54079.0,,109295.0,42308.0,85089.0,83750.0,,93333.0,66429.0,,37313.0,43098.0,40000.0,,,32990.0,98342.0
1988,82413.0,46204.0,50086.0,76328.0,30000.0,38004.0,28167.0,35748.0,33508.0,82609.0,,20000.0,43102.0,250000.0,,143750.0,60000.0,57500.0,,,,,63969.0,117184.0,87500.0,100000.0,35443.0,40000.0,60606.0,101555.0,80585.0,50000.0,,56667.0,56604.0,44140.0,67333.0,30704.0,,40000.0,39778.0,54545.0,67478.0,37047.0,69767.0,,75862.0,10031.0,,78571.0,49474.0,61105.0,78056.0,65136.0,65031.0,,112680.0,43846.0,87461.0,83750.0,,123333.0,57667.0,,41045.0,44760.0,40000.0,,,33673.0,105000.0
1989,116707.0,40610.0,36277.0,68340.0,57143.0,21622.0,28550.0,36819.0,36847.0,83333.0,,20000.0,48000.0,250000.0,,143750.0,60000.0,56410.0,,,,,63906.0,105876.0,88889.0,100000.0,49087.0,33333.0,60606.0,101344.0,76908.0,50000.0,,65000.0,60377.0,39622.0,67333.0,28238.0,,40000.0,44611.0,56364.0,69435.0,23758.0,67442.0,,76102.0,9041.0,,78571.0,49474.0,60300.0,85719.0,66017.0,64024.0,,115806.0,44615.0,83257.0,83750.0,,114000.0,38519.0,,55970.0,45194.0,41667.0,,,34343.0,85185.0
1990,122283.0,41612.0,41876.0,86203.0,50000.0,56697.0,34043.0,41397.0,38710.0,84000.0,,19259.0,56157.0,266667.0,,147402.0,48421.0,56098.0,,19018.0,,,61566.0,123590.0,90000.0,100000.0,45885.0,28500.0,64032.0,78095.0,68729.0,50000.0,,63291.0,57164.0,60177.0,49268.0,35498.0,,37407.0,39266.0,67222.0,74533.0,30412.0,67520.0,,75472.0,18294.0,45455.0,74230.0,49474.0,36136.0,66812.0,68240.0,65976.0,,116863.0,64130.0,88709.0,87414.0,,114000.0,33077.0,,17857.0,46050.0,48837.0,,,35000.0,100775.0
1991,111402.0,38614.0,50315.0,69379.0,40000.0,65949.0,34302.0,38473.0,38934.0,84000.0,,28087.0,100591.0,250000.0,,105504.0,45436.0,55304.0,,18125.0,,,59065.0,111684.0,90909.0,100000.0,45534.0,31413.0,61683.0,90923.0,74491.0,51724.0,,64286.0,74822.0,53500.0,72504.0,34012.0,,40515.0,39653.0,60104.0,71680.0,45042.0,61358.0,,109167.0,24677.0,47211.0,73333.0,49474.0,50083.0,205563.0,72289.0,67273.0,,111166.0,46175.0,94108.0,71429.0,,122000.0,144706.0,224399.0,55333.0,46623.0,39082.0,,,38022.0,111538.0
1992,108157.0,36941.0,80186.0,81625.0,50000.0,89957.0,33174.0,40391.0,39132.0,82692.0,,24643.0,97756.0,266667.0,,126863.0,45523.0,55238.0,,18131.0,,90000.0,59912.0,131915.0,91667.0,100000.0,50000.0,31075.0,61538.0,92849.0,73885.0,52459.0,,61538.0,74513.0,50575.0,71252.0,33622.0,,40837.0,45316.0,61284.0,68826.0,39390.0,61644.0,,142428.0,15520.0,47549.0,74981.0,49474.0,38235.0,76098.0,73144.0,67396.0,,122868.0,46361.0,82795.0,66667.0,90000.0,100000.0,167500.0,221154.0,63333.0,45848.0,38606.0,,,38715.0,84819.0
1993,116787.0,35019.0,44161.0,73436.0,50000.0,65014.0,34633.0,40469.0,39457.0,81481.0,,30698.0,94876.0,266667.0,,160707.0,45610.0,54186.0,,15377.0,,100000.0,59023.0,145560.0,92308.0,100000.0,41176.0,32008.0,62264.0,92500.0,68086.0,53030.0,,58333.0,74204.0,49629.0,70000.0,48996.0,,40757.0,53550.0,67500.0,70331.0,42261.0,61273.0,11000.0,157894.0,19841.0,47878.0,75395.0,49474.0,40929.0,72478.0,70011.0,68007.0,,113565.0,46546.0,85672.0,67166.0,100000.0,100000.0,150000.0,217910.0,53333.0,46973.0,40000.0,,,40000.0,85597.0
1994,113333.0,34300.0,58364.0,45636.0,50000.0,69480.0,33949.0,40000.0,39445.0,81653.0,,24098.0,94279.0,266667.0,,50126.0,47107.0,53182.0,,12745.0,,75000.0,58910.0,160909.0,93333.0,100000.0,50065.0,32000.0,62963.0,98566.0,45046.0,55010.0,,62668.0,73895.0,71192.0,72000.0,68684.0,,40256.0,46154.0,61077.0,69822.0,50250.0,61211.0,20105.0,167285.0,18545.0,48200.0,77143.0,49474.0,40929.0,108010.0,68736.0,68506.0,,83405.0,46732.0,89132.0,66667.0,75000.0,103333.0,132694.0,214665.0,75000.0,32310.0,39501.0,,,40000.0,85641.0
1995,100000.0,30338.0,63461.0,51772.0,50000.0,75717.0,33965.0,40103.0,39521.0,82065.0,,36866.0,93772.0,265652.0,,137158.0,38665.0,52222.0,,12058.0,,87500.0,58817.0,167759.0,94118.0,100000.0,38491.0,32000.0,63285.0,101634.0,35208.0,57204.0,,62500.0,73586.0,33426.0,72822.0,83964.0,111647.0,40263.0,32300.0,60071.0,69322.0,36325.0,61149.0,18431.0,132050.0,18892.0,48514.0,75984.0,49474.0,40154.0,81310.0,69762.0,68506.0,,86909.0,46917.0,88077.0,65859.0,87500.0,100000.0,132326.0,211421.0,109091.0,33641.0,40000.0,,,40000.0,86743.0
1996,100000.0,30129.0,64964.0,72257.0,60000.0,114977.0,35107.0,40039.0,39361.0,82246.0,,36866.0,94374.0,266519.0,,121280.0,40286.0,52462.0,,10815.0,,90000.0,58781.0,170795.0,94737.0,100000.0,39867.0,32000.0,63834.0,120000.0,69447.0,59434.0,,62025.0,73276.0,75696.0,73377.0,75181.0,112323.0,40000.0,30769.0,59080.0,68828.0,37775.0,61085.0,56809.0,146851.0,22250.0,48817.0,76132.0,49474.0,40000.0,17001.0,60618.0,68652.0,,89855.0,47103.0,93159.0,64866.0,90000.0,107907.0,132518.0,208176.0,127273.0,33641.0,40941.0,,,40000.0,82629.0
1997,100000.0,31038.0,60333.0,83128.0,60000.0,127363.0,38210.0,40144.0,39946.0,82143.0,58333.0,31045.0,87195.0,266667.0,,135821.0,41250.0,52053.0,,9707.0,,96000.0,59284.0,165806.0,90909.0,100000.0,32264.0,32000.0,64302.0,114545.0,62496.0,62687.0,,62121.0,72967.0,97773.0,74074.0,116029.0,112999.0,40909.0,36556.0,58106.0,68337.0,39050.0,61212.0,82041.0,150401.0,30769.0,49084.0,76215.0,49474.0,39750.0,79131.0,63005.0,70000.0,130000.0,99494.0,47289.0,93701.0,60000.0,96000.0,111429.0,140000.0,204932.0,95652.0,91897.0,41778.0,,,40000.0,79185.0
1998,100000.0,30394.0,54405.0,52876.0,57143.0,110579.0,42839.0,41626.0,40704.0,82143.0,55556.0,36866.0,70513.0,266667.0,,130666.0,54444.0,51655.0,146667.0,8714.0,93750.0,85000.0,59116.0,170704.0,91667.0,100000.0,53621.0,32000.0,66000.0,92500.0,92560.0,63235.0,,73333.0,72658.0,84143.0,74194.0,106602.0,113675.0,38571.0,39050.0,56772.0,67849.0,51467.0,60972.0,63472.0,153419.0,48182.0,49399.0,76331.0,49474.0,40333.0,96867.0,61353.0,70000.0,162162.0,86028.0,47474.0,95063.0,63297.0,85000.0,113961.0,132972.0,201688.0,100000.0,87066.0,41999.0,50000.0,,40000.0,82786.0
1999,100117.0,29967.0,63088.0,69790.0,60000.0,94939.0,46682.0,40518.0,40542.0,82759.0,58333.0,36866.0,72865.0,257143.0,,134646.0,53440.0,51384.0,206667.0,8010.0,93750.0,93333.0,60000.0,175549.0,104839.0,100000.0,40632.0,32000.0,64534.0,124915.0,82039.0,62857.0,,66200.0,72349.0,79175.0,75758.0,110743.0,114351.0,39478.0,42857.0,56056.0,67359.0,52086.0,60890.0,56119.0,106188.0,77500.0,45161.0,76106.0,48750.0,42928.0,101975.0,67583.0,81522.0,250000.0,95528.0,47660.0,94863.0,63202.0,93333.0,116125.0,132317.0,198443.0,90909.0,73903.0,42001.0,47502.0,,40000.0,82012.0
2000,100603.0,29957.0,82247.0,55635.0,68182.0,127434.0,44592.0,43141.0,41521.0,82143.0,60784.0,47719.0,74329.0,270497.0,80000.0,126286.0,58231.0,51026.0,103448.0,12591.0,92000.0,87500.0,58730.0,190258.0,102362.0,100000.0,46222.0,31250.0,64249.0,99715.0,72888.0,62500.0,,66000.0,72040.0,72573.0,75000.0,109810.0,115027.0,40000.0,41805.0,53333.0,66867.0,56652.0,61644.0,98571.0,74396.0,47642.0,51394.0,76415.0,48889.0,43821.0,133971.0,67837.0,91566.0,242000.0,95646.0,47846.0,96429.0,63144.0,87500.0,118258.0,131129.0,195199.0,89565.0,76520.0,41996.0,48069.0,,40000.0,81606.0
2001,100000.0,30215.0,77450.0,62698.0,79167.0,134359.0,51721.0,45898.0,40024.0,82064.0,58333.0,63587.0,71662.0,285714.0,57531.0,121973.0,55108.0,50671.0,153846.0,12406.0,96485.0,93125.0,56818.0,204601.0,105426.0,88462.0,49349.0,31250.0,63992.0,98992.0,87056.0,62507.0,,63636.0,71731.0,64873.0,75000.0,126104.0,115703.0,38889.0,41800.0,53846.0,66369.0,50820.0,57534.0,111111.0,74396.0,75375.0,53077.0,76605.0,49474.0,44598.0,127594.0,130319.0,91138.0,464286.0,91064.0,48031.0,99867.0,63159.0,93125.0,120365.0,129503.0,191954.0,85833.0,75646.0,56371.0,50000.0,,39995.0,83000.0
2002,100000.0,30367.0,68087.0,51369.0,68182.0,165026.0,45995.0,47475.0,40057.0,81761.0,58333.0,89614.0,71617.0,278025.0,57692.0,107441.0,54826.0,50318.0,166065.0,12770.0,98270.0,88235.0,57778.0,217078.0,103846.0,87500.0,60189.0,32000.0,63636.0,101624.0,82148.0,63008.0,,66667.0,71422.0,64651.0,78049.0,151044.0,116380.0,40000.0,41366.0,54286.0,65864.0,52206.0,61566.0,130000.0,74407.0,43136.0,58824.0,76588.0,49000.0,45563.0,388861.0,141338.0,91162.0,362500.0,91420.0,48217.0,96015.0,70000.0,88235.0,122454.0,127722.0,188710.0,82400.0,79085.0,42000.0,50000.0,,40000.0,88113.0
2003,102851.0,30068.0,78207.0,59403.0,58182.0,103426.0,49930.0,50664.0,40124.0,82102.0,58333.0,128220.0,65884.0,279420.0,58547.0,139141.0,54241.0,50000.0,165541.0,13063.0,99534.0,90000.0,58696.0,233875.0,102113.0,85919.0,58824.0,33016.0,64239.0,105005.0,79420.0,63768.0,,70000.0,71023.0,74063.0,77778.0,147628.0,116614.0,41111.0,43333.0,53333.0,65352.0,50794.0,60621.0,145455.0,74396.0,47319.0,57895.0,77741.0,48571.0,49600.0,415941.0,155835.0,63475.0,335000.0,89559.0,48227.0,94865.0,70000.0,90000.0,123206.0,124929.0,184026.0,127160.0,76248.0,42002.0,50000.0,,40140.0,90719.0
2004,104505.0,27869.0,58564.0,44603.0,63636.0,143451.0,46801.0,47074.0,40861.0,82187.0,57804.0,177072.0,57103.0,280947.0,51539.0,125083.0,51466.0,49583.0,150000.0,13351.0,100275.0,100000.0,57778.0,241327.0,101948.0,85880.0,66667.0,34061.0,64409.0,107086.0,78479.0,63457.0,,65800.0,70536.0,85257.0,77551.0,142748.0,116407.0,40000.0,38566.0,53750.0,64831.0,51905.0,61842.0,153846.0,74401.0,45853.0,55168.0,77294.0,48182.0,47667.0,318982.0,142910.0,64262.0,446667.0,92709.0,48428.0,98700.0,50000.0,100000.0,125222.0,121908.0,177903.0,115053.0,81183.0,41998.0,50000.0,,40000.0,80998.0
2005,106337.0,26011.0,103595.0,75665.0,63636.0,178046.0,56154.0,46620.0,41467.0,82306.0,50909.0,233611.0,68596.0,282450.0,78832.0,129994.0,39985.0,49196.0,166667.0,13611.0,101020.0,104167.0,58230.0,242784.0,83750.0,85813.0,59925.0,34958.0,64220.0,106533.0,75698.0,63345.0,,71667.0,70048.0,94098.0,78431.0,132830.0,116836.0,39583.0,36489.0,54118.0,64295.0,48703.0,61364.0,153333.0,74400.0,79152.0,55365.0,75556.0,47826.0,46200.0,221688.0,146636.0,65000.0,479000.0,87925.0,48647.0,99062.0,56113.0,104167.0,124454.0,118902.0,171779.0,116000.0,87409.0,60002.0,50000.0,36667.0,40137.0,80999.0
2006,110379.0,24440.0,84967.0,49154.0,70000.0,170843.0,48482.0,47850.0,41533.0,82759.0,62500.0,282383.0,47281.0,285714.0,73887.0,130000.0,36591.0,48812.0,120513.0,13636.0,101768.0,72000.0,58690.0,246022.0,98795.0,16509.0,76779.0,38356.0,62727.0,108673.0,81445.0,62500.0,,64600.0,69560.0,94915.0,78947.0,153217.0,116559.0,49200.0,34302.0,51111.0,63743.0,49805.0,60497.0,136842.0,74402.0,50000.0,55538.0,77778.0,48333.0,42000.0,302584.0,157480.0,65782.0,289231.0,90405.0,49000.0,107535.0,55384.0,72000.0,129263.0,115908.0,165656.0,106061.0,76265.0,58202.0,50000.0,34758.0,39286.0,123586.0
2007,112852.0,21348.0,65052.0,50156.0,77500.0,168457.0,48709.0,48202.0,41638.0,83333.0,65000.0,313559.0,45708.0,287500.0,66197.0,130000.0,33475.0,48427.0,139535.0,13913.0,102519.0,70769.0,58696.0,237521.0,88000.0,14711.0,78226.0,43680.0,63158.0,103009.0,82281.0,62162.0,,64545.0,69073.0,95000.0,79365.0,117066.0,120000.0,77583.0,32141.0,49474.0,64000.0,46048.0,61702.0,145000.0,74814.0,49950.0,55728.0,77419.0,48333.0,48000.0,263339.0,157659.0,65894.0,285606.0,89480.0,47879.0,103544.0,50000.0,70769.0,131367.0,113048.0,159533.0,105094.0,102566.0,56476.0,50000.0,34633.0,39259.0,123093.0
2008,117407.0,22361.0,35704.0,52209.0,60000.0,84737.0,45376.0,46567.0,41771.0,82359.0,60932.0,333850.0,44844.0,287500.0,64046.0,131042.0,27149.0,48040.0,135556.0,14009.0,103273.0,67857.0,58699.0,233818.0,97632.0,14724.0,36282.0,43421.0,64786.0,99604.0,73416.0,61842.0,,65429.0,68585.0,95472.0,79710.0,123328.0,120000.0,79833.0,30076.0,49474.0,62490.0,40000.0,60257.0,149545.0,74401.0,42500.0,55915.0,79787.0,48000.0,50076.0,322598.0,155733.0,66519.0,264615.0,94852.0,47523.0,103346.0,53710.0,67857.0,133485.0,110433.0,153409.0,120000.0,112212.0,58936.0,50759.0,34510.0,39286.0,103304.0
