,Jamaica,Eritrea,Israel,Australia & New Zealand,Australia,Iraq,Czechia,Slovakia,Belgium,Nepal,Ethiopia,Luxembourg,Libya,Switzerland,Italy,Ukraine,Lebanon,Syrian Arab Republic,Portugal,Albania,Uzbekistan,Brazil,Paraguay,Sudan (former),Morocco,Slovenia,Sierra Leone,Malta,Argentina,Colombia,Spain,Kyrgyzstan,Germany,Cyprus,Austria,Ecuador,Japan,Poland,Canada,Belgium-Luxembourg,Turkey,Jordan,Denmark,Ethiopia PDR,Egypt,Sudan,Greece,Czechoslovakia,France,Tunisia,Yemen,Hungary,Russian Federation,Dominican Republic,Cameroon,Bolivia (Plurinational State of),Occupied Palestinian Territory,Iran (Islamic Republic of),Guyana,Peru,Mexico,China,"China, mainland",Azerbaijan,Algeria,United Kingdom,Uruguay,Lithuania,Bulgaria,Netherlands,Guatemala,South Sudan
1973,167.0,,170.0,233.0,233.0,20640.0,,,,-1.0,,,4470.0,720.0,240028.0,,572.0,6742.0,45100.0,-1.0,,183765.0,7800.0,12182.0,278400.0,,450.0,,1000.0,-1.0,115000.0,,30106.0,2440.0,303.0,17450.0,3200.0,-1.0,,0.0,31000.0,293.0,1720.0,300000.0,114262.0,,10900.0,4294.0,13695.0,65000.0,,-1.0,,6400.0,-1.0,6000.0,-1.0,-1.0,-1.0,24965.0,59136.0,2500000.0,2500000.0,,27450.0,23000.0,200.0,,93.0,,16500.0,
1974,198.0,,85.0,189.0,189.0,16380.0,,,,-1.0,,,5296.0,1310.0,222084.0,,515.0,4808.0,45100.0,-1.0,,199760.0,9089.0,13863.0,227300.0,,450.0,,1140.0,-1.0,129700.0,,27477.0,3097.0,364.0,14850.0,2700.0,-1.0,,,34000.0,454.0,730.0,338851.0,103340.0,,10400.0,15957.0,20577.0,75000.0,,-1.0,,6400.0,-1.0,8600.0,-1.0,-1.0,-1.0,25200.0,45564.0,2300000.0,2300000.0,,34000.0,16000.0,200.0,,88.0,,17000.0,
1975,182.0,,85.0,6360.0,6360.0,19969.0,,,,-1.0,,,5740.0,1087.0,206358.0,,250.0,5825.0,43800.0,-1.0,,198787.0,9468.0,15956.0,220100.0,,450.0,,1000.0,-1.0,117300.0,,22239.0,1257.0,372.0,18873.0,2275.0,-1.0,,707.0,31000.0,435.0,221.0,329800.0,105000.0,,9100.0,38073.0,22616.0,80000.0,,-1.0,,6400.0,-1.0,9500.0,-1.0,-1.0,-1.0,22595.0,45641.0,2300000.0,2300000.0,,35290.0,33000.0,200.0,,60.0,,17600.0,
1976,259.0,,85.0,15038.0,15038.0,16332.0,,,,-1.0,,,5947.0,650.0,199787.0,,110.0,8205.0,46954.0,-1.0,,177956.0,9894.0,15072.0,191300.0,,500.0,,940.0,-1.0,104500.0,,19090.0,1439.0,365.0,14380.0,2025.0,-1.0,,614.0,29000.0,326.0,116.0,263600.0,111000.0,,8700.0,26687.0,21152.0,85000.0,,-1.0,,6400.0,-1.0,10000.0,-1.0,-1.0,-1.0,22330.0,54545.0,2300000.0,2300000.0,,36480.0,8000.0,200.0,,63.0,,18200.0,
1977,297.0,,110.0,6835.0,6835.0,14561.0,,,,-1.0,,,6206.0,220.0,160845.0,,250.0,7990.0,31003.0,-1.0,,178876.0,16093.0,15960.0,190100.0,,500.0,,1000.0,-1.0,98000.0,,13420.0,1218.0,370.0,15100.0,2050.0,-1.0,,346.0,30000.0,377.0,82.0,270100.0,122611.0,,6200.0,48185.0,18593.0,44300.0,,-1.0,,7000.0,-1.0,10000.0,-1.0,-1.0,-1.0,22674.0,58396.0,2300000.0,2300000.0,,35450.0,10000.0,210.0,,61.0,,18700.0,
1978,383.0,,120.0,12000.0,12000.0,14708.0,,,,-1.0,,,6100.0,200.0,177766.0,,300.0,8291.0,40800.0,-1.0,,182090.0,15653.0,17600.0,221100.0,,550.0,,870.0,-1.0,95400.0,,12668.0,1248.0,1000.0,6478.0,1650.0,-1.0,,320.0,30750.0,220.0,62.0,281800.0,100898.0,,6300.0,53036.0,20900.0,55800.0,,-1.0,,7400.0,-1.0,10335.0,-1.0,-1.0,-1.0,22487.0,48022.0,2100000.0,2100000.0,,39280.0,17000.0,210.0,,73.0,,19000.0,
1979,297.0,,150.0,10000.0,10000.0,8100.0,,,,-1.0,,,6500.0,150.0,163575.0,,300.0,7965.0,37700.0,-1.0,,162821.0,15688.0,18000.0,207800.0,,550.0,,830.0,-1.0,87900.0,,10708.0,1367.0,1600.0,6911.0,1475.0,-1.0,,417.0,31000.0,154.0,,295900.0,105242.0,,5560.0,40984.0,22000.0,73000.0,,-1.0,,7600.0,-1.0,7100.0,-1.0,-1.0,-1.0,22827.0,32691.0,2300000.0,2300000.0,,45580.0,28000.0,210.0,,80.0,,19700.0,
1980,226.0,,110.0,10000.0,10000.0,11950.0,,,,-1.0,,,7000.0,252.0,161134.0,,300.0,7260.0,37887.0,-1.0,,133101.0,15700.0,23520.0,155800.0,,550.0,,780.0,-1.0,84500.0,,10300.0,1522.0,2300.0,7872.0,1630.0,-1.0,,384.0,30000.0,195.0,,326550.0,102793.0,,4910.0,40579.0,20854.0,74000.0,,-1.0,,8300.0,-1.0,7400.0,-1.0,-1.0,-1.0,23412.0,40446.0,2300000.0,2300000.0,,52480.0,20000.0,210.0,,,,20000.0,
1981,228.0,,130.0,11300.0,11300.0,9075.0,,,,-1.0,,,7200.0,190.0,157941.0,,300.0,7683.0,32718.0,-1.0,,141337.0,8600.0,20583.0,130000.0,,550.0,,1290.0,-1.0,64500.0,,10239.0,1247.0,2900.0,7077.0,1420.0,-1.0,,322.0,30000.0,93.0,,306470.0,99847.0,,5025.0,36253.0,26000.0,61000.0,,-1.0,,8600.0,-1.0,10800.0,-1.0,-1.0,-1.0,25556.0,28800.0,2200000.0,2200000.0,,45880.0,23000.0,220.0,,,,20000.0,
1982,197.0,,130.0,18800.0,18800.0,6850.0,,,,-1.0,,,7550.0,260.0,149560.0,,250.0,7699.0,32969.0,-1.0,,135008.0,9000.0,17223.0,111000.0,,550.0,,2400.0,-1.0,55400.0,,12505.0,991.0,3600.0,6869.0,1290.0,-1.0,6000.0,221.0,35500.0,97.0,,348910.0,115118.0,,4914.0,26519.0,37000.0,65800.0,,-1.0,,9500.0,-1.0,9000.0,-1.0,-1.0,-1.0,27235.0,40741.0,1900000.0,1900000.0,,42680.0,7000.0,220.0,,,506.0,21000.0,
1983,245.0,,150.0,22300.0,22300.0,4800.0,,,,-1.0,,,7800.0,450.0,150449.0,,240.0,6845.0,30540.0,-1.0,,84661.0,9700.0,15636.0,170600.0,,550.0,,2300.0,-1.0,52400.0,,12129.0,990.0,4300.0,8558.0,1210.0,-1.0,8000.0,157.0,42500.0,736.0,,380570.0,137000.0,,5000.0,18052.0,56000.0,58300.0,,-1.0,,10500.0,-1.0,3000.0,-1.0,-1.0,-1.0,22621.0,26895.0,1920000.0,1920000.0,,49900.0,7000.0,220.0,,,912.0,21500.0,
1984,314.0,,40.0,33400.0,33400.0,5650.0,,,,-1.0,,,7800.0,270.0,143102.0,,290.0,7200.0,24797.0,-1.0,,134803.0,10400.0,34754.0,190300.0,,500.0,,1700.0,-1.0,57971.0,,14402.0,1070.0,5000.0,8597.0,1110.0,-1.0,7500.0,149.0,42000.0,726.0,,350350.0,129000.0,,5700.0,14528.0,76000.0,38000.0,,-1.0,,9000.0,-1.0,9300.0,-1.0,-1.0,-1.0,23075.0,34415.0,1800000.0,1800000.0,,64752.0,10000.0,220.0,,,1827.0,21500.0,
1985,321.0,,40.0,19400.0,19400.0,5875.0,,,,-1.0,,,8000.0,202.0,129761.0,,300.0,5834.0,23668.0,-1.0,,137998.0,11287.0,27000.0,212300.0,,560.0,,1950.0,-1.0,52397.0,,20954.0,1338.0,5600.0,6791.0,900.0,-1.0,7000.0,185.0,42000.0,726.0,,326800.0,142400.0,,5600.0,13576.0,45000.0,83000.0,,-1.0,,10000.0,-1.0,10000.0,-1.0,-1.0,-1.0,21182.0,33906.0,1700000.0,1700000.0,,72600.0,16000.0,220.0,,,2200.0,22000.0,
1986,250.0,,40.0,38000.0,38000.0,9300.0,,,,-1.0,,,8300.0,130.0,120120.0,,350.0,8464.0,23407.0,-1.0,,152017.0,9350.0,30000.0,195900.0,,580.0,,2050.0,-1.0,50200.0,,34678.0,1873.0,6041.0,13030.0,842.0,-1.0,8000.0,306.0,42500.0,530.0,,280190.0,128965.0,,4450.0,14139.0,44000.0,48000.0,,-1.0,,10000.0,-1.0,10000.0,-1.0,-1.0,-1.0,20285.0,24263.0,1700000.0,1700000.0,,72950.0,27000.0,220.0,,,5794.0,22000.0,
1987,258.0,,40.0,51101.0,51101.0,8075.0,,,,-1.0,,,8800.0,136.0,120438.0,,400.0,9232.0,23927.0,-1.0,,120665.0,8400.0,30000.0,210900.0,,600.0,,2300.0,-1.0,49102.0,,55686.0,1244.0,9126.0,14600.0,773.0,-1.0,13000.0,754.0,44000.0,31.0,,262640.0,136110.0,,4149.0,13158.0,39000.0,50400.0,,-1.0,,10000.0,-1.0,11000.0,-1.0,-1.0,-1.0,20708.0,19134.0,1700000.0,1700000.0,,68590.0,41000.0,220.0,,,10205.0,22500.0,
1988,202.0,,40.0,51537.0,51537.0,4100.0,,,,-1.0,,,7500.0,96.0,113211.0,,450.0,11996.0,22130.0,-1.0,,124108.0,9100.0,24360.0,206500.0,,620.0,,2300.0,-1.0,44500.0,,66495.0,802.0,9100.0,8930.0,734.0,-1.0,8000.0,649.0,41990.0,11.0,,281990.0,152490.0,,3922.0,13297.0,42000.0,30950.0,1896.0,-1.0,,10500.0,-1.0,12000.0,-1.0,-1.0,-1.0,20922.0,19906.0,1600000.0,1600000.0,,57830.0,19000.0,200.0,,,13400.0,22500.0,
1989,195.0,,40.0,45670.0,45670.0,3800.0,,,,-1.0,,,7900.0,120.0,111242.0,,500.0,9200.0,22851.0,-1.0,,122525.0,9500.0,25200.0,211800.0,,620.0,,2300.0,-1.0,41400.0,,54487.0,670.0,9000.0,13340.0,673.0,-1.0,7000.0,483.0,40000.0,63.0,,227250.0,154590.0,,3812.0,15927.0,32559.0,38850.0,4522.0,-1.0,,10500.0,-1.0,15000.0,-1.0,-1.0,-1.0,19294.0,20311.0,1600000.0,1600000.0,,53000.0,55000.0,220.0,,,10000.0,17500.0,
1990,269.0,,1700.0,57008.0,57008.0,6600.0,,,,-1.0,,,8900.0,159.0,104045.0,,600.0,8500.0,18802.0,-1.0,,92137.0,6900.0,24200.0,224400.0,,650.0,150.0,1100.0,-1.0,32400.0,,41000.0,630.0,9800.0,6640.0,557.0,-1.0,2300.0,693.0,40000.0,80.0,0.0,218480.0,144925.0,,3500.0,17660.0,22860.0,52700.0,4303.0,1000.0,,11000.0,-1.0,16000.0,-1.0,-1.0,-1.0,17469.0,19357.0,1449000.0,1449000.0,,46160.0,23000.0,174.0,,10.0,3200.0,17400.0,
1991,271.0,,1641.0,58100.0,58100.0,7850.0,,,,-1.0,,,9400.0,120.0,101192.0,,664.0,5723.0,19000.0,-1.0,,110284.0,5343.0,31200.0,178500.0,,660.0,198.0,1100.0,-1.0,29000.0,,24281.0,555.0,9300.0,8420.0,495.0,-1.0,7193.0,766.0,37997.0,150.0,-1.0,252208.0,136945.0,,3583.0,18575.0,16519.0,59400.0,3071.0,1000.0,,11412.0,-1.0,14000.0,-1.0,-1.0,-1.0,25213.0,22979.0,830000.0,830000.0,,48100.0,31000.0,200.0,,10.0,2000.0,17830.0,
1992,292.0,,1708.0,82000.0,82000.0,8500.0,,,,-1.0,,,9500.0,160.0,88828.0,-1.0,763.0,5473.0,21000.0,-1.0,11000.0,91644.0,5450.0,23000.0,216800.0,-1.0,667.0,208.0,1150.0,-1.0,26100.0,,17991.0,550.0,14000.0,10220.0,362.0,-1.0,4600.0,664.0,36497.0,300.0,-1.0,297600.0,178531.0,,3498.0,13471.0,13094.0,57800.0,5995.0,1000.0,2500.0,11374.0,-1.0,13000.0,-1.0,-1.0,-1.0,17000.0,22274.0,860000.0,860000.0,2200.0,48470.0,42000.0,220.0,-1.0,10.0,1700.0,18250.0,
1993,255.0,6800.0,1700.0,87000.0,87000.0,9000.0,4758.0,5900.0,,-1.0,298490.0,,9300.0,260.0,80906.0,-1.0,780.0,6500.0,29000.0,-1.0,8000.0,44789.0,7564.0,25000.0,99500.0,-1.0,633.0,218.0,1200.0,-1.0,16876.0,,21841.0,500.0,10640.0,10360.0,310.0,-1.0,3200.0,1630.0,34400.0,360.0,-1.0,,124762.0,,3384.0,,13006.0,55700.0,5736.0,1000.0,2500.0,11449.0,-1.0,14000.0,-1.0,-1.0,-1.0,20283.0,10350.0,1000000.0,1000000.0,2300.0,47050.0,36000.0,230.0,-1.0,10.0,1300.0,18000.0,
1994,255.0,4900.0,1820.0,86000.0,86000.0,8700.0,3400.0,5999.0,,11988.0,328250.0,,9350.0,270.0,69443.0,-1.0,790.0,7300.0,29171.0,-1.0,8000.0,75051.0,7441.0,30000.0,122600.0,-1.0,650.0,215.0,1200.0,-1.0,18860.0,,30000.0,250.0,10081.0,12760.0,260.0,-1.0,2800.0,1965.0,28850.0,320.0,-1.0,,157108.0,,3245.0,,10415.0,49600.0,5773.0,1000.0,2500.0,12500.0,-1.0,12000.0,-1.0,-1.0,-1.0,21843.0,10866.0,1160000.0,1160000.0,1650.0,49820.0,46000.0,237.0,-1.0,9.0,800.0,19000.0,
1995,235.0,5500.0,1300.0,80400.0,80400.0,8900.0,3150.0,3785.0,,11242.0,342940.0,,9580.0,200.0,63257.0,-1.0,850.0,8406.0,29041.0,70.0,8000.0,74261.0,5887.0,32340.0,118000.0,-1.0,700.0,238.0,1250.0,-1.0,15600.0,,25498.0,350.0,6886.0,9180.0,220.0,-1.0,4000.0,711.0,26000.0,770.0,-1.0,,123796.0,,3400.0,,10475.0,38700.0,5974.0,1000.0,3000.0,12960.0,-1.0,10000.0,-1.0,-1.0,-1.0,24107.0,20699.0,1000000.0,1000000.0,2000.0,51950.0,57000.0,243.0,-1.0,10.0,600.0,19000.0,
1996,248.0,7000.0,2000.0,97000.0,97000.0,8500.0,3218.0,1500.0,,11640.0,339120.0,,7100.0,0.0,49073.0,-1.0,973.0,7885.0,28123.0,190.0,9000.0,82442.0,5895.0,41160.0,135100.0,-1.0,711.0,250.0,1250.0,-1.0,10500.0,,21270.0,320.0,4574.0,9500.0,200.0,-1.0,1680.0,621.0,24500.0,330.0,-1.0,,138374.0,,3200.0,,9359.0,51600.0,6100.0,484.0,4000.0,11500.0,-1.0,10067.0,1013.0,-1.0,-1.0,28149.0,9443.0,1047657.0,1047657.0,1900.0,45560.0,31000.0,235.0,-1.0,8.0,700.0,19500.0,
1997,200.0,4000.0,1700.0,154800.0,154800.0,8600.0,3900.0,1400.0,,11400.0,338010.0,,6400.0,-1.0,45383.0,-1.0,987.0,7529.0,26163.0,130.0,10000.0,69585.0,6000.0,41500.0,153200.0,-1.0,723.0,300.0,1350.0,2621.0,12700.0,,26000.0,350.0,2783.0,6000.0,180.0,-1.0,2400.0,594.0,24300.0,320.0,-1.0,,149164.0,,3300.0,,9871.0,40800.0,6182.0,525.0,4000.0,8200.0,-1.0,12460.0,628.0,-1.0,-1.0,30408.0,7110.0,950000.0,950000.0,1600.0,37780.0,31000.0,246.0,-1.0,10.0,1000.0,18000.0,
1998,183.0,5000.0,2000.0,135300.0,135300.0,9000.0,3400.0,1400.0,,10309.0,420140.0,,5700.0,-1.0,46000.0,-1.0,400.0,7800.0,24000.0,137.0,7183.0,17007.0,5996.0,42000.0,160900.0,-1.0,750.0,270.0,1350.0,2342.0,8900.0,,26454.0,350.0,2043.0,8500.0,184.0,-1.0,5600.0,641.0,22000.0,-1.0,-1.0,,161727.0,,3400.0,,12765.0,35900.0,6622.0,507.0,6000.0,7600.0,-1.0,13703.0,619.0,-1.0,-1.0,34184.0,8500.0,1076000.0,1076000.0,2000.0,37000.0,24000.0,248.0,-1.0,10.0,749.0,17700.0,
1999,208.0,4000.0,2200.0,146800.0,146800.0,8033.0,3630.0,2500.0,,9016.0,297510.0,,5000.0,-1.0,47000.0,-1.0,200.0,7395.0,24077.0,139.0,3800.0,25195.0,8284.0,46620.0,138500.0,-1.0,724.0,280.0,1550.0,2425.0,11700.0,,23222.0,350.0,2333.0,7800.0,187.0,-1.0,2800.0,586.0,21000.0,-1.0,-1.0,,133857.0,,3100.0,,13309.0,46700.0,3524.0,467.0,6000.0,7700.0,200.0,15000.0,304.0,-1.0,-1.0,35011.0,16096.0,1078000.0,1078000.0,800.0,35000.0,44000.0,240.0,-1.0,8.0,648.0,17000.0,
2000,152.0,3389.0,3000.0,178000.0,178000.0,6500.0,2848.0,200.0,300.0,8394.0,362430.0,-1.0,4300.0,-1.0,47841.0,-1.0,139.0,6854.0,23327.0,139.0,2400.0,41179.0,8387.0,50400.0,137000.0,-1.0,750.0,292.0,1550.0,2291.0,12900.0,,17645.0,350.0,2952.0,8000.0,189.0,-1.0,6100.0,,20000.0,-1.0,-1.0,,113670.0,,2600.0,,18213.0,49100.0,3493.0,56.0,10000.0,8000.0,221.0,13819.0,307.0,-1.0,620.0,41513.0,24062.0,1150000.0,1150000.0,800.0,34250.0,44000.0,350.0,-1.0,5.0,700.0,17000.0,
2001,139.0,3215.0,2800.0,180000.0,180000.0,2250.0,3200.0,207.0,500.0,8446.0,433350.0,100.0,3600.0,-1.0,46938.0,-1.0,138.0,15109.0,22849.0,132.0,3100.0,25086.0,10033.0,57540.0,142500.0,-1.0,800.0,270.0,1600.0,2144.0,14000.0,,21000.0,350.0,2789.0,9015.0,190.0,140.0,5200.0,,19000.0,-1.0,-1.0,,140178.0,,2300.0,,45000.0,46800.0,3739.0,112.0,10000.0,8155.0,225.0,12983.0,225.0,-1.0,580.0,38770.0,23215.0,1325000.0,1325000.0,800.0,31450.0,24000.0,350.0,-1.0,6.0,700.0,16100.0,
2002,120.0,3252.0,3500.0,175073.0,175073.0,4000.0,3100.0,1000.0,300.0,7433.0,371670.0,100.0,2800.0,-1.0,41387.0,300.0,0.0,15500.0,23649.0,138.0,4500.0,31579.0,10500.0,58000.0,154100.0,-1.0,1000.0,265.0,1600.0,1608.0,37100.0,,19000.0,350.0,3415.0,16516.0,100.0,180.0,5200.0,,18000.0,-1.0,-1.0,,127190.0,,2400.0,,77089.0,43600.0,3281.0,147.0,11000.0,8265.0,228.0,12000.0,309.0,-1.0,520.0,38914.0,26583.0,1250000.0,1250000.0,1000.0,33610.0,24000.0,390.0,-1.0,6.0,500.0,16100.0,
2003,127.0,3263.0,2760.0,155000.0,155000.0,3250.0,2758.0,1200.0,400.0,7860.0,439198.0,100.0,2100.0,-1.0,44103.0,13500.0,370.0,16396.0,23465.0,140.0,3100.0,34792.0,10216.0,59243.0,151400.0,3.0,1100.0,275.0,1650.0,1887.0,42100.0,,20042.0,400.0,3465.0,19068.0,96.0,180.0,4800.0,,17000.0,-1.0,-1.0,,106070.0,,2100.0,,78240.0,45000.0,3240.0,169.0,13900.0,8284.0,232.0,12500.0,342.0,-1.0,430.0,42492.0,24082.0,1180000.0,1180000.0,800.0,34050.0,45000.0,380.0,-1.0,6.0,600.0,15500.0,
2004,113.0,3262.0,2600.0,194500.0,194500.0,7250.0,3730.0,800.0,400.0,7720.0,465334.0,100.0,1400.0,-1.0,44117.0,9600.0,275.0,17809.0,23503.0,142.0,3000.0,36179.0,10498.0,60504.0,152900.0,1.0,1200.0,283.0,1650.0,1795.0,47661.0,,15511.0,470.0,2835.0,17071.0,93.0,214.0,6000.0,,15100.0,-1.0,-1.0,,101160.0,,1905.0,,79345.0,45050.0,2233.0,177.0,21900.0,8347.0,235.0,13170.0,429.0,-1.0,380.0,40960.0,18959.0,1060000.0,1060000.0,600.0,36777.0,31800.0,360.0,-1.0,5.0,517.0,15500.0,
