,Slovakia,Romania,Syrian Arab Republic,Israel,Iraq,Pakistan,Belgium,Uruguay,Turkey,Czechia,Republic of Moldova,Italy,Serbia,USSR,Germany,Turkmenistan,Croatia,Portugal,"China, mainland",Estonia,Uzbekistan,Afghanistan,Finland,Serbia and Montenegro,Armenia,Morocco,Slovenia,Chile,Canada,Colombia,Spain,Lebanon,Austria,Ecuador,Japan,Poland,Belgium-Luxembourg,Sweden,Belarus,Denmark,Switzerland,Egypt,The former Yugoslav Republic of Macedonia,Georgia,Greece,Czechoslovakia,France,Tunisia,Mali,Bosnia and Herzegovina,Hungary,Russian Federation,Kyrgyzstan,Mexico,Yugoslav SFR,Occupied Palestinian Territory,Iran (Islamic Republic of),Kazakhstan,United States of America,Latvia,Ukraine,Albania,Azerbaijan,Ireland,Algeria,Venezuela (Bolivarian Republic of),United Kingdom,Lithuania,Bulgaria,Netherlands,China
1971,,223315.0,269087.0,456085.0,175555.0,150090.0,,320559.0,374574.0,,,345720.0,,217359.0,376867.0,,,433865.0,96904.0,,,136364.0,269477.0,,,368349.0,,395748.0,336127.0,,322211.0,531374.0,408448.0,71905.0,404604.0,298479.0,590301.0,425194.0,,409363.0,529372.0,,,,547800.0,309885.0,471275.0,259985.0,,,277564.0,,,,349489.0,,252190.0,,448825.0,,,262662.0,,411771.0,282259.0,,415508.0,,345002.0,491186.0,96904.0
1972,,283896.0,259915.0,439434.0,239356.0,150107.0,,216783.0,397605.0,,,447309.0,,219217.0,397611.0,,,415351.0,87308.0,,,137609.0,343005.0,,,277649.0,,382177.0,308993.0,,251787.0,500000.0,443632.0,61296.0,477509.0,327420.0,467578.0,431018.0,,383937.0,402134.0,,,,525182.0,358436.0,429876.0,202745.0,,,370609.0,,,,412979.0,,249076.0,,480270.0,,,250000.0,,321593.0,132508.0,,329621.0,,351963.0,439743.0,87308.0
1973,,186312.0,198062.0,585714.0,209398.0,155514.0,,248947.0,332573.0,,,391852.0,,244996.0,399962.0,,,312722.0,93884.0,,,126667.0,289048.0,,,287262.0,,371667.0,324693.0,,289831.0,554177.0,432800.0,70539.0,477508.0,306849.0,533493.0,430182.0,,399065.0,543906.0,,,,542901.0,308701.0,443136.0,219608.0,,,298122.0,,,,386891.0,,244088.0,,452366.0,,,265574.0,,437761.0,140903.0,,382340.0,,290244.0,476709.0,93884.0
1974,,226412.0,213462.0,528054.0,209125.0,147492.0,,311858.0,308563.0,,,386887.0,,215922.0,397325.0,,,555689.0,85808.0,,,148000.0,273522.0,,,336849.0,,373924.0,274956.0,,281312.0,432432.0,444641.0,40759.0,395368.0,294862.0,447802.0,462145.0,,404146.0,497648.0,,,,555473.0,394870.0,403523.0,236291.0,,,377053.0,,,,412028.0,,232857.0,,408986.0,,,280000.0,,359168.0,187967.0,,235157.0,,273336.0,452043.0,85808.0
1975,,198644.0,231672.0,551064.0,243588.0,387984.0,,259067.0,326949.0,,,454785.0,,180884.0,368844.0,,,520900.0,81810.0,,,217000.0,263389.0,,,288554.0,,380763.0,293040.0,,316533.0,333333.0,523340.0,89504.0,365696.0,316762.0,443683.0,380819.0,,364856.0,421131.0,,,,604477.0,353877.0,395513.0,174488.0,,,322231.0,,,,392030.0,,233500.0,,439062.0,,,250000.0,,429778.0,209243.0,,241768.0,,231477.0,450134.0,81810.0
1976,,294444.0,284740.0,551278.0,236649.0,263290.0,,301860.0,375637.0,,,496010.0,,266042.0,339651.0,,,471041.0,82244.0,,,191368.0,217778.0,,,352479.0,,356766.0,360872.0,,347115.0,400000.0,460735.0,63628.0,511557.0,272177.0,522968.0,390623.0,,356020.0,519680.0,,,,627812.0,244440.0,372820.0,219868.0,,,304837.0,,,,441862.0,,262342.0,,444862.0,,,233333.0,,426744.0,184211.0,,307039.0,,330215.0,491343.0,82244.0
1977,,245368.0,223200.0,558464.0,260846.0,277022.0,,296887.0,361333.0,,,446206.0,,247538.0,422277.0,,,210356.0,69812.0,,,194000.0,176254.0,,,305745.0,,392744.0,394860.0,,328600.0,410000.0,482306.0,89507.0,473225.0,294011.0,513760.0,413019.0,,417012.0,456442.0,,,,539574.0,379029.0,466358.0,327778.0,,,318739.0,,,,431624.0,,252625.0,,460928.0,,,230000.0,,397069.0,222004.0,,315941.0,,248657.0,487905.0,69812.0
1978,,234666.0,164904.0,509607.0,246291.0,225472.0,,206602.0,320285.0,,,426893.0,,248427.0,397025.0,,,414593.0,81656.0,,,146000.0,236754.0,,,406000.0,,390679.0,383064.0,,352509.0,393333.0,430115.0,60233.0,498962.0,300137.0,514871.0,432080.0,,383981.0,484110.0,,,,584717.0,330255.0,440109.0,303605.0,,,341608.0,,,,408149.0,,243847.0,,455471.0,,,214286.0,,399758.0,155276.0,,337500.0,,263661.0,484180.0,81656.0
1979,,236146.0,157428.0,493939.0,183704.0,238062.0,,210706.0,327357.0,,,463914.0,,203830.0,386688.0,,,414593.0,95569.0,,,218750.0,210843.0,,,347928.0,,444729.0,360017.0,,309420.0,360000.0,474103.0,47150.0,567742.0,311192.0,558388.0,428453.0,,396906.0,570782.0,286111.0,,,601580.0,361470.0,478160.0,236364.0,,,383211.0,,,,422823.0,,270836.0,,440369.0,,,328569.0,,379090.0,238115.0,,357608.0,,335468.0,444358.0,95569.0
1980,,222842.0,228216.0,,193939.0,256974.0,,368497.0,256888.0,,,462683.0,,219954.0,405118.0,,,414787.0,142550.0,,,218750.0,283975.0,,,353547.0,,408849.0,331615.0,,376923.0,597222.0,509992.0,59174.0,547840.0,220526.0,500832.0,448981.0,,396040.0,505164.0,287671.0,,,575936.0,337605.0,517786.0,331366.0,,,377663.0,,,,406954.0,,236350.0,,442917.0,,,278100.0,,350303.0,150003.0,,346479.0,,265792.0,491586.0,142550.0
1981,,192711.0,255204.0,671918.0,176667.0,287699.0,,340213.0,311674.0,,,530300.0,,168170.0,459289.0,,,415445.0,146006.0,,,83333.0,214669.0,,,370269.0,,397404.0,414988.0,,364601.0,500000.0,513109.0,61760.0,454607.0,337857.0,584728.0,478570.0,,411494.0,625780.0,276923.0,,,612117.0,318142.0,575498.0,350679.0,,,387555.0,,,,422751.0,,208245.0,,502666.0,,,320421.0,,377937.0,256310.0,,352143.0,,221725.0,541621.0,146006.0
1982,,247412.0,297692.0,,70476.0,289058.0,,363883.0,342823.0,,,417381.0,,202414.0,443415.0,,,415595.0,145439.0,,,90909.0,233364.0,,,403734.0,,438733.0,356794.0,,350366.0,549730.0,600288.0,76862.0,589383.0,305980.0,678254.0,457002.0,,470174.0,559384.0,294643.0,,,607010.0,386356.0,575490.0,375455.0,,,425612.0,,,,407127.0,,235877.0,,456188.0,,,346957.0,,467606.0,207095.0,,490441.0,,261614.0,593045.0,145439.0
1983,,187862.0,391115.0,,83333.0,236495.0,,313466.0,355866.0,,,435500.0,,234446.0,348857.0,,,415828.0,169012.0,,,200000.0,290274.0,,,390431.0,,461325.0,377799.0,,386305.0,554545.0,480637.0,79357.0,462603.0,336450.0,525321.0,368199.0,,361363.0,550010.0,325354.0,,,629938.0,285924.0,537123.0,231034.0,,,347050.0,,,,401320.0,,216627.0,,445712.0,,,380952.0,,447802.0,211764.0,,376633.0,,230256.0,466468.0,169012.0
1984,,250673.0,355238.0,,250000.0,217561.0,,284692.0,317209.0,,,510424.0,,246731.0,431721.0,,,599083.0,165184.0,,,200000.0,262229.0,,,475593.0,,458706.0,337591.0,,367742.0,551471.0,508365.0,82700.0,537234.0,339583.0,536410.0,478626.0,,489566.0,567357.0,365306.0,,,622807.0,358691.0,547657.0,390751.0,,,400054.0,,,,467888.0,,254002.0,,452609.0,,,390244.0,,485387.0,220000.0,,453015.0,,223399.0,537899.0,165184.0
1985,,223034.0,284276.0,,250000.0,272368.0,,242512.0,307576.0,,,411969.0,,241053.0,443717.0,,,499920.0,159261.0,,,33333.0,236987.0,,,405227.0,,481510.0,333333.0,,366907.0,516129.0,563202.0,75020.0,540828.0,336036.0,540703.0,418138.0,,483129.0,528222.0,336237.0,,,606024.0,373683.0,611776.0,412934.0,,,379065.0,,,,417776.0,,270933.0,,458046.0,,,274699.0,,386136.0,186667.0,,376341.0,,168027.0,485394.0,159261.0
1986,,201459.0,333333.0,,250000.0,398235.0,,315441.0,306950.0,,,479237.0,,233357.0,455851.0,,,500127.0,159792.0,,,125000.0,275490.0,,,475507.0,,514503.0,403974.0,,394339.0,500000.0,557499.0,83916.0,535645.0,336248.0,555058.0,422259.0,,457909.0,550908.0,390605.0,,,593396.0,364276.0,575278.0,431852.0,,,361859.0,,,,405784.0,,281171.0,,473470.0,,,247436.0,,344324.0,186667.0,,396924.0,,202690.0,559693.0,159792.0
1987,,200662.0,256966.0,,254902.0,329691.0,,287289.0,330418.0,,,507946.0,,265585.0,449248.0,,,309886.0,163717.0,,,150000.0,155400.0,,,451083.0,,493575.0,437611.0,,442390.0,594502.0,543926.0,87040.0,535245.0,331717.0,560887.0,330496.0,,392417.0,549616.0,410315.0,,,677824.0,351383.0,594053.0,532456.0,,,363171.0,,,,380366.0,,259734.0,,502486.0,,,249351.0,,437466.0,,,393596.0,,180796.0,541787.0,163717.0
1988,,196156.0,213558.0,,250000.0,386695.0,,397036.0,365124.0,,,490986.0,,261231.0,402682.0,,,312792.0,171951.0,,,150000.0,332649.0,,,488272.0,,511567.0,348058.0,,466353.0,586995.0,514214.0,87455.0,535788.0,341272.0,584818.0,475357.0,,498997.0,628820.0,411225.0,,,555556.0,333044.0,660312.0,449991.0,,,393313.0,,,,348600.0,,258798.0,,427565.0,,,171233.0,,400601.0,,,412759.0,,153942.0,546081.0,171951.0
1989,,264599.0,190556.0,,272727.0,302389.0,,365173.0,321693.0,,,559634.0,,291242.0,449408.0,,,512894.0,162419.0,,,166667.0,320324.0,,,456055.0,,544507.0,366372.0,,420953.0,600000.0,556070.0,84310.0,509494.0,340077.0,629868.0,524568.0,,495043.0,613010.0,410437.0,,,701020.0,348523.0,653903.0,471028.0,,,440054.0,,,350000.0,478215.0,,236610.0,,435159.0,,,396970.0,,452025.0,,,411827.0,,238618.0,620430.0,162419.0
1990,,201488.0,197103.0,,230769.0,312912.0,,496594.0,370441.0,,,429504.0,,252573.0,496587.0,,,478943.0,216687.0,,,50000.0,356013.0,,,464011.0,,537293.0,390747.0,,436595.0,600000.0,501299.0,117667.0,555025.0,379831.0,636702.0,555745.0,,549909.0,604346.0,401274.0,,,605263.0,327762.0,668343.0,549873.0,,,360985.0,,,400000.0,377716.0,,245088.0,,447856.0,,,281667.0,,458204.0,,,407320.0,,160011.0,689840.0,216687.0
1991,,233298.0,331448.0,,250000.0,304095.0,,496590.0,386774.0,,,432806.0,,208247.0,467863.0,,,477240.0,207900.0,,,50000.0,328959.0,,,438651.0,,554649.0,436181.0,,404053.0,512097.0,490298.0,134357.0,572293.0,315812.0,587834.0,422835.0,,498947.0,627763.0,533994.0,,,619264.0,328139.0,645533.0,477412.0,,,371599.0,,,190000.0,446976.0,,288305.0,,455898.0,,,128889.0,,423123.0,,,451353.0,,226901.0,582976.0,207900.0
1992,,160978.0,456234.0,,250000.0,353206.0,,331064.0,381738.0,,239056.0,493813.0,,,508760.0,,299786.0,524768.0,228318.0,276667.0,99373.0,50000.0,323765.0,305705.0,160000.0,528612.0,306369.0,691154.0,342321.0,,444052.0,562486.0,483863.0,68192.0,507224.0,294129.0,607985.0,445343.0,218750.0,456232.0,639598.0,460326.0,258147.0,150000.0,605339.0,318740.0,687911.0,527677.0,,223636.0,271900.0,177553.0,213651.0,159677.0,,,293360.0,136482.0,462850.0,186532.0,193814.0,129086.0,,446326.0,,135211.0,515127.0,190644.0,174053.0,682802.0,228318.0
1993,342642.0,182765.0,388222.0,,250000.0,277976.0,,400000.0,370521.0,403757.0,246907.0,400613.0,,,548293.0,,365017.0,509761.0,201135.0,250000.0,157333.0,50000.0,302736.0,242703.0,160000.0,490628.0,379068.0,650190.0,351707.0,,512283.0,562839.0,560678.0,69268.0,483310.0,391581.0,668907.0,496032.0,285182.0,547229.0,693494.0,473342.0,243922.0,103734.0,564729.0,,721204.0,449415.0,,400000.0,229604.0,191014.0,188205.0,247399.0,,,319677.0,122130.0,417465.0,246281.0,221968.0,121435.0,48333.0,346894.0,,173529.0,490660.0,246484.0,91079.0,640840.0,201135.0
1994,345338.0,251665.0,433960.0,,250000.0,349588.0,,,314166.0,355682.0,184001.0,447676.0,,,481603.0,,368895.0,477455.0,179347.0,212000.0,140625.0,50000.0,323569.0,315052.0,160000.0,499824.0,451906.0,669999.0,427961.0,,455838.0,562950.0,492239.0,67828.0,552006.0,291562.0,599088.0,440425.0,185862.0,475311.0,610642.0,464903.0,334796.0,74545.0,605402.0,,664439.0,443997.0,,400000.0,317955.0,126267.0,116531.0,275523.0,,,259703.0,76993.0,494812.0,190167.0,191806.0,287770.0,47215.0,392655.0,,140360.0,447179.0,173496.0,138489.0,537066.0,179347.0
1995,342586.0,199282.0,449229.0,,253333.0,255921.0,,,357744.0,398651.0,230728.0,464389.0,,,497495.0,,367319.0,411190.0,201209.0,317500.0,109231.0,50000.0,318966.0,274017.0,160000.0,467711.0,432290.0,702703.0,415749.0,,431288.0,580542.0,558810.0,62059.0,544714.0,346160.0,612387.0,430909.0,213091.0,461797.0,597329.0,437352.0,403301.0,138889.0,632903.0,,667489.0,472028.0,,350000.0,335896.0,175697.0,79556.0,305763.0,,,272397.0,107225.0,443014.0,277008.0,204695.0,329287.0,59021.0,440741.0,,173708.0,430153.0,284938.0,167944.0,555504.0,201209.0
1996,406814.0,209600.0,434405.0,,248387.0,269977.0,,,344231.0,416287.0,228348.0,469543.0,,,505609.0,,433694.0,483582.0,254708.0,260989.0,18462.0,50000.0,258386.0,346131.0,160000.0,487119.0,485736.0,621092.0,442912.0,,524252.0,582431.0,589900.0,59457.0,472740.0,394265.0,625064.0,410473.0,224578.0,437714.0,679880.0,393996.0,389249.0,72000.0,566792.0,,678500.0,511725.0,,300000.0,395873.0,152521.0,132749.0,451667.0,,360000.0,247104.0,105139.0,451963.0,257800.0,182610.0,348659.0,55798.0,432012.0,,177763.0,523618.0,254968.0,102301.0,548350.0,254708.0
1997,353677.0,211608.0,422708.0,,243750.0,316792.0,,,389278.0,403165.0,246517.0,467556.0,,,511139.0,,406294.0,426939.0,267963.0,320588.0,95556.0,50000.0,389685.0,367883.0,160000.0,415396.0,453336.0,640149.0,448446.0,197800.0,541257.0,540047.0,584057.0,61408.0,537956.0,378816.0,683298.0,401925.0,268511.0,487971.0,626243.0,425737.0,331417.0,125154.0,568337.0,,743983.0,452626.0,,,376813.0,186250.0,180234.0,355341.0,,386667.0,248594.0,116273.0,469147.0,355505.0,175802.0,303980.0,66693.0,423003.0,,174670.0,565510.0,284631.0,154196.0,578966.0,267963.0
1998,382127.0,200455.0,419426.0,,237879.0,207000.0,,,441681.0,427397.0,203094.0,464646.0,,,532150.0,,421116.0,538139.0,287432.0,,96000.0,50000.0,268675.0,366667.0,160000.0,577233.0,495756.0,592825.0,483516.0,218450.0,593102.0,500000.0,668201.0,55593.0,593162.0,379006.0,569382.0,437680.0,274519.0,528130.0,674449.0,447502.0,325622.0,150950.0,535118.0,,683246.0,470938.0,,309940.0,419677.0,152724.0,199674.0,369741.0,,265000.0,269828.0,142595.0,502197.0,365004.0,173830.0,304923.0,144734.0,425228.0,,199858.0,529206.0,316400.0,148346.0,501828.0,287432.0
1999,407723.0,216015.0,444158.0,,223881.0,264480.0,,,404086.0,456000.0,165054.0,511140.0,,,563777.0,83333.0,400032.0,606792.0,253315.0,,120745.0,50000.0,336810.0,351823.0,160000.0,533176.0,431057.0,608793.0,427529.0,220692.0,611416.0,456173.0,683727.0,63415.0,541000.0,337991.0,702831.0,459671.0,215727.0,562409.0,679757.0,474440.0,292862.0,200000.0,562059.0,,741713.0,418735.0,,297819.0,445537.0,185008.0,203322.0,380018.0,,333333.0,298267.0,171871.0,490519.0,291855.0,156301.0,306923.0,176228.0,415680.0,,202328.0,578361.0,284281.0,167621.0,617878.0,253315.0
2000,303742.0,137789.0,427796.0,,227273.0,262832.0,676788.0,,459023.0,458264.0,150576.0,462411.0,,,616595.0,104545.0,229788.0,585141.0,245275.0,,67748.0,50000.0,324845.0,239408.0,160000.0,532976.0,430095.0,634132.0,494578.0,225824.0,633085.0,486267.0,592243.0,66492.0,530780.0,394271.0,,469000.0,283385.0,565302.0,794387.0,507223.0,279179.0,200000.0,631926.0,,759049.0,426804.0,,286769.0,343889.0,188248.0,191339.0,386395.0,,333333.0,266205.0,154068.0,585649.0,321024.0,176840.0,300000.0,210361.0,568012.0,,193637.0,524798.0,318267.0,104344.0,612432.0,245275.0
2001,408286.0,224487.0,456947.0,,227273.0,296579.0,587228.0,,352113.0,454113.0,182330.0,402362.0,,,552381.0,88000.0,406146.0,522777.0,268060.0,,70230.0,50000.0,355370.0,418532.0,160000.0,537108.0,395174.0,693555.0,465214.0,179157.0,631672.0,562963.0,614431.0,57500.0,575152.0,357977.0,,484991.0,307514.0,559066.0,591529.0,476829.0,223529.0,220000.0,646613.0,,625664.0,,,281181.0,441897.0,198895.0,164076.0,389384.0,,,270843.0,172656.0,511845.0,348369.0,182586.0,296154.0,280740.0,481672.0,,203248.0,470904.0,332226.0,140998.0,549588.0,268060.0
2002,436271.0,234288.0,514478.0,,,368023.0,677420.0,,443613.0,494518.0,227171.0,525869.0,,,583246.0,104762.0,470573.0,712232.0,302358.0,,86667.0,50000.0,348464.0,404208.0,150185.0,501992.0,521818.0,749750.0,341287.0,176838.0,720552.0,,680485.0,48851.0,615315.0,443363.0,,486009.0,216132.0,583621.0,774641.0,490284.0,292000.0,200000.0,643864.0,,764013.0,,,271282.0,410760.0,219213.0,203896.0,381990.0,,,317604.0,206643.0,503158.0,391384.0,189342.0,326667.0,444031.0,415550.0,,203893.0,565503.0,360411.0,237401.0,573939.0,302358.0
2003,366196.0,201517.0,427376.0,,162500.0,306112.0,707380.0,,400342.0,452002.0,173152.0,333213.0,,,533088.0,102000.0,247949.0,646135.0,249261.0,,,50000.0,309826.0,270260.0,187500.0,528274.0,373732.0,804325.0,562314.0,177621.0,637573.0,,575015.0,49232.0,612813.0,410042.0,,495888.0,275278.0,576069.0,711231.0,487788.0,307299.0,100000.0,539609.0,,733178.0,,,262090.0,351503.0,227164.0,260266.0,376171.0,,,287464.0,210372.0,563031.0,369722.0,201200.0,200000.0,364285.0,477841.0,,183005.0,565926.0,381797.0,230355.0,604143.0,249261.0
2004,453591.0,323938.0,441340.0,,175000.0,344443.0,708327.0,,428643.0,503443.0,261429.0,456017.0,,,616486.0,115000.0,451807.0,749655.0,308271.0,,,50000.0,350990.0,437313.0,150000.0,537944.0,457475.0,774143.0,523873.0,177191.0,695860.0,733564.0,648658.0,62353.0,684706.0,428261.0,,480231.0,368478.0,580821.0,781769.0,482907.0,338515.0,,631081.0,,800616.0,,,,569421.0,276540.0,242834.0,366683.0,,,315027.0,198961.0,567709.0,366377.0,238340.0,200000.0,177317.0,598521.0,,185579.0,587143.0,388369.0,243463.0,644033.0,308271.0
2005,524208.0,291595.0,421709.0,,175000.0,429797.0,699565.0,,452076.0,533111.0,290121.0,559418.0,,,601873.0,115000.0,455482.0,701472.0,375107.0,,,30000.0,378622.0,482103.0,145455.0,475042.0,514327.0,827052.0,453582.0,174929.0,714085.0,720000.0,690041.0,64291.0,622370.0,416264.0,,484161.0,315956.0,587787.0,772335.0,487808.0,363520.0,,635406.0,,822998.0,,,,570359.0,282319.0,199830.0,358254.0,,,320679.0,211429.0,545399.0,385111.0,248160.0,200000.0,130704.0,450000.0,,173616.0,586959.0,380964.0,191121.0,649617.0,375107.0
2006,495091.0,294311.0,441074.0,,108571.0,301016.0,683450.0,,446448.0,514834.0,277751.0,522812.0,445496.0,,577366.0,117500.0,489237.0,748629.0,397249.0,,,30000.0,400000.0,,150000.0,517584.0,392027.0,795007.0,580600.0,171885.0,681397.0,700000.0,632750.0,63889.0,582047.0,437893.0,,495473.0,376179.0,558986.0,662364.0,498611.0,250000.0,,582896.0,,787452.0,,,175000.0,524093.0,325355.0,167601.0,342411.0,,,360922.0,245652.0,645697.0,373150.0,284671.0,250000.0,211980.0,,,178573.0,564885.0,387622.0,197552.0,654027.0,397249.0
2007,448905.0,263277.0,484729.0,,102857.0,408602.0,695253.0,,415390.0,532489.0,173005.0,541327.0,405789.0,,624269.0,110377.0,461186.0,840655.0,413472.0,,,51752.0,420688.0,,150000.0,494821.0,,781466.0,552174.0,191592.0,720241.0,528571.0,628392.0,64167.0,645195.0,512527.0,,524126.0,387248.0,572411.0,743383.0,523163.0,325809.0,,555461.0,,845262.0,,140943.0,,410874.0,291923.0,180336.0,324612.0,,,338399.0,249516.0,632463.0,360000.0,294241.0,200000.0,222509.0,,,186997.0,538640.0,473314.0,126799.0,671315.0,413472.0
2008,610645.0,348899.0,374542.0,,97143.0,332788.0,733157.0,,482907.0,572577.0,388921.0,575557.0,478839.0,,622870.0,110377.0,577062.0,856250.0,408285.0,,,28698.0,344118.0,,150000.0,515996.0,,813802.0,499565.0,226980.0,762428.0,718605.0,718403.0,65000.0,643636.0,464846.0,,536658.0,438901.0,600487.0,793991.0,474274.0,296296.0,,819577.0,,868160.0,,140741.0,180000.0,596669.0,362464.0,122500.0,304780.0,,,339067.0,210000.0,599886.0,,356249.0,200000.0,297844.0,,,186228.0,638591.0,389770.0,,722784.0,408285.0
2009,563445.0,386073.0,473845.0,,102857.0,404391.0,826614.0,,533218.0,579095.0,170935.0,545696.0,455642.0,,675679.0,110377.0,527634.0,489778.0,385178.0,,,150000.0,377703.0,,166667.0,546304.0,,810022.0,603394.0,194594.0,848259.0,243902.0,702949.0,65000.0,565736.0,542634.0,,604472.0,405820.0,512003.0,851720.0,479935.0,260000.0,,661157.0,,940827.0,,141818.0,,536010.0,323189.0,110860.0,283093.0,,,358156.0,188823.0,581309.0,388067.0,314905.0,200000.0,247047.0,,,186364.0,741842.0,451656.0,,788832.0,385178.0
