,Bolivia (Plurinational State of),Peru,"China, Taiwan Province of",Serbia and Montenegro,Croatia,Serbia,Melanesia,Indonesia,Canada,Liberia,Greece,Zimbabwe,The former Yugoslav Republic of Macedonia,Austria,Papua New Guinea,Japan,Norway,Bulgaria,Australia & New Zealand,United States of America,Barbados,Mauritius,American Samoa,Nigeria,Ukraine,Guinea,Israel,El Salvador,Belgium,Uruguay,Wallis and Futuna Islands,Qatar,Mexico,Switzerland,Romania,United Republic of Tanzania,Bosnia and Herzegovina,China,Côte d'Ivoire,Slovakia,Jamaica,Brunei Darussalam,Trinidad and Tobago,Occupied Palestinian Territory,Chile,Hungary,Polynesia,Kazakhstan,South Africa,Samoa,Australia,France,Thailand,Poland,"China, mainland",Puerto Rico,New Zealand,Republic of Moldova
1971,31000.0,26765.0,-1.0,-1.0,-1.0,-1.0,9000.0,149000.0,26840.0,4000.0,-1.0,-1.0,-1.0,-1.0,9000.0,27200.0,-1.0,-1.0,3658.0,246612.0,-1.0,-1.0,3.0,122000.0,-1.0,140000.0,-1.0,-1.0,-1,1500.0,10.0,-1.0,-1.0,-1.0,-1.0,4800.0,-1.0,-1.0,25000.0,-1.0,9.0,-1.0,-1.0,-1.0,9000.0,-1.0,38.0,-1.0,18000.0,25.0,2139.0,-1.0,4250.0,-1.0,-1.0,-1.0,1519.0,-1.0
1972,32000.0,28030.0,-1.0,-1.0,-1.0,-1.0,9300.0,152000.0,31800.0,4000.0,-1.0,-1.0,-1.0,-1.0,9300.0,26000.0,-1.0,-1.0,3677.0,247757.0,-1.0,-1.0,3.0,112000.0,-1.0,105000.0,-1.0,-1.0,-1,1530.0,10.0,-1.0,-1.0,-1.0,-1.0,5100.0,-1.0,-1.0,25000.0,-1.0,17.0,-1.0,-1.0,-1.0,9000.0,-1.0,38.0,-1.0,18000.0,25.0,2201.0,-1.0,4500.0,-1.0,-1.0,-1.0,1476.0,-1.0
1973,32000.0,28540.0,-1.0,-1.0,-1.0,-1.0,9500.0,156000.0,28352.0,4100.0,-1.0,-1.0,-1.0,-1.0,9500.0,27100.0,-1.0,-1.0,4683.0,257336.0,-1.0,-1.0,3.0,125000.0,-1.0,95000.0,-1.0,-1.0,-1,1550.0,10.0,-1.0,-1.0,-1.0,-1.0,5700.0,-1.0,-1.0,23000.0,-1.0,3.0,-1.0,-1.0,-1.0,8700.0,-1.0,38.0,-1.0,18000.0,25.0,2757.0,-1.0,4800.0,-1.0,-1.0,-1.0,1926.0,-1.0
1974,32960.0,27201.0,-1.0,-1.0,-1.0,-1.0,10000.0,160000.0,29157.0,4100.0,-1.0,-1.0,-1.0,-1.0,10000.0,27500.0,-1.0,-1.0,5742.0,258813.0,-1.0,-1.0,3.0,58000.0,-1.0,105000.0,-1.0,-1.0,-1,1550.0,10.0,-1.0,-1.0,-1.0,-1.0,8500.0,-1.0,-1.0,28000.0,-1.0,10.0,-1.0,-1.0,-1.0,9000.0,-1.0,40.0,-1.0,18000.0,27.0,3380.0,-1.0,5000.0,-1.0,-1.0,-1.0,2362.0,-1.0
1975,33490.0,29542.0,-1.0,-1.0,-1.0,-1.0,10300.0,163000.0,31332.0,4200.0,-1.0,-1.0,-1.0,-1.0,10300.0,27400.0,-1.0,-1.0,5468.0,278460.0,-1.0,-1.0,3.0,97000.0,-1.0,110000.0,-1.0,-1.0,-1,1570.0,10.0,-1.0,-1.0,-1.0,-1.0,7000.0,-1.0,-1.0,38000.0,-1.0,8.0,-1.0,-1.0,-1.0,10000.0,-1.0,41.0,-1.0,19000.0,28.0,3100.0,-1.0,5200.0,-1.0,-1.0,-1.0,2368.0,-1.0
1976,33200.0,25563.0,-1.0,-1.0,-1.0,-1.0,10500.0,75000.0,30657.0,4200.0,-1.0,-1.0,-1.0,-1.0,10500.0,27300.0,-1.0,-1.0,4405.0,261050.0,-1.0,-1.0,3.0,89000.0,-1.0,115000.0,-1.0,-1.0,-1,1600.0,10.0,-1.0,-1.0,-1.0,-1.0,5500.0,-1.0,-1.0,38000.0,-1.0,0.0,-1.0,-1.0,-1.0,10000.0,-1.0,42.0,-1.0,19000.0,29.0,2788.0,-1.0,5400.0,-1.0,-1.0,-1.0,1617.0,-1.0
1977,33000.0,21848.0,-1.0,-1.0,-1.0,-1.0,11000.0,80000.0,25884.0,4400.0,-1.0,-1.0,-1.0,-1.0,11000.0,29200.0,-1.0,-1.0,5744.0,255264.0,-1.0,-1.0,3.0,61000.0,-1.0,115000.0,-1.0,-1.0,-1,1600.0,10.0,35.0,-1.0,-1.0,-1.0,6000.0,-1.0,-1.0,38000.0,-1.0,1.0,-1.0,-1.0,-1.0,11000.0,-1.0,43.0,-1.0,20000.0,30.0,3474.0,-1.0,5600.0,-1.0,-1.0,-1.0,2270.0,-1.0
1978,23710.0,20742.0,-1.0,-1.0,-1.0,-1.0,11500.0,59000.0,26540.0,4400.0,-1.0,-1.0,-1.0,-1.0,11500.0,30500.0,-1.0,-1.0,7161.0,247148.0,-1.0,-1.0,3.0,52000.0,-1.0,115000.0,-1.0,-1.0,-1,1700.0,10.0,42.0,-1.0,-1.0,-1.0,6000.0,-1.0,-1.0,41000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10500.0,-1.0,45.0,-1.0,20000.0,32.0,4204.0,-1.0,5700.0,-1.0,-1.0,-1.0,2957.0,-1.0
1979,20600.0,21260.0,-1.0,-1.0,-1.0,-1.0,12000.0,72500.0,28418.0,4500.0,-1.0,-1.0,-1.0,-1.0,12000.0,28700.0,-1.0,-1.0,5669.0,241772.0,-1.0,-1.0,3.0,42000.0,-1.0,115000.0,-1.0,-1.0,-1,1700.0,10.0,42.0,-1.0,-1.0,-1.0,6200.0,-1.0,-1.0,43000.0,-1.0,-1.0,-1.0,-1.0,-1.0,9900.0,-1.0,48.0,-1.0,20000.0,35.0,2853.0,-1.0,5850.0,-1.0,-1.0,-1.0,2816.0,-1.0
1980,19045.0,19110.0,-1.0,-1.0,-1.0,-1.0,13000.0,80000.0,28333.0,4600.0,-1.0,-1.0,-1.0,-1.0,13000.0,30400.0,-1.0,-1.0,6111.0,224941.0,-1.0,-1.0,3.0,46000.0,-1.0,115000.0,-1.0,-1.0,-1,1700.0,10.0,52.0,10208.0,-1.0,-1.0,6400.0,-1.0,-1.0,57000.0,-1.0,-1.0,-1.0,-1.0,-1.0,9800.0,-1.0,50.0,-1.0,20000.0,37.0,3581.0,-1.0,6000.0,-1.0,-1.0,-1.0,2530.0,-1.0
1981,10060.0,18600.0,-1.0,-1.0,-1.0,-1.0,13500.0,68000.0,32007.0,4600.0,-1.0,-1.0,-1.0,-1.0,13500.0,34700.0,-1.0,-1.0,6597.0,236616.0,-1.0,-1.0,3.0,44000.0,-1.0,120000.0,-1.0,-1.0,-1,1700.0,10.0,50.0,5403.0,-1.0,-1.0,6400.0,-1.0,-1.0,60000.0,-1.0,-1.0,-1.0,-1.0,-1.0,11900.0,-1.0,50.0,-1.0,22000.0,37.0,3768.0,-1.0,6100.0,-1.0,-1.0,-1.0,2829.0,-1.0
1982,17812.0,20731.0,-1.0,-1.0,-1.0,-1.0,14000.0,70000.0,33022.0,4800.0,-1.0,-1.0,-1.0,-1.0,14000.0,36800.0,-1.0,-1.0,6210.0,256160.0,-1.0,-1.0,3.0,56000.0,-1.0,120000.0,-1.0,-1.0,-1,1700.0,10.0,50.0,13288.0,-1.0,-1.0,6200.0,-1.0,-1.0,65000.0,-1.0,-1.0,-1.0,-1.0,-1.0,11500.0,2343.0,51.0,-1.0,25000.0,38.0,3806.0,-1.0,6250.0,-1.0,-1.0,-1.0,2404.0,-1.0
1983,10407.0,19292.0,-1.0,-1.0,-1.0,-1.0,14500.0,71000.0,30825.0,5000.0,-1.0,-1.0,-1.0,-1.0,14500.0,37600.0,-1.0,-1.0,6106.0,239000.0,-1.0,-1.0,3.0,106000.0,-1.0,110000.0,-1.0,-1.0,-1,1700.0,10.0,50.0,16156.0,-1.0,-1.0,6200.0,-1.0,-1.0,62000.0,-1.0,-1.0,-1.0,-1.0,-1.0,13000.0,2753.0,51.0,-1.0,25000.0,38.0,3906.0,-1.0,7040.0,-1.0,-1.0,-1.0,2200.0,-1.0
1984,20741.0,20282.0,-1.0,-1.0,-1.0,-1.0,15000.0,40000.0,31612.0,5000.0,-1.0,-1.0,-1.0,-1.0,15000.0,37900.0,-1.0,-1.0,5843.0,250982.0,-1.0,-1.0,3.0,105000.0,-1.0,120000.0,-1.0,-1.0,-1,1700.0,10.0,35.0,16250.0,-1.0,-1.0,6300.0,-1.0,-1.0,78000.0,-1.0,-1.0,-1.0,-1.0,-1.0,14000.0,3867.0,55.0,-1.0,25000.0,42.0,3843.0,-1.0,6357.0,-1.0,-1.0,-1.0,2000.0,-1.0
1985,22921.0,20664.0,-1.0,-1.0,-1.0,-1.0,15500.0,42000.0,32252.0,5200.0,-1.0,-1.0,-1.0,-1.0,15500.0,36400.0,-1.0,-1.0,6193.0,253500.0,-1.0,-1.0,3.0,156000.0,-1.0,120000.0,-1.0,-1.0,-1,1700.0,10.0,25.0,16691.0,-1.0,-1.0,6400.0,-1.0,-1.0,72000.0,-1.0,-1.0,-1.0,-1.0,-1.0,11653.0,4000.0,57.0,-1.0,25000.0,44.0,4293.0,-1.0,7057.0,-1.0,-1.0,-1.0,1900.0,-1.0
1986,23100.0,20797.0,-1.0,-1.0,-1.0,-1.0,16000.0,42000.0,31482.0,5200.0,-1.0,-1.0,-1.0,-1.0,16000.0,36900.0,-1.0,-1.0,5510.0,242200.0,-1.0,-1.0,3.0,172000.0,-1.0,105000.0,-1.0,-1.0,-1,1800.0,10.0,14.0,17173.0,-1.0,-1.0,6500.0,-1.0,-1.0,63000.0,-1.0,-1.0,-1.0,-1.0,-1.0,11000.0,4810.0,59.0,-1.0,25000.0,46.0,3740.0,-1.0,7500.0,-1.0,-1.0,-1.0,1770.0,-1.0
1987,23300.0,23537.0,-1.0,-1.0,-1.0,-1.0,16500.0,55000.0,31609.0,5200.0,-1.0,-1.0,-1.0,-1.0,16500.0,39500.0,-1.0,-1.0,6155.0,253000.0,-1.0,-1.0,3.0,113000.0,-1.0,105000.0,-1.0,-1.0,-1,1850.0,10.0,10.0,15528.0,-1.0,-1.0,6600.0,-1.0,-1.0,65000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10937.0,5420.0,61.0,-1.0,29000.0,48.0,4081.0,-1.0,7500.0,-1.0,-1.0,-1.0,2074.0,-1.0
1988,23500.0,21730.0,-1.0,-1.0,-1.0,-1.0,16600.0,77000.0,37104.0,5200.0,-1.0,-1.0,-1.0,-1.0,16600.0,39300.0,-1.0,-1.0,7677.0,253650.0,-1.0,-1.0,3.0,156000.0,-1.0,105000.0,4100.0,-1.0,-1,1700.0,10.0,12.0,17263.0,-1.0,-1.0,6700.0,-1.0,-1.0,69000.0,-1.0,-1.0,-1.0,-1.0,-1.0,10828.0,6571.0,63.0,-1.0,28000.0,50.0,5144.0,15000.0,8500.0,-1.0,-1.0,-1.0,2533.0,-1.0
1989,22230.0,22354.0,-1.0,-1.0,-1.0,-1.0,17000.0,77000.0,36501.0,5200.0,-1.0,-1.0,-1.0,-1.0,17000.0,39300.0,-1.0,-1.0,7538.0,260000.0,-1.0,-1.0,3.0,160000.0,-1.0,105000.0,5200.0,-1.0,-1,1800.0,10.0,10.0,18282.0,-1.0,-1.0,6800.0,-1.0,-1.0,72000.0,-1.0,-1.0,-1.0,-1.0,-1.0,11402.0,9000.0,65.0,-1.0,28000.0,52.0,5177.0,16000.0,9500.0,-1.0,-1.0,-1.0,2361.0,-1.0
1990,19459.0,20812.0,-1.0,-1.0,-1.0,-1.0,17500.0,77500.0,35895.0,5000.0,0.0,1250.0,-1.0,-1.0,17500.0,39200.0,-1.0,-1.0,6685.0,276590.0,50.0,17.0,3.0,150000.0,-1.0,94401.0,6930.0,-1.0,-1,1600.0,10.0,9.0,18038.0,-1.0,-1.0,6900.0,-1.0,2000.0,71000.0,-1.0,0.0,9.0,-1.0,-1.0,11134.0,12637.0,63.0,-1.0,25503.0,50.0,3787.0,17000.0,11500.0,1300.0,2000.0,-1.0,2898.0,-1.0
1991,20355.0,21039.0,-1.0,-1.0,-1.0,-1.0,18000.0,76000.0,33711.0,5078.0,9912.0,1258.0,-1.0,-1.0,18000.0,39100.0,-1.0,-1.0,6953.0,295040.0,50.0,18.0,3.0,155000.0,-1.0,115856.0,6480.0,-1.0,-1,1770.0,10.0,11.0,21279.0,-1.0,-1.0,7000.0,-1.0,2176.0,74000.0,-1.0,15.0,14.0,-1.0,-1.0,13625.0,15017.0,61.0,-1.0,27585.0,48.0,3753.0,18882.0,12500.0,1400.0,2176.0,-1.0,3200.0,-1.0
1992,19475.0,19684.0,-1.0,600.0,-1.0,-1.0,18400.0,75000.0,33072.0,5140.0,9528.0,1268.0,10.0,-1.0,18400.0,37700.0,-1.0,-1.0,7907.0,286350.0,55.0,19.0,3.0,150000.0,-1.0,116346.0,6010.0,-1.0,-1,1650.0,10.0,24.0,18512.0,-1.0,-1.0,6600.0,150.0,3000.0,68000.0,-1.0,9.0,11.0,-1.0,-1.0,11719.0,10692.0,58.0,-1.0,27544.0,45.0,4422.0,18664.0,14600.0,1138.0,3000.0,-1.0,3485.0,200.0
1993,20040.0,22204.0,-1.0,150.0,-1.0,-1.0,18800.0,74000.0,31424.0,5203.0,9144.0,1277.0,80.0,-1.0,18800.0,37300.0,-1.0,-1.0,8655.0,275860.0,20.0,21.0,3.0,160000.0,-1.0,116838.0,5540.0,-1.0,-1,1700.0,10.0,15.0,18852.0,-1.0,-1.0,6800.0,100.0,3549.0,70229.0,300.0,1.0,20.0,-1.0,-1.0,13540.0,11000.0,60.0,-1.0,27282.0,47.0,5000.0,17828.0,17500.0,1467.0,3549.0,-1.0,3655.0,200.0
1994,20480.0,28127.0,-1.0,574.0,-1.0,-1.0,19400.0,91000.0,32051.0,5267.0,8190.0,1287.0,20.0,-1.0,19400.0,36000.0,-1.0,-1.0,10300.0,300190.0,60.0,19.0,3.0,163036.0,-1.0,117333.0,6210.0,-1.0,-1,1619.0,10.0,27.0,26203.0,-1.0,-1.0,6967.0,80.0,3259.0,69971.0,250.0,15.0,20.0,-1.0,408.0,13581.0,11600.0,58.0,-1.0,29000.0,45.0,5300.0,20562.0,21359.0,1294.0,3259.0,-1.0,5000.0,300.0
1995,20080.0,31300.0,-1.0,628.0,-1.0,-1.0,19800.0,91000.0,31629.0,5330.0,7735.0,1297.0,25.0,-1.0,19800.0,33300.0,-1.0,-1.0,12488.0,286960.0,182.0,23.0,4.0,166224.0,-1.0,117832.0,6950.0,-1.0,-1,1532.0,10.0,31.0,21497.0,-1.0,-1.0,6878.0,116.0,3295.0,69340.0,398.0,2.0,26.0,-1.0,405.0,13277.0,16102.0,56.0,-1.0,29037.0,42.0,5488.0,22711.0,20495.0,1500.0,3295.0,-1.0,7000.0,200.0
1996,20340.0,27582.0,-1.0,450.0,-1.0,-1.0,20400.0,93000.0,35538.0,5394.0,7600.0,1307.0,25.0,-1.0,20400.0,31000.0,-1.0,-1.0,13640.0,284080.0,182.0,24.0,4.0,169198.0,-1.0,117404.0,6450.0,-1.0,-1,1512.0,10.0,65.0,17232.0,-1.0,-1.0,6797.0,100.0,0.0,70878.0,441.0,5.0,29.0,-1.0,513.0,13000.0,14637.0,54.0,-1.0,29178.0,40.0,6472.0,22830.0,21543.0,1300.0,0.0,-1.0,7168.0,200.0
1997,20000.0,34069.0,-1.0,2000.0,-1.0,-1.0,21000.0,84000.0,33838.0,5458.0,7500.0,1316.0,24.0,-1.0,21000.0,32000.0,-1.0,-1.0,12434.0,284170.0,160.0,20.0,5.0,162252.0,-1.0,107720.0,4960.0,-1.0,-1,1465.0,10.0,72.0,19967.0,-1.0,-1.0,6700.0,120.0,-1.0,71310.0,500.0,5.0,29.0,-1.0,548.0,12000.0,15345.0,54.0,-1.0,30000.0,39.0,5434.0,23587.0,27991.0,1200.0,-1.0,-1.0,7000.0,200.0
1998,18479.0,38951.0,-1.0,200.0,-1.0,-1.0,21500.0,96000.0,33325.0,5523.0,7300.0,1322.0,23.0,-1.0,21500.0,31000.0,-1.0,-1.0,12492.0,285180.0,160.0,27.0,2.0,162264.0,-1.0,105000.0,5940.0,-1.0,-1,1644.0,10.0,75.0,25259.0,-1.0,-1.0,6800.0,150.0,-1.0,71821.0,250.0,5.0,26.0,-1.0,431.0,15000.0,15989.0,52.0,-1.0,30296.0,40.0,5579.0,26287.0,28217.0,1300.0,-1.0,-1.0,6913.0,200.0
1999,18000.0,43190.0,-1.0,500.0,-1.0,-1.0,22000.0,86000.0,32183.0,5589.0,7000.0,1336.0,10.0,-1.0,22000.0,30000.0,-1.0,-1.0,11405.0,284740.0,160.0,23.0,6.0,162511.0,-1.0,110000.0,5840.0,-1.0,-1,1497.0,10.0,80.0,29429.0,-1.0,-1.0,7111.0,134.0,-1.0,72401.0,473.0,5.0,30.0,-1.0,519.0,14720.0,19105.0,55.0,-1.0,31058.0,39.0,4505.0,25530.0,27321.0,1368.0,-1.0,-1.0,6900.0,200.0
2000,17000.0,45498.0,0.0,1200.0,-1.0,-1.0,22500.0,87000.0,30838.0,5650.0,5000.0,1350.0,21.0,-1.0,22500.0,29000.0,-1.0,-1.0,11234.0,283121.0,163.0,29.0,6.0,162450.0,100.0,115000.0,5590.0,-1.0,-1,1800.0,10.0,85.0,30645.0,-1.0,-1.0,7202.0,141.0,0.0,73081.0,333.0,5.0,38.0,-1.0,1030.0,15500.0,22241.0,56.0,-1.0,31000.0,40.0,4234.0,24762.0,22580.0,1344.0,-1.0,-1.0,7000.0,300.0
2001,15000.0,45681.0,-1.0,1206.0,-1.0,-1.0,23000.0,82000.0,32477.0,5720.0,4670.0,1380.0,21.0,-1.0,23000.0,28600.0,74.0,-1.0,10811.0,280078.0,165.0,30.0,6.0,162440.0,150.0,118000.0,4800.0,-1.0,-1,1200.0,10.0,94.0,36819.0,-1.0,-1.0,7305.0,143.0,-1.0,72000.0,249.0,5.0,38.0,-1.0,814.0,16000.0,25876.0,56.0,20.0,30974.0,40.0,4000.0,24866.0,34853.0,1176.0,-1.0,-1.0,6811.0,300.0
2002,13000.0,46079.0,-1.0,1239.0,-1.0,-1.0,20000.0,78000.0,30285.0,5789.0,5670.0,1409.0,20.0,-1.0,20000.0,28300.0,91.0,-1.0,10276.0,268240.0,168.0,28.0,6.0,161000.0,200.0,125000.0,5260.0,-1.0,-1,489.0,10.0,103.0,44692.0,-1.0,-1.0,7000.0,200.0,1500.0,75089.0,570.0,5.0,41.0,-1.0,860.0,16300.0,33320.0,57.0,20.0,30786.0,41.0,3569.0,31365.0,36032.0,900.0,1500.0,-1.0,6707.0,500.0
2003,10975.0,47419.0,-1.0,450.0,-1.0,-1.0,21000.0,84000.0,30623.0,5855.0,6470.0,1434.0,19.0,272.0,21000.0,27700.0,96.0,-1.0,10160.0,268390.0,170.0,27.0,6.0,163730.0,300.0,130000.0,5400.0,-1.0,-1,279.0,10.0,117.0,43228.0,-1.0,-1.0,7562.0,100.0,1376.0,76201.0,500.0,5.0,44.0,-1.0,828.0,16500.0,39377.0,56.0,20.0,33500.0,40.0,3522.0,31859.0,34617.0,1046.0,1376.0,65.0,6639.0,700.0
2004,11171.0,45617.0,-1.0,1500.0,-1.0,-1.0,22000.0,84000.0,26300.0,5916.0,7260.0,1500.0,19.0,254.0,22000.0,26900.0,104.0,-1.0,10702.0,258921.0,175.0,57.0,6.0,165104.0,420.0,135000.0,4900.0,-1.0,-1,300.0,10.0,90.0,60326.0,112.0,-1.0,7765.0,116.0,1456.0,77222.0,1465.0,28.0,49.0,-1.0,860.0,16700.0,30284.0,56.0,20.0,33300.0,40.0,4061.0,28544.0,38295.0,1256.0,1456.0,756.0,6641.0,600.0
2005,11451.0,41758.0,-1.0,2274.0,-1.0,-1.0,23000.0,91000.0,24775.0,5978.0,7560.0,1413.0,18.0,286.0,23000.0,25900.0,117.0,-1.0,10227.0,256780.0,180.0,63.0,6.0,161500.0,500.0,140000.0,4630.0,2560.0,-1,227.0,10.0,70.0,70114.0,116.0,-1.0,8630.0,116.0,1500.0,78124.0,1473.0,47.0,97.0,-1.0,804.0,15000.0,26438.0,59.0,20.0,33187.0,43.0,3112.0,26272.0,34424.0,1297.0,1500.0,654.0,7115.0,700.0
2006,11928.0,42080.0,-1.0,-1.0,-1.0,700.0,22000.0,84000.0,22347.0,6000.0,10380.0,1350.0,10.0,470.0,22000.0,25400.0,101.0,-1.0,11137.0,244028.0,190.0,58.0,6.0,162000.0,500.0,110000.0,4410.0,2918.0,-1,350.0,10.0,70.0,68378.0,122.0,-1.0,9560.0,120.0,3500.0,85500.0,1919.0,49.0,86.0,-1.0,1235.0,13000.0,31845.0,61.0,20.0,32500.0,45.0,3937.0,25121.0,26634.0,1393.0,3500.0,655.0,7200.0,800.0
